dates,signals,gainAhead,prior_index
2000-11-22,-1.0,0.0179239141953,400
2000-11-24,-1.0,0.0123659671926,401
2000-11-27,1.0,-0.0177972015131,402
2000-11-28,1.0,-0.00032156264489,403
2000-11-29,-1.0,-0.0117520328548,404
2000-11-30,-1.0,-0.00336088654737,405
2000-12-01,-1.0,0.00812674687082,406
2000-12-04,1.0,0.0366673196016,407
2000-12-05,1.0,-0.0133356588978,408
2000-12-06,1.0,-0.015681392985,409
2000-12-07,1.0,0.0138808862815,410
2000-12-08,1.0,0.0362825849497,411
2000-12-11,-1.0,-0.00598968719731,412
2000-12-12,-1.0,-0.013584873215,413
2000-12-13,-1.0,-0.0149559456966,414
2000-12-14,-1.0,-0.02241689526,415
2000-12-15,-1.0,0.0183145762303,416
2000-12-18,-1.0,-0.0229037037037,417
2000-12-19,-1.0,-0.0311580798739,418
2000-12-20,-1.0,0.00993755770826,419
2000-12-21,1.0,0.0298989679859,420
2000-12-22,-1.0,0.00853852114318,421
2000-12-26,1.0,0.0100401306858,422
2000-12-27,1.0,-0.00309435188467,423
2000-12-28,1.0,-0.0110453444355,424
2000-12-29,-1.0,-0.0242625357683,425
2001-01-02,-1.0,0.045232958951,426
2001-01-03,1.0,-0.0134262693627,427
2001-01-04,1.0,-0.0262427134593,428
2001-01-05,-1.0,0.00553525283261,429
2001-01-08,-1.0,-0.00428825595718,430
2001-01-09,-1.0,0.0142488431405,431
2001-01-10,1.0,0.0073028970668,432
2001-01-11,1.0,-0.00894658953316,433
2001-01-12,-1.0,0.00824302208949,434
2001-01-16,1.0,0.00554267334879,435
2001-01-17,1.0,0.00887444116312,436
2001-01-18,-1.0,-0.00734383294992,437
2001-01-19,-1.0,0.00794782660368,438
2001-01-22,-1.0,0.00479004849003,439
2001-01-23,1.0,0.0051119195001,440
2001-01-24,1.0,-0.000226203071984,441
2001-01-25,1.0,-0.00534981826675,442
2001-01-26,-1.0,0.00711030884716,443
2001-01-29,1.0,0.00684881602914,444
2001-01-30,1.0,-0.00775743541501,445
2001-01-31,1.0,0.0106331772634,446
2001-02-01,-1.0,-0.0228827502598,447
2001-02-02,-1.0,0.00533953694472,448
2001-02-05,-1.0,-0.0065893864598,449
2001-02-06,-1.0,-0.00685493710762,450
2001-02-07,-1.0,-0.00190612342149,451
2001-02-08,-1.0,-0.0130102649797,452
2001-02-09,-1.0,0.00569899625106,453
2001-02-12,-1.0,-0.00100707961941,454
2001-02-13,-1.0,-0.00862899100238,455
2001-02-14,-1.0,0.0101459283486,456
2001-02-15,1.0,-0.0176840903286,457
2001-02-16,-1.0,-0.0135133068217,458
2001-02-20,-1.0,-0.0220244509392,459
2001-02-21,-1.0,-0.00529519944194,460
2001-02-22,-1.0,-0.00460616492939,461
2001-02-23,-1.0,0.0183017629257,462
2001-02-26,-1.0,-0.00569218189823,463
2001-02-27,-1.0,-0.020526931714,464
2001-02-28,-1.0,0.00214737793852,465
2001-03-01,1.0,-0.00532471926404,466
2001-03-02,1.0,0.0109979996275,467
2001-03-05,1.0,0.00816277486282,468
2001-03-06,1.0,0.00739746054953,469
2001-03-07,1.0,0.0113656978349,470
2001-03-08,1.0,-0.0326610827757,471
2001-03-09,1.0,-0.0391654170496,472
2001-03-12,-1.0,0.0137271354254,473
2001-03-13,-1.0,-0.0229357038803,474
2001-03-14,1.0,0.00206700834428,475
2001-03-15,1.0,-0.018412532019,476
2001-03-16,1.0,0.0198947558801,477
2001-03-19,1.0,-0.0266000118222,478
2001-03-20,1.0,-0.0218702015251,479
2001-03-21,-1.0,-0.00737915742794,480
2001-03-22,-1.0,0.0313443771333,481
2001-03-23,-1.0,0.0112626271377,482
2001-03-26,1.0,0.0182649966588,483
2001-03-27,1.0,-0.024163287284,484
2001-03-28,1.0,0.00179331988343,485
2001-03-29,1.0,0.00866654044099,486
2001-03-30,1.0,-0.0185322650831,487
2001-04-02,1.0,-0.0369211242382,488
2001-04-03,-1.0,0.00335794623675,489
2001-04-04,-1.0,0.0381812620329,490
2001-04-05,1.0,-0.0124525555036,491
2001-04-06,1.0,0.00751134159932,492
2001-04-09,1.0,0.0206676711637,493
2001-04-10,1.0,0.0017663623176,494
2001-04-11,1.0,0.01574145847,495
2001-04-12,-1.0,-0.0074887835968,496
2001-04-16,-1.0,0.0112207651751,497
2001-04-17,-1.0,0.0391126336898,498
2001-04-18,-1.0,0.0146348131649,499
2001-04-19,1.0,-0.00749716676837,500
2001-04-20,1.0,-0.0180700283467,501
2001-04-23,-1.0,-0.00801808541782,502
2001-04-24,-1.0,0.0103454494778,503
2001-04-25,1.0,0.00572828768012,504
2001-04-26,1.0,0.0131016344773,505
2001-04-27,-1.0,-0.00367102517957,506
2001-04-30,1.0,0.0191900381243,507
2001-05-01,-1.0,-0.00185071911416,508
2001-05-02,-1.0,-0.0159566945837,509
2001-05-03,-1.0,0.0156805135288,510
2001-05-04,-1.0,-0.00977086035452,511
2001-05-07,-1.0,0.00306417299082,512
2001-05-08,-1.0,-0.00466135899587,513
2001-05-09,-1.0,0.00342691760291,514
2001-05-10,-1.0,-0.00775752773376,515
2001-05-11,-1.0,0.00459188155341,516
2001-05-14,-1.0,-0.00131959680753,517
2001-05-15,-1.0,0.0246119557431,518
2001-05-16,-1.0,-0.000652569102407,519
2001-05-17,-1.0,0.00575257699902,520
2001-05-18,-1.0,0.0173136081869,521
2001-05-21,-1.0,-0.00181586105244,522
2001-05-22,-1.0,-0.0200869240898,523
2001-05-23,-1.0,0.00495572471648,524
2001-05-24,-1.0,-0.0124441558843,525
2001-05-25,-1.0,-0.00693444367917,526
2001-05-29,-1.0,-0.0135716650116,527
2001-05-30,-1.0,0.0082774049217,528
2001-05-31,-1.0,0.00355003328156,529
2001-06-01,-1.0,0.0067038312119,530
2001-06-04,1.0,0.011051587146,531
2001-06-05,1.0,-0.0110781834262,532
2001-06-06,1.0,0.000329478952571,533
2001-06-07,1.0,0.00196053828539,534
2001-06-08,1.0,-0.00804595901883,535
2001-06-11,1.0,-0.00594139090091,536
2001-06-12,-1.0,-0.00507996983768,537
2001-06-13,-1.0,-0.0249311899158,538
2001-06-14,-1.0,0.00736377025037,539
2001-06-15,-1.0,-0.0120614035088,540
2001-06-18,-1.0,0.00497389731574,541
2001-06-19,-1.0,0.00400032722513,542
2001-06-20,1.0,0.0127842645178,543
2001-06-21,1.0,-0.00804518174066,544
2001-06-22,1.0,-0.00877548703142,545
2001-06-25,1.0,-0.0035347254042,546
2001-06-26,-1.0,0.000443408001051,547
2001-06-27,1.0,0.00546627488961,548
2001-06-28,1.0,0.00789361980017,549
2001-06-29,1.0,0.0117355492383,550
2001-07-02,1.0,-0.00080051232789,551
2001-07-03,1.0,-0.0188190995033,552
2001-07-05,1.0,-0.0235484318737,553
2001-07-06,1.0,0.0019232859759,554
2001-07-09,-1.0,-0.00980662176486,555
2001-07-10,-1.0,-0.000986160044504,556
2001-07-11,-1.0,0.0277747310694,557
2001-07-12,-1.0,0.00364481147951,558
2001-07-13,1.0,-0.00861272196367,559
2001-07-16,1.0,0.00782126592304,560
2001-07-17,1.0,-0.00789973476538,561
