symbol,sym,exp,qty,openqty,price,openprice,value,avg_cost,unr_pnl,real_pnl,PurePL,accountid,currency,pure_unr_pnl
CADJPY,CAD,,-20000.0,-20000.0,86.0171493385,86.0171493385,-7572.4,2.0,-19.485716424,-392.690283568,-290.690283568,Paper,JPY,-17.485716424
EURJPY,EUR,,15000.0,15000.0,127.042,127.042,11185.68,2.0,9.748,-429.107999868,-97.107999868,Paper,JPY,11.748
GBPUSD,GBP,,-15000.0,-15000.0,1.42461076142,1.42461076142,-14242.0,2.0,4.5364213,49.0885782,199.0885782,Paper,USD,6.5364213
AUDUSD,AUD,,20000.0,20000.0,0.754638888889,0.754638888889,7554.0,2.0,34.22222222,8.47777778,18.47777778,Paper,USD,36.22222222
EURGBP,EUR,,-50000.0,-50000.0,0.785820017368,0.785820017368,11087.23525,2.0,-14.6932751218,94.6553751076,238.655375107,Paper,GBP,-12.6932751218
EURCHF,EUR,,-50000.0,-50000.0,1.09059704188,1.09059704188,-11039.0532,2.0,3.6704395468,-318.461088737,-216.461088737,Paper,CHF,5.6704395468
USDCAD,USD,,95204.0,95204.0,1.32053079701,1.32053079701,9857.8323,2.0,-123.376787289,-275.210758919,70.789241091,Paper,CAD,-121.376787289
AUDJPY,AUD,,10000.0,10000.0,85.64496875,85.64496875,7543.8,2.0,21.58675,16.13325,48.13325,Paper,JPY,23.58675
NZDJPY,NZD,,-30000.0,-30000.0,76.5383333333,76.5383333333,-13472.8,2.0,-25.6720000088,-4.0,0.0,Paper,JPY,-23.6720000088
GBPJPY,GBP,,-97000.0,-97000.0,161.357138674,161.357138674,-14230.04,2.0,-334.693355586,-601.285574872,-473.285574872,Paper,JPY,-331.932027874
NZDUSD,NZD,,70000.0,70000.0,0.672119838262,0.672119838262,6742.0,2.0,177.91132166,-350.21132163,-222.21132163,Paper,USD,179.91132166
USDCHF,USD,,-155000.0,-155000.0,0.974864584942,0.974864584942,-9859.8402,2.0,109.839709471,-717.471316001,94.5286840093,Paper,CHF,112.896401135
USDJPY,USD,,-80000.0,-80000.0,113.408847903,113.408847903,-19990.96,2.0,-117.915076288,-1414.72892281,-1276.72892281,Paper,JPY,-115.915076288
EURUSD,EUR,,13000.0,13000.0,1.11951615401,1.11951615401,11194.0,2.0,0.0,-1420.87999687,-702.99000187,Paper,USD,-2.90154223
