Date,accountid,balance,purebalance,buy_power,unr_pnl,real_pnl,PurePL,currency
20160401 15:44:00 EST,paperUSD,20000.0,20000.0,400000.0,0,0.0,0.0,USD
20160401 15:44:00 EST,paperUSD,19995.4724,20000.0,173620.0,0,-4.5276,0.0,USD
20160401 15:44:00 EST,paperUSD,19989.8824112,20000.0,-105879.44,0,-10.1175888,0.0,USD
20160403 17:15:00 EST,paperUSD,19950.7832896,19963.92,45076.64,0,-49.2167104,-36.08,USD
20160403 17:15:00 EST,paperUSD,19914.1089728,19930.04,184792.48,0,-85.8910272,-69.96,USD
20160403 17:22:00 EST,paperUSD,19912.1089728,19930.04,109482.96,0,-87.8910272,-69.96,USD
20160403 17:22:00 EST,paperUSD,19909.313732,19930.04,-30279.08,0,-90.686268,-69.96,USD
20160403 17:23:00 EST,paperUSD,20841.7570504,20865.48,119555.0,0,841.7570504,865.48,USD
20160403 17:23:00 EST,paperUSD,20912.4404632,20938.96,259384.36,0,912.4404632,938.96,USD
20160403 17:24:00 EST,paperUSD,20909.4477592,20938.96,109749.16,0,909.4477592,938.96,USD
20160403 17:24:00 EST,paperUSD,20906.6527736,20938.96,-30000.12,0,906.6527736,938.96,USD
20160403 17:26:00 EST,paperUSD,20766.377324,20801.68,119772.36,0,766.377324,801.68,USD
20160403 17:26:00 EST,paperUSD,20454.9933368,20495.88,398971.72,0,454.9933368,495.88,USD
20160403 18:05:00 EST,paperUSD,20452.9933368,20495.88,324187.12,0,452.9933368,495.88,USD
20160403 18:05:00 EST,paperUSD,20450.2015984,20495.88,184600.2,0,450.2015984,495.88,USD
20160403 18:13:00 EST,paperUSD,20438.1700448,20486.64,324177.88,0,438.1700448,486.64,USD
