trade_id,PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol,symbol_description,PurePL,qty,balance,commission,margin_available,purebalance,mark_to_mkt,pure_mark_to_mkt,currency
1.0,357907.0,20160404 20:43:32 EST,20160404 20:43:32 EST,20160404 20:43:32 EST,1564.0,,BTCUSD,short,,20160322 07:08:08 EST,closed,20160322 07:08:08 EST,1607.72,,,1.0,1.0,,BTCUSD,,437200.0,1.0,377907.0,79293.0,-37200.0,457200.0,,,
2.0,-118100.0,20160404 22:38:12 EST,20160404 22:38:12 EST,20160404 22:38:12 EST,1560.0,,BTCUSD,long,,20160404 20:43:32 EST,closed,20160404 20:43:32 EST,1564.0,,,1.0,1.0,,BTCUSD,,-40000.0,-1.0,259807.0,78100.0,-77200.0,417200.0,,,
3.0,-78000.0,20160404 22:43:40 EST,20160404 22:43:40 EST,20160404 22:43:40 EST,1560.0,,BTCUSD,short,,20160404 22:38:12 EST,closed,20160404 22:38:12 EST,1560.0,,,1.0,1.0,,BTCUSD,,0.0,1.0,181807.0,78000.0,-77200.0,417200.0,,,
4.0,-39000.0,,,,0.0,,BTCUSD,long,,20160404 22:43:40 EST,open,20160404 22:43:40 EST,1560.0,,,0.0,1.0,,BTCUSD,,0.0,1.0,142807.0,39000.0,-15677200.0,417200.0,,,
5.0,-39500.0,,,,0.0,,BTCUSD_bitbayPLN,long,,20160406 23:50:02 EST,open,20160406 23:50:02 EST,1580.0,,,0.0,1.0,,BTCUSD_bitbayPLN,,0.0,1.0,103307.0,39500.0,-31477200.0,417200.0,63807.0,417200.0,
6.0,-39500.0,,,,0.0,,BTCUSD_bitbayPLN,long,,20160406 23:52:48 EST,open,20160406 23:52:48 EST,1580.0,,,0.0,1.0,,BTCUSD_bitbayPLN,,0.0,1.0,63807.0,39500.0,-47277200.0,417200.0,24307.0,417200.0,
7.0,-39475.0,,,,0.0,,BTCUSD_bitbayPLN,long,,20160407 01:04:10 EST,open,20160407 01:04:10 EST,1579.0,,,0.0,1.0,,BTCUSD_bitbayPLN,,0.0,1.0,24332.0,39475.0,-63067200.0,417200.0,-15143.0,417200.0,
8.0,-39475.0,,,,0.0,,BTCUSD_bitbayPLN,long,,20160407 01:04:32 EST,open,20160407 01:04:32 EST,1579.0,,,0.0,1.0,,BTCUSD_bitbayPLN,,0.0,1.0,-15143.0,39475.0,-78857200.0,417200.0,-54618.0,417200.0,
9.0,-39475.0,,,,0.0,,BTCUSD_bitbayPLN,long,,20160407 01:05:03 EST,open,20160407 01:05:03 EST,1579.0,,,0.0,1.0,,BTCUSD_bitbayPLN,,0.0,1.0,-54618.0,39475.0,-94647200.0,417200.0,-94093.0,417200.0,USD
