symbol,open_or_closed,long_or_short,quant_opened,quant_closed,opening_price_VWAP,closing_price_VWAP,PL,PurePL,commission,trade_id,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,expir,instrument,markToMarket_time,openVWAP_timestamp,openedWhen,qty,currency,unr_pnl,pure_unr_pnl,balance,margin_available,purebalance
GBPUSD,open,long,2.0,0.0,1.411245,,-4.0,0.0,4.0,2615.0,,,,,GBPUSD,,20160408 15:07:36 EST,20160408 10:31:17 EST,1.0,USD,-1.3,0.699999999996,5434.4365605,984.55197,17122.4365605
USDCHF,open,short,2.0,0.0,0.953445,,-4.0,0.0,4.0,2623.0,,,,,USDCHF,,20160408 15:08:03 EST,20160408 11:21:22 EST,-1.0,CHF,50.73562,52.73562,5432.4365605,-8669.00187,17122.4365605
USDCAD,open,long,2.0,0.0,1.29988,,-4.0,0.0,4.0,2636.0,,,,,USDCAD,,20160408 15:09:20 EST,20160408 13:51:35 EST,1.0,CAD,119.8262,121.8262,5426.4365605,-35459.72465,17122.4365605
CADJPY,open,long,2.0,0.0,83.3055,,-4.0,0.0,4.0,2634.0,,,,,CADJPY,,20160408 15:10:08 EST,20160408 13:26:59 EST,1.0,JPY,48.776,50.776,5422.4365605,-49276.60465,17122.4365605
CHFJPY,open,long,2.0,0.0,113.602,,-4.0,0.0,4.0,2631.0,,,,,CHFJPY,,20160408 15:10:31 EST,20160408 12:55:03 EST,1.0,JPY,134.928,136.928,5420.4365605,-59265.48465,17122.4365605
EURGBP,open,short,2.0,0.0,0.80715,,-4.0,0.0,4.0,2641.0,,,,,EURGBP,,20160408 15:10:54 EST,20160408 14:54:52 EST,-1.0,GBP,12.105,14.105,5418.4365605,-70650.47645,17122.4365605
GBPJPY,open,long,2.0,0.0,152.9945,,-4.0,0.0,4.0,2638.0,,,,,GBPJPY,,20160408 15:11:16 EST,20160408 13:58:48 EST,1.0,JPY,231.464,233.464,5416.4365605,-84111.74845,17122.4365605
EURCHF,open,long,2.0,0.0,1.08696,,-4.0,0.0,4.0,2617.0,,,,,EURCHF,,20160408 15:11:40 EST,20160408 10:31:33 EST,1.0,CHF,52.05148,54.05148,5414.4365605,-95119.92955,17122.4365605
AUDJPY,open,long,2.0,0.0,81.7925,,-4.0,0.0,4.0,2642.0,,,,,AUDJPY,,20160408 15:12:03 EST,20160408 15:04:07 EST,1.0,JPY,229.88,231.88,5412.4365605,-102316.65755,17122.4365605
USDJPY,open,long,2.0,0.0,108.171,0.0,-2.0,0.0,2.0,2646.0,,,,,USDJPY,,20160408 16:24:56 EST,20160408 16:24:56 EST,2.0,JPY,205.856,207.856,5441.5765605,-109127.65755,17169.5765605
AUDUSD,open,short,2.0,0.0,0.75507,0.0,-2.0,0.0,2.0,2647.0,,,,,AUDUSD,,20160408 16:36:58 EST,20160408 16:36:58 EST,-2.0,USD,98.6,100.6,5433.9765605,-109127.65755,17165.9765605
EURJPY,open,short,2.0,0.0,123.199,0.0,-2.0,0.0,2.0,2648.0,,,,,EURJPY,,20160408 16:40:40 EST,20160408 16:40:40 EST,-2.0,JPY,253.552,255.552,5373.6565605,-109127.65755,17109.6565605
EURUSD,open,long,2.0,0.0,1.13995,0.0,-2.0,0.0,2.0,2649.0,,,,,EURUSD,,20160408 16:45:46 EST,20160408 16:45:46 EST,2.0,USD,-4.4,-2.4,5371.6565605,-109127.65755,17111.6565605
NZDJPY,open,short,2.0,0.0,73.632,0.0,-2.0,0.0,2.0,2650.0,,,,,NZDJPY,,20160408 16:49:33 EST,20160408 16:49:33 EST,-2.0,JPY,153.056,155.056,5355.1605605,-109127.65755,17099.1605605
NZDUSD,open,short,2.0,0.0,0.68112,0.0,-2.0,0.0,2.0,2651.0,,,,,NZDUSD,,20160408 16:49:56 EST,20160408 16:49:56 EST,-2.0,USD,4.0,6.0,5346.9605605,-109127.65755,17094.9605605
