symbol,open_or_closed,long_or_short,quant_opened,quant_closed,opening_price_VWAP,closing_price_VWAP,PL,PurePL,commission,trade_id,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,expir,instrument,markToMarket_time,openVWAP_timestamp,openedWhen,qty,currency,unr_pnl,pure_unr_pnl,balance,margin_available,purebalance
CADJPY,open,short,20000.0,0.0,86.0171493385,,-319.290283568,-231.290283568,88.0,703.0,,,,,CADJPY,,20160328  20:20:36,20160321  12:03:31,-10000.0,JPY,15.485716424,17.485716424,10347.4003768,-326455.67957,16807.3470298
EURUSD,open,long,23000.0,0.0,1.11951615401,,-72.0784578,19.9215422,92.0,842.0,,,,,EURUSD,,20160328  21:49:53,20160325  16:10:40,20000.0,USD,-4.90154223,-2.90154223,10206.9822426,-336388.23847,16712.9288956
EURJPY,open,long,25000.0,10000.0,127.042,127.11,-0.0160000000002,5.984,6.0,889.0,20160328  21:50:02,20160328  21:50:02,20160328  21:50:02,,EURJPY,,20160328  21:39:47,20160328  19:59:38,-10000.0,JPY,9.748,11.748,10210.9662426,-325202.55847,16718.9128956
GBPUSD,open,short,15000.0,0.0,1.42461076142,,176.3385783,292.3385783,116.0,728.0,,,,,GBPUSD,,20160328  21:50:08,20160321  17:15:01,-10000.0,USD,-8.5364213,-6.5364213,10208.9662426,-339444.55847,16718.9128956
AUDUSD,open,long,30000.0,10000.0,0.754638888889,0.7554,8.47777778,18.47777778,10.0,887.0,20160328  21:50:34,20160328  21:50:34,20160328  21:50:34,,AUDUSD,,20160328  21:40:09,20160328  17:55:00,-10000.0,USD,34.22222222,36.22222222,10210.5773537,-351743.87697,16726.5240067
EURGBP,open,short,60000.0,10000.0,0.785820017368,0.78605,152.091175093,238.091175093,86.0,792.0,20160328  21:51:07,20160328  21:51:07,20160328  21:51:07,,EURGBP,,20160328  21:40:42,20160325  09:35:13,10000.0,GBP,10.6932751218,12.6932751218,10199.5734487,-337135.32172,16721.5201017
EURCHF,open,short,50000.0,0.0,1.09059704188,,-256.381588737,-168.381588737,88.0,725.0,,,,,EURCHF,,20160328  21:59:36,20160321  16:43:10,-10000.0,CHF,-7.6704395468,-5.6704395468,10147.2446416,-333640.41972,16679.1912946
USDCAD,open,long,115204.0,20000.0,1.32053079701,1.318875,-275.210758919,70.789241091,346.0,263.0,20160328  22:09:04,20160328  22:09:04,20160328  22:09:04,,USDCAD,,20160328  21:10:34,20160315  21:47:41,-10000.0,CAD,-123.376787289,-121.376787289,10133.4297647,-323782.58742,16667.3764177
AUDJPY,open,long,20000.0,10000.0,85.64496875,85.725,16.13325,48.13325,32.0,875.0,20160328  22:09:22,20160328  22:09:22,20160328  22:09:22,,AUDJPY,,20160328  21:51:38,20160328  11:21:08,-10000.0,JPY,21.58675,23.58675,10103.2221207,-302009.62742,16641.1687737
NZDJPY,open,short,30000.0,0.0,76.5383333333,,-4.0,0.0,4.0,892.0,,,,,NZDJPY,,20160328  22:21:44,20160328  21:50:43,-20000.0,JPY,21.6720000088,23.6720000088,10108.0010825,-305623.09332,16649.9477355
GBPJPY,open,short,97000.0,0.0,161.357138674,,-601.285574872,-473.285574872,128.0,720.0,,,,,GBPJPY,,20160328  22:21:56,20160321  15:33:19,-10000.0,JPY,329.170700162,331.932027874,10106.0010825,-319853.13332,16649.9477355
NZDUSD,open,long,80000.0,10000.0,0.672119838262,0.6742,-303.21132163,-195.21132163,108.0,730.0,20160328  22:22:04,20160328  22:22:04,20160328  22:22:04,,NZDUSD,,20160328  21:40:58,20160321  17:22:59,-10000.0,USD,177.91132166,179.91132166,10124.8026999,-313111.13332,16670.7493529
USDCHF,open,short,155000.0,0.0,0.974864584942,,-717.471316001,94.5286840093,812.0,148.0,,,,,USDCHF,,20160328  22:29:48,20160314  16:47:52,-10000.0,CHF,-115.953092799,-112.896401135,10122.8026999,-322970.97352,16670.7493529
USDJPY,open,short,80000.0,0.0,113.408847903,,-1228.42892301,-1130.42892302,98.0,708.0,,,,,USDJPY,,20160328  22:29:52,20160321  12:44:27,-20000.0,JPY,113.915076288,115.915076288,10120.8026999,-342961.93352,16670.7493529
