symbol,open_or_closed,long_or_short,quant_opened,quant_closed,opening_price_VWAP,closing_price_VWAP,PL,PurePL,commission,trade_id,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,expir,instrument,markToMarket_time,openVWAP_timestamp,openedWhen,qty,currency,unr_pnl,pure_unr_pnl,balance,margin_available,purebalance
EURJPY,open,long,2.0,0.0,123.5245,,-4.0,0.0,4.0,627.0,,,,,EURJPY,,20160408 15:06:15 EST,20160408 13:33:31 EST,1.0,JPY,195.208,197.208,16679.1093,69931.34003,20349.1093
GBPUSD,open,long,2.0,0.0,1.411315,,-4.0,0.0,4.0,605.0,,,,,GBPUSD,,20160408 15:07:35 EST,20160408 10:35:31 EST,1.0,USD,-2.7,-0.7,16675.1093,44401.84003,20349.1093
USDCHF,open,short,2.0,0.0,0.95341,,-4.0,0.0,4.0,614.0,,,,,USDCHF,,20160408 15:08:02 EST,20160408 11:36:34 EST,-1.0,CHF,51.44416,53.44416,16673.1093,34748.28619,20349.1093
USDJPY,open,short,2.0,0.0,108.4925,,-4.0,0.0,4.0,603.0,,,,,USDJPY,,20160408 15:08:29 EST,20160408 09:36:37 EST,-1.0,JPY,149.976,151.976,16671.1093,25220.70219,20349.1093
USDCAD,open,long,2.0,0.0,1.299765,,-4.0,0.0,4.0,631.0,,,,,USDCAD,,20160408 15:09:16 EST,20160408 14:07:06 EST,1.0,CAD,121.54522,123.54522,16667.1093,7956.58763,20349.1093
GBPJPY,open,long,2.0,0.0,152.959,,-4.0,0.0,4.0,628.0,,,,,GBPJPY,,20160408 15:11:14 EST,20160408 14:03:50 EST,1.0,JPY,237.712,239.712,16657.1093,-40695.82437,20349.1093
EURCHF,open,short,2.0,0.0,1.08732,,-4.0,0.0,4.0,608.0,,,,,EURCHF,,20160408 15:11:38 EST,20160408 11:08:04 EST,-1.0,CHF,47.80024,49.80024,16655.1093,-51703.19571,20349.1093
AUDJPY,open,long,2.0,0.0,81.7915,,-4.0,0.0,4.0,637.0,,,,,AUDJPY,,20160408 15:12:01 EST,20160408 15:03:43 EST,1.0,JPY,230.056,232.056,16653.1093,-58899.83571,20349.1093
EURGBP,open,short,2.0,0.0,0.80712,0.0,-2.0,0.0,2.0,638.0,,,,,EURGBP,,20160408 15:13:24 EST,20160408 15:13:24 EST,-2.0,GBP,12.9513,14.9513,16639.91575,-65710.83571,20341.91575
NZDJPY,open,short,2.0,0.0,73.694,0.0,-2.0,0.0,2.0,639.0,,,,,NZDJPY,,20160408 15:32:20 EST,20160408 15:32:20 EST,-2.0,JPY,142.144,144.144,16624.56375,-65710.83571,20330.56375
CADJPY,open,short,2.0,0.0,83.192,0.0,-2.0,0.0,2.0,640.0,,,,,CADJPY,,20160408 16:03:09 EST,20160408 16:03:09 EST,-2.0,JPY,70.688,72.688,16593.81175,-65710.83571,20303.81175
CHFJPY,open,long,2.0,0.0,113.438,0.0,-2.0,0.0,2.0,641.0,,,,,CHFJPY,,20160408 16:03:26 EST,20160408 16:03:26 EST,2.0,JPY,163.792,165.792,16605.29975,-65710.83571,20319.29975
EURUSD,open,short,2.0,0.0,1.14001,0.0,-2.0,0.0,2.0,642.0,,,,,EURUSD,,20160408 16:07:26 EST,20160408 16:07:26 EST,-2.0,USD,-5.0,-3.0,16590.49975,-65710.83571,20308.49975
NZDUSD,open,short,2.0,0.0,0.6808,0.0,-2.0,0.0,2.0,643.0,,,,,NZDUSD,,20160408 16:08:40 EST,20160408 16:08:40 EST,-2.0,USD,10.4,12.4,16577.29975,-65710.83571,20299.29975
AUDUSD,open,short,2.0,0.0,0.75511,0.0,-2.0,0.0,2.0,644.0,,,,,AUDUSD,,20160408 16:35:49 EST,20160408 16:35:49 EST,-2.0,USD,97.8,99.8,16571.99975,-65710.83571,20297.99975
