symbol,sym,exp,qty,openqty,price,openprice,value,avg_cost,unr_pnl,real_pnl,PurePL,accountid,currency,pure_unr_pnl
GBPUSD,GBP,,20000.0,20000.0,1.40956,1.40956,1384632.2,27.692644,338354.88,-360.604244,-276.6,Paper,USD,344000.0
USDCHF,USD,,-20000.0,-20000.0,0.95317,0.95317,946078.035,18.9215607,-586898.05524,-6679.72127298,-6486.58248,Paper,CHF,-583027.2
USDCAD,USD,,20000.0,20000.0,1.30029,1.30029,951726.15524,19.0345231048,1153064.71351,6737.1236521,6912.25416,Paper,CAD,1156975.2
CADJPY,CAD,,20000.0,20000.0,83.315,83.315,718249.84,14.3649968,488097.4912,1218.3175312,1510.08,Paper,JPY,491040.0
CHFJPY,CHF,,20000.0,20000.0,113.694,113.694,978824.0,19.57648,1203333.824,-14916.701008,-14697.056,Paper,JPY,1207360.0
EURGBP,EUR,,-20000.0,-20000.0,0.80714,0.80714,1115784.488,22.31568976,-148427.7613,-18370.1386196,-17869.3424,Paper,GBP,-143871.0
GBPJPY,GBP,,20000.0,20000.0,153.02,153.02,1319083.92,26.3816784,2284327.9008,-13922.1901104,-13734.16,Paper,JPY,2289760.0
EURCHF,EUR,,20000.0,20000.0,1.08637,1.08637,1078722.39132,21.5744478264,655542.706056,1865.70140109,1931.2776,Paper,CHF,659954.4
AUDJPY,AUD,,20000.0,20000.0,81.804,81.804,705193.104,14.10386208,2295634.528,3335.48308192,3508.208,Paper,JPY,2298560.0
USDJPY,USD,,20000.0,20000.0,108.171,108.171,0.0,2.0,2074710.8096,-4774.42631008,-4620.0,Paper,JPY,2078560.0
AUDUSD,AUD,,-20000.0,-20000.0,0.75507,0.75507,0.0,2.0,-1009040.4,-939.684936,-845.4,Paper,USD,-1006000.0
EURJPY,EUR,,-20000.0,-20000.0,123.199,123.199,0.0,2.0,-2559907.7152,-10178.3344109,-10024.432,Paper,JPY,-2555520.0
EURUSD,EUR,,20000.0,20000.0,1.13995,1.13995,0.0,2.0,-28559.32,1527.113204,1712.8,Paper,USD,-24000.0
NZDJPY,NZD,,-20000.0,-20000.0,73.632,73.632,0.0,2.0,-1553182.8576,12410.0918141,12699.28,Paper,JPY,-1550560.0
NZDUSD,NZD,,-20000.0,-20000.0,0.68112,0.68112,0.0,2.0,-62725.68,-5759.079192,-5608.0,Paper,USD,-60000.0
