permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,openqty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date,PurePL,balance,margin_available,openprice,purebalance,real_pnl
1,Paper,Paper,2.0,USD,IDEALPRO,1.0,,,1.0,111.763,100000.0,-100000.0,-2.0,SLD,USD,JPY,20160401 15:27:00 EST,,0.0,19998.0,301648.56,111.763,20000.0,-2.0
2,Paper,Paper,8.3812608,USD,IDEALPRO,2.0,,,1.0,158.736,300000.0,300000.0,-8.3812608,BOT,GBP,JPY,20160401 15:27:00 EST,,0.0,19989.6187392,-117414.48,158.736,20000.0,-8.3812608
3,Paper,Paper,2.0,USD,IDEALPRO,3.0,,,1.0,111.699,100000.0,0.0,54.32,BOT,USD,JPY,20160401 15:37:00 EST,,56.32,20043.9387392,-19119.36,111.763,20056.32,54.32
4,Paper,Paper,2.7942904,USD,IDEALPRO,4.0,,,1.0,158.7665,100000.0,400000.0,-2.7942904,BOT,GBP,JPY,20160401 15:37:00 EST,,0.0,20041.1444488,-158833.88,158.743625,20056.32,-2.7942904
5,Paper,Paper,5.8988952,USD,IDEALPRO,5.0,,,1.0,111.7215,300000.0,-300000.0,-5.8988952,SLD,USD,JPY,20160404 03:50:00 EST,,0.0,20035.2455536,-453778.64,111.7215,20056.32,-5.8988952
6,Paper,Paper,8.3581344,USD,IDEALPRO,6.0,,,1.0,158.298,300000.0,100000.0,-1184.8081344,SLD,GBP,JPY,20160404 03:50:00 EST,,-1176.45,18850.4374192,-35871.92,158.743625,18879.87,-1184.8081344
7,Paper,Paper,3.9256096,USD,IDEALPRO,7.0,,,1.0,111.523,200000.0,-100000.0,345.4343904,BOT,USD,JPY,20160404 03:51:00 EST,,349.36,19195.8718096,160408.56,111.7215,19229.23,345.4343904
8,Paper,Paper,2.7939648,USD,IDEALPRO,8.0,,,1.0,158.748,100000.0,0.0,1.05603519998,SLD,GBP,JPY,20160404 03:51:00 EST,,3.84999999998,19196.9278448,300106.8,158.743625,19233.08,1.05603519998
9,Paper,Paper,2.0,USD,IDEALPRO,9.0,,,1.0,111.632,100000.0,-200000.0,-2.0,SLD,USD,JPY,20160404 03:54:00 EST,,0.0,19194.9278448,201870.64,111.67675,19233.08,-2.0
10,Paper,Paper,2.7907264,USD,IDEALPRO,10.0,,,1.0,158.564,100000.0,100000.0,-2.7907264,BOT,GBP,JPY,20160404 03:54:00 EST,,0.0,19192.1371184,62334.32,158.564,19233.08,-2.7907264
11,Paper,Paper,2.0,USD,IDEALPRO,11.0,,,1.0,111.242,100000.0,-100000.0,380.58,BOT,USD,JPY,20160404 03:56:00 EST,,382.58,19572.7171184,160227.28,111.67675,19615.66,380.58
12,Paper,Paper,2.786696,USD,IDEALPRO,12.0,,,1.0,158.335,100000.0,0.0,-204.306696,SLD,GBP,JPY,20160404 03:56:00 EST,,-201.52,19368.4104224,299562.08,158.564,19414.14,-204.306696
13,Paper,Paper,2.0,USD,IDEALPRO,13.0,,,1.0,111.2515,100000.0,-200000.0,-2.0,SLD,USD,JPY,20160404 05:10:00 EST,,0.0,19366.4104224,201660.76,111.464125,19414.14,-2.0
14,Paper,Paper,2.7959008,USD,IDEALPRO,14.0,,,1.0,158.858,100000.0,100000.0,-2.7959008,BOT,GBP,JPY,20160404 05:10:00 EST,,0.0,19363.6145216,61865.72,158.858,19414.14,-2.7959008
15,Paper,Paper,3.913272,USD,IDEALPRO,15.0,,,1.0,111.1725,200000.0,0.0,509.346728,BOT,USD,JPY,20160404 05:27:00 EST,,513.26,19872.9612496,257529.32,111.464125,19927.4,509.346728
16,Paper,Paper,2.8036536,USD,IDEALPRO,16.0,,,1.0,159.2985,100000.0,0.0,384.8363464,SLD,GBP,JPY,20160404 05:27:00 EST,,387.64,20257.797596,397712.0,158.858,20315.04,384.8363464
17,Paper,Paper,3.9184288,USD,IDEALPRO,17.0,,,1.0,111.319,200000.0,-200000.0,-3.9184288,SLD,USD,JPY,20160404 05:29:00 EST,,0.0,20253.8791672,201790.56,111.319,20315.04,-3.9184288
18,Paper,Paper,2.792988,USD,IDEALPRO,18.0,,,1.0,158.6925,100000.0,100000.0,-2.792988,BOT,GBP,JPY,20160404 05:29:00 EST,,0.0,20251.0861792,62141.16,158.6925,20315.04,-2.792988
19,Paper,Paper,3.9115824,USD,IDEALPRO,19.0,,,1.0,111.1245,200000.0,0.0,338.4084176,BOT,USD,JPY,20160404 05:30:00 EST,,342.32,20589.4945968,257720.28,111.319,20657.36,338.4084176
20,Paper,Paper,2.7926008,USD,IDEALPRO,20.0,,,1.0,158.6705,100000.0,0.0,-22.1526008,SLD,GBP,JPY,20160404 05:30:00 EST,,-19.36,20567.341996,397350.32,158.6925,20638.0,-22.1526008
