trade_id,PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol,symbol_description,PurePL,qty,balance,commission,margin_available,purebalance
1.0,375.0,20160322 14:23:23 EST,20160322 14:23:23 EST,20160322 14:23:23 EST,1.41967,,GBPUSD,short,,20160322 07:04:30 EST,closed,20160322 07:04:30 EST,1.42725,,,5.0,5.0,,GBPUSD,,379.0,5.0,20375.0,4.0,399621.0,20379.0
2.0,7.00000000001,20160322 14:33:55 EST,20160322 14:33:55 EST,20160322 14:33:55 EST,1.41989,,GBPUSD,long,,20160322 14:23:23 EST,closed,20160322 14:23:23 EST,1.41967,,,5.0,5.0,,GBPUSD,,11.0,-5.0,20382.0,4.0,399632.0,20390.0
3.0,-91.5,20160322 18:52:20 EST,20160322 18:52:20 EST,20160322 18:52:20 EST,1.42164,,GBPUSD,short,,20160322 14:33:55 EST,closed,20160322 14:33:55 EST,1.41989,,,5.0,5.0,,GBPUSD,,-87.5,5.0,20290.5,4.0,399719.5,20302.5
4.0,-7.0,20160322 19:05:20 EST,20160322 19:05:20 EST,20160322 19:05:20 EST,1.42158,,GBPUSD,long,,20160322 18:52:20 EST,closed,20160322 18:52:20 EST,1.42164,,,5.0,5.0,,GBPUSD,,-3.0,-5.0,20283.5,4.0,399716.5,20299.5
5.0,-22.0,20160322 19:36:21 EST,20160322 19:36:21 EST,20160322 19:36:21 EST,1.42194,,GBPUSD,short,,20160322 19:05:20 EST,closed,20160322 19:05:20 EST,1.42158,,,5.0,5.0,,GBPUSD,,-18.0,5.0,20261.5,4.0,399734.5,20281.5
6.0,4.5,20160322 19:48:08 EST,20160322 19:48:08 EST,20160322 19:48:08 EST,1.42211,,GBPUSD,long,,20160322 19:36:21 EST,closed,20160322 19:36:21 EST,1.42194,,,5.0,5.0,,GBPUSD,,8.5,-5.0,20266.0,4.0,399743.0,20290.0
7.0,18.0,20160322 20:12:30 EST,20160322 20:12:30 EST,20160322 20:12:30 EST,1.42167,,GBPUSD,short,,20160322 19:48:08 EST,closed,20160322 19:48:08 EST,1.42211,,,5.0,5.0,,GBPUSD,,22.0,5.0,20284.0,4.0,399721.0,20312.0
8.0,-17.5,20160322 20:32:05 EST,20160322 20:32:05 EST,20160322 20:32:05 EST,1.4214,,GBPUSD,long,,20160322 20:12:30 EST,closed,20160322 20:12:30 EST,1.42167,,,5.0,5.0,,GBPUSD,,-13.5,-5.0,20266.5,4.0,399707.5,20298.5
9.0,-59.5,20160322 20:56:55 EST,20160322 20:56:55 EST,20160322 20:56:55 EST,1.42251,,GBPUSD,short,,20160322 20:32:05 EST,closed,20160322 20:32:05 EST,1.4214,,,5.0,5.0,,GBPUSD,,-55.5,5.0,20207.0,4.0,399763.0,20243.0
10.0,-28.0,20160322 21:08:05 EST,20160322 21:08:05 EST,20160322 21:08:05 EST,1.42203,,GBPUSD,long,,20160322 20:56:55 EST,closed,20160322 20:56:55 EST,1.42251,,,5.0,5.0,,GBPUSD,,-24.0,-5.0,20179.0,4.0,399739.0,20219.0
11.0,39.0,20160322 21:40:44 EST,20160322 21:40:44 EST,20160322 21:40:44 EST,1.42117,,GBPUSD,short,,20160322 21:08:05 EST,closed,20160322 21:08:05 EST,1.42203,,,5.0,5.0,,GBPUSD,,43.0,5.0,20218.0,4.0,399696.0,20262.0
12.0,-12.5,20160322 21:55:01 EST,20160322 21:55:01 EST,20160322 21:55:01 EST,1.421,,GBPUSD,long,,20160322 21:40:44 EST,closed,20160322 21:40:44 EST,1.42117,,,5.0,5.0,,GBPUSD,,-8.5,-5.0,20205.5,4.0,399687.5,20253.5
13.0,145.5,20160323 04:54:08 EST,20160323 04:54:08 EST,20160323 04:54:08 EST,1.41801,,GBPUSD,short,,20160322 21:55:01 EST,closed,20160322 21:55:01 EST,1.421,,,5.0,5.0,,GBPUSD,,149.5,5.0,20351.0,4.0,399538.0,20403.0
14.0,-90.0,20160323 05:14:16 EST,20160323 05:14:16 EST,20160323 05:14:16 EST,1.41629,,GBPUSD,long,,20160323 04:54:08 EST,closed,20160323 04:54:08 EST,1.41801,,,5.0,5.0,,GBPUSD,,-86.0,-5.0,20261.0,4.0,399452.0,20317.0
15.0,-2.0,,,,0.0,,GBPUSD,short,,20160323 05:14:16 EST,open,20160323 05:14:16 EST,1.41629,,,0.0,5.0,,GBPUSD,,0.0,-5.0,20259.0,2.0,328637.5,20317.0
