symbol,sym,exp,qty,openqty,price,openprice,value,avg_cost,unr_pnl,real_pnl,PurePL,accountid,currency,pure_unr_pnl
EURJPY,EUR,,20000.0,20000.0,123.576,123.576,1064684.544,21.29369088,1877052.496,23563.8842771,24405.92,Paper,JPY,1881440.0
GBPUSD,GBP,,20000.0,20000.0,1.4099,1.4099,1384583.2,27.691664,270354.88,-3334.194064,-2428.8,Paper,USD,276000.0
USDCHF,USD,,-20000.0,-20000.0,0.95297,0.95297,946078.035,18.9215607,-627386.05524,-13378.8829604,-11826.94968,Paper,CHF,-623515.2
USDJPY,USD,,-20000.0,-20000.0,108.691,108.691,933729.104,18.67458208,-1174249.3312,14378.2892739,15546.08,Paper,JPY,-1170400.0
USDCAD,USD,,20000.0,20000.0,1.30007,1.30007,951718.83072,19.0343766144,1185950.31351,-3476.98840111,-2052.21092,Paper,CAD,1189860.8
GBPJPY,GBP,,20000.0,20000.0,152.952,152.952,1319049.424,26.38098848,2404007.9008,43983.4417475,45443.376,Paper,JPY,2409440.0
EURCHF,EUR,,-20000.0,-20000.0,1.08724,1.08724,1078791.82824,21.5758365648,-518609.901264,-7658.11671216,-6178.4688,Paper,CHF,-514197.6
AUDJPY,AUD,,20000.0,20000.0,81.827,81.827,705184.48,14.1036896,2255154.528,3778.0144864,4533.232,Paper,JPY,2258080.0
EURGBP,EUR,,-20000.0,-20000.0,0.80712,0.80712,0.0,2.0,-154069.7613,3033.26829897,4724.0466,Paper,GBP,-149513.0
NZDJPY,NZD,,-20000.0,-20000.0,73.697,73.697,0.0,2.0,-1438782.8576,24546.5154147,25341.536,Paper,JPY,-1436160.0
CADJPY,CAD,,-20000.0,-20000.0,83.203,83.203,0.0,2.0,-710462.896,786.96275744,1470.656,Paper,JPY,-707520.0
CHFJPY,CHF,,20000.0,20000.0,113.439,113.439,0.0,2.0,1652133.824,1805.32782912,2246.992,Paper,JPY,1656160.0
EURUSD,EUR,,-20000.0,-20000.0,1.13996,1.13996,0.0,2.0,15440.56,-11101.397192,-9371.2,Paper,USD,20000.0
NZDUSD,NZD,,-20000.0,-20000.0,0.68078,0.68078,0.0,2.0,-130725.68,-6856.1098,-6214.4,Paper,USD,-128000.0
AUDUSD,AUD,,-20000.0,-20000.0,0.75507,0.75507,0.0,2.0,-1009040.4,-23917.384336,-22941.8,Paper,USD,-1006000.0
