trade_id,PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol,symbol_description,PurePL,qty,balance,commission,margin_available,purebalance,currency,mark_to_mkt,pure_mark_to_mkt
1.0,-9146.0,,,,0.0,,BTCUSD,short,,20160403 10:19:37 EST,open,20160403 10:19:37 EST,365.84,,,0.0,1.0,,BTCUSD,,0.0,-1.0,10854.0,9146.0,-3258400.0,20000.0,,,
2.0,-9294.0,,,,0.0,,BTCUSD_itbitEUR,short,,20160407 09:27:38 EST,open,20160407 09:27:38 EST,371.76,,,0.0,1.0,,BTCUSD_itbitEUR,,0.0,-1.0,1560.0,9294.0,-6976000.0,20000.0,USD,-7734.0,20000.0
