symbol,open_or_closed,long_or_short,quant_opened,quant_closed,opening_price_VWAP,closing_price_VWAP,PL,PurePL,commission,trade_id,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,expir,instrument,markToMarket_time,openVWAP_timestamp,openedWhen,qty,currency,unr_pnl,pure_unr_pnl,balance,margin_available,purebalance
EURJPY,open,long,2.0,0.0,123.5185,,-4.0,0.0,4.0,2281.0,,,,,EURJPY,,20160408 15:07:02 EST,20160408 13:33:22 EST,1.0,JPY,196.264,198.264,9818.30454,89342.76525,18928.30454
GBPUSD,open,long,2.0,0.0,1.4114,,-4.0,0.0,4.0,2259.0,,,,,GBPUSD,,20160408 15:07:34 EST,20160408 10:36:30 EST,1.0,USD,-4.4,-2.4,9816.30454,75213.76525,18928.30454
USDCHF,open,short,2.0,0.0,0.953345,,-4.0,0.0,4.0,2268.0,,,,,USDCHF,,20160408 15:08:02 EST,20160408 11:37:36 EST,-1.0,CHF,52.76002,54.76002,9814.30454,65560.21141,18928.30454
USDJPY,open,short,2.0,0.0,108.4795,,-4.0,0.0,4.0,2257.0,,,,,USDJPY,,20160408 15:08:26 EST,20160408 09:38:04 EST,-1.0,JPY,152.264,154.264,9812.30454,56032.62741,18928.30454
USDCAD,open,long,2.0,0.0,1.29975,,-4.0,0.0,4.0,2285.0,,,,,USDCAD,,20160408 15:09:13 EST,20160408 14:07:32 EST,1.0,CAD,121.76944,123.76944,9808.30454,38768.58759,18928.30454
GBPJPY,open,long,2.0,0.0,152.958,,-4.0,0.0,4.0,2282.0,,,,,GBPJPY,,20160408 15:11:13 EST,20160408 14:04:25 EST,1.0,JPY,237.888,239.888,9798.30454,-9883.56041,18928.30454
EURCHF,open,short,2.0,0.0,1.087355,,-4.0,0.0,4.0,2262.0,,,,,EURCHF,,20160408 15:11:38 EST,20160408 11:08:09 EST,-1.0,CHF,47.0917,49.0917,9796.30454,-20890.93175,18928.30454
AUDJPY,open,long,2.0,0.0,81.8035,,-4.0,0.0,4.0,2291.0,,,,,AUDJPY,,20160408 15:12:01 EST,20160408 15:05:20 EST,1.0,JPY,227.944,229.944,9794.30454,-28087.57175,18928.30454
EURGBP,open,short,2.0,0.0,0.80712,0.0,-2.0,0.0,2.0,2292.0,,,,,EURGBP,,20160408 15:13:17 EST,20160408 15:13:17 EST,-2.0,GBP,12.9513,14.9513,9780.82889,-34898.47175,18920.82889
NZDJPY,open,short,2.0,0.0,73.697,0.0,-2.0,0.0,2.0,2293.0,,,,,NZDJPY,,20160408 15:32:29 EST,20160408 15:32:29 EST,-2.0,JPY,141.616,143.616,9765.82889,-34898.47175,18909.82889
CADJPY,open,short,2.0,0.0,83.203,0.0,-2.0,0.0,2.0,2294.0,,,,,CADJPY,,20160408 16:03:58 EST,20160408 16:03:58 EST,-2.0,JPY,68.752,70.752,9736.39689,-34898.47175,18884.39689
CHFJPY,open,long,2.0,0.0,113.439,0.0,-2.0,0.0,2.0,2295.0,,,,,CHFJPY,,20160408 16:04:00 EST,20160408 16:04:00 EST,2.0,JPY,163.616,165.616,9747.09289,-34898.47175,18899.09289
EURUSD,open,short,2.0,0.0,1.13996,0.0,-2.0,0.0,2.0,2296.0,,,,,EURUSD,,20160408 16:08:11 EST,20160408 16:08:11 EST,-2.0,USD,-4.0,-2.0,9731.49289,-34898.47175,18887.49289
NZDUSD,open,short,2.0,0.0,0.68078,0.0,-2.0,0.0,2.0,2297.0,,,,,NZDUSD,,20160408 16:09:52 EST,20160408 16:09:52 EST,-2.0,USD,10.8,12.8,9716.99289,-34898.47175,18876.99289
AUDUSD,open,short,2.0,0.0,0.75507,0.0,-2.0,0.0,2.0,2298.0,,,,,AUDUSD,,20160408 16:36:58 EST,20160408 16:36:58 EST,-2.0,USD,98.6,100.6,9710.59289,-34898.47175,18874.59289
