trade_id,PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol,symbol_description,PurePL,qty,balance,commission,margin_available,purebalance,currency,mark_to_mkt,pure_mark_to_mkt,pure_unr_pnl,unr_pnl
1.0,-2.064,20160405 05:48:58 EST,20160405 05:48:58 EST,20160405 05:48:58 EST,125.375,,EURJPY,short,,20160405 05:47:55 EST,closed,20160405 05:47:55 EST,125.397,,,1.0,1.0,,EURJPY,,1.936,1.0,19997.936,4.0,399998.064,20001.936,,,,,
2.0,-12.448,20160405 06:14:53 EST,20160405 06:14:53 EST,20160405 06:14:53 EST,125.386,,EURJPY,short,,20160405 05:56:07 EST,closed,20160405 05:56:07 EST,125.29,,,1.0,1.0,,EURJPY,,-8.448,1.0,19985.488,4.0,400006.512,19993.488,,,,,
3.0,-0.92,20160405 06:45:01 EST,20160405 06:45:01 EST,20160405 06:45:01 EST,125.367,,EURJPY,short,,20160405 06:16:30 EST,closed,20160405 06:16:30 EST,125.402,,,1.0,1.0,,EURJPY,,3.08,1.0,19984.568,4.0,400003.432,19996.568,,,,,
4.0,-7.344,20160405 06:49:05 EST,20160405 06:49:05 EST,20160405 06:49:05 EST,125.403,,EURJPY,short,,20160405 06:47:33 EST,closed,20160405 06:47:33 EST,125.365,,,1.0,1.0,,EURJPY,,-3.344,1.0,19977.224,4.0,400006.776,19993.224,,,,,
5.0,-1.36,20160405 07:19:00 EST,20160405 07:19:00 EST,20160405 07:19:00 EST,125.452,,EURJPY,short,,20160405 07:15:57 EST,closed,20160405 07:15:57 EST,125.482,,,1.0,1.0,,EURJPY,,2.64,1.0,19975.864,4.0,400004.136,19995.864,,,,,
6.0,-5.32,20160405 07:26:25 EST,20160405 07:26:25 EST,20160405 07:26:25 EST,125.48,,EURJPY,short,,20160405 07:24:12 EST,closed,20160405 07:24:12 EST,125.465,,,1.0,1.0,,EURJPY,,-1.32,1.0,19970.544,4.0,400005.456,19994.544,,,,,
7.0,-7.872,20160405 07:35:11 EST,20160405 07:35:11 EST,20160405 07:35:11 EST,125.578,,EURJPY,short,,20160405 07:27:56 EST,closed,20160405 07:27:56 EST,125.534,,,1.0,1.0,,EURJPY,,-3.872,1.0,19962.672,4.0,400009.328,19990.672,,,,,
8.0,-2.0,,,,0.0,,EURJPY,short,,20160405 08:23:13 EST,open,20160405 08:23:13 EST,125.77,,,0.0,1.0,,EURJPY,,0.0,-1.0,19960.672,2.0,388941.568,19990.672,,,,,
9.0,-2.0,,,,0.0,,GBPJPY,long,,20160405 08:24:13 EST,open,20160405 08:24:13 EST,156.838,,,0.0,1.0,,GBPJPY,,0.0,1.0,19958.672,2.0,375139.824,19990.672,,,,,
10.0,-4.0,,,,,,EURJPY,short,,20160408 15:06:14 EST,open,20160407 01:05:04 EST,123.949,,,0.0,2.0,,EURJPY,,0.0,-1.0,19952.672,4.0,339764.088,19990.672,JPY,20091.76,20133.76,19.36,17.36
11.0,-4.0,,,,,,GBPJPY,long,,20160408 15:06:59 EST,open,20160407 01:05:30 EST,153.555,,,0.0,2.0,,GBPJPY,,0.0,1.0,19950.672,4.0,326299.12,19990.672,JPY,20205.04,20249.04,19.536,17.536
