permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,openqty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date,PurePL,balance,margin_available,openprice,purebalance,real_pnl,mark_to_mkt,pure_mark_to_mkt
1,Paper,Paper,10487750000.0,USD,BITSTAMP,1.0,,,1.0,419.51,1000000.0,-1000000.0,-10487750000.0,SLD,BTC,USD,20160403 00:59:56 EST,,0.0,-10487730000.0,-4.1950996e+12,419.51,20000.0,-10487750000.0,,
2,Paper,Paper,10490500000.0,USD,BITSTAMP,2.0,,,1.0,419.62,2000000.0,1000000.0,-11590500000.0,BOT,BTC,USD,20160403 01:19:38 EST,,-1100000000.0,-22078230000.0,-4.1950996e+12,419.62,-1099980000.0,-11590500000.0,,
3,Paper,Paper,10493000000.0,USD,BITSTAMP,3.0,,,1.0,419.72,2000000.0,-1000000.0,-9493000000.0,SLD,BTC,USD,20160403 01:22:33 EST,,1000000000.0,-31571230000.0,-4.1950996e+12,419.72,-99979999.9998,-9493000000.0,,
4,Paper,Paper,10490000000.0,USD,BITSTAMP,4.0,,,1.0,419.6,2000000.0,1000000.0,-9290000000.0,BOT,BTC,USD,20160403 02:26:35 EST,,1200000000.0,-40861230000.0,-4.1950996e+12,419.6,1100020000.0,-9290000000.0,,
5,Paper,Paper,10492750000.0,USD,BITSTAMP,5.0,,,1.0,419.71,2000000.0,-1000000.0,-9392750000.0,SLD,BTC,USD,20160403 02:35:25 EST,,1100000000.0,-50253980000.0,-4.1950996e+12,419.71,2200020000.0,-9392750000.0,,
6,Paper,Paper,10479500000.0,USD,BITSTAMP,6.0,,,1.0,419.18,2000000.0,1000000.0,-5179500000.0,BOT,BTC,USD,20160403 03:08:29 EST,,5300000000.0,-55433480000.0,-4.1950996e+12,419.18,7500020000.0,-5179500000.0,,
7,Paper,Paper,10479750000.0,USD,BITSTAMP,7.0,,,1.0,419.19,2000000.0,-1000000.0,-10379750000.0,SLD,BTC,USD,20160403 03:11:14 EST,,99999999.9999,-65813230000.0,-4.1950996e+12,419.19,7600020000.0,-10379750000.0,,
8,Paper,Paper,10477500000.0,USD,BITSTAMP,8.0,,,1.0,419.1,2000000.0,1000000.0,-9577500000.0,BOT,BTC,USD,20160403 03:31:37 EST,,900000000.0,-75390730000.0,-4.1950996e+12,419.1,8500020000.0,-9577500000.0,,
9,Paper,Paper,10477000000.0,USD,BITSTAMP,9.0,,,1.0,419.08,2000000.0,-1000000.0,-10677000000.0,SLD,BTC,USD,20160403 03:34:30 EST,,-200000000.0,-86067730000.0,-4.1950996e+12,419.08,8300020000.0,-10677000000.0,,
10,Paper,Paper,10480500000.0,USD,BITSTAMP,10.0,,,1.0,419.22,2000000.0,1000000.0,-11880500000.0,BOT,BTC,USD,20160403 04:06:17 EST,,-1400000000.0,-97948230000.0,-4.1950996e+12,419.22,6900020000.0,-11880500000.0,,
11,Paper,Paper,10481750000.0,USD,BITSTAMP,11.0,,,1.0,419.27,2000000.0,-1000000.0,-9981750000.0,SLD,BTC,USD,20160403 04:09:11 EST,,500000000.0,-1.0792998e+11,-4.1950996e+12,419.27,7400020000.0,-9981750000.0,,
12,Paper,Paper,10485000000.0,USD,BITSTAMP,12.0,,,1.0,419.4,2000000.0,1000000.0,-11785000000.0,BOT,BTC,USD,20160403 04:52:27 EST,,-1300000000.0,-1.1971498e+11,-4.1950996e+12,419.4,6100020000.0,-11785000000.0,,
13,Paper,Paper,10489750000.0,USD,BITSTAMP,13.0,,,1.0,419.59,2000000.0,-1000000.0,-8589750000.0,SLD,BTC,USD,20160403 04:55:33 EST,,1900000000.0,-1.2830473e+11,-4.1950996e+12,419.59,8000020000.0,-8589750000.0,,
14,Paper,Paper,10483250000.0,USD,BITSTAMP,14.0,,,1.0,419.33,2000000.0,1000000.0,-7883250000.0,BOT,BTC,USD,20160403 05:51:49 EST,,2600000000.0,-1.3618798e+11,-4.1950996e+12,419.33,10600020000.0,-7883250000.0,,
15,Paper,Paper,10487000000.0,USD,BITSTAMP,15.0,,,1.0,419.48,2000000.0,-1000000.0,-8987000000.0,SLD,BTC,USD,20160403 05:57:50 EST,,1500000000.0,-1.4517498e+11,-4.1950996e+12,419.48,12100020000.0,-8987000000.0,,
16,Paper,Paper,10480500000.0,USD,BITSTAMP,16.0,,,1.0,419.22,2000000.0,1000000.0,-7880500000.0,BOT,BTC,USD,20160403 06:21:43 EST,,2600000000.0,-1.5305548e+11,-4.1950996e+12,419.22,14700020000.0,-7880500000.0,,
17,Paper,Paper,10485000000.0,USD,BITSTAMP,17.0,,,1.0,419.4,2000000.0,-1000000.0,-8685000000.0,SLD,BTC,USD,20160403 06:24:50 EST,,1800000000.0,-1.6174048e+11,-4.1950996e+12,419.4,16500020000.0,-8685000000.0,,
18,Paper,Paper,10489500000.0,USD,BITSTAMP,18.0,,,1.0,419.58,2000000.0,1000000.0,-12289500000.0,BOT,BTC,USD,20160403 06:33:44 EST,,-1800000000.0,-1.7402998e+11,-4.1950996e+12,419.58,14700020000.0,-12289500000.0,,
19,Paper,Paper,10486250000.0,USD,BITSTAMP,19.0,,,1.0,419.45,2000000.0,-1000000.0,-11786250000.0,SLD,BTC,USD,20160403 06:36:44 EST,,-1300000000.0,-1.8581623e+11,-4.1950996e+12,419.45,13400020000.0,-11786250000.0,,
20,Paper,Paper,10485750000.0,USD,BITSTAMP,20.0,,,1.0,419.43,2000000.0,1000000.0,-10285750000.0,BOT,BTC,USD,20160403 07:01:48 EST,,200000000.0,-1.9610198e+11,-4.1950996e+12,419.43,13600020000.0,-10285750000.0,,
21,Paper,Paper,10492000000.0,USD,BITSTAMP,21.0,,,1.0,419.68,2000000.0,-1000000.0,-7992000000.0,SLD,BTC,USD,20160403 07:04:52 EST,,2500000000.0,-2.0409398e+11,-4.1950996e+12,419.68,16100020000.0,-7992000000.0,,
22,Paper,Paper,10497000000.0,USD,BITSTAMP,22.0,,,1.0,419.88,2000000.0,1000000.0,-12497000000.0,BOT,BTC,USD,20160403 07:50:39 EST,,-2000000000.0,-2.1659098e+11,-4.1950996e+12,419.88,14100020000.0,-12497000000.0,,
23,Paper,Paper,10491000000.0,USD,BITSTAMP,23.0,,,1.0,419.64,2000000.0,-1000000.0,-12891000000.0,SLD,BTC,USD,20160403 07:54:01 EST,,-2400000000.0,-2.2948198e+11,-4.1950996e+12,419.64,11700020000.0,-12891000000.0,,
24,Paper,Paper,10493500000.0,USD,BITSTAMP,24.0,,,1.0,419.74,2000000.0,1000000.0,-11493500000.0,BOT,BTC,USD,20160403 07:57:08 EST,,-1000000000.0,-2.4097548e+11,-4.1950996e+12,419.74,10700020000.0,-11493500000.0,,
25,Paper,Paper,10492750000.0,USD,BITSTAMP,25.0,,,1.0,419.71,2000000.0,-1000000.0,-10792750000.0,SLD,BTC,USD,20160403 08:00:11 EST,,-300000000.0,-2.5176823e+11,-4.1950996e+12,419.71,10400020000.0,-10792750000.0,,
26,Paper,Paper,10486250000.0,USD,BITSTAMP,26.0,,,1.0,419.45,2000000.0,1000000.0,-7886250000.0,BOT,BTC,USD,20160403 08:31:27 EST,,2600000000.0,-2.5965448e+11,-4.1950996e+12,419.45,13000020000.0,-7886250000.0,,
27,Paper,Paper,10488750000.0,USD,BITSTAMP,27.0,,,1.0,419.55,2000000.0,-1000000.0,-9488750000.0,SLD,BTC,USD,20160403 08:34:43 EST,,1000000000.0,-2.6914323e+11,-4.1950996e+12,419.55,14000020000.0,-9488750000.0,,
28,Paper,Paper,10478750000.0,USD,BITSTAMP,28.0,,,1.0,419.15,2000000.0,1000000.0,-6478750000.0,BOT,BTC,USD,20160403 08:41:01 EST,,4000000000.0,-2.7562198e+11,-4.1950996e+12,419.15,18000020000.0,-6478750000.0,,
29,Paper,Paper,10462500000.0,USD,BITSTAMP,29.0,,,1.0,418.5,2000000.0,-1000000.0,-16962500000.0,SLD,BTC,USD,20160403 08:50:37 EST,,-6500000000.0,-2.9258448e+11,-4.1950996e+12,418.5,11500020000.0,-16962500000.0,,
30,Paper,Paper,10463250000.0,USD,BITSTAMP,30.0,,,1.0,418.53,2000000.0,1000000.0,-10763250000.0,BOT,BTC,USD,20160403 08:53:52 EST,,-300000000.0,-3.0334773e+11,-4.1950996e+12,418.53,11200020000.0,-10763250000.0,,
31,Paper,Paper,10464500000.0,USD,BITSTAMP,31.0,,,1.0,418.58,2000000.0,-1000000.0,-9964500000.0,SLD,BTC,USD,20160403 08:56:53 EST,,500000000.0,-3.1331223e+11,-4.1950996e+12,418.58,11700020000.0,-9964500000.0,,
32,Paper,Paper,10477000000.0,USD,BITSTAMP,32.0,,,1.0,419.08,2000000.0,1000000.0,-15477000000.0,BOT,BTC,USD,20160403 09:16:07 EST,,-5000000000.0,-3.2878923e+11,-4.1950996e+12,419.08,6700020000.0,-15477000000.0,,
33,Paper,Paper,10476250000.0,USD,BITSTAMP,33.0,,,1.0,419.05,2000000.0,-1000000.0,-10776250000.0,SLD,BTC,USD,20160403 09:22:42 EST,,-300000000.0,-3.3956548e+11,-4.1950996e+12,419.05,6400020000.0,-10776250000.0,,
34,Paper,Paper,10486000000.0,USD,BITSTAMP,34.0,,,1.0,419.44,2000000.0,1000000.0,-14386000000.0,BOT,BTC,USD,20160403 09:52:00 EST,,-3900000000.0,-3.5395148e+11,-4.1950996e+12,419.44,2500020000.0,-14386000000.0,,
35,Paper,Paper,10486250000.0,USD,BITSTAMP,35.0,,,1.0,419.45,2000000.0,-1000000.0,-10386250000.0,SLD,BTC,USD,20160403 09:55:37 EST,,99999999.9999,-3.6433773e+11,-4.1950996e+12,419.45,2600020000.0,-10386250000.0,,
36,Paper,Paper,10494250000.0,USD,BITSTAMP,36.0,,,1.0,419.77,2000000.0,1000000.0,-13694250000.0,BOT,BTC,USD,20160403 10:10:28 EST,,-3200000000.0,-3.7803198e+11,-4.1950996e+12,419.77,-599980000.0,-13694250000.0,,
37,Paper,Paper,10495250000.0,USD,BITSTAMP,37.0,,,1.0,419.81,2000000.0,-1000000.0,-10095250000.0,SLD,BTC,USD,20160403 10:14:13 EST,,400000000.0,-3.8812723e+11,-4.1950996e+12,419.81,-199980000.0,-10095250000.0,,
38,Paper,Paper,10493000000.0,USD,BITSTAMP,38.0,,,1.0,419.72,2000000.0,1000000.0,-9593000000.0,BOT,BTC,USD,20160403 10:46:31 EST,,900000000.0,-3.9772023e+11,-4.1950996e+12,419.72,700020000.0,-9593000000.0,,
39,Paper,Paper,10500000000.0,USD,BITSTAMP,39.0,,,1.0,420.0,2000000.0,-1000000.0,-7700000000.0,SLD,BTC,USD,20160403 10:50:34 EST,,2800000000.0,-4.0542023e+11,-4.1950996e+12,420.0,3500020000.0,-7700000000.0,,
40,Paper,Paper,10504250000.0,USD,BITSTAMP,40.0,,,1.0,420.17,2000000.0,1000000.0,-12204250000.0,BOT,BTC,USD,20160403 11:08:37 EST,,-1700000000.0,-4.1762448e+11,-4.1950996e+12,420.17,1800020000.0,-12204250000.0,,
41,Paper,Paper,10509250000.0,USD,BITSTAMP,41.0,,,1.0,420.37,2000000.0,-1000000.0,-8509250000.0,SLD,BTC,USD,20160403 11:13:04 EST,,2000000000.0,-4.2613373e+11,-4.1950996e+12,420.37,3800020000.0,-8509250000.0,,
42,Paper,Paper,10510750000.0,USD,BITSTAMP,42.0,,,1.0,420.43,2000000.0,1000000.0,-11110750000.0,BOT,BTC,USD,20160403 11:21:34 EST,,-600000000.0,-4.3724448e+11,-4.1950996e+12,420.43,3200020000.0,-11110750000.0,,
43,Paper,Paper,10512500000.0,USD,BITSTAMP,43.0,,,1.0,420.5,2000000.0,-1000000.0,-9812500000.0,SLD,BTC,USD,20160403 11:25:53 EST,,700000000.0,-4.4705698e+11,-4.1950996e+12,420.5,3900020000.0,-9812500000.0,,
44,Paper,Paper,10506750000.0,USD,BITSTAMP,44.0,,,1.0,420.27,2000000.0,1000000.0,-8206750000.0,BOT,BTC,USD,20160403 12:12:48 EST,,2300000000.0,-4.5526373e+11,-4.1950996e+12,420.27,6200020000.0,-8206750000.0,,
45,Paper,Paper,10506750000.0,USD,BITSTAMP,45.0,,,1.0,420.27,2000000.0,-1000000.0,-10506750000.0,SLD,BTC,USD,20160403 12:16:36 EST,,0.0,-4.6577048e+11,-4.1950996e+12,420.27,6200020000.0,-10506750000.0,,
46,Paper,Paper,10499750000.0,USD,BITSTAMP,46.0,,,1.0,419.99,2000000.0,1000000.0,-7699750000.0,BOT,BTC,USD,20160403 12:56:15 EST,,2800000000.0,-4.7347023e+11,-4.1950996e+12,419.99,9000020000.0,-7699750000.0,,
47,Paper,Paper,10495750000.0,USD,BITSTAMP,47.0,,,1.0,419.83,2000000.0,-1000000.0,-12095750000.0,SLD,BTC,USD,20160403 14:00:07 EST,,-1600000000.0,-4.8556598e+11,-4.1950996e+12,419.83,7400020000.0,-12095750000.0,,
48,Paper,Paper,10480500000.0,USD,BITSTAMP,48.0,,,1.0,419.22,2000000.0,1000000.0,-4380500000.0,BOT,BTC,USD,20160403 16:14:59 EST,,6100000000.0,-4.8994648e+11,-4.1950996e+12,419.22,13500020000.0,-4380500000.0,,
49,Paper,Paper,10550000000.0,USD,BITSTAMP,49.0,,,1.0,422.0,2000000.0,-1000000.0,17250000000.0,SLD,BTC,USD,20160406 03:46:40 EST,,27800000000.0,-4.7269648e+11,-4.1950996e+12,422.0,41300020000.0,17250000000.0,,
50,Paper,Paper,10563500000.0,USD,BITSTAMP,50.0,,,1.0,422.54,2000000.0,1000000.0,-15963500000.0,BOT,BTC,USD,20160406 12:57:00 EST,,-5400000000.0,-4.8865998e+11,-4.1950996e+12,422.54,35900020000.0,-15963500000.0,,
51,Paper,Paper,10542000000.0,USD,BITSTAMP,51.0,,,1.0,421.68,2000000.0,-1000000.0,-19142000000.0,SLD,BTC,USD,20160406 18:52:52 EST,,-8600000000.0,-5.0780198e+11,-4.1950996e+12,421.68,27300020000.0,-19142000000.0,,
52,Paper,Paper,10501250000.0,USD,BITCOIN,52.0,,,1.0,420.05,1000000.0,-1000000.0,-10501250000.0,SLD,BTCUSD_coinbaseUSD,USD,20160407 01:07:57 EST,,0.0,-5.1830323e+11,-8.3955996e+12,420.05,27300020000.0,-10501250000.0,-5.2880448e+11,27300020000.0
53,Paper,Paper,10543750000.0,USD,BITCOIN,53.0,,,1.0,421.75,1000000.0,-2000000.0,-10543750000.0,SLD,BTCUSD_coinbaseUSD,USD,20160407 03:00:25 EST,,0.0,-5.2884698e+11,-1.26130996e+13,420.9,27300020000.0,-10543750000.0,-5.6693448e+11,10300020000.0
54,Paper,Paper,10516750000.0,USD,BITCOIN,54.0,,,1.0,420.67,1000000.0,-1000000.0,-8216750000.0,BOT,BTCUSD_coinbaseUSD,USD,20160407 09:35:07 EST,,2300000000.0,-5.3706373e+11,-8.4063996e+12,420.9,29600020000.0,-8216750000.0,-5.4528048e+11,31900020000.0
55,Paper,Paper,10545750000.0,USD,BITCOIN,55.0,,,1.0,421.83,1000000.0,0.0,-19845750000.0,BOT,BTCUSD_coinbaseUSD,USD,20160407 15:41:26 EST,,-9300000000.0,-5.5690948e+11,-4.1880996e+12,420.9,20300020000.0,-19845750000.0,-5.5690948e+11,20300020000.0
56,Paper,Paper,10541500000.0,USD,BITCOIN,56.0,,,1.0,421.66,1000000.0,1000000.0,-10541500000.0,BOT,BTCUSD_coinbaseUSD,USD,20160407 22:35:24 EST,,0.0,-5.6745098e+11,-8.4046996e+12,421.66,20300020000.0,-10541500000.0,-5.7799248e+11,20300020000.0
57,Paper,Paper,10575750000.0,USD,BITCOIN,57.0,,,1.0,423.03,1000000.0,2000000.0,-10575750000.0,BOT,BTCUSD_coinbaseUSD,USD,20160408 05:40:53 EST,,0.0,-5.7802673e+11,-1.26349996e+13,422.345,20300020000.0,-10575750000.0,-5.8547823e+11,34000020000.0
