permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,openqty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date,PurePL,balance,margin_available,openprice,purebalance,real_pnl
1,Paper,Paper,2.0,USD,IDEALPRO,1.0,,,1.0,85.735,100000.0,-100000.0,-2.0,SLD,AUD,JPY,20160401 15:24:00 EST,,0.0,19998.0,324553.2,85.735,20000.0,-2.0
2,Paper,Paper,2.0,USD,IDEALPRO,2.0,,,1.0,77.059,100000.0,100000.0,-2.0,BOT,NZD,JPY,20160401 15:24:00 EST,,0.0,19996.0,256741.28,77.059,20000.0,-2.0
3,Paper,Paper,2.0,USD,IDEALPRO,3.0,,,1.0,85.7075,100000.0,-200000.0,-2.0,SLD,AUD,JPY,20160401 16:55:00 EST,,0.0,19994.0,181318.68,85.72125,20000.0,-2.0
4,Paper,Paper,2.0,USD,IDEALPRO,4.0,,,1.0,77.0575,100000.0,0.0,-3.31999999999,SLD,NZD,JPY,20160401 16:55:00 EST,,-1.31999999999,19990.68,249129.28,77.059,19998.68,-3.31999999999
5,Paper,Paper,2.0,USD,IDEALPRO,5.0,,,1.0,85.5495,100000.0,-100000.0,149.14,BOT,AUD,JPY,20160403 17:15:00 EST,,151.14,20139.82,324412.84,85.72125,20149.82,149.14
6,Paper,Paper,2.0,USD,IDEALPRO,6.0,,,1.0,76.8225,100000.0,-100000.0,-2.0,SLD,NZD,JPY,20160403 17:31:00 EST,,0.0,20137.82,256809.04,76.8225,20149.82,-2.0
7,Paper,Paper,2.0,USD,IDEALPRO,7.0,,,1.0,76.7685,200000.0,100000.0,45.52,BOT,NZD,JPY,20160403 17:33:00 EST,,47.52,20183.34,256809.04,76.7685,20197.34,45.52
8,Paper,Paper,2.0,USD,IDEALPRO,8.0,,,1.0,76.584,200000.0,-100000.0,-164.36,SLD,NZD,JPY,20160403 18:09:00 EST,,-162.36,20018.98,256809.04,76.584,20034.98,-164.36
9,Paper,Paper,2.0,USD,IDEALPRO,9.0,,,1.0,76.6935,200000.0,100000.0,-98.36,BOT,NZD,JPY,20160403 18:10:00 EST,,-96.36,19920.62,256809.04,76.6935,19938.62,-98.36
10,Paper,Paper,2.0,USD,IDEALPRO,10.0,,,1.0,85.6785,100000.0,0.0,35.62,BOT,AUD,JPY,20160403 18:11:00 EST,,37.62,19956.24,332206.12,85.72125,19976.24,35.62
11,Paper,Paper,2.0,USD,IDEALPRO,11.0,,,1.0,76.683,100000.0,0.0,-11.24,SLD,NZD,JPY,20160403 18:11:00 EST,,-9.23999999999,19945.0,399687.16,76.6935,19967.0,-11.24
12,Paper,Paper,2.9903456,USD,IDEALPRO,12.0,,,1.0,84.953,200000.0,-200000.0,-2.9903456,SLD,AUD,JPY,20160403 18:14:00 EST,,0.0,19942.0096544,250169.88,84.953,19967.0,-2.9903456
13,Paper,Paper,2.0,USD,IDEALPRO,13.0,,,1.0,76.552,100000.0,100000.0,-2.0,BOT,NZD,JPY,20160403 18:14:00 EST,,0.0,19940.0096544,182804.12,76.552,19967.0,-2.0
14,Paper,Paper,2.9906096,USD,IDEALPRO,14.0,,,1.0,84.9605,200000.0,0.0,-16.1906096,BOT,AUD,JPY,20160403 18:16:00 EST,,-13.2,19923.8190448,332334.6,84.953,19953.8,-16.1906096
15,Paper,Paper,2.0,USD,IDEALPRO,15.0,,,1.0,76.5515,100000.0,0.0,-2.43999999999,SLD,NZD,JPY,20160403 18:16:00 EST,,-0.43999999999,19921.3790448,399699.92,76.552,19953.36,-2.43999999999
16,Paper,Paper,2.0,USD,IDEALPRO,16.0,,,1.0,85.6635,100000.0,-100000.0,-2.0,SLD,AUD,JPY,20160403 18:18:00 EST,,0.0,19919.3790448,324316.04,85.6635,19953.36,-2.0
17,Paper,Paper,2.0,USD,IDEALPRO,17.0,,,1.0,76.7525,100000.0,100000.0,-2.0,BOT,NZD,JPY,20160403 18:18:00 EST,,0.0,19917.3790448,256773.84,76.7525,19953.36,-2.0
18,Paper,Paper,2.0,USD,IDEALPRO,18.0,,,1.0,85.456,100000.0,0.0,180.6,BOT,AUD,JPY,20160403 18:32:00 EST,,182.6,20097.9790448,331975.12,85.6635,20135.96,180.6
19,Paper,Paper,2.0,USD,IDEALPRO,19.0,,,1.0,76.4475,100000.0,0.0,-270.4,SLD,NZD,JPY,20160403 18:32:00 EST,,-268.4,19827.5790448,399248.92,76.7525,19867.56,-270.4
20,Paper,Paper,2.0,USD,IDEALPRO,20.0,,,1.0,85.0695,100000.0,-100000.0,-2.0,SLD,AUD,JPY,20160403 18:34:00 EST,,0.0,19825.5790448,324387.76,85.0695,19867.56,-2.0
21,Paper,Paper,2.0,USD,IDEALPRO,21.0,,,1.0,76.4425,100000.0,100000.0,-2.0,BOT,NZD,JPY,20160403 18:34:00 EST,,0.0,19823.5790448,257118.36,76.4425,19867.56,-2.0
22,Paper,Paper,2.0,USD,IDEALPRO,22.0,,,1.0,85.111,100000.0,0.0,-38.52,BOT,AUD,JPY,20160403 19:01:00 EST,,-36.52,19785.0590448,332016.04,85.0695,19831.04,-38.52
23,Paper,Paper,2.0,USD,IDEALPRO,23.0,,,1.0,76.6125,100000.0,0.0,147.6,SLD,NZD,JPY,20160403 19:01:00 EST,,149.6,19932.6590448,399435.04,76.4425,19980.64,147.6
24,Paper,Paper,2.0,USD,IDEALPRO,24.0,,,1.0,84.2255,100000.0,-100000.0,-2.0,SLD,AUD,JPY,20160404 07:35:00 EST,,0.0,19930.6590448,325316.6,84.2255,19980.64,-2.0
25,Paper,Paper,2.0,USD,IDEALPRO,25.0,,,1.0,75.544,100000.0,100000.0,-2.0,BOT,NZD,JPY,20160404 07:35:00 EST,,0.0,19928.6590448,258837.88,75.544,19980.64,-2.0
26,Paper,Paper,2.0,USD,IDEALPRO,26.0,,,1.0,84.0615,100000.0,0.0,142.32,BOT,AUD,JPY,20160404 07:40:00 EST,,144.32,20070.9790448,332812.0,84.2255,20124.96,142.32
27,Paper,Paper,2.0,USD,IDEALPRO,27.0,,,1.0,75.7805,100000.0,0.0,206.12,SLD,NZD,JPY,20160404 07:40:00 EST,,208.12,20277.0990448,399498.84,75.544,20333.08,206.12
28,Paper,Paper,2.0,USD,IDEALPRO,28.0,,,1.0,83.942,100000.0,-100000.0,-2.0,SLD,AUD,JPY,20160404 07:42:00 EST,,0.0,20275.0990448,325629.88,83.942,20333.08,-2.0
29,Paper,Paper,2.0,USD,IDEALPRO,29.0,,,1.0,75.5805,100000.0,100000.0,-2.0,BOT,NZD,JPY,20160404 07:42:00 EST,,0.0,20273.0990448,259119.04,75.5805,20333.08,-2.0
30,Paper,Paper,2.0,USD,IDEALPRO,30.0,,,1.0,84.1735,100000.0,0.0,-205.72,BOT,AUD,JPY,20160404 07:44:00 EST,,-203.72,20067.3790448,333191.72,83.942,20129.36,-205.72
31,Paper,Paper,2.0,USD,IDEALPRO,31.0,,,1.0,75.5315,100000.0,0.0,-45.12,SLD,NZD,JPY,20160404 07:44:00 EST,,-43.12,20022.2590448,399659.44,75.5805,20086.24,-45.12
32,Paper,Paper,2.0,USD,IDEALPRO,32.0,,,1.0,84.2545,100000.0,-100000.0,-2.0,SLD,AUD,JPY,20160404 07:49:00 EST,,0.0,20020.2590448,325515.48,84.2545,20086.24,-2.0
33,Paper,Paper,2.0,USD,IDEALPRO,33.0,,,1.0,75.527,100000.0,100000.0,-2.0,BOT,NZD,JPY,20160404 07:49:00 EST,,0.0,20018.2590448,259051.72,75.527,20086.24,-2.0
34,Paper,Paper,2.0,USD,IDEALPRO,34.0,,,1.0,85.1675,100000.0,0.0,-805.44,BOT,AUD,JPY,20160404 07:54:00 EST,,-803.44,19212.8190448,333999.12,84.2545,19282.8,-805.44
35,Paper,Paper,2.0,USD,IDEALPRO,35.0,,,1.0,76.5345,100000.0,0.0,884.6,SLD,NZD,JPY,20160404 07:54:00 EST,,886.6,20097.4190448,401349.48,75.527,20169.4,884.6
36,Paper,Paper,2.0,USD,IDEALPRO,36.0,,,1.0,84.0555,100000.0,-100000.0,-2.0,SLD,AUD,JPY,20160404 08:24:00 EST,,0.0,20095.4190448,327380.64,84.0555,20169.4,-2.0
37,Paper,Paper,2.0,USD,IDEALPRO,37.0,,,1.0,76.4575,100000.0,100000.0,-2.0,BOT,NZD,JPY,20160404 08:24:00 EST,,0.0,20093.4190448,260098.04,76.4575,20169.4,-2.0
38,Paper,Paper,2.0,USD,IDEALPRO,38.0,,,1.0,85.077,100000.0,0.0,-900.92,BOT,AUD,JPY,20160404 08:26:00 EST,,-898.92,19192.4990448,334965.8,84.0555,19270.48,-900.92
39,Paper,Paper,2.0,USD,IDEALPRO,39.0,,,1.0,76.4545,100000.0,0.0,-4.64,SLD,NZD,JPY,20160404 08:26:00 EST,,-2.64,19187.8590448,402245.76,76.4575,19267.84,-4.64
40,Paper,Paper,2.0,USD,IDEALPRO,40.0,,,1.0,85.1245,100000.0,-100000.0,-2.0,SLD,AUD,JPY,20160404 08:30:00 EST,,0.0,19185.8590448,327336.2,85.1245,19267.84,-2.0
41,Paper,Paper,2.0,USD,IDEALPRO,41.0,,,1.0,76.4945,100000.0,100000.0,-2.0,BOT,NZD,JPY,20160404 08:30:00 EST,,0.0,19183.8590448,260021.04,76.4945,19267.84,-2.0
42,Paper,Paper,2.0,USD,IDEALPRO,42.0,,,1.0,84.9255,100000.0,0.0,173.12,BOT,AUD,JPY,20160404 09:53:00 EST,,175.12,19356.9790448,334755.48,85.1245,19442.96,173.12
43,Paper,Paper,2.0,USD,IDEALPRO,43.0,,,1.0,76.317,100000.0,0.0,-158.2,SLD,NZD,JPY,20160404 09:53:00 EST,,-156.2,19198.7790448,401914.44,76.4945,19286.76,-158.2
44,Paper,Paper,2.0,USD,IDEALPRO,44.0,,,1.0,84.9485,100000.0,-100000.0,-2.0,SLD,AUD,JPY,20160404 09:54:00 EST,,0.0,19196.7790448,327159.76,84.9485,19286.76,-2.0
45,Paper,Paper,2.0,USD,IDEALPRO,45.0,,,1.0,76.3215,100000.0,100000.0,-2.0,BOT,NZD,JPY,20160404 09:54:00 EST,,0.0,19194.7790448,259996.84,76.3215,19286.76,-2.0
46,Paper,Paper,2.0,USD,IDEALPRO,46.0,,,1.0,84.936,100000.0,0.0,8.99999999999,BOT,AUD,JPY,20160404 10:00:00 EST,,11.0,19203.7790448,334740.52,84.9485,19297.76,8.99999999999
47,Paper,Paper,2.0,USD,IDEALPRO,47.0,,,1.0,76.353,100000.0,0.0,25.72,SLD,NZD,JPY,20160404 10:00:00 EST,,27.72,19229.4990448,401931.16,76.3215,19325.48,25.72
48,Paper,Paper,2.0,USD,IDEALPRO,48.0,,,1.0,84.693,100000.0,-100000.0,-2.0,SLD,AUD,JPY,20160404 13:55:00 EST,,0.0,19227.4990448,327401.32,84.693,19325.48,-2.0
49,Paper,Paper,2.0,USD,IDEALPRO,49.0,,,1.0,76.0895,100000.0,100000.0,-2.0,BOT,NZD,JPY,20160404 13:55:00 EST,,0.0,19225.4990448,260442.56,76.0895,19325.48,-2.0
50,Paper,Paper,2.0,USD,IDEALPRO,50.0,,,1.0,84.607,100000.0,0.0,73.68,BOT,AUD,JPY,20160404 14:17:00 EST,,75.68,19299.1790448,334896.72,84.693,19401.16,73.68
51,Paper,Paper,2.0,USD,IDEALPRO,51.0,,,1.0,76.045,100000.0,0.0,-41.16,SLD,NZD,JPY,20160404 14:17:00 EST,,-39.16,19258.0190448,401816.32,76.0895,19362.0,-41.16
52,Paper,Paper,2.0,USD,IDEALPRO,52.0,,,1.0,84.725,100000.0,-100000.0,-2.0,SLD,AUD,JPY,20160404 15:15:00 EST,,0.0,19256.0190448,327258.32,84.725,19362.0,-2.0
53,Paper,Paper,2.0,USD,IDEALPRO,53.0,,,1.0,76.071,100000.0,100000.0,-2.0,BOT,NZD,JPY,20160404 15:15:00 EST,,0.0,19254.0190448,260315.84,76.071,19362.0,-2.0
54,Paper,Paper,2.0,USD,IDEALPRO,54.0,,,1.0,84.6895,100000.0,0.0,29.24,BOT,AUD,JPY,20160404 15:56:00 EST,,31.24,19283.2590448,334842.6,84.725,19393.24,29.24
55,Paper,Paper,2.0,USD,IDEALPRO,55.0,,,1.0,76.0995,100000.0,0.0,23.08,SLD,NZD,JPY,20160404 15:56:00 EST,,25.08,19306.3390448,401810.16,76.071,19418.32,23.08
56,Paper,Paper,2.0,USD,IDEALPRO,56.0,,,1.0,84.6515,100000.0,-100000.0,-2.0,SLD,AUD,JPY,20160404 16:07:00 EST,,0.0,19304.3390448,327316.84,84.6515,19418.32,-2.0
57,Paper,Paper,2.0,USD,IDEALPRO,57.0,,,1.0,76.054,100000.0,100000.0,-2.0,BOT,NZD,JPY,20160404 16:07:00 EST,,0.0,19302.3390448,260389.32,76.054,19418.32,-2.0
58,Paper,Paper,2.0,USD,IDEALPRO,58.0,,,1.0,84.646,100000.0,0.0,2.84,BOT,AUD,JPY,20160404 16:08:00 EST,,4.84,19305.1790448,334877.8,84.6515,19423.16,2.84
59,Paper,Paper,2.0,USD,IDEALPRO,59.0,,,1.0,76.0565,100000.0,0.0,0.199999999998,SLD,NZD,JPY,20160404 16:08:00 EST,,2.2,19305.3790448,401807.52,76.054,19425.36,0.199999999998
60,Paper,Paper,2.0,USD,IDEALPRO,60.0,,,1.0,84.667,100000.0,-100000.0,-2.0,SLD,AUD,JPY,20160404 16:11:00 EST,,0.0,19303.3790448,327300.56,84.667,19425.36,-2.0
61,Paper,Paper,2.0,USD,IDEALPRO,61.0,,,1.0,76.0685,100000.0,100000.0,-2.0,BOT,NZD,JPY,20160404 16:11:00 EST,,0.0,19301.3790448,260360.28,76.0685,19425.36,-2.0
62,Paper,Paper,2.0,USD,IDEALPRO,62.0,,,1.0,84.65,100000.0,0.0,12.96,BOT,AUD,JPY,20160404 16:12:00 EST,,14.96,19314.3390448,334852.28,84.667,19440.32,12.96
63,Paper,Paper,2.0,USD,IDEALPRO,63.0,,,1.0,76.062,100000.0,0.0,-7.72,SLD,NZD,JPY,20160404 16:12:00 EST,,-5.72,19306.6190448,401786.84,76.0685,19434.6,-7.72
64,Paper,Paper,2.0,USD,IDEALPRO,64.0,,,1.0,84.591,100000.0,-100000.0,-2.0,SLD,AUD,JPY,20160404 18:34:00 EST,,0.0,19304.6190448,327346.76,84.591,19434.6,-2.0
65,Paper,Paper,2.0,USD,IDEALPRO,65.0,,,1.0,75.7015,100000.0,100000.0,-2.0,BOT,NZD,JPY,20160404 18:34:00 EST,,0.0,19302.6190448,260729.44,75.7015,19434.6,-2.0
66,Paper,Paper,2.0,USD,IDEALPRO,66.0,,,1.0,84.2925,100000.0,0.0,260.68,BOT,AUD,JPY,20160404 20:13:00 EST,,262.68,19563.2990448,334906.84,84.591,19697.28,260.68
67,Paper,Paper,2.0,USD,IDEALPRO,67.0,,,1.0,75.6265,100000.0,0.0,-68.0,SLD,NZD,JPY,20160404 20:13:00 EST,,-66.0,19495.2990448,401458.16,75.7015,19631.28,-68.0
68,Paper,Paper,2.0,USD,IDEALPRO,68.0,,,1.0,84.275,100000.0,-100000.0,-2.0,SLD,AUD,JPY,20160404 20:14:00 EST,,0.0,19493.2990448,327296.16,84.275,19631.28,-2.0
69,Paper,Paper,2.0,USD,IDEALPRO,69.0,,,1.0,75.594,100000.0,100000.0,-2.0,BOT,NZD,JPY,20160404 20:14:00 EST,,0.0,19491.2990448,260773.44,75.594,19631.28,-2.0
70,Paper,Paper,2.0,USD,IDEALPRO,70.0,,,1.0,84.2345,100000.0,0.0,33.64,BOT,AUD,JPY,20160404 20:15:00 EST,,35.64,19524.9390448,334899.8,84.275,19666.92,33.64
71,Paper,Paper,2.0,USD,IDEALPRO,71.0,,,1.0,75.578,100000.0,0.0,-16.08,SLD,NZD,JPY,20160404 20:15:00 EST,,-14.08,19508.8590448,401408.44,75.594,19652.84,-16.08
72,Paper,Paper,2.0,USD,IDEALPRO,72.0,,,1.0,84.274,100000.0,-100000.0,-2.0,SLD,AUD,JPY,20160404 20:18:00 EST,,0.0,19506.8590448,327247.32,84.274,19652.84,-2.0
73,Paper,Paper,2.0,USD,IDEALPRO,73.0,,,1.0,75.5845,100000.0,100000.0,-2.0,BOT,NZD,JPY,20160404 20:18:00 EST,,0.0,19504.8590448,260732.96,75.5845,19652.84,-2.0
74,Paper,Paper,2.0,USD,IDEALPRO,74.0,,,1.0,84.1815,100000.0,0.0,79.4,BOT,AUD,JPY,20160404 20:43:00 EST,,81.4,19584.2590448,334812.68,84.274,19734.24,79.4
75,Paper,Paper,2.0,USD,IDEALPRO,75.0,,,1.0,75.5315,100000.0,0.0,-48.64,SLD,NZD,JPY,20160404 20:43:00 EST,,-46.64,19535.6190448,401280.4,75.5845,19687.6,-48.64
