,system,avgSafef,cumCAR,MAXDD,sortinoRatio,sharpeRatio,marRatio,k_ratio,avgSafefmm,cumCARmm,MAXDDmm,sortinoRatiomm,marRatiomm,sharpeRatiomm,k_ratiomm,scoremm
1,"bothNZDJPY_ALL_DF1_LDA_i25_ZZ 0.006,-0.006 DPS wl2.0 maxL5 dd95_0.002 thres_0.0",2.47991967871,1979.36627642,-1.01725484499,0.229100467527,2.86061099209,1945.79193815,2.29106675243,1.0,1.0,0.0,1.0,1.0,1.0,1.0,6.0
0,"bothNZDJPY_ALL_DF1_LDA_i25_ZZ 0.006,-0.006",1.0,59.3665923547,-0.505841483214,0.108061040952,1.58663669089,117.362047845,1.40446196266,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
