,system,avgSafef,cumCAR,MAXDD,sortinoRatio,sharpeRatio,marRatio,k_ratio,avgSafefmm,cumCARmm,MAXDDmm,sortinoRatiomm,marRatiomm,sharpeRatiomm,k_ratiomm,scoremm
1,bothEURJPY_ALL_DF1_kNeighbors-distance_i100,1.0,637.3099076,-1.23543189589,0.403264561671,5.35756350898,515.860007923,5.42559341394,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0
0,bothEURJPY_ALL_DF1_kNeighbors-distance_i100 DPS wl48.0 maxL5 dd95_0.014 thres_-inf,2.60814810886,7901.74184528,-2.65967520276,0.315826982964,4.62026539569,2970.94240571,3.3772291133,0.998806708705,1.0,0.15882598075,0.315937129812,1.0,0.380860152976,0.0,3.85442997224
2,bothEURJPY_ALL_DF1_kNeighbors-distance_i100 DPS wl24.0 maxL5 dd95_0.010 thres_-inf,2.61006939065,5563.81916578,-2.92859320886,0.275443592989,4.1667208959,1899.82656142,4.0708652708,1.0,0.678168547856,0.0,0.0,0.563714910238,0.0,0.338629294255,2.58051275235
