,system,avgSafef,cumCAR,MAXDD,sortinoRatio,sharpeRatio,marRatio,k_ratio,avgSafefmm,cumCARmm,MAXDDmm,sortinoRatiomm,marRatiomm,sharpeRatiomm,k_ratiomm,scoremm
1,bothEURJPY_ALL_DF1_kNeighbors-distance_i100,1.0,455.209886939,-0.859410707218,0.309736899104,4.57838530691,529.676769344,4.43716291508,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0
0,bothEURJPY_ALL_DF1_kNeighbors-distance_i100 DPS wl48.0 maxL5 dd95_0.014 thres_-inf,2.38289189491,3439.58545952,-2.27190190171,0.234463679549,3.71483704346,1513.96741951,3.06285090627,0.953876699239,1.0,0.249609599667,0.327961198241,1.0,0.341447774792,0.0846421891495,3.95753746109
2,bothEURJPY_ALL_DF1_kNeighbors-distance_i100 DPS wl24.0 maxL5 dd95_0.010 thres_-inf,2.44975959263,2832.16637535,-2.7417524774,0.197729646906,3.26710241939,1032.97668141,2.93576969756,1.0,0.796466942785,0.0,0.0,0.511332614994,0.0,0.0,2.30779955778
