,system,avgSafef,cumCAR,MAXDD,sortinoRatio,sharpeRatio,marRatio,k_ratio,avgSafefmm,cumCARmm,MAXDDmm,sortinoRatiomm,marRatiomm,sharpeRatiomm,k_ratiomm,scoremm
1,"bothNext500_NZDJPY_ALL_DF1_LDA_i25_ZZ 0.006,-0.006",1.0,47.7640079217,-0.465022277181,0.0836919831509,1.06933672919,102.713375822,2.01196796625,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0
0,"bothNext500_NZDJPY_ALL_DF1_LDA_i25_ZZ 0.006,-0.006 DPS wl2.0 maxL5 dd95_0.002 thres_0.0",2.6,50.5716705024,-1.60554429289,0.0268747822652,0.400506877671,31.498147218,1.02972238971,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
