,system,avgSafef,cumCAR,MAXDD,sortinoRatio,sharpeRatio,marRatio,k_ratio,avgSafefmm,cumCARmm,MAXDDmm,sortinoRatiomm,marRatiomm,sharpeRatiomm,k_ratiomm,scoremm
1,"bothNZDJPY_ALL_DF1_LDA_i25_ZZ 0.006,-0.006 DPS wl2.0 maxL5 dd95_0.002 thres_0.0",2.4297188755,-46.8115035203,-2.20600037557,-0.0476404725338,-0.790727752765,-21.2200795787,-0.547186523219,1.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0
0,"bothNZDJPY_ALL_DF1_LDA_i25_ZZ 0.006,-0.006",1.0,-38.0249080689,-1.30709529464,-0.119991147996,-2.12986410729,-29.0911521332,-1.46578349721,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
