,system,avgSafef,cumCAR,MAXDD,sortinoRatio,sharpeRatio,marRatio,k_ratio,avgSafefmm,cumCARmm,MAXDDmm,sortinoRatiomm,marRatiomm,sharpeRatiomm,k_ratiomm,scoremm
0,bothNZDJPY_ALL_DF1_LDA_i25_gainAhead,1.0,36.2814825017,-0.435170777927,0.121945343472,1.74213843508,83.3729752593,0.352688365476,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0
1,bothNZDJPY_ALL_DF1_LDA_i25_gainAhead DPS wl2.0 maxL5 dd95_0.002 thres_0.0,2.59036144578,142.902296317,-1.30043138927,0.103686031377,1.50140833522,109.888378192,0.123716356839,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
