,system,avgSafef,cumCAR,MAXDD,sortinoRatio,sharpeRatio,marRatio,k_ratio,avgSafefmm,cumCARmm,MAXDDmm,sortinoRatiomm,marRatiomm,sharpeRatiomm,k_ratiomm,scoremm
0,bothNZDJPY_ALL_DF1_LDA_i25_gainAhead,1.0,46.6678430891,-0.526776597311,0.079319907185,1.1948456425,88.5913370628,1.70116578679,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0
1,bothNZDJPY_ALL_DF1_LDA_i25_gainAhead DPS wl2.0 maxL5 dd95_0.002 thres_0.0,2.60521042084,16.1174145178,-2.07159141264,0.00863290721146,0.132785836495,7.7802091761,0.153288762224,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
