,system,avgSafef,cumCAR,MAXDD,sortinoRatio,sharpeRatio,marRatio,k_ratio,avgSafefmm,cumCARmm,MAXDDmm,sortinoRatiomm,marRatiomm,sharpeRatiomm,k_ratiomm,scoremm
0,"bothNZDJPY_ALL_DF1_LDA_i25_ZZ 0.006,-0.006",1.0,37.6311964736,-0.34463894976,0.0853801585759,1.27065883554,109.190201803,1.63438528107,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0
1,"bothNZDJPY_ALL_DF1_LDA_i25_ZZ 0.006,-0.006 DPS wl2.0 maxL5 dd95_0.002 thres_0.0",2.55020080321,41.5767063004,-2.05445503533,0.0253402991084,0.386768144544,20.2373406015,-0.0868432806287,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
