,system,avgSafef,cumCAR,MAXDD,sortinoRatio,sharpeRatio,marRatio,k_ratio,avgSafefmm,cumCARmm,MAXDDmm,sortinoRatiomm,marRatiomm,sharpeRatiomm,k_ratiomm,scoremm
1,bothNZDJPY_ALL_DF1_LDA_i25_gainAhead DPS wl2.0 maxL5 dd95_0.002 thres_0.0,2.33681462141,364.807568443,-0.792895523722,0.222341936681,2.40506787169,460.095381458,1.79610800355,1.0,1.0,0.0,1.0,1.0,1.0,1.0,6.0
0,bothNZDJPY_ALL_DF1_LDA_i25_gainAhead,1.0,5.73957517983,-0.376183526387,0.0197557126083,0.274863874443,15.2573804466,0.80877336458,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
