2017-08-28 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,prevSEA,prevSRUN,prevvSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,FX,PC2017-08-28 00:00:00,Close2017-08-28 00:00:00,group,RiskOn,Custom,PC2017-08-25 00:00:00,Close2017-08-25 00:00:00,vSTART,LastSEA,SEA2017-08-28 00:00:00,LastSRUN,SRUN2017-08-28 00:00:00,SEA2017-08-25 00:00:00,SRUN2017-08-25 00:00:00,prevACT,LastSIG,LastSAFEf,finalQTY,SIG2017-08-25 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2017-08-25 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2017-08-25 00:00:00,1LastSAFEf,1finalQTY,1SIG2017-08-25 00:00:00,None,RiskOff,AntiCustom,Anti1LastSIG,Anti0.75LastSIG,Anti0.5LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,Voting5,Voting6,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Custom,PNL_AntiCustom,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_Anti0.5LastSIG,PNL_prevSEA,PNL_LastSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
AC,@ACV7,1.457,0.0302419095,0.00621546961326,1.0,-1.0,1.0,-1.0,-1.0,-11.0,2017-08-10,877.0153755,1.0,1.0,1.0,42253.0,1.0,0.00621546961326,1.457,energy,1.0,1.0,,,2017-08-10,-1.0,-1.0,-12.0,-12.0,,,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,-1.0,2.0,0.0,-1.0,0,-1,-1,1,1,-1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1,1.0,1,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AD,@ADU7,0.7971,0.005965,0.00453686200378,1.0,1.0,-1.0,1.0,1.0,-8.0,2017-08-15,596.5,1.0,1.0,1.0,79710.0,1.0,0.00453686200378,0.7971,currency,1.0,1.0,,,2017-08-15,1.0,1.0,-9.0,-9.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,2.0,1.0,1.0,2.0,1.0,1.0,0,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1,-1,0.0,-1,361.633270321,361.633270321,361.633270321,-361.633270321,361.633270321,-361.633270321,361.633270321,-361.633270321,361.633270321,361.633270321,-361.633270321,361.633270321,-361.633270321,-361.633270321,361.633270321,361.633270321,361.633270321,-361.633270321,361.633270321,-361.633270321,361.633270321,-361.633270321,-361.633270321,-361.633270321,0.0,-361.633270321,-361.633270321,-361.633270321,-361.633270321,-361.633270321,-361.633270321,361.633270321,361.633270321,361.633270321,-361.633270321
AEX,AEXU7,514.55,4.57318652,-0.00502755486803,-1.0,1.0,-1.0,1.0,1.0,-5.0,2017-08-18,1095.55256273,1.0,1.0,1.0,123265.598,0.834863917181,-0.00502755486803,514.55,index,1.0,1.0,,,2017-08-16,1.0,1.0,-1.0,-1.0,,,-1.0,1.0,1.0,0.0,1.0,2.0,0.0,-1.0,2.0,0.0,1.0,2.0,0.0,1.0,0,-1,-1,-1,-1,1,-1,1,1,-1,-1,1,-1,-1,1,1.0,0.0,0.0,1.0,0.0,0.0,-1,0,-1.0,-1,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
BO,@BOZ7,34.96,0.598,0.000286123032904,1.0,1.0,1.0,1.0,1.0,17.0,2017-08-15,358.8,2.0,1.0,1.0,20976.0,1.0,0.000286123032904,34.96,grain,1.0,1.0,,,2017-08-15,1.0,1.0,18.0,18.0,,,-1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,0,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,1,1,1.0,1.0,0.0,1.0,0.0,0.0,-1,0,-1.0,-1,12.0034334764,12.0034334764,-12.0034334764,12.0034334764,12.0034334764,-12.0034334764,12.0034334764,-12.0034334764,12.0034334764,12.0034334764,12.0034334764,12.0034334764,-12.0034334764,-12.0034334764,-12.0034334764,12.0034334764,12.0034334764,-12.0034334764,12.0034334764,-12.0034334764,-12.0034334764,12.0034334764,-12.0034334764,0.0,-12.0034334764,-12.0034334764,12.0034334764,12.0034334764,12.0034334764,12.0034334764,0.0,12.0034334764,0.0,0.0,-12.0034334764
BP,@BPU7,1.2948,0.00787,0.00473345231629,1.0,-1.0,-1.0,-1.0,1.0,17.0,2017-08-02,491.875,2.0,1.0,1.0,80925.0,1.0,0.00473345231629,1.2948,currency,1.0,1.0,,,2017-08-02,1.0,1.0,18.0,18.0,,,1.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,0,-1,-1,1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,0.0,-1.0,0.0,1.0,-1,-1,0.0,-1,766.109257391,766.109257391,766.109257391,-766.109257391,766.109257391,-766.109257391,766.109257391,-766.109257391,766.109257391,-766.109257391,-766.109257391,-766.109257391,766.109257391,766.109257391,766.109257391,766.109257391,766.109257391,-766.109257391,766.109257391,-766.109257391,766.109257391,-766.109257391,-766.109257391,-766.109257391,0.0,-766.109257391,-766.109257391,-766.109257391,-766.109257391,-766.109257391,0.0,-766.109257391,0.0,766.109257391,-766.109257391
C,@CZ7,351.0,5.65,-0.00707213578501,-1.0,-1.0,1.0,-1.0,-1.0,-22.0,2017-07-26,282.5,3.0,1.0,1.0,17550.0,1.0,-0.00707213578501,351.0,grain,1.0,1.0,,,2017-07-26,-1.0,-1.0,-23.0,-23.0,,,-1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,0,-1,-1,1,1,-1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1,1.0,1,-372.347949081,372.347949081,372.347949081,-372.347949081,-372.347949081,372.347949081,-372.347949081,372.347949081,-372.347949081,372.347949081,-372.347949081,372.347949081,-372.347949081,-372.347949081,372.347949081,372.347949081,372.347949081,-372.347949081,-372.347949081,372.347949081,372.347949081,-372.347949081,-372.347949081,-372.347949081,-372.347949081,-372.347949081,-372.347949081,-372.347949081,-372.347949081,-372.347949081,-372.347949081,-372.347949081,-0.0,-0.0,-372.347949081
CC,@CCZ7,1997.0,55.2325977935,0.0331091567512,1.0,-1.0,-1.0,-1.0,-1.0,-7.0,2017-08-16,552.325977935,1.0,1.0,1.0,19970.0,1.0,0.0331091567512,1997.0,soft,1.0,1.0,,,2017-08-16,-1.0,-1.0,-8.0,-8.0,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,2.0,0.0,-1.0,2.0,0.0,-1.0,0,-1,-1,1,1,1,1,-1,-1,1,1,-1,1,1,-1,1.0,0.0,1.0,-1.0,1.0,1.0,1,0,1.0,1,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
CD,@CDU7,0.80065,0.0048225,-0.000748829953198,-1.0,1.0,-1.0,1.0,1.0,-8.0,2017-08-15,482.25,2.0,1.0,1.0,80065.0,1.0,-0.000748829953198,0.80065,currency,1.0,1.0,,,2017-08-15,1.0,1.0,-9.0,-9.0,,,1.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,2.0,2.0,1.0,2.0,2.0,1.0,0,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1,-1,0.0,-1,-119.910140406,119.910140406,-119.910140406,119.910140406,-119.910140406,119.910140406,-119.910140406,119.910140406,-119.910140406,-119.910140406,119.910140406,-119.910140406,119.910140406,119.910140406,-119.910140406,-119.910140406,-119.910140406,119.910140406,-119.910140406,119.910140406,-119.910140406,119.910140406,119.910140406,119.910140406,-0.0,119.910140406,119.910140406,119.910140406,119.910140406,119.910140406,119.910140406,-119.910140406,-119.910140406,-119.910140406,119.910140406
CGB,CBU7,139.87,0.6725,0.001001932298,1.0,1.0,1.0,1.0,1.0,18.0,2017-07-31,537.698888622,1.0,1.0,1.0,111833.373311,1.2507,0.001001932298,139.87,rates,-1.0,1.0,,,2017-07-31,1.0,1.0,19.0,19.0,,,1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1,-1,-1.0,-1,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0
CL,QCLV7,46.57,1.166228706,-0.0271568832254,-1.0,-1.0,-1.0,-1.0,-1.0,19.0,2017-07-31,1166.228706,1.0,1.0,1.0,46570.0,1.0,-0.0271568832254,46.57,energy,1.0,1.0,,,2017-07-31,-1.0,-1.0,20.0,20.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,0,-1,-1,1,1,1,1,-1,-1,1,1,-1,1,1,-1,1.0,0.0,1.0,-1.0,1.0,1.0,1,0,1.0,1,-1264.69605181,1264.69605181,-1264.69605181,1264.69605181,-1264.69605181,1264.69605181,-1264.69605181,1264.69605181,-1264.69605181,1264.69605181,1264.69605181,1264.69605181,-1264.69605181,-1264.69605181,-1264.69605181,1264.69605181,1264.69605181,-1264.69605181,1264.69605181,-1264.69605181,-1264.69605181,1264.69605181,-1264.69605181,-0.0,-1264.69605181,-1264.69605181,-1264.69605181,1264.69605181,-1264.69605181,-0.0,-1264.69605181,1264.69605181,-1264.69605181,-1264.69605181,-1264.69605181
