,2017-01-30
ACC_ACT,1.0
L%_ACT,0.329113924051
ACC_prevACT,0.683544303797
L%_prevACT,0.493670886076
ACC_AntiPrevACT,0.316455696203
L%_AntiPrevACT,0.506329113924
ACC_RiskOn,0.126582278481
L%_RiskOn,0.721518987342
ACC_RiskOff,0.873417721519
L%_RiskOff,0.278481012658
ACC_Custom,0.46835443038
L%_Custom,0.810126582278
ACC_AntiCustom,0.53164556962
L%_AntiCustom,0.189873417722
ACC_LastSIG,0.126582278481
L%_LastSIG,0.721518987342
ACC_0.75LastSIG,0.493670886076
L%_0.75LastSIG,0.556962025316
ACC_0.5LastSIG,0.582278481013
L%_0.5LastSIG,0.417721518987
ACC_1LastSIG,0.430379746835
L%_1LastSIG,0.620253164557
ACC_Anti1LastSIG,0.569620253165
L%_Anti1LastSIG,0.379746835443
ACC_Anti0.75LastSIG,0.506329113924
L%_Anti0.75LastSIG,0.443037974684
ACC_Anti0.5LastSIG,0.417721518987
L%_Anti0.5LastSIG,0.582278481013
ACC_prevSEA,0.354430379747
L%_prevSEA,0.594936708861
ACC_LastSEA,0.329113924051
L%_LastSEA,0.594936708861
ACC_AntiSEA,0.645569620253
L%_AntiSEA,0.405063291139
ACC_AdjSEA,0.189873417722
L%_AdjSEA,0.632911392405
ACC_AntiAdjSEA,0.810126582278
L%_AntiAdjSEA,0.367088607595
ACC_Voting,0.544303797468
L%_Voting,0.506329113924
ACC_Voting2,0.278481012658
L%_Voting2,0.518987341772
ACC_Voting3,0.46835443038
L%_Voting3,0.455696202532
ACC_Voting4,0.253164556962
L%_Voting4,0.392405063291
ACC_Voting5,0.316455696203
L%_Voting5,0.379746835443
ACC_Voting6,0.405063291139
L%_Voting6,0.316455696203
ACC_Voting7,0.443037974684
L%_Voting7,0.506329113924
ACC_Voting8,0.278481012658
L%_Voting8,0.544303797468
ACC_Voting9,0.253164556962
L%_Voting9,0.594936708861
ACC_Voting10,0.139240506329
L%_Voting10,0.278481012658
ACC_Voting11,0.151898734177
L%_Voting11,0.354430379747
ACC_Voting12,0.215189873418
L%_Voting12,0.607594936709
ACC_Voting13,0.303797468354
L%_Voting13,0.354430379747
ACC_Voting14,0.164556962025
L%_Voting14,0.367088607595
ACC_Voting15,0.772151898734
L%_Voting15,0.278481012658
PNL_ACT,19858.594288
PNL_prevACT,7171.35108435
PNL_AntiPrevACT,-7171.35108435
PNL_RiskOn,-17202.6206246
PNL_RiskOff,17202.6206246
PNL_Custom,-177.883467533
PNL_AntiCustom,177.883467533
PNL_LastSIG,-17202.6206246
PNL_0.75LastSIG,73.3585607572
PNL_0.5LastSIG,5551.87761368
PNL_1LastSIG,73.3585607572
PNL_Anti1LastSIG,-73.3585607572
PNL_Anti0.75LastSIG,-73.3585607572
PNL_Anti0.5LastSIG,-5551.87761368
PNL_prevSEA,-7097.7577958
PNL_LastSEA,-7097.7577958
PNL_AntiSEA,7097.7577958
PNL_AdjSEA,-11773.1598062
PNL_AntiAdjSEA,11773.1598062
PNL_Voting,-1629.46643277
PNL_Voting2,-9086.25595769
PNL_Voting3,-1703.05972132
PNL_Voting4,-6352.11027618
PNL_Voting5,-3219.08055909
PNL_Voting6,-918.176198139
PNL_Voting7,-1737.89998711
PNL_Voting8,-8157.84505476
PNL_Voting9,-12600.8119027
PNL_Voting10,-3990.42008427
PNL_Voting11,-8079.42119156
PNL_Voting12,-9918.18904711
PNL_Voting13,446.216499549
PNL_Voting14,-7673.70756881
PNL_Voting15,14335.0158982
Vol_All,584.076302588
Chg_All,-366.442085919
L%_All,0.352941176471
Vol_currency,383.222186216
Vol_energy,736.187879972
Vol_grain,849.967235638
Vol_index,938.304857598
Vol_meat,911.405922768
Vol_metal,390.762784669
Vol_rates,54.6682801325
Chg_currency,246.433770494
Chg_energy,-736.187879972
Chg_grain,-849.967235638
Chg_index,-938.304857598
Chg_meat,-911.405922768
Chg_metal,44.1895469715
Chg_rates,-7.77976641784
L%_currency,0.75
L%_energy,0.0
L%_grain,0.0
L%_index,0.0
L%_meat,0.0
L%_metal,0.6
L%_rates,0.75
