2016-10-12 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,prevSEA,prevSRUN,prevvSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,PC2016-10-12 00:00:00,Close2016-10-12 00:00:00,group,RiskOn,Custom,vSTART,LastSEA,SEA2016-10-12 00:00:00,LastSRUN,SRUN2016-10-12 00:00:00,prevACT,LastSIG,LastSAFEf,finalQTY,SIG2016-10-11 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2016-10-11 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2016-10-11 00:00:00,1LastSAFEf,1finalQTY,1SIG2016-10-11 00:00:00,None,RiskOff,AntiCustom,Anti1LastSIG,Anti0.75LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,Voting5,Voting6,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Custom,PNL_AntiCustom,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_prevSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
FV,@FVZ6,120.703125,0.2515625,-0.000323519896474,-1.0,1.0,1.0,-1.0,-1.0,-8.0,2016-09-29,251.5625,8.0,1.0,1.0,120703.125,-0.000323519896474,120.703125,rates,-1.0,-1.0,2016-10-04,-1.0,-1.0,6.0,6.0,1.0,0.0,1.0,8.0,0.0,1.0,8.0,1.0,1.0,8.0,1.0,2.0,8.0,-1.0,0,1,1,1,-1,1,-1,1.0,-1,1,-1,-1,-1,-1,0.0,0.0,-1.0,-1.0,0.0,-1,1,-1,-1.0,0,-312.398900032,312.398900032,-312.398900032,312.398900032,312.398900032,-312.398900032,312.398900032,-312.398900032,-0.0,-312.398900032,-312.398900032,312.398900032,-312.398900032,312.398900032,312.398900032,-312.398900032,-312.398900032,312.398900032,-312.398900032,312.398900032,312.398900032,312.398900032,312.398900032,-0.0,312.398900032,312.398900032,-0.0,-0.0,312.398900032,312.398900032,-0.0,312.398900032,-312.398900032
GC,QGCZ6,1253.8,14.84,-0.00167210765188,-1.0,-1.0,-1.0,-1.0,-1.0,-13.0,2016-09-22,1484.0,2.0,1.0,1.0,125380.0,-0.00167210765188,1253.8,metal,-1.0,-1.0,2016-09-22,-1.0,-1.0,-14.0,-14.0,-1.0,0.0,1.0,2.0,0.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,-1.0,0,1,1,1,1,1,1,1.0,-1,-1,-1,1,1,1,0.0,0.0,1.0,0.0,0.0,-1,1,0,-1.0,0,-419.297714786,419.297714786,419.297714786,-419.297714786,419.297714786,-419.297714786,419.297714786,-419.297714786,-0.0,419.297714786,419.297714786,419.297714786,-419.297714786,-419.297714786,419.297714786,-419.297714786,-419.297714786,419.297714786,419.297714786,419.297714786,-419.297714786,-0.0,419.297714786,-0.0,-419.297714786,-419.297714786,-0.0,-0.0,-419.297714786,-0.0,-0.0,419.297714786,-419.297714786
HCM,HHIV6,9658.0,184.248471616,-0.011868221813,-1.0,1.0,1.0,1.0,1.0,-13.0,2016-09-21,1187.58119201,2.0,1.0,1.0,62251.040955,-0.011868221813,9658.0,index,1.0,1.0,2016-09-21,1.0,1.0,-14.0,-14.0,-1.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,0,-1,-1,-1,-1,-1,1,-1.0,1,-1,1,-1,-1,1,1.0,1.0,0.0,1.0,-1.0,-1,-1,0,0.0,-1,-1477.61832428,1477.61832428,1477.61832428,-1477.61832428,-1477.61832428,1477.61832428,-1477.61832428,1477.61832428,-0.0,-1477.61832428,-1477.61832428,-1477.61832428,1477.61832428,1477.61832428,-1477.61832428,1477.61832428,1477.61832428,-1477.61832428,1477.61832428,-1477.61832428,1477.61832428,-0.0,-0.0,1477.61832428,1477.61832428,-1477.61832428,-1477.61832428,-1477.61832428,-0.0,-1477.61832428,1477.61832428,1477.61832428,1477.61832428
HG,QHGZ6,217.65,2.84,-0.00411805078929,-1.0,1.0,1.0,-1.0,1.0,-24.0,2016-09-07,710.0,3.0,1.0,1.0,54412.5,-0.00411805078929,217.65,metal,1.0,-1.0,2016-09-07,1.0,1.0,-25.0,-25.0,-1.0,0.0,1.0,3.0,0.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,0,-1,1,1,-1,-1,1,-1.0,1,1,1,-1,-1,1,0.0,1.0,0.0,1.0,-1.0,-1,-1,1,1.0,0,-672.220315717,672.220315717,672.220315717,-672.220315717,-672.220315717,672.220315717,672.220315717,-672.220315717,-0.0,-672.220315717,-672.220315717,672.220315717,-672.220315717,672.220315717,-672.220315717,672.220315717,672.220315717,-672.220315717,-672.220315717,-672.220315717,672.220315717,-672.220315717,-672.220315717,-0.0,672.220315717,-672.220315717,-0.0,-672.220315717,-0.0,-672.220315717,672.220315717,672.220315717,672.220315717
HIC,HSIV6,23416.0,337.930673386,-0.000384204909285,-1.0,1.0,1.0,-1.0,1.0,-7.0,2016-09-29,2178.1462196,1.0,1.0,1.0,150928.802547,-0.000384204909285,23416.0,index,1.0,1.0,2016-09-29,1.0,1.0,-8.0,-8.0,-1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,-1.0,0,-1,-1,1,-1,-1,1,-1.0,1,1,1,-1,-1,1,1.0,1.0,0.0,1.0,-1.0,-1,-1,1,1.0,0,-57.9875868912,57.9875868912,57.9875868912,-57.9875868912,-57.9875868912,57.9875868912,-57.9875868912,57.9875868912,-0.0,-57.9875868912,-57.9875868912,57.9875868912,-57.9875868912,57.9875868912,-57.9875868912,57.9875868912,57.9875868912,-57.9875868912,-57.9875868912,-57.9875868912,57.9875868912,-57.9875868912,-57.9875868912,-0.0,57.9875868912,-57.9875868912,-57.9875868912,-57.9875868912,-0.0,-57.9875868912,57.9875868912,57.9875868912,57.9875868912
HO,QHOX6,1.5668,0.04277,-0.012915012915,-1.0,-1.0,-1.0,1.0,-1.0,-19.0,2016-09-14,1796.34,2.0,1.0,1.0,65805.6,-0.012915012915,1.5668,energy,1.0,1.0,2016-09-14,-1.0,-1.0,-20.0,-20.0,-1.0,0.0,1.0,2.0,0.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,1.0,0,-1,-1,-1,1,1,1,1.0,-1,-1,-1,1,1,1,1.0,1.0,1.0,0.0,1.0,1,1,0,0.0,0,-1699.76034776,1699.76034776,1699.76034776,-1699.76034776,-1699.76034776,1699.76034776,-1699.76034776,1699.76034776,-0.0,1699.76034776,1699.76034776,-1699.76034776,1699.76034776,-1699.76034776,1699.76034776,-1699.76034776,-1699.76034776,1699.76034776,1699.76034776,1699.76034776,-1699.76034776,-0.0,-0.0,-0.0,-1699.76034776,-1699.76034776,-1699.76034776,-1699.76034776,-1699.76034776,-0.0,-1699.76034776,-1699.76034776,-1699.76034776
JY,@JYZ6,0.96095,0.009035,-0.00835870182137,-1.0,-1.0,-1.0,1.0,1.0,-5.0,2016-10-04,1129.375,2.0,1.0,1.0,120118.75,-0.00835870182137,0.96095,currency,-1.0,-1.0,2016-10-04,1.0,1.0,-6.0,-6.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,-1.0,2.0,2.0,-1.0,1.0,2.0,1.0,0,1,1,-1,1,-1,-1,-1.0,1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,0.0,1,1,-1,-1.0,0,-2008.07362881,2008.07362881,-2008.07362881,2008.07362881,2008.07362881,-2008.07362881,2008.07362881,-2008.07362881,-0.0,2008.07362881,2008.07362881,-2008.07362881,2008.07362881,-2008.07362881,-2008.07362881,2008.07362881,2008.07362881,-2008.07362881,-2008.07362881,2008.07362881,2008.07362881,2008.07362881,2008.07362881,-0.0,2008.07362881,2008.07362881,2008.07362881,2008.07362881,2008.07362881,2008.07362881,-0.0,-2008.07362881,-2008.07362881
KC,@KCZ6,152.1,3.6725,0.00862068965517,1.0,-1.0,1.0,-1.0,-1.0,-7.0,2016-09-30,1377.1875,2.0,1.0,1.0,57037.5,0.00862068965517,152.1,soft,1.0,-1.0,2016-09-30,-1.0,-1.0,-8.0,-8.0,-1.0,0.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,0,-1,1,1,1,1,1,1.0,-1,-1,1,1,1,1,1.0,1.0,1.0,0.0,0.0,-1,1,1,1.0,1,983.405172414,983.405172414,-983.405172414,983.405172414,983.405172414,-983.405172414,-983.405172414,983.405172414,0.0,-983.405172414,983.405172414,-983.405172414,983.405172414,983.405172414,-983.405172414,983.405172414,983.405172414,-983.405172414,-983.405172414,983.405172414,983.405172414,983.405172414,983.405172414,983.405172414,983.405172414,983.405172414,983.405172414,983.405172414,983.405172414,0.0,0.0,-983.405172414,983.405172414
KW,@KWZ6,398.5,9.1,-0.0190769230769,-1.0,1.0,-1.0,1.0,-1.0,-21.0,2016-09-12,455.0,5.0,1.0,1.0,19925.0,-0.0190769230769,398.5,grain,1.0,-1.0,2016-09-12,-1.0,-1.0,-22.0,-22.0,-1.0,0.0,1.0,5.0,0.0,1.0,5.0,-1.0,1.0,5.0,1.0,1.0,5.0,1.0,0,-1,1,-1,-1,1,1,1.0,-1,-1,-1,1,1,1,0.0,1.0,1.0,-1.0,-1.0,-1,-1,0,-1.0,-1,-1900.53846154,1900.53846154,1900.53846154,-1900.53846154,-1900.53846154,1900.53846154,1900.53846154,-1900.53846154,-0.0,-1900.53846154,1900.53846154,-1900.53846154,1900.53846154,1900.53846154,1900.53846154,-1900.53846154,-1900.53846154,1900.53846154,1900.53846154,1900.53846154,-1900.53846154,-0.0,1900.53846154,1900.53846154,-1900.53846154,-1900.53846154,-0.0,-1900.53846154,-1900.53846154,1900.53846154,1900.53846154,1900.53846154,1900.53846154
LB,@LBX6,334.6,6.64,0.0069214565152,1.0,1.0,-1.0,1.0,1.0,10.0,2016-09-27,730.4,3.0,1.0,1.0,36806.0,0.0069214565152,334.6,soft,1.0,1.0,2016-09-27,1.0,1.0,11.0,11.0,-1.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.0,2.0,0.0,1.0,2.0,0.0,1.0,0,-1,-1,-1,-1,-1,1,1.0,-1,-1,-1,-1,-1,1,0.0,0.0,0.0,0.0,-1.0,-1,-1,-1,-1.0,-1,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
LC,@LEZ6,98.0,2.17,-0.0110998990918,-1.0,-1.0,1.0,-1.0,-1.0,14.0,2016-09-21,868.0,3.0,1.0,1.0,39200.0,-0.0110998990918,98.0,meat,1.0,1.0,2016-09-21,1.0,1.0,15.0,15.0,-1.0,0.0,1.0,3.0,0.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,0,-1,-1,1,1,1,1,-1.0,1,-1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1,1,1,1.0,1,-1305.3481332,1305.3481332,1305.3481332,-1305.3481332,-1305.3481332,1305.3481332,-1305.3481332,1305.3481332,-0.0,1305.3481332,-1305.3481332,1305.3481332,-1305.3481332,-1305.3481332,1305.3481332,-1305.3481332,1305.3481332,-1305.3481332,1305.3481332,-1305.3481332,-1305.3481332,-1305.3481332,-1305.3481332,-1305.3481332,-1305.3481332,-1305.3481332,-1305.3481332,-1305.3481332,-1305.3481332,-1305.3481332,-1305.3481332,-1305.3481332,-1305.3481332
LCO,EBZ6,51.81,1.5035,-0.011448196909,-1.0,-1.0,-1.0,-1.0,-1.0,-17.0,2016-09-16,1503.5,2.0,1.0,1.0,51810.0,-0.011448196909,51.81,energy,1.0,1.0,2016-09-16,-1.0,-1.0,-18.0,-18.0,-1.0,0.0,1.0,2.0,0.0,1.0,2.0,-1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,0,-1,-1,1,1,1,1,1.0,-1,-1,-1,1,1,1,1.0,1.0,1.0,1.0,1.0,1,1,0,0.0,0,-1186.26216371,1186.26216371,1186.26216371,-1186.26216371,-1186.26216371,1186.26216371,-1186.26216371,1186.26216371,-0.0,1186.26216371,1186.26216371,1186.26216371,-1186.26216371,-1186.26216371,1186.26216371,-1186.26216371,-1186.26216371,1186.26216371,1186.26216371,1186.26216371,-1186.26216371,-0.0,-0.0,-0.0,-1186.26216371,-1186.26216371,-1186.26216371,-1186.26216371,-1186.26216371,-1186.26216371,-1186.26216371,-1186.26216371,-1186.26216371
LGO,GASZ6,465.25,13.8375,-0.0132555673383,-1.0,1.0,-1.0,1.0,-1.0,-10.0,2016-09-27,1383.75,2.0,1.0,1.0,46525.0,-0.0132555673383,465.25,energy,1.0,1.0,2016-09-27,-1.0,-1.0,-11.0,-11.0,-1.0,0.0,1.0,2.0,0.0,1.0,2.0,-1.0,2.0,2.0,1.0,2.0,2.0,1.0,0,-1,-1,-1,-1,1,1,1.0,-1,-1,-1,1,1,1,1.0,1.0,1.0,0.0,0.0,-1,-1,0,0.0,-1,-1233.43054083,1233.43054083,1233.43054083,-1233.43054083,-1233.43054083,1233.43054083,-1233.43054083,1233.43054083,-0.0,-1233.43054083,1233.43054083,-1233.43054083,1233.43054083,1233.43054083,1233.43054083,-1233.43054083,-1233.43054083,1233.43054083,1233.43054083,1233.43054083,-1233.43054083,-0.0,-0.0,1233.43054083,-1233.43054083,-1233.43054083,-1233.43054083,-1233.43054083,-1233.43054083,-0.0,-0.0,1233.43054083,1233.43054083
LH,@HEZ6,44.05,1.7225,0.0298071303331,1.0,-1.0,1.0,-1.0,-1.0,-27.0,2016-09-01,689.0,3.0,1.0,1.0,17620.0,0.0298071303331,44.05,meat,1.0,1.0,2016-10-05,-1.0,-1.0,5.0,5.0,1.0,0.0,1.0,3.0,0.0,2.0,3.0,1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,0,-1,-1,1,1,1,-1,1.0,-1,1,-1,1,1,1,1.0,1.0,1.0,0.0,1.0,1,1,1,1.0,1,1575.60490941,1575.60490941,1575.60490941,-1575.60490941,1575.60490941,-1575.60490941,1575.60490941,-1575.60490941,0.0,-1575.60490941,1575.60490941,-1575.60490941,1575.60490941,1575.60490941,-1575.60490941,1575.60490941,1575.60490941,-1575.60490941,1575.60490941,-1575.60490941,1575.60490941,1575.60490941,1575.60490941,1575.60490941,1575.60490941,1575.60490941,1575.60490941,1575.60490941,1575.60490941,0.0,1575.60490941,1575.60490941,1575.60490941
LRC,LRCX6,2038.0,24.85,0.00493096646943,1.0,1.0,-1.0,1.0,1.0,3.0,2016-09-26,248.5,9.0,2.0,2.0,20380.0,0.00493096646943,2038.0,soft,1.0,1.0,2016-10-06,1.0,1.0,4.0,4.0,1.0,0.0,1.0,9.0,0.0,1.0,9.0,-1.0,2.0,9.0,1.0,2.0,9.0,1.0,0,-1,-1,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,0.0,1,-1,-1,-1.0,-1,904.437869822,904.437869822,904.437869822,-904.437869822,904.437869822,-904.437869822,904.437869822,-904.437869822,0.0,904.437869822,-904.437869822,904.437869822,-904.437869822,-904.437869822,904.437869822,-904.437869822,904.437869822,-904.437869822,904.437869822,-904.437869822,-904.437869822,-904.437869822,-904.437869822,-904.437869822,-904.437869822,-904.437869822,-904.437869822,-904.437869822,-904.437869822,-904.437869822,0.0,904.437869822,-904.437869822
LSU,QWZ6,594.0,14.35,-0.00652282990467,-1.0,1.0,1.0,1.0,1.0,15.0,2016-09-28,717.5,3.0,1.0,1.0,29700.0,-0.00652282990467,594.0,soft,1.0,1.0,2016-09-28,1.0,1.0,16.0,16.0,1.0,0.0,1.0,3.0,0.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,0,-1,-1,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,0.0,0.0,-1.0,-1.0,0.0,1,-1,-1,-1.0,-1,-581.184144506,581.184144506,-581.184144506,581.184144506,-581.184144506,581.184144506,-581.184144506,581.184144506,-0.0,-581.184144506,-581.184144506,-581.184144506,581.184144506,581.184144506,-581.184144506,581.184144506,-581.184144506,581.184144506,-581.184144506,581.184144506,581.184144506,581.184144506,581.184144506,581.184144506,581.184144506,581.184144506,-0.0,-0.0,581.184144506,581.184144506,-0.0,-581.184144506,581.184144506
MEM,@MMEZ6,904.0,14.395,-0.00198719364098,-1.0,-1.0,-1.0,-1.0,1.0,10.0,2016-09-27,719.75,3.0,1.0,1.0,45200.0,-0.00198719364098,904.0,index,1.0,1.0,2016-09-27,1.0,1.0,11.0,11.0,-1.0,0.0,1.0,3.0,0.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,0,-1,-1,1,1,-1,1,1.0,-1,1,-1,1,1,1,0.0,0.0,1.0,1.0,0.0,1,-1,1,1.0,0,-269.463457717,269.463457717,269.463457717,-269.463457717,-269.463457717,269.463457717,-269.463457717,269.463457717,-0.0,269.463457717,269.463457717,269.463457717,-269.463457717,-269.463457717,-269.463457717,269.463457717,-269.463457717,269.463457717,-269.463457717,269.463457717,-269.463457717,-269.463457717,-269.463457717,-0.0,-269.463457717,-269.463457717,-0.0,-0.0,-269.463457717,-269.463457717,-0.0,-269.463457717,269.463457717
MFX,IBV6,8674.5,137.515,0.000392107114437,1.0,1.0,1.0,1.0,1.0,-23.0,2016-09-08,1513.76512,2.0,1.0,1.0,95488.896,0.000392107114437,8674.5,index,1.0,1.0,2016-09-08,1.0,1.0,-24.0,-24.0,-1.0,0.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,0,-1,-1,-1,-1,-1,1,-1.0,1,-1,1,-1,-1,1,1.0,1.0,0.0,1.0,-1.0,-1,-1,0,0.0,-1,74.8837509428,74.8837509428,-74.8837509428,74.8837509428,74.8837509428,-74.8837509428,74.8837509428,-74.8837509428,0.0,74.8837509428,74.8837509428,74.8837509428,-74.8837509428,-74.8837509428,74.8837509428,-74.8837509428,-74.8837509428,74.8837509428,-74.8837509428,74.8837509428,-74.8837509428,0.0,0.0,-74.8837509428,-74.8837509428,74.8837509428,74.8837509428,74.8837509428,0.0,74.8837509428,-74.8837509428,-74.8837509428,-74.8837509428
MP,@PXZ6,0.05247,0.0006935,0.00171821305842,1.0,1.0,-1.0,1.0,1.0,11.0,2016-09-26,346.75,6.0,1.0,1.0,26235.0,0.00171821305842,0.05247,currency,1.0,-1.0,2016-09-26,1.0,1.0,12.0,12.0,-1.0,0.0,1.0,6.0,0.0,1.0,6.0,-1.0,2.0,6.0,1.0,2.0,6.0,1.0,0,-1,1,-1,-1,-1,1,1.0,-1,-1,-1,-1,-1,1,-1.0,0.0,0.0,-1.0,-1.0,-1,-1,-1,-1.0,-1,270.463917526,270.463917526,-270.463917526,270.463917526,270.463917526,-270.463917526,-270.463917526,270.463917526,0.0,270.463917526,-270.463917526,270.463917526,-270.463917526,-270.463917526,270.463917526,-270.463917526,270.463917526,-270.463917526,-270.463917526,-270.463917526,-270.463917526,-270.463917526,-270.463917526,-270.463917526,-270.463917526,270.463917526,-270.463917526,0.0,0.0,-270.463917526,-270.463917526,-270.463917526,-270.463917526
MW,@MWZ6,521.75,8.875,-0.00476871721507,-1.0,1.0,-1.0,1.0,-1.0,28.0,2016-08-31,443.75,5.0,1.0,1.0,26087.5,-0.00476871721507,521.75,grain,1.0,1.0,2016-08-31,-1.0,-1.0,29.0,29.0,1.0,0.0,1.0,5.0,0.0,1.0,5.0,-1.0,2.0,5.0,1.0,2.0,5.0,1.0,0,-1,-1,-1,-1,1,-1,-1.0,1,-1,-1,-1,1,-1,0.0,0.0,0.0,0.0,1.0,1,-1,-1,-1.0,-1,-622.019551741,622.019551741,-622.019551741,622.019551741,-622.019551741,622.019551741,-622.019551741,622.019551741,-0.0,-622.019551741,622.019551741,-622.019551741,622.019551741,622.019551741,622.019551741,-622.019551741,622.019551741,-622.019551741,622.019551741,622.019551741,622.019551741,622.019551741,622.019551741,622.019551741,-622.019551741,622.019551741,-0.0,-0.0,-0.0,-0.0,-622.019551741,-622.019551741,622.019551741
NE,@NEZ6,0.7051,0.006815,0.0015625,1.0,-1.0,1.0,-1.0,1.0,-24.0,2016-09-07,681.5,3.0,1.0,1.0,70510.0,0.0015625,0.7051,currency,1.0,-1.0,2016-09-07,1.0,1.0,-25.0,-25.0,-1.0,0.0,1.0,3.0,0.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,0,-1,1,1,1,-1,1,-1.0,1,1,1,1,1,1,0.0,1.0,1.0,1.0,-1.0,-1,-1,1,1.0,1,330.515625,330.515625,-330.515625,330.515625,330.515625,-330.515625,-330.515625,330.515625,0.0,-330.515625,330.515625,-330.515625,330.515625,330.515625,330.515625,-330.515625,-330.515625,330.515625,330.515625,330.515625,330.515625,330.515625,330.515625,330.515625,330.515625,330.515625,0.0,330.515625,330.515625,330.515625,-330.515625,-330.515625,-330.515625
NG,QNGX6,3.21,0.0933,-0.00834105653383,-1.0,1.0,-1.0,1.0,-1.0,7.0,2016-09-30,933.0,3.0,1.0,1.0,32100.0,-0.00834105653383,3.21,energy,1.0,1.0,2016-09-30,-1.0,-1.0,8.0,8.0,-1.0,0.0,1.0,3.0,0.0,1.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,0,-1,-1,-1,-1,1,1,-1.0,1,-1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,-1,-1,1,1.0,0,-803.243744208,803.243744208,803.243744208,-803.243744208,-803.243744208,803.243744208,-803.243744208,803.243744208,-0.0,-803.243744208,803.243744208,-803.243744208,803.243744208,803.243744208,803.243744208,-803.243744208,803.243744208,-803.243744208,803.243744208,-803.243744208,-803.243744208,-803.243744208,-803.243744208,-0.0,-803.243744208,-803.243744208,-803.243744208,-803.243744208,-803.243744208,-803.243744208,-0.0,803.243744208,803.243744208
NIY,@NKDZ6,16965.0,241.5,0.0047379330767,1.0,1.0,1.0,1.0,-1.0,-10.0,2016-09-27,1158.49563465,2.0,1.0,1.0,81382.5194282,0.0047379330767,16965.0,index,1.0,1.0,2016-09-27,-1.0,-1.0,-11.0,-11.0,-1.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0,-1,-1,-1,-1,1,1,1.0,-1,-1,1,1,1,1,1.0,1.0,1.0,0.0,0.0,-1,-1,1,1.0,0,771.169861327,771.169861327,-771.169861327,771.169861327,771.169861327,-771.169861327,771.169861327,-771.169861327,0.0,771.169861327,771.169861327,771.169861327,-771.169861327,-771.169861327,-771.169861327,771.169861327,771.169861327,-771.169861327,-771.169861327,771.169861327,771.169861327,771.169861327,771.169861327,0.0,771.169861327,771.169861327,771.169861327,771.169861327,771.169861327,0.0,0.0,-771.169861327,-771.169861327
NQ,@NQZ6,4813.5,47.7625,-0.00279676817899,-1.0,1.0,-1.0,1.0,1.0,-15.0,2016-09-20,955.25,3.0,1.0,1.0,96270.0,-0.00279676817899,4813.5,index,1.0,1.0,2016-09-20,1.0,1.0,-16.0,-16.0,-1.0,0.0,1.0,3.0,0.0,1.0,3.0,-1.0,1.0,3.0,1.0,1.0,3.0,1.0,0,-1,-1,-1,-1,-1,1,-1.0,1,-1,1,-1,-1,1,0.0,0.0,0.0,1.0,-1.0,-1,-1,0,-1.0,-1,-807.734617775,807.734617775,807.734617775,-807.734617775,-807.734617775,807.734617775,-807.734617775,807.734617775,-0.0,-807.734617775,807.734617775,-807.734617775,807.734617775,807.734617775,-807.734617775,807.734617775,807.734617775,-807.734617775,807.734617775,-807.734617775,807.734617775,-0.0,807.734617775,807.734617775,807.734617775,-807.734617775,-0.0,-0.0,-0.0,-807.734617775,807.734617775,807.734617775,807.734617775
O,@OZ6,198.0,4.0625,-0.00502512562814,-1.0,-1.0,-1.0,1.0,1.0,18.0,2016-09-15,203.125,10.0,2.0,2.0,9900.0,-0.00502512562814,198.0,grain,1.0,1.0,2016-09-15,1.0,1.0,19.0,19.0,1.0,0.0,1.0,10.0,0.0,1.0,10.0,-1.0,1.0,10.0,-1.0,2.0,10.0,1.0,0,-1,-1,-1,1,-1,-1,1.0,-1,1,-1,-1,1,1,-1.0,-1.0,0.0,-1.0,1.0,1,-1,0,-1.0,-1,-497.487437186,497.487437186,-497.487437186,497.487437186,-497.487437186,497.487437186,-497.487437186,497.487437186,-0.0,497.487437186,497.487437186,-497.487437186,497.487437186,-497.487437186,-497.487437186,497.487437186,-497.487437186,497.487437186,-497.487437186,497.487437186,497.487437186,-0.0,497.487437186,497.487437186,-497.487437186,-497.487437186,497.487437186,497.487437186,-0.0,497.487437186,-497.487437186,-497.487437186,497.487437186
OJ,@OJX6,198.75,6.4,-0.00649837540615,-1.0,1.0,-1.0,1.0,1.0,-10.0,2016-09-27,960.0,3.0,1.0,1.0,29812.5,-0.00649837540615,198.75,soft,1.0,1.0,2016-09-27,1.0,1.0,-11.0,-11.0,-1.0,0.0,1.0,3.0,0.0,1.0,3.0,-1.0,1.0,3.0,1.0,1.0,3.0,1.0,0,-1,-1,-1,-1,-1,1,-1.0,1,-1,1,-1,-1,1,0.0,0.0,0.0,1.0,-1.0,-1,-1,0,-1.0,-1,-581.198450387,581.198450387,581.198450387,-581.198450387,-581.198450387,581.198450387,-581.198450387,581.198450387,-0.0,-581.198450387,581.198450387,-581.198450387,581.198450387,581.198450387,-581.198450387,581.198450387,581.198450387,-581.198450387,581.198450387,-581.198450387,581.198450387,-0.0,581.198450387,581.198450387,581.198450387,-581.198450387,-0.0,-0.0,-0.0,-581.198450387,581.198450387,581.198450387,581.198450387
PA,QPAZ6,649.1,17.5175,0.00146571009797,1.0,-1.0,1.0,-1.0,1.0,-7.0,2016-09-30,1751.75,2.0,1.0,1.0,64910.0,0.00146571009797,649.1,metal,1.0,-1.0,2016-09-30,1.0,1.0,-8.0,-8.0,-1.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,0,-1,1,1,1,-1,1,-1.0,1,1,1,1,1,1,0.0,1.0,1.0,1.0,-1.0,-1,-1,1,1.0,1,190.278484919,190.278484919,-190.278484919,190.278484919,190.278484919,-190.278484919,-190.278484919,190.278484919,0.0,-190.278484919,190.278484919,-190.278484919,190.278484919,190.278484919,190.278484919,-190.278484919,-190.278484919,190.278484919,190.278484919,190.278484919,190.278484919,190.278484919,190.278484919,190.278484919,190.278484919,190.278484919,0.0,190.278484919,190.278484919,190.278484919,-190.278484919,-190.278484919,-190.278484919
