2017-05-30 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,prevSEA,prevSRUN,prevvSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,FX,PC2017-05-30 00:00:00,Close2017-05-30 00:00:00,group,RiskOn,Custom,PC2017-05-29 00:00:00,Close2017-05-29 00:00:00,vSTART,LastSEA,SEA2017-05-30 00:00:00,LastSRUN,SRUN2017-05-30 00:00:00,SEA2017-05-29 00:00:00,SRUN2017-05-29 00:00:00,prevACT,LastSIG,LastSAFEf,finalQTY,SIG2017-05-29 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2017-05-26 00:00:00,0.5SIG2017-05-29 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2017-05-26 00:00:00,0.75SIG2017-05-29 00:00:00,1LastSAFEf,1finalQTY,1SIG2017-05-26 00:00:00,1SIG2017-05-29 00:00:00,None,RiskOff,AntiCustom,Anti1LastSIG,Anti0.75LastSIG,Anti0.5LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,Voting5,Voting6,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Custom,PNL_AntiCustom,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_Anti0.5LastSIG,PNL_prevSEA,PNL_LastSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
CT,@CTZ7,72.75,1.4988967345,-0.000549526033796,-1.0,1.0,1.0,-1.0,-1.0,12.0,2017-05-15,749.44836725,1.0,1.0,1.0,36375.0,1.0,-0.000549526033796,72.75,soft,1.0,1.0,,,2017-05-15,-1.0,-1.0,13.0,13.0,,,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,1.0,0.0,1.0,,2.0,0.0,-1.0,,0,-1,-1,1,-1,-1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,0.0,-1,1,1.0,0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
CU,@EUM7,1.1199,0.00763,0.000849010232808,1.0,-1.0,1.0,-1.0,1.0,-18.0,2017-05-02,953.75,1.0,1.0,1.0,139987.5,1.0,0.000849010232808,1.1199,currency,1.0,1.0,,,2017-05-02,1.0,1.0,-19.0,-19.0,,,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,-1.0,,1.0,1.0,-1.0,,0,-1,-1,1,1,-1,-1,1,1,-1,1,1,1,1,1,1.0,1.0,1.0,1.0,-1.0,1.0,-1,1,1.0,1,118.850819965,118.850819965,-118.850819965,118.850819965,118.850819965,-118.850819965,118.850819965,-118.850819965,118.850819965,-118.850819965,118.850819965,-118.850819965,118.850819965,118.850819965,-118.850819965,118.850819965,118.850819965,-118.850819965,118.850819965,-118.850819965,118.850819965,118.850819965,118.850819965,118.850819965,118.850819965,118.850819965,118.850819965,118.850819965,118.850819965,118.850819965,118.850819965,118.850819965,-118.850819965,118.850819965,-118.850819965
DX,@DXM7,97.212,0.5346,-0.00156115196582,-1.0,-1.0,-1.0,-1.0,1.0,-19.0,2017-05-02,534.6,1.0,1.0,1.0,97212.0,1.0,-0.00156115196582,97.212,currency,-1.0,-1.0,,,2017-05-02,1.0,1.0,-20.0,-20.0,,,1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,,-1.0,1.0,0.0,,-1.0,1.0,0.0,,-1.0,0,1,1,1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1,-1,0.0,0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
EBL,BDM7,162.33,0.602,0.000308109440473,1.0,-1.0,1.0,-1.0,1.0,14.0,2017-05-09,673.939,1.0,1.0,1.0,181728.435,0.89325591782,0.000308109440473,162.33,rates,-1.0,1.0,,,2017-05-09,1.0,1.0,15.0,15.0,,,1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,,1.0,2.0,0.0,,-1.0,2.0,0.0,,-1.0,0,1,-1,1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1,-1,0.0,0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
EBM,BLM7,132.16,0.2355,-0.000302571860817,-1.0,1.0,-1.0,1.0,1.0,16.0,2017-05-05,263.64225,3.0,1.0,1.0,147953.12,0.89325591782,-0.000302571860817,132.16,rates,-1.0,1.0,,,2017-05-05,1.0,1.0,17.0,17.0,,,1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,,-1.0,2.0,0.0,,1.0,2.0,0.0,,1.0,0,1,-1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1,-1,-1.0,-1,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
EBS,EZM7,112.25,0.0565,-0.000222667557337,-1.0,-1.0,1.0,-1.0,1.0,15.0,2017-05-08,63.25175,15.0,3.0,3.0,125663.875,0.89325591782,-0.000222667557337,112.25,rates,-1.0,1.0,,,2017-05-08,1.0,1.0,16.0,16.0,,,1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,,1.0,2.0,0.0,,-1.0,2.0,0.0,,-1.0,0,1,-1,1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1,-1,0.0,0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
ED,@EDZ7,98.595,0.03075,0.00015216068168,1.0,-1.0,1.0,-1.0,1.0,7.0,2017-05-17,76.875,13.0,3.0,3.0,246487.5,1.0,0.00015216068168,98.595,rates,-1.0,1.0,,,2017-05-17,1.0,1.0,8.0,8.0,,,1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,,1.0,0.0,-1.0,,1.0,0.0,-1.0,,0,1,-1,1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1,-1,0.0,0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
EMD,@EMDM7,1720.4,16.735,-0.00295566502463,-1.0,-1.0,1.0,-1.0,1.0,-7.0,2017-05-17,1673.5,1.0,1.0,1.0,172040.0,1.0,-0.00295566502463,1720.4,index,1.0,1.0,,,2017-05-17,1.0,1.0,3.0,3.0,,,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,-1.0,,2.0,1.0,-1.0,,0,-1,-1,1,1,-1,-1,1,1,-1,1,1,1,1,1,1.0,1.0,1.0,1.0,-1.0,1.0,-1,1,1.0,1,-508.492610837,508.492610837,508.492610837,-508.492610837,-508.492610837,508.492610837,-508.492610837,508.492610837,-508.492610837,508.492610837,-508.492610837,508.492610837,-508.492610837,-508.492610837,508.492610837,-508.492610837,-508.492610837,508.492610837,-508.492610837,508.492610837,-508.492610837,-508.492610837,-508.492610837,-508.492610837,-508.492610837,-508.492610837,-508.492610837,-508.492610837,-508.492610837,-508.492610837,-508.492610837,-508.492610837,508.492610837,-508.492610837,508.492610837
ES,@ESM7,2410.75,14.9625,-0.00124287933713,-1.0,1.0,-1.0,1.0,-1.0,7.0,2017-05-17,748.125,1.0,1.0,1.0,120537.5,1.0,-0.00124287933713,2410.75,index,1.0,1.0,,,2017-05-17,-1.0,-1.0,8.0,8.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,,2.0,1.0,1.0,,2.0,1.0,1.0,,0,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,1,-1,1.0,0.0,0.0,-1.0,1.0,0.0,-1,-1,-1.0,-1,-149.813568099,149.813568099,-149.813568099,149.813568099,-149.813568099,149.813568099,-149.813568099,149.813568099,-149.813568099,-149.813568099,149.813568099,-149.813568099,149.813568099,149.813568099,-149.813568099,149.813568099,149.813568099,-149.813568099,149.813568099,-149.813568099,149.813568099,149.813568099,149.813568099,149.813568099,149.813568099,149.813568099,-149.813568099,149.813568099,-149.813568099,-0.0,-0.0,149.813568099,-149.813568099,-0.0,149.813568099
FC,@GFQ7,149.925,4.2775,0.0202449812862,1.0,-1.0,-1.0,-1.0,1.0,-4.0,2017-05-22,2138.75,1.0,1.0,1.0,74962.5,1.0,0.0202449812862,149.925,meat,1.0,-1.0,,,2017-05-22,1.0,1.0,-5.0,-5.0,,,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,,2.0,1.0,-1.0,,2.0,1.0,-1.0,,0,-1,1,1,1,1,-1,1,1,-1,1,1,1,-1,1,1.0,0.0,1.0,1.0,-1.0,1.0,-1,1,1.0,1,1517.61440966,1517.61440966,-1517.61440966,1517.61440966,1517.61440966,-1517.61440966,-1517.61440966,1517.61440966,1517.61440966,-1517.61440966,-1517.61440966,-1517.61440966,1517.61440966,1517.61440966,1517.61440966,1517.61440966,1517.61440966,-1517.61440966,1517.61440966,-1517.61440966,1517.61440966,1517.61440966,1517.61440966,1517.61440966,1517.61440966,1517.61440966,-1517.61440966,1517.61440966,1517.61440966,0.0,1517.61440966,1517.61440966,-1517.61440966,1517.61440966,-1517.61440966
FCH,MTM7,5281.5,53.95,-0.00226693114197,-1.0,-1.0,-1.0,-1.0,-1.0,-19.0,2017-05-02,603.97025,1.0,1.0,1.0,59126.3925,0.89325591782,-0.00226693114197,5281.5,index,1.0,1.0,,,2017-05-02,-1.0,-1.0,-20.0,-20.0,,,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,,-1.0,1.0,0.0,,-1.0,1.0,0.0,,-1.0,0,-1,-1,1,1,1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1,1.0,1,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
FDX,DXMM7,12588.5,112.05,-0.00312796959138,-1.0,1.0,1.0,1.0,-1.0,-19.0,2017-05-02,627.199875,1.0,1.0,1.0,70464.12875,0.89325591782,-0.00312796959138,12588.5,index,1.0,1.0,,,2017-05-02,-1.0,-1.0,-20.0,-20.0,,,1.0,1.0,1.0,0.0,1.0,2.0,0.0,,1.0,2.0,0.0,,1.0,1.0,0.0,,1.0,0,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,1.0,1.0,0.0,-1.0,1.0,0.0,-1,-1,-1.0,-1,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0
FEI,IEU7,100.32,0.0125,0.0,1.0,1.0,1.0,1.0,-1.0,-6.0,2017-05-19,34.984375,28.0,7.0,7.0,280770.6,0.89325591782,0.0,100.32,rates,-1.0,1.0,,,2017-05-19,-1.0,-1.0,-7.0,-7.0,,,1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,,1.0,1.0,0.0,,1.0,1.0,0.0,,1.0,0,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1.0,0.0,-1.0,-1.0,1.0,-1.0,1,-1,-1.0,-1,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0
FFI,LFM7,7508.5,56.05,-0.00351692103517,-1.0,1.0,1.0,1.0,-1.0,-13.0,2017-05-09,720.9151,1.0,1.0,1.0,96574.327,0.777484061577,-0.00351692103517,7508.5,index,1.0,1.0,,,2017-05-09,-1.0,-1.0,-14.0,-14.0,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,2.0,0.0,1.0,,2.0,0.0,1.0,,0,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,1.0,1.0,0.0,-1.0,1.0,0.0,-1,-1,-1.0,-1,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0
FLG,LGU7,128.29,0.514492733,0.00123848596062,1.0,-1.0,-1.0,1.0,1.0,13.0,2017-05-09,661.740553185,1.0,1.0,1.0,165006.598,0.777484061577,0.00123848596062,128.29,rates,-1.0,1.0,,,2017-05-09,1.0,1.0,14.0,14.0,,,1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,,1.0,0.0,-1.0,,2.0,0.0,1.0,,0,1,-1,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1,-1,-1.0,0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
