2017-09-05 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,prevSEA,prevSRUN,prevvSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,FX,PC2017-09-05 00:00:00,Close2017-09-05 00:00:00,group,RiskOn,Custom,vSTART,LastSEA,SEA2017-09-05 00:00:00,LastSRUN,SRUN2017-09-05 00:00:00,prevACT,LastSIG,LastSAFEf,finalQTY,SIG2017-09-04 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2017-09-01 00:00:00,0.5SIG2017-09-04 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2017-09-01 00:00:00,0.75SIG2017-09-04 00:00:00,1LastSAFEf,1finalQTY,1SIG2017-09-01 00:00:00,1SIG2017-09-04 00:00:00,None,RiskOff,AntiCustom,Anti1LastSIG,Anti0.75LastSIG,Anti0.5LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,Voting5,Voting6,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Custom,PNL_AntiCustom,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_Anti0.5LastSIG,PNL_prevSEA,PNL_LastSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
AC,@ACV7,1.505,0.0316939565,0.00736278447122,1.0,1.0,1.0,1.0,-1.0,-2.0,2017-08-07,919.1247385,1.0,1.0,1.0,43645.0,1.0,0.00736278447122,1.505,energy,1.0,1.0,2017-08-07,-1.0,-1.0,-3.0,-3.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,,2.0,0.0,1.0,,2.0,0.0,1.0,,0,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,1.0,1.0,0.0,-1.0,1.0,0.0,-1,-1,-1.0,-1,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0
AD,@ADU7,0.7996,0.006565,0.0035140562249,1.0,1.0,-1.0,1.0,1.0,-13.0,2017-08-15,656.5,1.0,1.0,1.0,79960.0,1.0,0.0035140562249,0.7996,currency,1.0,1.0,2017-08-15,1.0,1.0,-14.0,-14.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,,2.0,1.0,1.0,,2.0,1.0,1.0,,0,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1,-1,0.0,-1,280.983935743,280.983935743,280.983935743,-280.983935743,280.983935743,-280.983935743,280.983935743,-280.983935743,280.983935743,280.983935743,-280.983935743,280.983935743,-280.983935743,-280.983935743,280.983935743,280.983935743,280.983935743,-280.983935743,280.983935743,-280.983935743,280.983935743,-280.983935743,-280.983935743,-280.983935743,0.0,-280.983935743,-280.983935743,-280.983935743,-280.983935743,-280.983935743,-280.983935743,280.983935743,280.983935743,280.983935743,-280.983935743
AEX,AEXU7,515.15,4.8192455,-0.00184072854098,-1.0,1.0,1.0,1.0,-1.0,-5.0,2017-08-28,1148.61897247,1.0,1.0,1.0,122780.851,0.839137366787,-0.00184072854098,515.15,index,1.0,1.0,2017-08-28,-1.0,-1.0,-6.0,-6.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,,1.0,1.0,0.0,,1.0,1.0,0.0,,1.0,0,-1,-1,-1,-1,-1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,-1.0,-1,1,0.0,0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
BO,@BOZ7,35.44,0.5955,-0.00644799551444,-1.0,1.0,-1.0,1.0,1.0,22.0,2017-08-15,357.3,2.0,1.0,1.0,21264.0,1.0,-0.00644799551444,35.44,grain,1.0,1.0,2017-08-15,1.0,1.0,23.0,23.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,,2.0,2.0,1.0,,2.0,2.0,1.0,,0,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1,-1,0.0,-1,-274.220353238,274.220353238,-274.220353238,274.220353238,-274.220353238,274.220353238,-274.220353238,274.220353238,-274.220353238,-274.220353238,274.220353238,-274.220353238,274.220353238,274.220353238,-274.220353238,-274.220353238,-274.220353238,274.220353238,-274.220353238,274.220353238,-274.220353238,274.220353238,274.220353238,274.220353238,-0.0,274.220353238,274.220353238,274.220353238,274.220353238,274.220353238,274.220353238,-274.220353238,-274.220353238,-274.220353238,274.220353238
BP,@BPU7,1.3047,0.007575,0.00663529048685,1.0,-1.0,-1.0,-1.0,1.0,22.0,2017-08-02,473.4375,2.0,1.0,1.0,81543.75,1.0,0.00663529048685,1.3047,currency,1.0,1.0,2017-08-24,1.0,1.0,-7.0,-7.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,,1.0,2.0,-1.0,,1.0,2.0,-1.0,,0,-1,-1,1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,0.0,-1.0,0.0,1.0,-1,-1,0.0,-1,1082.13293727,1082.13293727,1082.13293727,-1082.13293727,1082.13293727,-1082.13293727,1082.13293727,-1082.13293727,1082.13293727,-1082.13293727,-1082.13293727,-1082.13293727,1082.13293727,1082.13293727,1082.13293727,1082.13293727,1082.13293727,-1082.13293727,1082.13293727,-1082.13293727,1082.13293727,-1082.13293727,-1082.13293727,-1082.13293727,0.0,-1082.13293727,-1082.13293727,-1082.13293727,-1082.13293727,-1082.13293727,0.0,-1082.13293727,0.0,1082.13293727,-1082.13293727
C,@CZ7,358.5,6.025,0.009148486981,1.0,1.0,1.0,1.0,-1.0,2.0,2017-07-26,301.25,3.0,1.0,1.0,17925.0,1.0,0.009148486981,358.5,grain,1.0,1.0,2017-07-26,-1.0,-1.0,3.0,3.0,-1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,,2.0,3.0,1.0,,2.0,3.0,1.0,,0,-1,-1,-1,-1,-1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,-1.0,-1,1,0.0,0,491.959887403,491.959887403,-491.959887403,491.959887403,491.959887403,-491.959887403,491.959887403,-491.959887403,491.959887403,491.959887403,491.959887403,491.959887403,-491.959887403,-491.959887403,-491.959887403,-491.959887403,-491.959887403,491.959887403,491.959887403,-491.959887403,-491.959887403,491.959887403,491.959887403,491.959887403,0.0,0.0,491.959887403,491.959887403,491.959887403,491.959887403,491.959887403,491.959887403,491.959887403,-491.959887403,-491.959887403
CC,@CCZ7,1946.0,53.35,-0.000513610683102,-1.0,-1.0,-1.0,1.0,-1.0,-4.0,2017-08-28,533.5,1.0,1.0,1.0,19460.0,1.0,-0.000513610683102,1946.0,soft,1.0,1.0,2017-08-28,-1.0,-1.0,-5.0,-5.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,-1.0,,2.0,0.0,-1.0,,2.0,0.0,1.0,,0,-1,-1,-1,1,1,1,-1,-1,1,-1,-1,1,1,-1,1.0,0.0,1.0,-1.0,1.0,0.0,1,-1,-1.0,0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
CD,@CDU7,0.8081,0.0057525,0.001052957572,1.0,-1.0,-1.0,1.0,1.0,-13.0,2017-08-15,575.25,1.0,1.0,1.0,80810.0,1.0,0.001052957572,0.8081,currency,1.0,1.0,2017-08-18,1.0,1.0,11.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,,1.0,1.0,-1.0,,2.0,1.0,1.0,,0,-1,-1,-1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,0.0,1.0,0.0,1.0,-1,-1,0.0,-1,85.0895013936,85.0895013936,85.0895013936,-85.0895013936,85.0895013936,-85.0895013936,85.0895013936,-85.0895013936,85.0895013936,-85.0895013936,-85.0895013936,85.0895013936,-85.0895013936,85.0895013936,85.0895013936,85.0895013936,85.0895013936,-85.0895013936,85.0895013936,-85.0895013936,85.0895013936,-85.0895013936,-85.0895013936,-85.0895013936,0.0,-85.0895013936,-85.0895013936,-85.0895013936,-85.0895013936,-85.0895013936,0.0,85.0895013936,0.0,85.0895013936,-85.0895013936
CGB,CBZ7,138.26,0.6287836955,0.00523484077359,1.0,1.0,-1.0,1.0,-1.0,23.0,2017-07-31,507.984888916,1.0,1.0,1.0,111698.17418,1.2378,0.00523484077359,138.26,rates,-1.0,1.0,2017-07-31,-1.0,-1.0,24.0,24.0,-1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,,1.0,0.0,1.0,,1.0,0.0,1.0,,0,1,-1,-1,-1,1,1,1,-1,1,-1,-1,1,-1,-1,1.0,0.0,0.0,1.0,0.0,-1.0,1,-1,-1.0,0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
CL,QCLV7,48.66,1.217854889,0.0289701839712,1.0,1.0,1.0,1.0,-1.0,24.0,2017-07-31,1217.854889,1.0,1.0,1.0,48660.0,1.0,0.0289701839712,48.66,energy,1.0,1.0,2017-07-31,-1.0,-1.0,-3.0,-3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,0,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,1.0,1.0,0.0,-1.0,1.0,0.0,-1,-1,-1.0,-1,1409.68915204,1409.68915204,1409.68915204,-1409.68915204,1409.68915204,-1409.68915204,1409.68915204,-1409.68915204,1409.68915204,1409.68915204,1409.68915204,1409.68915204,-1409.68915204,-1409.68915204,-1409.68915204,-1409.68915204,-1409.68915204,1409.68915204,-1409.68915204,1409.68915204,-1409.68915204,-1409.68915204,-1409.68915204,-1409.68915204,-1409.68915204,-1409.68915204,1409.68915204,1409.68915204,1409.68915204,1409.68915204,0.0,-1409.68915204,1409.68915204,0.0,-1409.68915204
