2017-08-03 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,prevSEA,prevSRUN,prevvSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,FX,PC2017-08-03 00:00:00,Close2017-08-03 00:00:00,group,RiskOn,Custom,vSTART,LastSEA,SEA2017-08-03 00:00:00,LastSRUN,SRUN2017-08-03 00:00:00,prevACT,LastSIG,LastSAFEf,finalQTY,SIG2017-08-01 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2017-08-01 00:00:00,0.5SIG2017-07-31 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2017-08-01 00:00:00,0.75SIG2017-07-31 00:00:00,1LastSAFEf,1finalQTY,1SIG2017-08-01 00:00:00,1SIG2017-07-31 00:00:00,None,RiskOff,AntiCustom,Anti1LastSIG,Anti0.75LastSIG,Anti0.5LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,Voting5,Voting6,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Custom,PNL_AntiCustom,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_Anti0.5LastSIG,PNL_prevSEA,PNL_LastSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
AC,@ACU7,1.553,0.0278878545,-0.00384862091084,-1.0,1.0,1.0,1.0,-1.0,14.0,2017-07-12,808.7477805,1.0,1.0,1.0,45037.0,1.0,-0.00384862091084,1.553,energy,1.0,1.0,2017-07-12,-1.0,-1.0,16.0,16.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,1.0,0.0,1.0,,1.0,0.0,1.0,,0,-1,-1,-1,-1,-1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,-1.0,-1,1,0.0,0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
AD,@ADU7,0.7939,0.006995,-0.00326428123038,-1.0,-1.0,-1.0,1.0,-1.0,23.0,2017-06-28,699.5,1.0,1.0,1.0,79390.0,1.0,-0.00326428123038,0.7939,currency,1.0,1.0,2017-07-14,-1.0,-1.0,-14.0,-14.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,,1.0,1.0,-1.0,,1.0,1.0,1.0,,0,-1,-1,-1,1,1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,-1.0,1,1,0.0,1,-259.15128688,259.15128688,259.15128688,-259.15128688,-259.15128688,259.15128688,-259.15128688,259.15128688,-259.15128688,259.15128688,259.15128688,-259.15128688,259.15128688,-259.15128688,-259.15128688,259.15128688,259.15128688,-259.15128688,-259.15128688,259.15128688,259.15128688,-259.15128688,-259.15128688,-259.15128688,-0.0,-259.15128688,-259.15128688,-259.15128688,-259.15128688,-259.15128688,-259.15128688,-259.15128688,-0.0,259.15128688,-259.15128688
AEX,AEXQ7,523.0,4.513796206,0.00201168694319,1.0,1.0,-1.0,1.0,-1.0,-14.0,2017-07-12,1071.66549523,1.0,1.0,1.0,124170.66,0.842389015247,0.00201168694319,523.0,index,1.0,1.0,2017-07-12,-1.0,-1.0,-16.0,-16.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,,2.0,0.0,1.0,,2.0,0.0,1.0,,0,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,1,-1,1.0,0.0,0.0,-1.0,1.0,0.0,-1,-1,-1.0,-1,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0
BO,@BOZ7,33.8,0.646,-0.0222736476714,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,2017-07-26,387.6,2.0,1.0,1.0,20280.0,1.0,-0.0222736476714,33.8,grain,1.0,1.0,2017-07-26,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,,1.0,2.0,-1.0,,1.0,2.0,-1.0,,0,-1,-1,1,1,1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1,1.0,1,-903.419149552,903.419149552,903.419149552,-903.419149552,-903.419149552,903.419149552,-903.419149552,903.419149552,-903.419149552,903.419149552,903.419149552,903.419149552,-903.419149552,-903.419149552,-903.419149552,903.419149552,903.419149552,-903.419149552,-903.419149552,903.419149552,903.419149552,-903.419149552,-903.419149552,-903.419149552,-903.419149552,-903.419149552,-903.419149552,-903.419149552,-903.419149552,-903.419149552,-903.419149552,-903.419149552,-0.0,-0.0,-903.419149552
BP,@BPU7,1.3153,0.00888,-0.00724582987395,-1.0,-1.0,-1.0,-1.0,-1.0,16.0,2017-07-10,555.0,1.0,1.0,1.0,82206.25,1.0,-0.00724582987395,1.3153,currency,1.0,1.0,2017-07-10,-1.0,-1.0,18.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,,2.0,1.0,-1.0,,2.0,1.0,-1.0,,0,-1,-1,1,1,1,1,-1,-1,1,1,-1,1,1,-1,1.0,0.0,1.0,-1.0,1.0,1.0,1,0,1.0,1,-595.652502076,595.652502076,-595.652502076,595.652502076,-595.652502076,595.652502076,-595.652502076,595.652502076,-595.652502076,595.652502076,595.652502076,595.652502076,-595.652502076,-595.652502076,-595.652502076,595.652502076,595.652502076,-595.652502076,595.652502076,-595.652502076,-595.652502076,595.652502076,-595.652502076,-0.0,-595.652502076,-595.652502076,-595.652502076,595.652502076,-595.652502076,-0.0,-595.652502076,595.652502076,-595.652502076,-595.652502076,-595.652502076
C,@CZ7,377.75,9.890266601,-0.0032981530343,-1.0,-1.0,1.0,-1.0,1.0,-4.0,2017-07-26,494.51333005,2.0,1.0,1.0,18887.5,1.0,-0.0032981530343,377.75,grain,1.0,1.0,2017-07-26,1.0,1.0,-6.0,-6.0,-1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,2.0,2.0,-1.0,,2.0,2.0,-1.0,,0,-1,-1,1,1,-1,-1,1,1,-1,1,1,1,1,1,1.0,1.0,1.0,1.0,-1.0,1.0,-1,1,1.0,1,-124.587730871,124.587730871,124.587730871,-124.587730871,-124.587730871,124.587730871,-124.587730871,124.587730871,-124.587730871,124.587730871,-124.587730871,124.587730871,-124.587730871,-124.587730871,124.587730871,-124.587730871,-124.587730871,124.587730871,-124.587730871,124.587730871,-124.587730871,-124.587730871,-124.587730871,-124.587730871,-124.587730871,-124.587730871,-124.587730871,-124.587730871,-124.587730871,-124.587730871,-124.587730871,-124.587730871,124.587730871,-124.587730871,124.587730871
CC,@CCU7,2061.0,52.9,0.0029197080292,1.0,1.0,1.0,1.0,-1.0,-12.0,2017-07-14,529.0,1.0,1.0,1.0,20610.0,1.0,0.0029197080292,2061.0,soft,1.0,1.0,2017-07-14,-1.0,-1.0,-14.0,-14.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,1.0,0.0,1.0,,1.0,0.0,1.0,,0,-1,-1,-1,-1,-1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,-1.0,-1,1,0.0,0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
CD,@CDU7,0.7951,0.005925,-0.00219614733011,-1.0,-1.0,-1.0,1.0,-1.0,-22.0,2017-06-29,592.5,1.0,1.0,1.0,79510.0,1.0,-0.00219614733011,0.7951,currency,1.0,1.0,2017-07-28,-1.0,-1.0,4.0,4.0,-1.0,1.0,1.0,1.0,1.0,2.0,1.0,-1.0,,2.0,1.0,-1.0,,1.0,1.0,1.0,,0,-1,-1,-1,1,1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,-1.0,1,1,0.0,1,-174.615674217,174.615674217,174.615674217,-174.615674217,-174.615674217,174.615674217,-174.615674217,174.615674217,-174.615674217,174.615674217,174.615674217,-174.615674217,174.615674217,-174.615674217,-174.615674217,174.615674217,174.615674217,-174.615674217,-174.615674217,174.615674217,174.615674217,-174.615674217,-174.615674217,-174.615674217,-0.0,-174.615674217,-174.615674217,-174.615674217,-174.615674217,-174.615674217,-174.615674217,-174.615674217,-0.0,174.615674217,-174.615674217
CGB,CBU7,139.17,0.736,0.00194384449244,1.0,-1.0,1.0,-1.0,1.0,1.0,2017-06-26,584.683825866,1.0,1.0,1.0,110557.673975,1.2588,0.00194384449244,139.17,rates,-1.0,1.0,2017-06-26,1.0,1.0,3.0,3.0,1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,,1.0,0.0,-1.0,,1.0,0.0,-1.0,,0,1,-1,1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1,-1,0.0,0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
CL,QCLU7,49.03,1.2331764125,-0.0112925993144,-1.0,1.0,-1.0,1.0,-1.0,-13.0,2017-07-13,1233.1764125,1.0,1.0,1.0,49030.0,1.0,-0.0112925993144,49.03,energy,1.0,1.0,2017-07-13,-1.0,-1.0,-15.0,-15.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,0,-1,-1,-1,-1,1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,-1.0,-1,1,0.0,0,-553.676144384,553.676144384,553.676144384,-553.676144384,-553.676144384,553.676144384,-553.676144384,553.676144384,-553.676144384,-553.676144384,553.676144384,-553.676144384,553.676144384,553.676144384,-553.676144384,553.676144384,553.676144384,-553.676144384,-553.676144384,553.676144384,553.676144384,-553.676144384,-553.676144384,-553.676144384,-0.0,-0.0,-553.676144384,-553.676144384,-553.676144384,-553.676144384,-553.676144384,-553.676144384,-553.676144384,553.676144384,553.676144384
