2017-06-13 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,prevSEA,prevSRUN,prevvSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,FX,PC2017-06-13 00:00:00,Close2017-06-13 00:00:00,group,RiskOn,Custom,vSTART,LastSEA,SEA2017-06-13 00:00:00,LastSRUN,SRUN2017-06-13 00:00:00,prevACT,LastSIG,LastSAFEf,finalQTY,SIG2017-06-12 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2017-06-12 00:00:00,0.5SIG2017-06-09 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2017-06-12 00:00:00,0.75SIG2017-06-09 00:00:00,1LastSAFEf,1finalQTY,1SIG2017-06-12 00:00:00,1SIG2017-06-09 00:00:00,None,RiskOff,AntiCustom,Anti1LastSIG,Anti0.75LastSIG,Anti0.5LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,Voting5,Voting6,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Custom,PNL_AntiCustom,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_Anti0.5LastSIG,PNL_prevSEA,PNL_LastSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
AC,@ACN7,1.566,0.026344694,0.0201954397394,1.0,-1.0,1.0,-1.0,-1.0,17.0,2017-05-17,763.996126,1.0,1.0,1.0,45414.0,1.0,0.0201954397394,1.566,energy,1.0,1.0,2017-05-17,-1.0,-1.0,18.0,18.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,2.0,0.0,-1.0,,2.0,0.0,-1.0,,0,-1,-1,1,1,-1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1,1.0,1,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AD,@ADM7,0.7539,0.00522,0.0,1.0,1.0,-1.0,1.0,1.0,7.0,2017-06-01,522.0,1.0,1.0,1.0,75390.0,1.0,0.0,0.7539,currency,1.0,1.0,2017-06-01,1.0,1.0,13.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,0,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1,-1,0.0,-1,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0
AEX,AEXN7,522.7,4.090376459,0.00287466463163,1.0,-1.0,1.0,-1.0,-1.0,19.0,2017-05-16,917.144209637,1.0,1.0,1.0,117199.794,0.891981090001,0.00287466463163,522.7,index,1.0,1.0,2017-05-16,-1.0,-1.0,20.0,20.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,2.0,0.0,-1.0,,2.0,0.0,-1.0,,0,-1,-1,1,1,-1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1,1.0,1,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BO,@BON7,32.09,0.5265,0.00469630557295,1.0,-1.0,-1.0,1.0,1.0,-6.0,2017-06-02,315.9,3.0,1.0,1.0,19254.0,1.0,0.00469630557295,32.09,grain,1.0,1.0,2017-06-02,1.0,1.0,-7.0,-7.0,-1.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,,1.0,3.0,-1.0,,1.0,3.0,1.0,,0,-1,-1,-1,1,1,-1,1,1,-1,-1,1,1,-1,1,1.0,0.0,1.0,1.0,-1.0,0.0,-1,1,1.0,0,271.268002505,271.268002505,-271.268002505,271.268002505,271.268002505,-271.268002505,271.268002505,-271.268002505,271.268002505,-271.268002505,-271.268002505,271.268002505,-271.268002505,271.268002505,271.268002505,271.268002505,271.268002505,-271.268002505,271.268002505,-271.268002505,-271.268002505,271.268002505,271.268002505,271.268002505,271.268002505,0.0,-271.268002505,271.268002505,271.268002505,0.0,271.268002505,271.268002505,-271.268002505,0.0,-271.268002505
BP,@BPM7,1.2756,0.01055,0.00750335676487,1.0,1.0,1.0,1.0,1.0,15.0,2017-05-19,659.375,1.0,1.0,1.0,79725.0,1.0,0.00750335676487,1.2756,currency,1.0,1.0,2017-05-19,1.0,1.0,16.0,16.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,,2.0,1.0,1.0,,0,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,1,1,1.0,1.0,0.0,1.0,0.0,0.0,-1,0,-1.0,-1,598.205118079,598.205118079,-598.205118079,598.205118079,598.205118079,-598.205118079,598.205118079,-598.205118079,598.205118079,598.205118079,598.205118079,598.205118079,-598.205118079,-598.205118079,-598.205118079,598.205118079,598.205118079,-598.205118079,598.205118079,-598.205118079,-598.205118079,598.205118079,-598.205118079,0.0,-598.205118079,-598.205118079,598.205118079,598.205118079,598.205118079,598.205118079,0.0,598.205118079,0.0,0.0,-598.205118079
C,@CN7,381.0,6.5375,0.00994035785288,1.0,-1.0,-1.0,-1.0,1.0,-35.0,2017-04-21,326.875,3.0,1.0,1.0,19050.0,1.0,0.00994035785288,381.0,grain,1.0,1.0,2017-04-21,1.0,1.0,-36.0,-36.0,-1.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,,1.0,3.0,-1.0,,1.0,3.0,-1.0,,0,-1,-1,1,1,1,-1,1,1,-1,1,1,1,-1,1,1.0,0.0,1.0,1.0,-1.0,1.0,-1,1,1.0,1,568.091451292,568.091451292,-568.091451292,568.091451292,568.091451292,-568.091451292,568.091451292,-568.091451292,568.091451292,-568.091451292,-568.091451292,-568.091451292,568.091451292,568.091451292,568.091451292,568.091451292,568.091451292,-568.091451292,568.091451292,-568.091451292,568.091451292,568.091451292,568.091451292,568.091451292,568.091451292,568.091451292,-568.091451292,568.091451292,568.091451292,0.0,568.091451292,568.091451292,-568.091451292,568.091451292,-568.091451292
CC,@CCU7,2056.0,63.331125828,-0.0153256704981,-1.0,-1.0,-1.0,-1.0,1.0,11.0,2017-05-25,633.31125828,1.0,1.0,1.0,20560.0,1.0,-0.0153256704981,2056.0,soft,1.0,1.0,2017-05-25,1.0,1.0,12.0,12.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,,2.0,0.0,-1.0,,2.0,0.0,-1.0,,0,-1,-1,1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,0.0,-1.0,0.0,1.0,-1,-1,0.0,-1,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
CD,@CDM7,0.7559,0.004435,0.00712810605556,1.0,1.0,1.0,1.0,-1.0,10.0,2017-05-26,443.5,2.0,1.0,1.0,75590.0,1.0,0.00712810605556,0.7559,currency,1.0,1.0,2017-05-26,-1.0,-1.0,11.0,11.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,2.0,2.0,1.0,,2.0,2.0,1.0,,0,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,1.0,1.0,0.0,-1.0,1.0,0.0,-1,-1,-1.0,-1,1077.62707348,1077.62707348,1077.62707348,-1077.62707348,1077.62707348,-1077.62707348,1077.62707348,-1077.62707348,1077.62707348,1077.62707348,1077.62707348,1077.62707348,-1077.62707348,-1077.62707348,-1077.62707348,-1077.62707348,-1077.62707348,1077.62707348,-1077.62707348,1077.62707348,-1077.62707348,-1077.62707348,-1077.62707348,-1077.62707348,-1077.62707348,-1077.62707348,1077.62707348,1077.62707348,1077.62707348,1077.62707348,0.0,-1077.62707348,1077.62707348,0.0,-1077.62707348
CGB,CBU7,143.36,0.573843776,-0.00857538035961,-1.0,1.0,1.0,-1.0,1.0,-5.0,2017-06-05,433.31856528,2.0,1.0,1.0,108253.416899,1.3243,-0.00857538035961,143.36,rates,-1.0,1.0,2017-06-05,1.0,1.0,6.0,6.0,-1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,,1.0,0.0,1.0,,2.0,0.0,-1.0,,0,1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,-1,1,-1.0,0.0,-1.0,1.0,-1.0,0.0,-1,1,1.0,0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
CL,QCLQ7,46.67,1.411129145,0.00824652785307,1.0,-1.0,1.0,-1.0,-1.0,13.0,2017-05-23,1411.129145,1.0,1.0,1.0,46670.0,1.0,0.00824652785307,46.67,energy,1.0,1.0,2017-05-23,-1.0,-1.0,14.0,14.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,1.0,-1.0,,1.0,1.0,-1.0,,0,-1,-1,1,1,-1,1,-1,-1,1,1,-1,1,1,1,1.0,1.0,1.0,-1.0,1.0,1.0,1,1,1.0,1,384.865454903,384.865454903,384.865454903,-384.865454903,384.865454903,-384.865454903,384.865454903,-384.865454903,384.865454903,-384.865454903,384.865454903,-384.865454903,384.865454903,384.865454903,-384.865454903,-384.865454903,-384.865454903,384.865454903,-384.865454903,384.865454903,384.865454903,-384.865454903,384.865454903,384.865454903,384.865454903,384.865454903,384.865454903,384.865454903,384.865454903,384.865454903,384.865454903,-384.865454903,384.865454903,384.865454903,384.865454903
