2016-07-20 00:00:00,Contract,LastClose,ATR20,PC2016-07-20 00:00:00,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,LastSEA,LastSRUN,vSTART,prevACT,usdATR,QTY,contractValue,Close2016-07-20 00:00:00,RiskOn,group,SEA2016-07-20 00:00:00,SRUN2016-07-20 00:00:00,prevSEA,prevSRUN,LastSIG,LastSAFEf,finalQTY,SIG2016-07-19 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2016-07-19 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2016-07-19 00:00:00,1LastSAFEf,1finalQTY,1SIG2016-07-19 00:00:00,AntiSEA,AntiPrevACT,AdjSEA,Voting,RiskOff,chgValue,PNL_ACT,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_prevSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_Voting,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff
NIY,@NKDU6,16855.0,443.0,0.0147501505117,1.0,-1.0,-1.0,1.0,-1.0,15.0,2016-06-28,1.0,2072.80553996,1.0,78864.8699233,16855.0,1.0,index,-1.0,15.0,-1.0,14.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,2.0,1.0,1.0,1,-1,-1.0,-1,-1,1163.26870146,1163.26870146,-1163.26870146,-1163.26870146,-1163.26870146,1163.26870146,-1163.26870146,1163.26870146,-1163.26870146,-1163.26870146,1163.26870146,-1163.26870146,1163.26870146,-1163.26870146
NQ,@NQU6,4650.5,70.8375,0.00955172039509,1.0,1.0,-1.0,1.0,-1.0,16.0,2016-06-27,-1.0,1416.75,2.0,93010.0,4650.5,1.0,index,-1.0,16.0,-1.0,15.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,1.0,2.0,2.0,1.0,1,1,-1.0,-1,-1,888.405513948,1776.8110279,-1776.8110279,1776.8110279,-1776.8110279,1776.8110279,-1776.8110279,1776.8110279,-1776.8110279,-1776.8110279,-1776.8110279,1776.8110279,1776.8110279,-1776.8110279
O,@OZ6,202.0,6.05,-0.00369913686806,-1.0,-1.0,-1.0,1.0,1.0,-10.0,2016-07-06,-1.0,302.5,7.0,10100.0,202.0,1.0,grain,1.0,-10.0,1.0,-9.0,-1.0,1.0,7.0,-1.0,1.0,7.0,-1.0,1.0,7.0,-1.0,1.0,7.0,1.0,-1,1,-1.0,-1,-1,-37.3612823674,261.528976572,261.528976572,261.528976572,261.528976572,-261.528976572,-261.528976572,261.528976572,261.528976572,261.528976572,261.528976572,-261.528976572,-261.528976572,261.528976572
OJ,@OJU6,182.3,5.4275,-0.00300792999727,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,2016-07-12,-1.0,814.125,3.0,27345.0,182.3,1.0,soft,-1.0,6.0,-1.0,5.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,-1.0,1,1,-1.0,-1,-1,-82.2518457752,246.755537326,246.755537326,246.755537326,246.755537326,246.755537326,246.755537326,-246.755537326,246.755537326,246.755537326,246.755537326,-246.755537326,-246.755537326,246.755537326
PA,QPAU6,676.0,17.6225,0.02985984156,1.0,1.0,-1.0,1.0,1.0,16.0,2016-06-27,1.0,1762.25,2.0,67600.0,676.0,1.0,metal,1.0,16.0,1.0,15.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,2.0,2.0,1.0,2.0,2.0,1.0,-1,-1,1.0,1,-1,2018.52528946,4037.05057892,4037.05057892,4037.05057892,-4037.05057892,4037.05057892,4037.05057892,-4037.05057892,4037.05057892,4037.05057892,4037.05057892,-4037.05057892,4037.05057892,-4037.05057892
PL,QPLV6,1091.5,23.945,-0.0064627707992,-1.0,1.0,-1.0,1.0,-1.0,-4.0,2016-07-14,-1.0,1197.25,2.0,54575.0,1091.5,-1.0,metal,-1.0,-4.0,-1.0,-3.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,1.0,2.0,1.0,1.0,2.0,1.0,1,1,1.0,1,1,-352.705716366,705.411432733,-705.411432733,-705.411432733,705.411432733,-705.411432733,705.411432733,-705.411432733,-705.411432733,-705.411432733,705.411432733,-705.411432733,705.411432733,-705.411432733
RB,QRBU6,1.373,0.0549965755,-0.00880739243431,-1.0,-1.0,1.0,-1.0,-1.0,5.0,2016-07-13,-1.0,2309.856171,1.0,57666.0,1.373,1.0,energy,-1.0,5.0,-1.0,4.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,2.0,1.0,-1.0,2.0,1.0,-1.0,1,1,-1.0,-1,-1,-507.887092117,507.887092117,507.887092117,507.887092117,-507.887092117,507.887092117,507.887092117,-507.887092117,507.887092117,507.887092117,507.887092117,-507.887092117,-507.887092117,507.887092117
RR,@RRU6,10.81,0.2585,0.00231803430691,1.0,-1.0,1.0,-1.0,1.0,-9.0,2016-07-07,1.0,517.0,4.0,21620.0,10.81,1.0,grain,1.0,-9.0,1.0,-8.0,-1.0,1.0,4.0,-1.0,1.0,4.0,1.0,2.0,4.0,-1.0,2.0,4.0,-1.0,-1,-1,-1.0,-1,-1,50.1159017153,200.463606861,-200.463606861,-200.463606861,200.463606861,-200.463606861,200.463606861,-200.463606861,-200.463606861,-200.463606861,200.463606861,-200.463606861,200.463606861,-200.463606861
RS,@RSX6,463.4,11.02,0.0,1.0,-1.0,-1.0,-1.0,-1.0,5.0,2016-07-13,-1.0,168.75957121,12.0,7096.47779479,463.4,1.0,grain,-1.0,5.0,-1.0,4.0,-1.0,1.0,12.0,-1.0,1.0,12.0,-1.0,2.0,12.0,-1.0,2.0,12.0,-1.0,1,1,-1.0,-1,-1,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0
S,@SX6,1009.0,38.6625,-0.0182437363172,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,2016-07-13,-1.0,1933.125,2.0,50450.0,1009.0,1.0,grain,-1.0,5.0,-1.0,4.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,-1.0,1,1,-1.0,-1,-1,-920.396497203,1840.79299441,1840.79299441,1840.79299441,1840.79299441,1840.79299441,1840.79299441,-1840.79299441,1840.79299441,1840.79299441,1840.79299441,-1840.79299441,-1840.79299441,1840.79299441
SB,@SBV6,19.28,0.7165,-0.00413223140496,-1.0,1.0,1.0,1.0,-1.0,-14.0,2016-06-29,-1.0,802.48,3.0,21593.6,19.28,1.0,soft,-1.0,-14.0,-1.0,-13.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1,1,1.0,1,-1,-89.2297520661,267.689256198,-267.689256198,-267.689256198,-267.689256198,-267.689256198,267.689256198,-267.689256198,-267.689256198,-267.689256198,267.689256198,-267.689256198,-267.689256198,267.689256198
SF,@SFU6,1.016,0.00825,-0.00186658807348,-1.0,-1.0,1.0,-1.0,1.0,-18.0,2016-06-23,-1.0,1031.25,2.0,127000.0,1.016,1.0,currency,1.0,-18.0,1.0,-17.0,-1.0,1.0,2.0,-1.0,1.0,2.0,1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,-1,1,-1.0,-1,-1,-237.056685333,474.113370665,474.113370665,474.113370665,-474.113370665,474.113370665,-474.113370665,474.113370665,474.113370665,474.113370665,474.113370665,-474.113370665,-474.113370665,474.113370665
SI,QSIU6,1961.3,66.34,-0.0196931074124,-1.0,-1.0,-1.0,-1.0,-1.0,16.0,2016-07-13,-1.0,3317.0,1.0,98065.0,1961.3,-1.0,metal,-1.0,16.0,1.0,-4.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,2.0,1.0,-1.0,-1,1,-1.0,-1,1,-1931.2045784,1931.2045784,1931.2045784,1931.2045784,1931.2045784,1931.2045784,-1931.2045784,1931.2045784,1931.2045784,1931.2045784,1931.2045784,-1931.2045784,1931.2045784,-1931.2045784
SIN,INN6,8589.0,105.804963501,0.00397428404442,1.0,1.0,1.0,1.0,-1.0,-1.0,2016-06-24,1.0,211.609927002,10.0,17178.0,8589.0,1.0,index,-1.0,-1.0,-1.0,-1.0,1.0,1.0,10.0,1.0,1.0,10.0,1.0,2.0,10.0,1.0,2.0,10.0,1.0,1,-1,1.0,1,-1,68.270251315,682.70251315,682.70251315,682.70251315,682.70251315,682.70251315,-682.70251315,682.70251315,682.70251315,682.70251315,682.70251315,-682.70251315,682.70251315,-682.70251315
SJB,BBU6,153.24,0.3465,0.000914435009798,1.0,-1.0,1.0,-1.0,1.0,2.0,2016-07-08,1.0,324.256035935,7.0,143402.582819,153.24,-1.0,rates,1.0,2.0,1.0,-7.0,-1.0,1.0,7.0,-1.0,1.0,7.0,1.0,1.0,7.0,-1.0,1.0,7.0,-1.0,-1,-1,-1.0,-1,1,131.132342225,917.926395573,-917.926395573,-917.926395573,917.926395573,-917.926395573,917.926395573,-917.926395573,-917.926395573,-917.926395573,917.926395573,-917.926395573,-917.926395573,917.926395573
SM,@SMZ6,347.8,14.41,-0.0224845418775,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,2016-07-13,-1.0,1441.0,2.0,34780.0,347.8,1.0,grain,-1.0,5.0,-1.0,4.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,-1.0,1,1,-1.0,-1,-1,-782.012366498,1564.024733,1564.024733,1564.024733,1564.024733,1564.024733,1564.024733,-1564.024733,1564.024733,1564.024733,1564.024733,-1564.024733,-1564.024733,1564.024733
SMI,SWU6,8183.0,142.75,0.010621217735,1.0,1.0,-1.0,1.0,-1.0,-13.0,2016-07-01,-1.0,1446.30192503,2.0,82907.8014184,8183.0,1.0,index,-1.0,-13.0,-1.0,-12.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,1.0,2.0,1.0,1.0,2.0,1.0,1,1,1.0,1,-1,880.581810792,1761.16362158,1761.16362158,1761.16362158,-1761.16362158,1761.16362158,-1761.16362158,1761.16362158,1761.16362158,1761.16362158,-1761.16362158,1761.16362158,1761.16362158,-1761.16362158
SSG,SSN6,326.15,5.2346589085,0.00539457459926,1.0,1.0,-1.0,1.0,1.0,16.0,2016-06-27,-1.0,781.292374403,3.0,48679.1044776,326.15,1.0,index,1.0,16.0,1.0,-1.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1.0,3.0,1.0,1.0,3.0,1.0,-1,1,-1.0,-1,-1,262.60306053,787.809181589,-787.809181589,787.809181589,-787.809181589,787.809181589,787.809181589,-787.809181589,-787.809181589,-787.809181589,-787.809181589,787.809181589,787.809181589,-787.809181589
STW,TWN6,335.6,5.0769156975,-0.00356294536817,-1.0,1.0,-1.0,1.0,-1.0,17.0,2016-06-24,1.0,507.69156975,4.0,33560.0,335.6,1.0,index,-1.0,17.0,-1.0,16.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,2.0,4.0,1.0,2.0,4.0,1.0,1,-1,-1.0,-1,-1,-119.572446556,478.289786223,478.289786223,-478.289786223,478.289786223,-478.289786223,478.289786223,-478.289786223,478.289786223,478.289786223,-478.289786223,478.289786223,-478.289786223,478.289786223
SXE,EXU6,2963.0,76.15,0.0122992825419,1.0,1.0,1.0,1.0,-1.0,-10.0,2016-07-06,-1.0,838.79225,3.0,32637.445,2963.0,1.0,index,-1.0,-10.0,-1.0,-9.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1,1,1.0,1,-1,401.417157499,1204.2514725,1204.2514725,1204.2514725,1204.2514725,1204.2514725,-1204.2514725,1204.2514725,1204.2514725,1204.2514725,-1204.2514725,1204.2514725,1204.2514725,-1204.2514725
TF,@TFSU6,1207.2,22.35,0.00683903252711,1.0,1.0,1.0,1.0,-1.0,-17.0,2016-06-27,-1.0,2235.0,1.0,120720.0,1207.2,1.0,index,-1.0,-17.0,-1.0,-9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1,1,1.0,1,-1,825.608006672,825.608006672,825.608006672,825.608006672,825.608006672,825.608006672,-825.608006672,825.608006672,825.608006672,825.608006672,-825.608006672,825.608006672,825.608006672,-825.608006672
TU,@TUU6,109.328125,0.137890625,-0.000428571428571,-1.0,1.0,1.0,-1.0,1.0,-11.0,2016-07-05,1.0,275.78125,8.0,218656.25,109.328125,-1.0,rates,1.0,-11.0,1.0,-10.0,-1.0,1.0,8.0,-1.0,1.0,8.0,1.0,1.0,8.0,1.0,1.0,8.0,-1.0,-1,-1,-1.0,-1,1,-93.7098214286,749.678571429,749.678571429,-749.678571429,-749.678571429,749.678571429,-749.678571429,749.678571429,749.678571429,749.678571429,-749.678571429,749.678571429,749.678571429,-749.678571429
TY,@TYU6,131.984375,0.81484375,-0.00189058253574,-1.0,1.0,1.0,-1.0,1.0,-11.0,2016-07-05,1.0,814.84375,3.0,131984.375,131.984375,-1.0,rates,1.0,-11.0,1.0,-10.0,-1.0,1.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,3.0,-1.0,-1,-1,-1.0,-1,1,-249.527354366,748.582063098,748.582063098,-748.582063098,-748.582063098,748.582063098,-748.582063098,748.582063098,748.582063098,748.582063098,-748.582063098,748.582063098,748.582063098,-748.582063098
US,@USU6,171.46875,2.25,-0.00435492651062,-1.0,1.0,1.0,-1.0,1.0,-8.0,2016-07-08,1.0,2250.0,1.0,171468.75,171.46875,-1.0,rates,1.0,-8.0,1.0,-7.0,-1.0,1.0,1.0,-1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,-1,-1,-1.0,-1,1,-746.733805117,746.733805117,746.733805117,-746.733805117,-746.733805117,746.733805117,-746.733805117,746.733805117,746.733805117,746.733805117,-746.733805117,746.733805117,746.733805117,-746.733805117
VX,@VXQ6,15.475,1.9861010995,-0.0127591706539,-1.0,-1.0,1.0,-1.0,1.0,-6.0,2016-07-12,-1.0,1986.1010995,2.0,15475.0,15.475,-1.0,index,1.0,-6.0,-1.0,-5.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,1,1,1.0,1,1,-197.448165869,394.896331738,-394.896331738,394.896331738,-394.896331738,394.896331738,394.896331738,-394.896331738,-394.896331738,-394.896331738,394.896331738,-394.896331738,394.896331738,-394.896331738
W,@WU6,413.0,14.1125,-0.011961722488,-1.0,1.0,1.0,-1.0,-1.0,-5.0,2016-07-13,-1.0,705.625,3.0,20650.0,413.0,1.0,grain,-1.0,-5.0,-1.0,-4.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,1,1,1.0,1,-1,-247.009569378,741.028708134,-741.028708134,-741.028708134,-741.028708134,741.028708134,741.028708134,-741.028708134,-741.028708134,-741.028708134,741.028708134,-741.028708134,-741.028708134,741.028708134
YA,APU6,5449.0,81.15,0.00720887245841,1.0,1.0,1.0,1.0,1.0,-5.0,2016-07-13,-1.0,1516.896375,2.0,101855.4325,5449.0,1.0,index,1.0,-5.0,-1.0,-4.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1,1,1.0,1,-1,734.262822089,1468.52564418,1468.52564418,1468.52564418,1468.52564418,1468.52564418,-1468.52564418,1468.52564418,1468.52564418,1468.52564418,-1468.52564418,1468.52564418,1468.52564418,-1468.52564418
YB,HBSU6,98.15,0.039,0.0,1.0,-1.0,-1.0,1.0,-1.0,-18.0,2016-06-24,1.0,69.98472,29.0,176128.212,98.15,-1.0,rates,-1.0,-18.0,-1.0,3.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,2.0,0.0,1.0,1,-1,-1.0,-1,1,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0
YM,@YMU6,18531.0,228.8,0.00275974025974,1.0,-1.0,-1.0,1.0,-1.0,16.0,2016-06-27,1.0,1144.0,2.0,92655.0,18531.0,1.0,index,-1.0,16.0,-1.0,15.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,1.0,1,-1,-1.0,-1,-1,255.703733766,511.407467532,-511.407467532,-511.407467532,-511.407467532,511.407467532,-511.407467532,511.407467532,-511.407467532,-511.407467532,511.407467532,-511.407467532,511.407467532,-511.407467532
YT2,HTSU6,98.56,0.0715,0.000101471334348,1.0,1.0,1.0,-1.0,1.0,19.0,2016-06-23,1.0,149.68954,14.0,206341.2736,98.56,-1.0,rates,1.0,19.0,1.0,18.0,1.0,1.0,14.0,1.0,1.0,14.0,1.0,1.0,14.0,1.0,2.0,14.0,-1.0,-1,-1,1.0,1,1,20.9377243633,293.128141086,293.128141086,293.128141086,293.128141086,-293.128141086,293.128141086,-293.128141086,293.128141086,293.128141086,293.128141086,-293.128141086,-293.128141086,293.128141086
YT3,HXSU6,98.065,0.09325,0.0,1.0,1.0,1.0,1.0,1.0,-10.0,2016-07-06,1.0,557.7842,4.0,586585.604,98.065,-1.0,rates,1.0,-10.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,2.0,4.0,1.0,-1,-1,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
