2017-08-23 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,prevSEA,prevSRUN,prevvSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,FX,PC2017-08-23 00:00:00,Close2017-08-23 00:00:00,group,RiskOn,Custom,PC2017-08-22 00:00:00,Close2017-08-22 00:00:00,vSTART,LastSEA,SEA2017-08-23 00:00:00,LastSRUN,SRUN2017-08-23 00:00:00,SEA2017-08-22 00:00:00,SRUN2017-08-22 00:00:00,prevACT,LastSIG,LastSAFEf,finalQTY,SIG2017-08-22 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2017-08-22 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2017-08-22 00:00:00,1LastSAFEf,1finalQTY,1SIG2017-08-22 00:00:00,None,RiskOff,AntiCustom,Anti1LastSIG,Anti0.75LastSIG,Anti0.5LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,Voting5,Voting6,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Custom,PNL_AntiCustom,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_Anti0.5LastSIG,PNL_prevSEA,PNL_LastSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
AC,@ACV7,1.475,0.0296227085,-0.0133779264214,-1.0,1.0,1.0,1.0,1.0,-8.0,2017-08-10,859.0585465,1.0,1.0,1.0,42775.0,1.0,-0.0133779264214,1.475,energy,1.0,1.0,,,2017-08-07,-1.0,-1.0,12.0,12.0,,,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,1,1,1.0,1.0,0.0,1.0,0.0,0.0,-1,0,-1.0,-1,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
AD,@ADU7,0.7905,0.006155,-0.000126486213003,-1.0,-1.0,1.0,-1.0,1.0,-5.0,2017-08-15,615.5,1.0,1.0,1.0,79050.0,1.0,-0.000126486213003,0.7905,currency,1.0,1.0,,,2017-08-15,1.0,1.0,-6.0,-6.0,,,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,-1.0,2.0,1.0,-1.0,0,-1,-1,1,1,-1,-1,1,1,-1,1,1,1,1,1,1.0,1.0,1.0,1.0,-1.0,1.0,-1,1,1.0,1,-9.99873513787,9.99873513787,9.99873513787,-9.99873513787,-9.99873513787,9.99873513787,-9.99873513787,9.99873513787,-9.99873513787,9.99873513787,-9.99873513787,9.99873513787,-9.99873513787,-9.99873513787,9.99873513787,-9.99873513787,-9.99873513787,9.99873513787,-9.99873513787,9.99873513787,-9.99873513787,-9.99873513787,-9.99873513787,-9.99873513787,-9.99873513787,-9.99873513787,-9.99873513787,-9.99873513787,-9.99873513787,-9.99873513787,-9.99873513787,-9.99873513787,9.99873513787,-9.99873513787,9.99873513787
AEX,AEXU7,519.05,4.742657987,-0.00469798657718,-1.0,1.0,-1.0,1.0,-1.0,4.0,2017-08-16,1120.02611021,1.0,1.0,1.0,122578.848,0.846883468835,-0.00469798657718,519.05,index,1.0,1.0,,,2017-08-16,1.0,1.0,5.0,5.0,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,2.0,0.0,1.0,2.0,0.0,1.0,0,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,1,-1,1.0,0.0,0.0,-1.0,1.0,0.0,-1,-1,-1.0,-1,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0
BO,@BOZ7,35.06,0.6805,0.0185938407902,1.0,1.0,1.0,1.0,1.0,-5.0,2017-08-15,408.3,2.0,1.0,1.0,21036.0,1.0,0.0185938407902,35.06,grain,1.0,1.0,,,2017-08-15,1.0,1.0,-6.0,-6.0,,,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,0,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,-1.0,0.0,-1.0,1.0,1.0,1.0,-1,1,1.0,0,782.280069727,782.280069727,782.280069727,-782.280069727,782.280069727,-782.280069727,782.280069727,-782.280069727,782.280069727,782.280069727,782.280069727,782.280069727,-782.280069727,-782.280069727,-782.280069727,782.280069727,782.280069727,-782.280069727,782.280069727,-782.280069727,782.280069727,782.280069727,-782.280069727,782.280069727,782.280069727,0.0,782.280069727,782.280069727,-782.280069727,0.0,-782.280069727,782.280069727,782.280069727,782.280069727,-782.280069727
BP,@BPU7,1.2815,0.0081,-0.00186930446296,-1.0,-1.0,-1.0,-1.0,1.0,14.0,2017-08-02,506.25,1.0,1.0,1.0,80093.75,1.0,-0.00186930446296,1.2815,currency,1.0,1.0,,,2017-08-02,1.0,1.0,15.0,15.0,,,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,2.0,1.0,-1.0,2.0,1.0,-1.0,0,-1,-1,1,1,1,-1,1,1,-1,1,1,1,-1,1,1.0,0.0,1.0,1.0,-1.0,1.0,-1,1,1.0,1,-149.719604331,149.719604331,149.719604331,-149.719604331,-149.719604331,149.719604331,-149.719604331,149.719604331,-149.719604331,149.719604331,149.719604331,149.719604331,-149.719604331,-149.719604331,-149.719604331,-149.719604331,-149.719604331,149.719604331,-149.719604331,149.719604331,-149.719604331,-149.719604331,-149.719604331,-149.719604331,-149.719604331,-149.719604331,149.719604331,-149.719604331,-149.719604331,-0.0,-149.719604331,-149.719604331,149.719604331,-149.719604331,149.719604331
C,@CZ7,355.75,6.125,-0.0118055555556,-1.0,1.0,1.0,1.0,-1.0,-19.0,2017-07-26,306.25,3.0,1.0,1.0,17787.5,1.0,-0.0118055555556,355.75,grain,1.0,1.0,,,2017-07-26,-1.0,-1.0,-20.0,-20.0,,,-1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,0,-1,-1,-1,-1,-1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,-1.0,-1,1,0.0,0,-629.973958333,629.973958333,629.973958333,-629.973958333,-629.973958333,629.973958333,-629.973958333,629.973958333,-629.973958333,-629.973958333,-629.973958333,-629.973958333,629.973958333,629.973958333,629.973958333,629.973958333,629.973958333,-629.973958333,-629.973958333,629.973958333,629.973958333,-629.973958333,-629.973958333,-629.973958333,-0.0,-0.0,-629.973958333,-629.973958333,-629.973958333,-629.973958333,-629.973958333,-629.973958333,-629.973958333,629.973958333,629.973958333
CC,@CCZ7,1871.0,55.3680040125,-0.00795334040297,-1.0,-1.0,-1.0,-1.0,1.0,13.0,2017-08-03,553.680040125,1.0,1.0,1.0,18710.0,1.0,-0.00795334040297,1871.0,soft,1.0,1.0,,,2017-08-03,-1.0,-1.0,14.0,14.0,,,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,0,-1,-1,1,1,1,-1,1,1,-1,1,1,1,-1,1,1.0,0.0,1.0,1.0,-1.0,1.0,-1,1,1.0,1,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0
CD,@CDU7,0.7973,0.00532,0.00131868131868,1.0,1.0,-1.0,1.0,1.0,-5.0,2017-08-15,532.0,1.0,1.0,1.0,79730.0,1.0,0.00131868131868,0.7973,currency,1.0,1.0,,,2017-08-15,1.0,1.0,-6.0,-6.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,2.0,1.0,1.0,2.0,1.0,1.0,0,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1,-1,0.0,-1,105.138461538,105.138461538,105.138461538,-105.138461538,105.138461538,-105.138461538,105.138461538,-105.138461538,105.138461538,105.138461538,-105.138461538,105.138461538,-105.138461538,-105.138461538,105.138461538,105.138461538,105.138461538,-105.138461538,105.138461538,-105.138461538,105.138461538,-105.138461538,-105.138461538,-105.138461538,0.0,-105.138461538,-105.138461538,-105.138461538,-105.138461538,-105.138461538,-105.138461538,105.138461538,105.138461538,105.138461538,-105.138461538
CGB,CBU7,139.62,0.7125,0.00330554757114,1.0,1.0,-1.0,1.0,1.0,15.0,2017-07-31,567.81957284,1.0,1.0,1.0,111268.728084,1.2548,0.00330554757114,139.62,rates,-1.0,1.0,,,2017-07-31,1.0,1.0,16.0,16.0,,,-1.0,-1.0,1.0,0.0,-1.0,2.0,0.0,-1.0,1.0,0.0,1.0,1.0,0.0,1.0,0,1,-1,-1,-1,1,-1,1,1,-1,-1,1,-1,-1,-1,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1,-1,-1.0,-1,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
CL,QCLV7,48.41,1.1818974755,0.012126280577,1.0,-1.0,-1.0,-1.0,-1.0,16.0,2017-07-31,1181.8974755,1.0,1.0,1.0,48410.0,1.0,0.012126280577,48.41,energy,1.0,1.0,,,2017-07-31,-1.0,-1.0,17.0,17.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,0,-1,-1,1,1,1,1,-1,-1,1,1,-1,1,1,-1,1.0,0.0,1.0,-1.0,1.0,1.0,1,0,1.0,1,587.033242735,587.033242735,587.033242735,-587.033242735,587.033242735,-587.033242735,587.033242735,-587.033242735,587.033242735,-587.033242735,-587.033242735,-587.033242735,587.033242735,587.033242735,587.033242735,-587.033242735,-587.033242735,587.033242735,-587.033242735,587.033242735,587.033242735,-587.033242735,587.033242735,0.0,587.033242735,587.033242735,587.033242735,-587.033242735,587.033242735,0.0,587.033242735,-587.033242735,587.033242735,587.033242735,587.033242735
