,2016-11-10
ACC_ACT,1.0
L%_ACT,0.417721518987
ACC_prevACT,0.506329113924
L%_prevACT,0.481012658228
ACC_AntiPrevACT,0.493670886076
L%_AntiPrevACT,0.518987341772
ACC_RiskOn,0.594936708861
L%_RiskOn,0.721518987342
ACC_RiskOff,0.405063291139
L%_RiskOff,0.278481012658
ACC_Custom,0.253164556962
L%_Custom,0.810126582278
ACC_AntiCustom,0.746835443038
L%_AntiCustom,0.189873417722
ACC_LastSIG,0.569620253165
L%_LastSIG,0.544303797468
ACC_0.75LastSIG,0.455696202532
L%_0.75LastSIG,0.506329113924
ACC_0.5LastSIG,0.455696202532
L%_0.5LastSIG,0.481012658228
ACC_1LastSIG,0.455696202532
L%_1LastSIG,0.481012658228
ACC_Anti1LastSIG,0.544303797468
L%_Anti1LastSIG,0.518987341772
ACC_Anti0.75LastSIG,0.544303797468
L%_Anti0.75LastSIG,0.493670886076
ACC_Anti0.5LastSIG,0.544303797468
L%_Anti0.5LastSIG,0.518987341772
ACC_prevSEA,0.544303797468
L%_prevSEA,0.620253164557
ACC_AntiSEA,0.455696202532
L%_AntiSEA,0.379746835443
ACC_AdjSEA,0.518987341772
L%_AdjSEA,0.696202531646
ACC_AntiAdjSEA,0.481012658228
L%_AntiAdjSEA,0.303797468354
ACC_Voting,0.53164556962
L%_Voting,0.53164556962
ACC_Voting2,0.518987341772
L%_Voting2,0.569620253165
ACC_Voting3,0.481012658228
L%_Voting3,0.405063291139
ACC_Voting4,0.443037974684
L%_Voting4,0.455696202532
ACC_Voting5,0.26582278481
L%_Voting5,0.26582278481
ACC_Voting6,0.405063291139
L%_Voting6,0.303797468354
ACC_Voting7,0.506329113924
L%_Voting7,0.481012658228
ACC_Voting8,0.53164556962
L%_Voting8,0.607594936709
ACC_Voting9,0.569620253165
L%_Voting9,0.544303797468
ACC_Voting10,0.354430379747
L%_Voting10,0.367088607595
ACC_Voting11,0.354430379747
L%_Voting11,0.354430379747
ACC_Voting12,0.493670886076
L%_Voting12,0.620253164557
ACC_Voting13,0.26582278481
L%_Voting13,0.303797468354
ACC_Voting14,0.594936708861
L%_Voting14,0.620253164557
ACC_Voting15,0.481012658228
L%_Voting15,0.329113924051
PNL_ACT,62539.514455
PNL_prevACT,-10258.5870286
PNL_AntiPrevACT,10258.5870286
PNL_RiskOn,22711.2934569
PNL_RiskOff,-22711.2934569
PNL_Custom,-20800.4923619
PNL_AntiCustom,20800.4923619
PNL_LastSIG,17880.2520586
PNL_0.75LastSIG,-1414.81726441
PNL_0.5LastSIG,11523.2025614
PNL_1LastSIG,-9730.70929818
PNL_Anti1LastSIG,9730.70929818
PNL_Anti0.75LastSIG,1414.81726441
PNL_Anti0.5LastSIG,-11523.2025614
PNL_prevSEA,2073.96485829
PNL_AntiSEA,-2073.96485829
PNL_AdjSEA,15089.6284268
PNL_AntiAdjSEA,-15089.6284268
PNL_Voting,-309.333529526
PNL_Voting2,13487.2240289
PNL_Voting3,2097.4510185
PNL_Voting4,13689.2144012
PNL_Voting5,8031.55587441
PNL_Voting6,8837.89616194
PNL_Voting7,14776.4409718
PNL_Voting8,15454.6907681
PNL_Voting9,17880.2520586
PNL_Voting10,13501.2473698
PNL_Voting11,8012.10725792
PNL_Voting12,15581.500146
PNL_Voting13,4106.07934044
PNL_Voting14,5327.20326869
PNL_Voting15,445.124324135
Vol_All,880.838231761
Vol_currency,586.636954778
Vol_energy,458.244095102
Vol_grain,307.423282123
Vol_index,1167.02678603
Vol_meat,350.471120941
Vol_metal,1495.95154491
Vol_rates,1262.16123897
Vol_soft,825.105498077
Chg_All,-40.317542246
Chg_currency,-358.119464324
Chg_energy,-441.557563517
Chg_grain,203.004933244
Chg_index,621.609424748
Chg_meat,350.471120941
Chg_metal,800.409810664
Chg_rates,-1262.16123897
Chg_soft,-643.688888288
L%_All,0.43661971831
L%_currency,0.222222222222
L%_energy,0.166666666667
L%_grain,0.7
L%_index,0.619047619048
L%_meat,1.0
L%_metal,0.6
L%_rates,0.0
L%_soft,0.285714285714
