2017-05-01 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,prevSEA,prevSRUN,prevvSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,FX,PC2017-05-01 00:00:00,Close2017-05-01 00:00:00,group,RiskOn,Custom,PC2017-04-28 00:00:00,Close2017-04-28 00:00:00,vSTART,LastSEA,SEA2017-05-01 00:00:00,LastSRUN,SRUN2017-05-01 00:00:00,SEA2017-04-28 00:00:00,SRUN2017-04-28 00:00:00,prevACT,LastSIG,LastSAFEf,finalQTY,SIG2017-04-28 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2017-04-28 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2017-04-28 00:00:00,1LastSAFEf,1finalQTY,1SIG2017-04-28 00:00:00,None,RiskOff,AntiCustom,Anti1LastSIG,Anti0.75LastSIG,Anti0.5LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,Voting5,Voting6,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Custom,PNL_AntiCustom,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_Anti0.5LastSIG,PNL_prevSEA,PNL_LastSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
AC,@ACM7,1.567,0.0277581915,0.00448717948718,1.0,-1.0,1.0,-1.0,-1.0,11.0,2017-04-12,804.9875535,1.0,1.0,1.0,45443.0,1.0,0.00448717948718,1.567,energy,1.0,1.0,,,2017-04-12,-1.0,-1.0,12.0,12.0,,,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,-1.0,2.0,0.0,-1.0,0,-1,-1,1,1,-1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1,1.0,1,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AD,@ADM7,0.7528,0.005415,0.00695559122525,1.0,-1.0,1.0,-1.0,-1.0,-28.0,2017-03-20,541.5,1.0,1.0,1.0,75280.0,1.0,0.00695559122525,0.7528,currency,1.0,1.0,,,2017-03-20,-1.0,-1.0,-29.0,-29.0,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,-1.0,2.0,1.0,-1.0,0,-1,-1,1,1,-1,1,-1,-1,1,1,-1,1,1,1,1.0,1.0,1.0,-1.0,1.0,1.0,1,1,1.0,1,523.616907437,523.616907437,523.616907437,-523.616907437,523.616907437,-523.616907437,523.616907437,-523.616907437,523.616907437,-523.616907437,523.616907437,-523.616907437,523.616907437,523.616907437,-523.616907437,-523.616907437,-523.616907437,523.616907437,-523.616907437,523.616907437,523.616907437,-523.616907437,523.616907437,523.616907437,523.616907437,523.616907437,523.616907437,523.616907437,523.616907437,523.616907437,523.616907437,-523.616907437,523.616907437,523.616907437,523.616907437
AEX,AEXK7,516.65,4.694507212,,-1.0,-1.0,1.0,-1.0,-1.0,30.0,2017-03-15,1023.40257222,1.0,1.0,1.0,112629.7,0.917431192661,,,index,1.0,1.0,-0.000676982591876,516.65,2017-03-15,-1.0,,30.0,,-1.0,30.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,-1.0,2.0,0.0,-1.0,0,-1,-1,1,1,-1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BO,@BON7,32.16,0.5863838035,0.0141911069063,1.0,1.0,-1.0,1.0,-1.0,-20.0,2017-03-30,351.8302821,2.0,1.0,1.0,19296.0,1.0,0.0141911069063,32.16,grain,1.0,1.0,,,2017-03-30,-1.0,-1.0,-21.0,-21.0,,,-1.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,1.0,2.0,1.0,1.0,2.0,1.0,0,-1,-1,-1,-1,1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,-1.0,-1,1,0.0,0,547.663197729,547.663197729,-547.663197729,547.663197729,547.663197729,-547.663197729,547.663197729,-547.663197729,547.663197729,547.663197729,-547.663197729,547.663197729,-547.663197729,-547.663197729,547.663197729,-547.663197729,-547.663197729,547.663197729,547.663197729,-547.663197729,-547.663197729,547.663197729,547.663197729,547.663197729,0.0,0.0,547.663197729,547.663197729,547.663197729,547.663197729,547.663197729,547.663197729,547.663197729,-547.663197729,-547.663197729
BP,@BPM7,1.2921,0.0088,-0.00331687750694,-1.0,-1.0,-1.0,1.0,1.0,32.0,2017-03-14,550.0,1.0,1.0,1.0,80756.25,1.0,-0.00331687750694,1.2921,currency,1.0,1.0,,,2017-03-14,-1.0,-1.0,33.0,33.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,2.0,1.0,1.0,0,-1,-1,-1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,0.0,1.0,0.0,1.0,-1,-1,0.0,-1,-267.85858917,267.85858917,-267.85858917,267.85858917,-267.85858917,267.85858917,-267.85858917,267.85858917,-267.85858917,267.85858917,267.85858917,-267.85858917,267.85858917,-267.85858917,-267.85858917,-267.85858917,267.85858917,267.85858917,-267.85858917,267.85858917,-267.85858917,267.85858917,267.85858917,267.85858917,-0.0,267.85858917,267.85858917,267.85858917,267.85858917,267.85858917,-0.0,-267.85858917,-0.0,-267.85858917,267.85858917
C,@CN7,377.5,6.2341463415,0.0300136425648,1.0,-1.0,1.0,-1.0,1.0,10.0,2017-04-13,311.707317075,3.0,1.0,1.0,18875.0,1.0,0.0300136425648,377.5,grain,1.0,1.0,,,2017-04-21,-1.0,-1.0,-6.0,-6.0,,,-1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,0,-1,-1,1,1,-1,-1,1,1,-1,1,1,1,1,1,1.0,1.0,1.0,1.0,-1.0,1.0,-1,1,1.0,1,1699.52251023,1699.52251023,-1699.52251023,1699.52251023,1699.52251023,-1699.52251023,1699.52251023,-1699.52251023,1699.52251023,-1699.52251023,1699.52251023,-1699.52251023,1699.52251023,1699.52251023,-1699.52251023,1699.52251023,-1699.52251023,-1699.52251023,1699.52251023,-1699.52251023,1699.52251023,1699.52251023,1699.52251023,1699.52251023,1699.52251023,1699.52251023,1699.52251023,1699.52251023,1699.52251023,1699.52251023,1699.52251023,1699.52251023,-1699.52251023,1699.52251023,-1699.52251023
CC,@CCN7,1812.0,57.755606133,-0.015752308528,-1.0,1.0,-1.0,1.0,1.0,6.0,2017-04-20,577.55606133,1.0,1.0,1.0,18120.0,1.0,-0.015752308528,1812.0,soft,1.0,1.0,,,2017-04-20,1.0,1.0,7.0,7.0,,,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.0,1.0,1.0,0.0,1.0,0,-1,-1,-1,-1,1,-1,1,1,-1,-1,1,-1,-1,1,1.0,0.0,0.0,1.0,0.0,0.0,-1,0,-1.0,-1,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
CD,@CDM7,0.7322,0.00451,0.000273224043716,1.0,-1.0,1.0,-1.0,1.0,-19.0,2017-03-31,451.0,2.0,1.0,1.0,73220.0,1.0,0.000273224043716,0.7322,currency,1.0,1.0,,,2017-03-31,-1.0,-1.0,-20.0,-20.0,,,-1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,0,-1,-1,1,1,-1,-1,1,1,-1,1,1,1,1,1,1.0,1.0,1.0,1.0,-1.0,1.0,-1,1,1.0,1,40.0109289617,40.0109289617,-40.0109289617,40.0109289617,40.0109289617,-40.0109289617,40.0109289617,-40.0109289617,40.0109289617,-40.0109289617,40.0109289617,-40.0109289617,40.0109289617,40.0109289617,-40.0109289617,40.0109289617,-40.0109289617,-40.0109289617,40.0109289617,-40.0109289617,40.0109289617,40.0109289617,40.0109289617,40.0109289617,40.0109289617,40.0109289617,40.0109289617,40.0109289617,40.0109289617,40.0109289617,40.0109289617,40.0109289617,-40.0109289617,40.0109289617,-40.0109289617
CGB,CBM7,139.08,0.5545,-0.00343938091144,-1.0,-1.0,-1.0,1.0,1.0,-33.0,2017-03-13,405.365889319,2.0,1.0,1.0,101674.098984,1.3679,-0.00343938091144,139.08,rates,-1.0,1.0,,,2017-03-13,1.0,1.0,-34.0,-34.0,,,1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,2.0,0.0,1.0,0,1,-1,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1,-1,-1.0,0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
CL,QCLM7,48.84,1.072105441,-0.00993310358808,-1.0,1.0,1.0,1.0,-1.0,-12.0,2017-04-11,1072.105441,1.0,1.0,1.0,48840.0,1.0,-0.00993310358808,48.84,energy,1.0,1.0,,,2017-04-11,-1.0,-1.0,-13.0,-13.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,1.0,1.0,0.0,-1.0,1.0,0.0,-1,-1,-1.0,-1,-485.132779242,485.132779242,-485.132779242,485.132779242,-485.132779242,485.132779242,-485.132779242,485.132779242,-485.132779242,-485.132779242,-485.132779242,-485.132779242,485.132779242,485.132779242,485.132779242,485.132779242,485.132779242,-485.132779242,485.132779242,-485.132779242,485.132779242,485.132779242,485.132779242,485.132779242,485.132779242,485.132779242,-485.132779242,-485.132779242,-485.132779242,-485.132779242,-0.0,485.132779242,-485.132779242,-0.0,485.132779242
CT,@CTN7,78.95,1.10937475,0.00101432737416,1.0,-1.0,1.0,-1.0,-1.0,-14.0,2017-04-07,554.687375,1.0,1.0,1.0,39475.0,1.0,0.00101432737416,78.95,soft,1.0,1.0,,,2017-04-07,-1.0,-1.0,-15.0,-15.0,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,0,-1,-1,1,1,-1,1,-1,-1,1,1,-1,1,1,1,1.0,1.0,1.0,-1.0,1.0,1.0,1,1,1.0,1,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
CU,@EUM7,1.0931,0.00725,0.000915667063456,1.0,1.0,-1.0,1.0,1.0,14.0,2017-04-07,906.25,1.0,1.0,1.0,136637.5,1.0,0.000915667063456,1.0931,currency,1.0,1.0,,,2017-04-07,-1.0,-1.0,15.0,15.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,2.0,1.0,1.0,2.0,1.0,1.0,0,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1,-1,0.0,-1,125.114458383,125.114458383,125.114458383,-125.114458383,125.114458383,-125.114458383,125.114458383,-125.114458383,125.114458383,125.114458383,-125.114458383,125.114458383,-125.114458383,-125.114458383,125.114458383,125.114458383,-125.114458383,-125.114458383,125.114458383,-125.114458383,125.114458383,-125.114458383,-125.114458383,-125.114458383,0.0,-125.114458383,-125.114458383,-125.114458383,-125.114458383,-125.114458383,-125.114458383,125.114458383,125.114458383,125.114458383,-125.114458383
DX,@DXM7,98.93,0.5511,0.000323565693947,1.0,-1.0,1.0,-1.0,-1.0,14.0,2017-04-07,551.1,1.0,1.0,1.0,98930.0,1.0,0.000323565693947,98.93,currency,-1.0,-1.0,,,2017-04-07,1.0,1.0,15.0,15.0,,,-1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,2.0,0.0,-1.0,2.0,0.0,-1.0,0,1,1,1,1,-1,1,1,-1,1,-1,1,1,1,1,1.0,1.0,1.0,-1.0,-1.0,-1.0,1,1,0.0,1,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
EBL,BDM7,161.78,0.6875,,-1.0,-1.0,1.0,-1.0,1.0,8.0,2017-04-18,749.375,1.0,1.0,1.0,176340.2,0.917431192661,,,rates,-1.0,1.0,-0.00141966545275,161.78,2017-04-18,1.0,,8.0,,1.0,8.0,-1.0,-1.0,1.0,0.0,-1.0,2.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,0,1,-1,1,1,-1,-1,1,1,-1,1,1,1,-1,1,-1.0,0.0,0.0,1.0,-1.0,0.0,1,1,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBM,BLM7,131.86,0.286,,-1.0,-1.0,1.0,-1.0,1.0,9.0,2017-04-13,311.74,3.0,1.0,1.0,143727.4,0.917431192661,,,rates,-1.0,1.0,-0.000454821103699,131.86,2017-04-13,1.0,,9.0,,1.0,9.0,-1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,2.0,0.0,-1.0,2.0,0.0,-1.0,0,1,-1,1,1,-1,-1,1,1,-1,1,1,1,-1,1,-1.0,0.0,0.0,1.0,-1.0,0.0,1,1,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBS,EZM7,112.24,0.08625,,-1.0,1.0,1.0,1.0,-1.0,-3.0,2017-04-13,94.0125,10.0,2.0,2.0,122341.6,0.917431192661,,,rates,-1.0,1.0,-0.00022268739144,112.24,2017-04-13,-1.0,,-3.0,,-1.0,-3.0,-1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0,1,-1,-1,-1,-1,1,1,-1,1,-1,1,1,1,1,1.0,1.0,0.0,1.0,0.0,-1.0,1,1,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ED,@EDZ7,98.51,0.0415,-5.07536923311e-05,-1.0,-1.0,-1.0,1.0,-1.0,7.0,2017-04-19,103.75,9.0,2.0,2.0,246275.0,1.0,-5.07536923311e-05,98.51,rates,-1.0,1.0,,,2017-04-19,1.0,1.0,8.0,8.0,,,1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,0,1,-1,-1,1,1,1,-1,-1,1,-1,-1,1,-1,-1,-1.0,-1.0,0.0,-1.0,0.0,-1.0,1,-1,-1.0,0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
EMD,@EMDM7,1735.7,19.11,0.00329479768786,1.0,1.0,-1.0,1.0,1.0,46.0,2017-04-13,1911.0,1.0,1.0,1.0,173570.0,1.0,0.00329479768786,1735.7,index,1.0,1.0,,,2017-04-13,-1.0,-1.0,47.0,47.0,,,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,2.0,1.0,1.0,2.0,1.0,1.0,0,-1,-1,-1,-1,1,-1,1,1,-1,-1,1,-1,-1,1,1.0,0.0,0.0,1.0,0.0,0.0,-1,0,-1.0,-1,571.878034682,571.878034682,-571.878034682,571.878034682,571.878034682,-571.878034682,571.878034682,-571.878034682,571.878034682,571.878034682,-571.878034682,571.878034682,-571.878034682,-571.878034682,571.878034682,571.878034682,-571.878034682,-571.878034682,571.878034682,-571.878034682,-571.878034682,571.878034682,-571.878034682,0.0,-571.878034682,-571.878034682,-571.878034682,571.878034682,571.878034682,0.0,0.0,571.878034682,0.0,0.0,-571.878034682
ES,@ESM7,2387.0,18.3875,0.00273051879857,1.0,-1.0,-1.0,-1.0,1.0,29.0,2017-04-13,919.375,1.0,1.0,1.0,119350.0,1.0,0.00273051879857,2387.0,index,1.0,1.0,,,2017-04-13,-1.0,-1.0,30.0,30.0,,,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,2.0,1.0,-1.0,2.0,1.0,-1.0,0,-1,-1,1,1,1,-1,1,1,-1,1,1,1,-1,1,1.0,0.0,1.0,1.0,-1.0,1.0,-1,1,1.0,1,325.88741861,325.88741861,-325.88741861,325.88741861,325.88741861,-325.88741861,325.88741861,-325.88741861,325.88741861,-325.88741861,-325.88741861,-325.88741861,325.88741861,325.88741861,325.88741861,325.88741861,-325.88741861,-325.88741861,325.88741861,-325.88741861,325.88741861,325.88741861,325.88741861,325.88741861,325.88741861,325.88741861,-325.88741861,325.88741861,325.88741861,0.0,325.88741861,325.88741861,-325.88741861,325.88741861,-325.88741861
