2016-09-29 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,LastSEA,LastSRUN,vSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,PC2016-09-29 00:00:00,Close2016-09-29 00:00:00,group,RiskOn,Excess,SEA2016-09-29 00:00:00,SRUN2016-09-29 00:00:00,prevACT,prevSEA,prevSRUN,LastSIG,LastSAFEf,finalQTY,SIG2016-09-28 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2016-09-28 00:00:00,0.5SIG2016-09-26 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2016-09-28 00:00:00,0.75SIG2016-09-26 00:00:00,1LastSAFEf,1finalQTY,1SIG2016-09-28 00:00:00,1SIG2016-09-26 00:00:00,RiskOff,AntiExcess,Anti1LastSIG,Anti0.75LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,Voting5,Voting6,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Excess,PNL_AntiExcess,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_prevSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
FV,@FVZ6,121.7265625,0.306640625,0.000513709625634,1.0,1.0,-1.0,1.0,1.0,12.0,2016-09-13,306.640625,7.0,1.0,1.0,121726.5625,0.000513709625634,121.7265625,rates,-1.0,1.0,1.0,12.0,-1.0,1.0,11.0,-1.0,1.0,7.0,-1.0,1.0,7.0,-1.0,,2.0,7.0,1.0,,2.0,7.0,1.0,,1,-1,-1,-1,-1,1,1.0,-1,-1,-1,-1,-1,-1,0.0,-1.0,-1.0,0.0,-1.0,0,-1,-1,-1.0,-1,437.724747961,437.724747961,-437.724747961,437.724747961,-437.724747961,437.724747961,437.724747961,-437.724747961,-437.724747961,437.724747961,-437.724747961,437.724747961,-437.724747961,-437.724747961,437.724747961,-437.724747961,437.724747961,-437.724747961,-437.724747961,-437.724747961,-437.724747961,-437.724747961,-437.724747961,-437.724747961,-437.724747961,-437.724747961,0.0,-437.724747961,-437.724747961,0.0,-437.724747961,0.0,-437.724747961
GC,QGCZ6,1326.0,14.44,0.0017375538264,1.0,-1.0,1.0,-1.0,1.0,9.0,2016-09-16,1444.0,2.0,1.0,1.0,132600.0,0.0017375538264,1326.0,metal,-1.0,1.0,1.0,9.0,-1.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,1.0,2.0,-1.0,,1.0,2.0,-1.0,,1,-1,1,1,-1,1,1.0,-1,1,1,1,-1,1,1.0,0.0,0.0,1.0,0.0,1,1,1,1.0,1,460.79927476,460.79927476,-460.79927476,460.79927476,-460.79927476,460.79927476,460.79927476,-460.79927476,460.79927476,-460.79927476,460.79927476,-460.79927476,460.79927476,460.79927476,460.79927476,-460.79927476,460.79927476,-460.79927476,460.79927476,460.79927476,460.79927476,460.79927476,460.79927476,460.79927476,-460.79927476,460.79927476,460.79927476,0.0,0.0,460.79927476,0.0,460.79927476,460.79927476
HCM,HHIV6,9785.0,185.80709607,0.00513610683102,1.0,-1.0,-1.0,1.0,1.0,-13.0,2016-09-09,1195.66985888,2.0,1.0,1.0,62966.5379665,0.00513610683102,9785.0,index,1.0,1.0,1.0,-13.0,-1.0,1.0,-12.0,1.0,1.0,2.0,1.0,2.0,2.0,-1.0,,2.0,2.0,-1.0,,1.0,2.0,1.0,,-1,-1,-1,1,-1,1,-1.0,1,-1,1,1,1,1,0.0,0.0,1.0,1.0,-1.0,0,-1,1,1.0,0,646.805731551,646.805731551,-646.805731551,646.805731551,646.805731551,-646.805731551,646.805731551,-646.805731551,646.805731551,-646.805731551,-646.805731551,646.805731551,-646.805731551,646.805731551,646.805731551,-646.805731551,-646.805731551,646.805731551,-646.805731551,646.805731551,646.805731551,646.805731551,646.805731551,0.0,646.805731551,646.805731551,0.0,0.0,646.805731551,646.805731551,-646.805731551,0.0,-646.805731551
HG,QHGZ6,219.0,2.7175,0.00114285714286,1.0,-1.0,1.0,-1.0,1.0,-16.0,2016-09-07,679.375,3.0,1.0,1.0,54750.0,0.00114285714286,219.0,metal,1.0,1.0,1.0,-16.0,1.0,-1.0,-15.0,-1.0,1.0,3.0,-1.0,1.0,3.0,1.0,,1.0,3.0,-1.0,,1.0,3.0,-1.0,,-1,-1,1,1,1,-1,1.0,-1,1,-1,1,1,1,1.0,1.0,1.0,0.0,1.0,0,1,1,1.0,1,187.714285714,187.714285714,187.714285714,-187.714285714,187.714285714,-187.714285714,187.714285714,-187.714285714,-187.714285714,-187.714285714,187.714285714,-187.714285714,187.714285714,187.714285714,-187.714285714,187.714285714,187.714285714,-187.714285714,187.714285714,-187.714285714,187.714285714,187.714285714,187.714285714,187.714285714,187.714285714,187.714285714,187.714285714,187.714285714,187.714285714,0.0,187.714285714,0.0,187.714285714
HIC,HSIV6,23710.0,348.953549218,0.00313081739719,1.0,-1.0,-1.0,-1.0,1.0,13.0,2016-09-09,2245.51833474,1.0,1.0,1.0,152574.002574,0.00313081739719,23710.0,index,1.0,1.0,1.0,13.0,1.0,1.0,12.0,-1.0,1.0,1.0,-1.0,2.0,1.0,-1.0,,2.0,1.0,-1.0,,1.0,1.0,-1.0,,-1,-1,1,1,-1,-1,1.0,-1,1,-1,-1,1,1,-1.0,-1.0,0.0,0.0,0.0,0,-1,0,-1.0,-1,477.681341618,477.681341618,477.681341618,-477.681341618,477.681341618,-477.681341618,477.681341618,-477.681341618,-477.681341618,-477.681341618,-477.681341618,-477.681341618,477.681341618,477.681341618,477.681341618,-477.681341618,477.681341618,-477.681341618,477.681341618,-477.681341618,-477.681341618,0.0,-477.681341618,-477.681341618,477.681341618,477.681341618,-477.681341618,-477.681341618,0.0,0.0,0.0,0.0,-477.681341618
HO,QHOX6,1.5191,0.0471175125,0.0157127574218,1.0,1.0,-1.0,1.0,-1.0,-11.0,2016-09-14,1978.935525,2.0,1.0,1.0,63802.2,0.0157127574218,1.5191,energy,1.0,1.0,-1.0,-11.0,1.0,-1.0,-10.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,,2.0,2.0,1.0,,2.0,2.0,1.0,,-1,-1,-1,-1,1,-1,1.0,-1,-1,-1,-1,1,-1,0.0,0.0,0.0,-1.0,0.0,-1,-1,-1,-1.0,-1,2005.01698315,2005.01698315,2005.01698315,-2005.01698315,2005.01698315,-2005.01698315,2005.01698315,-2005.01698315,-2005.01698315,2005.01698315,-2005.01698315,2005.01698315,-2005.01698315,-2005.01698315,-2005.01698315,2005.01698315,2005.01698315,-2005.01698315,-2005.01698315,-2005.01698315,-2005.01698315,-2005.01698315,-2005.01698315,-2005.01698315,2005.01698315,-2005.01698315,0.0,0.0,0.0,-2005.01698315,0.0,-2005.01698315,-2005.01698315
JY,@JYZ6,0.99255,0.0102183015,-0.00351387982531,-1.0,-1.0,-1.0,-1.0,-1.0,18.0,2016-09-02,1277.2876875,2.0,1.0,1.0,124068.75,-0.00351387982531,0.99255,currency,-1.0,1.0,-1.0,18.0,-1.0,-1.0,17.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,,2.0,2.0,-1.0,,2.0,2.0,-1.0,,1,-1,1,1,1,1,-1.0,1,-1,1,1,1,1,1.0,0.0,1.0,1.0,1.0,1,1,1,1.0,1,-871.925355153,871.925355153,871.925355153,-871.925355153,871.925355153,-871.925355153,-871.925355153,871.925355153,-871.925355153,871.925355153,871.925355153,871.925355153,-871.925355153,-871.925355153,871.925355153,-871.925355153,871.925355153,-871.925355153,871.925355153,-871.925355153,-871.925355153,-871.925355153,-871.925355153,-871.925355153,-871.925355153,-871.925355153,-871.925355153,-0.0,-871.925355153,-871.925355153,-871.925355153,-871.925355153,-871.925355153
KC,@KCZ6,150.15,3.505,-0.0192684519922,-1.0,1.0,1.0,1.0,1.0,-16.0,2016-09-07,1314.375,2.0,1.0,1.0,56306.25,-0.0192684519922,150.15,soft,1.0,1.0,1.0,-16.0,-1.0,-1.0,-15.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,1.0,2.0,1.0,,1.0,2.0,1.0,,-1,-1,-1,-1,1,1,1.0,-1,-1,1,1,1,1,1.0,1.0,1.0,0.0,-1.0,-1,-1,1,1.0,0,-2169.86854997,2169.86854997,2169.86854997,-2169.86854997,-2169.86854997,2169.86854997,-2169.86854997,2169.86854997,-2169.86854997,-2169.86854997,-2169.86854997,-2169.86854997,2169.86854997,2169.86854997,2169.86854997,-2169.86854997,-2169.86854997,2169.86854997,2169.86854997,-2169.86854997,-2169.86854997,-2169.86854997,-2169.86854997,-0.0,-2169.86854997,-2169.86854997,-2169.86854997,-2169.86854997,-2169.86854997,-0.0,2169.86854997,2169.86854997,2169.86854997
KW,@KWZ6,417.25,8.2375,-0.00949554896142,-1.0,-1.0,-1.0,-1.0,1.0,21.0,2016-08-30,411.875,5.0,1.0,1.0,20862.5,-0.00949554896142,417.25,grain,1.0,1.0,1.0,21.0,1.0,1.0,20.0,-1.0,1.0,5.0,-1.0,1.0,5.0,-1.0,,2.0,5.0,-1.0,,2.0,5.0,-1.0,,-1,-1,1,1,-1,-1,1.0,-1,1,-1,-1,1,1,-1.0,-1.0,0.0,0.0,0.0,0,-1,0,-1.0,-1,-990.504451039,990.504451039,-990.504451039,990.504451039,-990.504451039,990.504451039,-990.504451039,990.504451039,990.504451039,990.504451039,990.504451039,990.504451039,-990.504451039,-990.504451039,-990.504451039,990.504451039,-990.504451039,990.504451039,-990.504451039,990.504451039,990.504451039,-0.0,990.504451039,990.504451039,-990.504451039,-990.504451039,990.504451039,990.504451039,-0.0,-0.0,-0.0,-0.0,990.504451039
LB,@LBX6,330.1,6.575,0.0138206388206,1.0,-1.0,-1.0,1.0,1.0,-10.0,2016-09-15,723.25,3.0,1.0,1.0,36311.0,0.0138206388206,330.1,soft,1.0,-1.0,1.0,-10.0,-1.0,1.0,-9.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,,1.0,0.0,-1.0,,2.0,0.0,1.0,,-1,1,-1,1,-1,1,-1.0,1,-1,1,1,1,1,-1.0,0.0,1.0,0.0,-1.0,0,-1,1,0.0,0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0
LC,@LEZ6,103.125,2.160040761,-0.00482509047045,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,2016-09-21,864.0163044,3.0,1.0,1.0,41250.0,-0.00482509047045,103.125,meat,1.0,-1.0,-1.0,6.0,1.0,-1.0,5.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,,2.0,3.0,-1.0,,2.0,3.0,-1.0,,-1,1,1,1,1,-1,-1.0,1,1,-1,1,1,1,-1.0,0.0,1.0,0.0,1.0,0,1,1,0.0,1,-597.104945718,597.104945718,-597.104945718,597.104945718,-597.104945718,597.104945718,597.104945718,-597.104945718,597.104945718,597.104945718,597.104945718,597.104945718,-597.104945718,-597.104945718,597.104945718,-597.104945718,597.104945718,-597.104945718,-597.104945718,597.104945718,-597.104945718,-597.104945718,-0.0,-597.104945718,-597.104945718,-597.104945718,597.104945718,-0.0,-597.104945718,-0.0,-597.104945718,-0.0,-597.104945718
LCO,EBZ6,49.81,1.6935,0.0115759545085,1.0,-1.0,-1.0,-1.0,-1.0,-9.0,2016-09-16,1693.5,2.0,1.0,1.0,49810.0,0.0115759545085,49.81,energy,1.0,1.0,-1.0,-9.0,1.0,-1.0,14.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,,2.0,2.0,-1.0,,2.0,2.0,-1.0,,-1,-1,1,1,1,-1,-1.0,1,1,-1,1,1,1,0.0,0.0,1.0,1.0,1.0,0,1,1,1.0,1,1153.19658814,1153.19658814,1153.19658814,-1153.19658814,1153.19658814,-1153.19658814,1153.19658814,-1153.19658814,-1153.19658814,-1153.19658814,-1153.19658814,-1153.19658814,1153.19658814,1153.19658814,-1153.19658814,1153.19658814,-1153.19658814,1153.19658814,1153.19658814,-1153.19658814,1153.19658814,1153.19658814,1153.19658814,1153.19658814,1153.19658814,1153.19658814,0.0,0.0,1153.19658814,1153.19658814,1153.19658814,0.0,1153.19658814
LGO,GASZ6,446.25,15.4125,0.0663082437276,1.0,-1.0,1.0,-1.0,-1.0,-20.0,2016-09-01,1541.25,2.0,1.0,1.0,44625.0,0.0663082437276,446.25,energy,1.0,1.0,-1.0,-20.0,1.0,-1.0,14.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,2.0,2.0,-1.0,,2.0,2.0,-1.0,,-1,-1,1,1,1,-1,-1.0,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,0,1,1,1.0,1,5918.01075269,5918.01075269,5918.01075269,-5918.01075269,5918.01075269,-5918.01075269,5918.01075269,-5918.01075269,5918.01075269,-5918.01075269,5918.01075269,-5918.01075269,5918.01075269,5918.01075269,-5918.01075269,5918.01075269,-5918.01075269,5918.01075269,5918.01075269,5918.01075269,5918.01075269,5918.01075269,5918.01075269,5918.01075269,5918.01075269,5918.01075269,5918.01075269,5918.01075269,5918.01075269,5918.01075269,5918.01075269,0.0,5918.01075269
LH,@HEZ6,46.975,1.7795011015,0.0058886509636,1.0,1.0,1.0,1.0,1.0,-19.0,2016-09-01,711.8004406,3.0,1.0,1.0,18790.0,0.0058886509636,46.975,meat,1.0,-1.0,1.0,-19.0,1.0,1.0,-18.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,,2.0,3.0,1.0,,2.0,3.0,1.0,,-1,1,-1,-1,-1,-1,-1.0,1,1,1,-1,-1,-1,-1.0,0.0,-1.0,-1.0,-1.0,-1,-1,0,0.0,0,331.943254818,331.943254818,331.943254818,-331.943254818,331.943254818,-331.943254818,-331.943254818,331.943254818,331.943254818,331.943254818,331.943254818,331.943254818,-331.943254818,-331.943254818,331.943254818,-331.943254818,-331.943254818,331.943254818,331.943254818,331.943254818,-331.943254818,0.0,0.0,0.0,-331.943254818,-331.943254818,-331.943254818,0.0,-331.943254818,-331.943254818,-331.943254818,-331.943254818,-331.943254818
LRC,LRCX6,2010.0,24.15,0.00701402805611,1.0,-1.0,1.0,-1.0,-1.0,-3.0,2016-09-19,241.5,9.0,2.0,2.0,20100.0,0.00701402805611,2010.0,soft,1.0,1.0,-1.0,-3.0,1.0,-1.0,7.0,1.0,1.0,9.0,1.0,1.0,9.0,1.0,,2.0,9.0,-1.0,,2.0,9.0,-1.0,,-1,-1,1,1,1,-1,-1.0,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,0,1,1,1.0,1,1268.83767535,1268.83767535,1268.83767535,-1268.83767535,1268.83767535,-1268.83767535,1268.83767535,-1268.83767535,1268.83767535,-1268.83767535,1268.83767535,-1268.83767535,1268.83767535,1268.83767535,-1268.83767535,1268.83767535,-1268.83767535,1268.83767535,1268.83767535,1268.83767535,1268.83767535,1268.83767535,1268.83767535,1268.83767535,1268.83767535,1268.83767535,1268.83767535,1268.83767535,1268.83767535,1268.83767535,1268.83767535,0.0,1268.83767535
LSU,QWZ6,602.7,12.5349501105,-0.0151960784314,-1.0,1.0,-1.0,1.0,1.0,7.0,2016-09-20,626.747505525,4.0,1.0,1.0,30135.0,-0.0151960784314,602.7,soft,1.0,1.0,1.0,7.0,1.0,1.0,6.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,,2.0,4.0,1.0,,2.0,4.0,1.0,,-1,-1,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,-1,-1831.73529412,1831.73529412,-1831.73529412,1831.73529412,-1831.73529412,1831.73529412,-1831.73529412,1831.73529412,1831.73529412,-1831.73529412,1831.73529412,-1831.73529412,1831.73529412,1831.73529412,-1831.73529412,1831.73529412,-1831.73529412,1831.73529412,-1831.73529412,1831.73529412,1831.73529412,1831.73529412,1831.73529412,1831.73529412,1831.73529412,1831.73529412,1831.73529412,1831.73529412,1831.73529412,1831.73529412,1831.73529412,1831.73529412,1831.73529412
MEM,@MMEZ6,906.9,17.269161567,-0.0187188920147,-1.0,1.0,1.0,1.0,1.0,2.0,2016-09-13,863.45807835,3.0,1.0,1.0,45345.0,-0.0187188920147,906.9,index,1.0,1.0,1.0,2.0,1.0,1.0,1.0,-1.0,1.0,3.0,-1.0,2.0,3.0,1.0,,2.0,3.0,1.0,,2.0,3.0,1.0,,-1,-1,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,0.0,0.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,-1,-2546.42447522,2546.42447522,-2546.42447522,2546.42447522,-2546.42447522,2546.42447522,-2546.42447522,2546.42447522,2546.42447522,-2546.42447522,-2546.42447522,-2546.42447522,2546.42447522,2546.42447522,-2546.42447522,2546.42447522,-2546.42447522,2546.42447522,-2546.42447522,2546.42447522,2546.42447522,2546.42447522,2546.42447522,2546.42447522,2546.42447522,2546.42447522,-0.0,-0.0,2546.42447522,2546.42447522,2546.42447522,2546.42447522,2546.42447522
MFX,IBV6,8767.4,137.767914227,0.00647457237975,1.0,1.0,-1.0,1.0,1.0,-15.0,2016-09-08,1546.30706928,2.0,1.0,1.0,98405.2976,0.00647457237975,8767.4,index,1.0,1.0,1.0,-15.0,1.0,1.0,-14.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,,2.0,2.0,1.0,,2.0,2.0,1.0,,-1,-1,-1,-1,-1,-1,-1.0,1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0.0,-1.0,-1,-1,-1,-1.0,-1,1274.26444372,1274.26444372,1274.26444372,-1274.26444372,1274.26444372,-1274.26444372,1274.26444372,-1274.26444372,-1274.26444372,1274.26444372,-1274.26444372,1274.26444372,-1274.26444372,-1274.26444372,1274.26444372,-1274.26444372,-1274.26444372,1274.26444372,1274.26444372,-1274.26444372,-1274.26444372,-1274.26444372,-1274.26444372,-1274.26444372,-1274.26444372,-1274.26444372,-1274.26444372,-1274.26444372,-1274.26444372,0.0,-1274.26444372,-1274.26444372,-1274.26444372
MP,@PXZ6,0.05101,0.0008034555,-0.00332161000391,-1.0,-1.0,-1.0,-1.0,1.0,-3.0,2016-09-06,401.72775,5.0,1.0,1.0,25505.0,-0.00332161000391,0.05101,currency,1.0,1.0,1.0,-3.0,1.0,1.0,-2.0,-1.0,1.0,5.0,-1.0,1.0,5.0,-1.0,,1.0,5.0,-1.0,,1.0,5.0,-1.0,,-1,-1,1,1,-1,-1,-1.0,1,1,-1,-1,1,1,-1.0,-1.0,0.0,1.0,0.0,0,-1,0,-1.0,-1,-423.588315748,423.588315748,-423.588315748,423.588315748,-423.588315748,423.588315748,-423.588315748,423.588315748,423.588315748,423.588315748,423.588315748,423.588315748,-423.588315748,-423.588315748,-423.588315748,423.588315748,423.588315748,-423.588315748,-423.588315748,423.588315748,423.588315748,-0.0,423.588315748,423.588315748,-423.588315748,-423.588315748,423.588315748,423.588315748,-0.0,-423.588315748,-0.0,-0.0,423.588315748
MW,@MWZ6,509.75,7.65,0.00245821042281,1.0,-1.0,-1.0,-1.0,1.0,20.0,2016-08-31,382.5,6.0,1.0,1.0,25487.5,0.00245821042281,509.75,grain,1.0,1.0,1.0,20.0,1.0,1.0,19.0,-1.0,1.0,6.0,-1.0,1.0,6.0,-1.0,,1.0,6.0,-1.0,,1.0,6.0,-1.0,,-1,-1,1,1,-1,-1,1.0,-1,1,-1,-1,1,1,-1.0,-1.0,0.0,0.0,0.0,0,-1,0,-1.0,-1,375.921828909,375.921828909,375.921828909,-375.921828909,375.921828909,-375.921828909,375.921828909,-375.921828909,-375.921828909,-375.921828909,-375.921828909,-375.921828909,375.921828909,375.921828909,375.921828909,-375.921828909,375.921828909,-375.921828909,375.921828909,-375.921828909,-375.921828909,0.0,-375.921828909,-375.921828909,375.921828909,375.921828909,-375.921828909,-375.921828909,0.0,0.0,0.0,0.0,-375.921828909
NE,@NEZ6,0.7239,0.0080973745,-0.00234288864388,-1.0,1.0,-1.0,1.0,1.0,-16.0,2016-09-07,809.73745,3.0,1.0,1.0,72390.0,-0.00234288864388,0.7239,currency,1.0,1.0,1.0,-16.0,-1.0,1.0,-15.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,,2.0,3.0,1.0,,2.0,3.0,1.0,,-1,-1,-1,-1,-1,1,-1.0,1,-1,1,-1,-1,1,0.0,0.0,0.0,1.0,-1.0,-1,-1,0,-1.0,-1,-508.805126792,508.805126792,508.805126792,-508.805126792,-508.805126792,508.805126792,-508.805126792,508.805126792,-508.805126792,-508.805126792,508.805126792,-508.805126792,508.805126792,508.805126792,-508.805126792,508.805126792,508.805126792,-508.805126792,508.805126792,-508.805126792,508.805126792,-0.0,508.805126792,508.805126792,508.805126792,-508.805126792,-0.0,-0.0,-0.0,-508.805126792,508.805126792,508.805126792,508.805126792
NG,QNGX6,2.959,0.0843518235,-0.0143237841439,-1.0,-1.0,-1.0,-1.0,-1.0,16.0,2016-09-07,843.518235,3.0,1.0,1.0,29590.0,-0.0143237841439,2.959,energy,1.0,1.0,-1.0,16.0,-1.0,-1.0,15.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,,2.0,3.0,-1.0,,2.0,3.0,-1.0,,-1,-1,1,1,1,1,-1.0,1,-1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,0,1,1,1.0,1,-1271.52231845,1271.52231845,1271.52231845,-1271.52231845,-1271.52231845,1271.52231845,-1271.52231845,1271.52231845,-1271.52231845,1271.52231845,1271.52231845,1271.52231845,-1271.52231845,-1271.52231845,1271.52231845,-1271.52231845,1271.52231845,-1271.52231845,1271.52231845,-1271.52231845,-1271.52231845,-1271.52231845,-1271.52231845,-1271.52231845,-1271.52231845,-1271.52231845,-1271.52231845,-1271.52231845,-1271.52231845,-1271.52231845,-0.0,-0.0,-1271.52231845
NIY,@NKDZ6,16525.0,257.631085866,-0.000906892382104,-1.0,1.0,1.0,1.0,-1.0,-18.0,2016-09-02,1274.51808581,2.0,1.0,1.0,81750.2720887,-0.000906892382104,16525.0,index,1.0,-1.0,-1.0,-18.0,1.0,-1.0,-17.0,-1.0,1.0,2.0,-1.0,1.0,2.0,1.0,,1.0,2.0,1.0,,1.0,2.0,1.0,,-1,1,-1,-1,1,-1,1.0,-1,-1,-1,-1,1,-1,0.0,1.0,0.0,-1.0,0.0,-1,-1,-1,-1.0,-1,-148.277397984,148.277397984,-148.277397984,148.277397984,-148.277397984,148.277397984,148.277397984,-148.277397984,148.277397984,-148.277397984,-148.277397984,-148.277397984,148.277397984,148.277397984,148.277397984,-148.277397984,-148.277397984,148.277397984,148.277397984,148.277397984,148.277397984,148.277397984,148.277397984,148.277397984,-148.277397984,148.277397984,-0.0,-148.277397984,-0.0,148.277397984,-0.0,148.277397984,148.277397984
NQ,@NQZ6,4844.25,57.530874227,-0.00492990294254,-1.0,1.0,1.0,1.0,-1.0,-7.0,2016-09-20,1150.61748454,2.0,1.0,1.0,96885.0,-0.00492990294254,4844.25,index,1.0,1.0,-1.0,-7.0,1.0,-1.0,-6.0,-1.0,1.0,2.0,-1.0,1.0,2.0,1.0,,1.0,2.0,1.0,,2.0,2.0,1.0,,-1,-1,-1,-1,1,-1,1.0,-1,-1,-1,-1,1,-1,1.0,1.0,0.0,-1.0,0.0,-1,-1,-1,-1.0,-1,-955.267293175,955.267293175,-955.267293175,955.267293175,-955.267293175,955.267293175,-955.267293175,955.267293175,955.267293175,-955.267293175,-955.267293175,-955.267293175,955.267293175,955.267293175,955.267293175,-955.267293175,-955.267293175,955.267293175,955.267293175,955.267293175,955.267293175,955.267293175,955.267293175,955.267293175,-955.267293175,955.267293175,-955.267293175,-955.267293175,-0.0,955.267293175,-0.0,955.267293175,955.267293175
O,@OZ6,176.0,3.4,0.0114942528736,1.0,-1.0,1.0,-1.0,1.0,-24.0,2016-08-25,170.0,12.0,2.0,2.0,8800.0,0.0114942528736,176.0,grain,1.0,-1.0,1.0,-24.0,-1.0,1.0,-23.0,1.0,1.0,12.0,1.0,1.0,12.0,1.0,,1.0,12.0,-1.0,,1.0,12.0,-1.0,,-1,1,1,1,-1,1,-1.0,1,1,1,1,1,1,0.0,1.0,1.0,1.0,-1.0,0,-1,1,1.0,1,1213.79310345,1213.79310345,-1213.79310345,1213.79310345,1213.79310345,-1213.79310345,-1213.79310345,1213.79310345,1213.79310345,-1213.79310345,1213.79310345,-1213.79310345,1213.79310345,1213.79310345,1213.79310345,-1213.79310345,-1213.79310345,1213.79310345,1213.79310345,1213.79310345,1213.79310345,1213.79310345,1213.79310345,1213.79310345,1213.79310345,1213.79310345,0.0,1213.79310345,1213.79310345,1213.79310345,-1213.79310345,0.0,-1213.79310345
OJ,@OJX6,203.7,6.0925,-0.0152284263959,-1.0,-1.0,-1.0,1.0,1.0,-30.0,2016-08-17,913.875,3.0,1.0,1.0,30555.0,-0.0152284263959,203.7,soft,1.0,1.0,1.0,-30.0,-1.0,1.0,-29.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,,1.0,3.0,-1.0,,2.0,3.0,1.0,,-1,-1,-1,1,-1,1,-1.0,1,-1,1,1,1,1,0.0,0.0,1.0,1.0,-1.0,0,-1,1,1.0,0,-1395.91370558,1395.91370558,1395.91370558,-1395.91370558,-1395.91370558,1395.91370558,-1395.91370558,1395.91370558,-1395.91370558,1395.91370558,1395.91370558,-1395.91370558,1395.91370558,-1395.91370558,-1395.91370558,1395.91370558,1395.91370558,-1395.91370558,1395.91370558,-1395.91370558,-1395.91370558,-1395.91370558,-1395.91370558,-0.0,-1395.91370558,-1395.91370558,-0.0,-0.0,-1395.91370558,-1395.91370558,1395.91370558,-0.0,1395.91370558
PA,QPAZ6,719.5,17.4625,0.00713885778275,1.0,-1.0,-1.0,1.0,1.0,-12.0,2016-09-13,1746.25,2.0,1.0,1.0,71950.0,0.00713885778275,719.5,metal,1.0,1.0,1.0,-12.0,1.0,-1.0,-11.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,,1.0,2.0,-1.0,,2.0,2.0,1.0,,-1,-1,-1,1,1,-1,1.0,-1,-1,-1,1,1,1,0.0,0.0,1.0,-1.0,1.0,0,1,0,-1.0,0,1027.28163494,1027.28163494,1027.28163494,-1027.28163494,1027.28163494,-1027.28163494,1027.28163494,-1027.28163494,-1027.28163494,-1027.28163494,-1027.28163494,1027.28163494,-1027.28163494,1027.28163494,-1027.28163494,1027.28163494,1027.28163494,-1027.28163494,-1027.28163494,-1027.28163494,1027.28163494,0.0,-1027.28163494,0.0,1027.28163494,1027.28163494,0.0,0.0,1027.28163494,-1027.28163494,1027.28163494,0.0,1027.28163494
