2017-08-07 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,prevSEA,prevSRUN,prevvSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,FX,PC2017-08-07 00:00:00,Close2017-08-07 00:00:00,group,RiskOn,Custom,PC2017-08-04 00:00:00,Close2017-08-04 00:00:00,vSTART,LastSEA,SEA2017-08-07 00:00:00,LastSRUN,SRUN2017-08-07 00:00:00,SEA2017-08-04 00:00:00,SRUN2017-08-04 00:00:00,prevACT,LastSIG,LastSAFEf,finalQTY,SIG2017-08-04 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2017-08-04 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2017-08-04 00:00:00,1LastSAFEf,1finalQTY,1SIG2017-08-04 00:00:00,None,RiskOff,AntiCustom,Anti1LastSIG,Anti0.75LastSIG,Anti0.5LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,Voting5,Voting6,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Custom,PNL_AntiCustom,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_Anti0.5LastSIG,PNL_prevSEA,PNL_LastSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
AC,@ACU7,1.595,0.0280657345,0.0120558375635,1.0,-1.0,-1.0,1.0,-1.0,-8.0,2017-07-25,813.9063005,1.0,1.0,1.0,46255.0,1.0,0.0120558375635,1.595,energy,1.0,1.0,,,2017-07-25,1.0,1.0,-9.0,-9.0,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,2.0,0.0,1.0,0,-1,-1,-1,1,1,1,-1,-1,1,-1,-1,1,1,-1,1.0,0.0,1.0,-1.0,1.0,0.0,1,-1,-1.0,0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
AD,@ADU7,0.7909,0.007385,-0.00151496023229,-1.0,1.0,1.0,-1.0,-1.0,-15.0,2017-07-14,738.5,1.0,1.0,1.0,79090.0,1.0,-0.00151496023229,0.7909,currency,1.0,1.0,,,2017-07-14,-1.0,-1.0,-16.0,-16.0,,,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,-1.0,0,-1,-1,1,-1,-1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,0.0,-1,1,1.0,0,-119.818204772,119.818204772,119.818204772,-119.818204772,-119.818204772,119.818204772,-119.818204772,119.818204772,-119.818204772,-119.818204772,-119.818204772,119.818204772,-119.818204772,119.818204772,119.818204772,119.818204772,119.818204772,-119.818204772,-119.818204772,119.818204772,119.818204772,-119.818204772,-119.818204772,-119.818204772,-119.818204772,-0.0,-119.818204772,-119.818204772,-119.818204772,-119.818204772,-119.818204772,-119.818204772,-119.818204772,-0.0,119.818204772
AEX,AEXQ7,529.7,4.6535894215,0.00426580718552,1.0,1.0,-1.0,1.0,-1.0,-17.0,2017-07-12,1097.68867274,1.0,1.0,1.0,124945.636,0.847888756995,0.00426580718552,529.7,index,1.0,1.0,,,2017-07-12,-1.0,-1.0,-18.0,-18.0,,,1.0,1.0,1.0,0.0,1.0,2.0,0.0,-1.0,2.0,0.0,1.0,2.0,0.0,1.0,0,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,1,-1,1.0,0.0,0.0,-1.0,1.0,0.0,-1,-1,-1.0,-1,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0
BO,@BOZ7,33.93,0.616,-0.0029385836027,-1.0,-1.0,1.0,-1.0,-1.0,2.0,2017-07-31,369.6,2.0,1.0,1.0,20358.0,1.0,-0.0029385836027,33.93,grain,1.0,1.0,,,2017-07-31,-1.0,-1.0,3.0,3.0,,,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,0,-1,-1,1,1,-1,1,-1,-1,1,1,-1,1,1,1,1.0,1.0,1.0,-1.0,1.0,1.0,1,1,1.0,1,-119.647369968,119.647369968,-119.647369968,119.647369968,-119.647369968,119.647369968,-119.647369968,119.647369968,-119.647369968,119.647369968,-119.647369968,119.647369968,-119.647369968,-119.647369968,119.647369968,119.647369968,119.647369968,-119.647369968,119.647369968,-119.647369968,-119.647369968,119.647369968,-119.647369968,-119.647369968,-119.647369968,-119.647369968,-119.647369968,-119.647369968,-119.647369968,-119.647369968,-119.647369968,119.647369968,-119.647369968,-119.647369968,-119.647369968
BP,@BPU7,1.3049,0.00906,-0.000306442963303,-1.0,-1.0,1.0,-1.0,-1.0,-2.0,2017-07-10,566.25,1.0,1.0,1.0,81556.25,1.0,-0.000306442963303,1.3049,currency,1.0,1.0,,,2017-07-10,-1.0,-1.0,-3.0,-3.0,,,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,0,-1,-1,1,1,-1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1,1.0,1,-24.9923389259,24.9923389259,24.9923389259,-24.9923389259,-24.9923389259,24.9923389259,-24.9923389259,24.9923389259,-24.9923389259,24.9923389259,-24.9923389259,24.9923389259,-24.9923389259,-24.9923389259,24.9923389259,24.9923389259,24.9923389259,-24.9923389259,-24.9923389259,24.9923389259,24.9923389259,-24.9923389259,-24.9923389259,-24.9923389259,-24.9923389259,-24.9923389259,-24.9923389259,-24.9923389259,-24.9923389259,-24.9923389259,-24.9923389259,-24.9923389259,-0.0,-0.0,-24.9923389259
C,@CZ7,386.75,9.391775655,0.0150918635171,1.0,-1.0,-1.0,-1.0,1.0,-7.0,2017-07-26,469.58878275,2.0,1.0,1.0,19337.5,1.0,0.0150918635171,386.75,grain,1.0,1.0,,,2017-07-26,1.0,1.0,-8.0,-8.0,,,1.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,0,-1,-1,1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,0.0,-1.0,0.0,1.0,-1,-1,0.0,-1,583.677821522,583.677821522,583.677821522,-583.677821522,583.677821522,-583.677821522,583.677821522,-583.677821522,583.677821522,-583.677821522,-583.677821522,-583.677821522,583.677821522,583.677821522,583.677821522,583.677821522,583.677821522,-583.677821522,583.677821522,-583.677821522,583.677821522,-583.677821522,-583.677821522,-583.677821522,0.0,-583.677821522,-583.677821522,-583.677821522,-583.677821522,-583.677821522,0.0,-583.677821522,0.0,583.677821522,-583.677821522
CC,@CCZ7,2042.0,53.2208375135,0.0103908955962,1.0,1.0,1.0,1.0,-1.0,-15.0,2017-07-14,532.208375135,1.0,1.0,1.0,20420.0,1.0,0.0103908955962,2042.0,soft,1.0,1.0,,,2017-07-14,-1.0,-1.0,-16.0,-16.0,,,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0,-1,-1,-1,-1,-1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,-1.0,-1,1,0.0,0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
CD,@CDU7,0.78915,0.006215,-0.00227574435805,-1.0,-1.0,1.0,-1.0,-1.0,5.0,2017-07-28,621.5,1.0,1.0,1.0,78915.0,1.0,-0.00227574435805,0.78915,currency,1.0,1.0,,,2017-07-28,-1.0,-1.0,6.0,6.0,,,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,-1.0,2.0,1.0,-1.0,0,-1,-1,1,1,-1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1,1.0,1,-179.590366016,179.590366016,179.590366016,-179.590366016,-179.590366016,179.590366016,-179.590366016,179.590366016,-179.590366016,179.590366016,-179.590366016,179.590366016,-179.590366016,-179.590366016,179.590366016,179.590366016,179.590366016,-179.590366016,-179.590366016,179.590366016,179.590366016,-179.590366016,-179.590366016,-179.590366016,-179.590366016,-179.590366016,-179.590366016,-179.590366016,-179.590366016,-179.590366016,-179.590366016,-179.590366016,-0.0,-0.0,-179.590366016
CGB,CBU7,139.03,0.7295,,-1.0,-1.0,-1.0,-1.0,1.0,4.0,2017-07-31,575.360832873,1.0,1.0,1.0,109653.758183,1.2679,,,rates,-1.0,1.0,-0.00100596392901,139.03,2017-07-31,1.0,,4.0,,1.0,4.0,-1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,2.0,0.0,-1.0,0,1,-1,1,1,1,-1,1,1,-1,1,1,1,-1,-1,-1.0,-1.0,0.0,1.0,-1.0,0.0,1,1,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL,QCLU7,49.39,1.1905840845,-0.00383219039935,-1.0,1.0,-1.0,1.0,-1.0,-16.0,2017-07-13,1190.5840845,1.0,1.0,1.0,49390.0,1.0,-0.00383219039935,49.39,energy,1.0,1.0,,,2017-07-13,-1.0,-1.0,-17.0,-17.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,1,-1,1.0,0.0,0.0,-1.0,1.0,0.0,-1,-1,-1.0,-1,-189.271883824,189.271883824,-189.271883824,189.271883824,-189.271883824,189.271883824,-189.271883824,189.271883824,-189.271883824,-189.271883824,189.271883824,-189.271883824,189.271883824,189.271883824,-189.271883824,189.271883824,189.271883824,-189.271883824,189.271883824,-189.271883824,189.271883824,189.271883824,189.271883824,189.271883824,189.271883824,189.271883824,-189.271883824,189.271883824,-189.271883824,-0.0,-0.0,189.271883824,-189.271883824,-0.0,189.271883824
