2016-10-14 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,prevSEA,prevSRUN,prevvSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,PC2016-10-14 00:00:00,Close2016-10-14 00:00:00,group,RiskOn,Custom,vSTART,LastSEA,SEA2016-10-14 00:00:00,LastSRUN,SRUN2016-10-14 00:00:00,prevACT,LastSIG,LastSAFEf,finalQTY,SIG2016-10-13 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2016-10-13 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2016-10-13 00:00:00,1LastSAFEf,1finalQTY,1SIG2016-10-13 00:00:00,None,RiskOff,AntiCustom,Anti1LastSIG,Anti0.75LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,Voting5,Voting6,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Custom,PNL_AntiCustom,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_prevSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
FV,@FVZ6,120.828125,0.251171875,-0.000904392764858,-1.0,1.0,1.0,1.0,-1.0,7.0,2016-10-04,251.171875,8.0,1.0,1.0,120828.125,-0.000904392764858,120.828125,rates,-1.0,-1.0,2016-10-04,-1.0,-1.0,8.0,8.0,1.0,0.0,1.0,8.0,0.0,1.0,8.0,1.0,1.0,8.0,1.0,2.0,8.0,1.0,0,1,1,-1,-1,1,-1,-1.0,1,-1,1,-1,-1,-1,0.0,0.0,-1.0,-1.0,0.0,-1,1,-1,-1,0,-874.208656331,874.208656331,-874.208656331,874.208656331,874.208656331,-874.208656331,874.208656331,-874.208656331,-0.0,-874.208656331,-874.208656331,-874.208656331,874.208656331,874.208656331,874.208656331,-874.208656331,874.208656331,-874.208656331,874.208656331,-874.208656331,874.208656331,874.208656331,874.208656331,-0.0,874.208656331,874.208656331,-0.0,-0.0,874.208656331,874.208656331,-0.0,874.208656331,-874.208656331
GC,QGCZ6,1255.5,14.84,-0.00166984732824,-1.0,-1.0,1.0,-1.0,-1.0,-15.0,2016-09-22,1484.0,2.0,1.0,1.0,125550.0,-0.00166984732824,1255.5,metal,-1.0,-1.0,2016-09-22,-1.0,-1.0,-16.0,-16.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,0,1,1,1,1,1,-1,1.0,-1,1,-1,1,1,-1,0.0,0.0,0.0,0.0,1.0,1,1,0,1,1,-419.298664122,419.298664122,-419.298664122,419.298664122,419.298664122,-419.298664122,419.298664122,-419.298664122,-419.298664122,419.298664122,-419.298664122,419.298664122,-419.298664122,-419.298664122,419.298664122,-419.298664122,-419.298664122,419.298664122,-419.298664122,419.298664122,-419.298664122,-0.0,-419.298664122,-419.298664122,-419.298664122,419.298664122,-0.0,-0.0,-0.0,-0.0,-419.298664122,-419.298664122,-419.298664122
HCM,HHIV6,9606.0,189.686935954,0.0141469594595,1.0,-1.0,1.0,-1.0,1.0,1.0,2016-10-06,1222.4144248,2.0,1.0,1.0,61904.7005297,0.0141469594595,9606.0,index,1.0,-1.0,2016-10-06,1.0,1.0,2.0,2.0,-1.0,-1.0,1.0,2.0,-1.0,1.0,2.0,1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,0,-1,1,1,1,-1,1,1.0,-1,1,1,1,1,1,0.0,1.0,1.0,1.0,-1.0,-1,-1,1,1,1,1751.52657749,1751.52657749,-1751.52657749,1751.52657749,1751.52657749,-1751.52657749,-1751.52657749,1751.52657749,-1751.52657749,-1751.52657749,1751.52657749,-1751.52657749,1751.52657749,1751.52657749,1751.52657749,-1751.52657749,1751.52657749,-1751.52657749,1751.52657749,1751.52657749,1751.52657749,1751.52657749,1751.52657749,1751.52657749,1751.52657749,1751.52657749,0.0,1751.52657749,1751.52657749,1751.52657749,-1751.52657749,-1751.52657749,-1751.52657749
HG,QHGZ6,211.05,3.0875,-0.00541941564562,-1.0,-1.0,-1.0,1.0,1.0,9.0,2016-09-30,771.875,3.0,1.0,1.0,52762.5,-0.00541941564562,211.05,metal,1.0,-1.0,2016-09-30,1.0,1.0,10.0,10.0,-1.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,1.0,0,-1,1,-1,1,-1,1,1.0,-1,-1,-1,1,1,1,-1.0,0.0,1.0,0.0,-1.0,-1,-1,0,-1,-1,-857.825754006,857.825754006,857.825754006,-857.825754006,-857.825754006,857.825754006,857.825754006,-857.825754006,857.825754006,857.825754006,857.825754006,-857.825754006,857.825754006,-857.825754006,-857.825754006,857.825754006,-857.825754006,857.825754006,857.825754006,857.825754006,-857.825754006,-0.0,857.825754006,857.825754006,-857.825754006,-857.825754006,857.825754006,-0.0,-857.825754006,-0.0,857.825754006,857.825754006,857.825754006
HIC,HSIV6,23213.0,355.386111945,0.0118565014603,1.0,-1.0,-1.0,-1.0,1.0,-9.0,2016-09-29,2290.24264339,1.0,1.0,1.0,149593.359712,0.0118565014603,23213.0,index,1.0,-1.0,2016-09-29,1.0,1.0,-10.0,-10.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,2.0,1.0,-1.0,0,-1,1,1,1,-1,1,-1.0,1,1,1,1,1,1,-1.0,0.0,1.0,0.0,-1.0,-1,-1,1,1,1,1773.65388788,1773.65388788,-1773.65388788,1773.65388788,1773.65388788,-1773.65388788,-1773.65388788,1773.65388788,-1773.65388788,-1773.65388788,-1773.65388788,-1773.65388788,1773.65388788,1773.65388788,1773.65388788,-1773.65388788,-1773.65388788,1773.65388788,1773.65388788,1773.65388788,1773.65388788,1773.65388788,1773.65388788,1773.65388788,1773.65388788,1773.65388788,-1773.65388788,0.0,1773.65388788,0.0,-1773.65388788,-1773.65388788,-1773.65388788
HO,QHOZ6,1.5876,0.043544732,-0.0077867801038,-1.0,1.0,-1.0,1.0,-1.0,-21.0,2016-09-14,1828.878744,2.0,1.0,1.0,66679.2,-0.0077867801038,1.5876,energy,1.0,1.0,2016-09-14,-1.0,-1.0,-22.0,-22.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,1.0,2.0,1.0,1.0,2.0,1.0,0,-1,-1,-1,-1,1,-1,1.0,-1,-1,-1,-1,1,-1,0.0,0.0,0.0,0.0,1.0,1,-1,-1,-1,-1,-1038.43253579,1038.43253579,-1038.43253579,1038.43253579,-1038.43253579,1038.43253579,-1038.43253579,1038.43253579,-1038.43253579,-1038.43253579,1038.43253579,-1038.43253579,1038.43253579,1038.43253579,1038.43253579,-1038.43253579,-1038.43253579,1038.43253579,1038.43253579,1038.43253579,1038.43253579,1038.43253579,1038.43253579,1038.43253579,-1038.43253579,1038.43253579,-0.0,-0.0,-0.0,-0.0,-1038.43253579,-1038.43253579,1038.43253579
JY,@JYZ6,0.96215,0.0092725,-0.00537551041505,-1.0,1.0,1.0,-1.0,1.0,-7.0,2016-10-04,1159.0625,2.0,1.0,1.0,120268.75,-0.00537551041505,0.96215,currency,-1.0,-1.0,2016-10-04,1.0,1.0,-8.0,-8.0,1.0,-1.0,1.0,2.0,-1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,0,1,1,1,-1,-1,-1,-1.0,1,1,1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0,0,-1293.01183646,1293.01183646,-1293.01183646,1293.01183646,1293.01183646,-1293.01183646,1293.01183646,-1293.01183646,1293.01183646,-1293.01183646,-1293.01183646,1293.01183646,-1293.01183646,1293.01183646,-1293.01183646,1293.01183646,1293.01183646,-1293.01183646,-1293.01183646,-1293.01183646,1293.01183646,-0.0,-0.0,-0.0,1293.01183646,1293.01183646,1293.01183646,1293.01183646,1293.01183646,1293.01183646,1293.01183646,1293.01183646,1293.01183646
KC,@KCZ6,155.4,3.5575,0.0176817288802,1.0,-1.0,-1.0,-1.0,-1.0,-9.0,2016-09-30,1334.0625,2.0,1.0,1.0,58275.0,0.0176817288802,155.4,soft,1.0,1.0,2016-10-06,-1.0,-1.0,6.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,0,-1,-1,1,1,1,-1,1.0,-1,1,-1,1,1,1,0.0,0.0,1.0,1.0,1.0,1,1,1,1,1,2060.80550098,2060.80550098,2060.80550098,-2060.80550098,2060.80550098,-2060.80550098,2060.80550098,-2060.80550098,2060.80550098,-2060.80550098,-2060.80550098,-2060.80550098,2060.80550098,2060.80550098,-2060.80550098,2060.80550098,2060.80550098,-2060.80550098,2060.80550098,-2060.80550098,2060.80550098,2060.80550098,2060.80550098,2060.80550098,2060.80550098,2060.80550098,0.0,0.0,2060.80550098,2060.80550098,2060.80550098,2060.80550098,2060.80550098
KW,@KWZ6,417.75,9.6,0.00905797101449,1.0,1.0,1.0,1.0,-1.0,1.0,2016-09-12,480.0,5.0,1.0,1.0,20887.5,0.00905797101449,417.75,grain,1.0,1.0,2016-09-12,-1.0,-1.0,2.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,2.0,5.0,1.0,2.0,5.0,1.0,0,-1,-1,-1,-1,1,-1,-1.0,1,-1,1,-1,1,-1,1.0,1.0,0.0,-1.0,1.0,1,-1,-1,0,-1,945.991847826,945.991847826,945.991847826,-945.991847826,945.991847826,-945.991847826,945.991847826,-945.991847826,945.991847826,945.991847826,945.991847826,945.991847826,-945.991847826,-945.991847826,-945.991847826,945.991847826,-945.991847826,945.991847826,-945.991847826,945.991847826,-945.991847826,-945.991847826,0.0,-945.991847826,945.991847826,-945.991847826,945.991847826,945.991847826,0.0,-945.991847826,945.991847826,945.991847826,-945.991847826
LB,@LBX6,323.4,6.765,-0.0140243902439,-1.0,1.0,-1.0,1.0,1.0,-4.0,2016-10-07,744.15,3.0,1.0,1.0,35574.0,-0.0140243902439,323.4,soft,1.0,-1.0,2016-10-07,1.0,1.0,-5.0,-5.0,-1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,2.0,0.0,1.0,2.0,0.0,1.0,0,-1,1,-1,-1,-1,1,-1.0,1,-1,1,-1,-1,1,-1.0,0.0,0.0,-1.0,-1.0,-1,-1,0,-1,-1,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
LC,@LEZ6,97.45,2.2225,0.0132570834416,1.0,-1.0,1.0,-1.0,1.0,16.0,2016-09-21,889.0,3.0,1.0,1.0,38980.0,0.0132570834416,97.45,meat,1.0,-1.0,2016-09-21,1.0,1.0,17.0,17.0,-1.0,-1.0,1.0,3.0,-1.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,0,-1,1,1,1,-1,1,1.0,-1,1,1,1,1,1,0.0,1.0,1.0,1.0,-1.0,-1,-1,1,1,1,1550.28333767,1550.28333767,-1550.28333767,1550.28333767,1550.28333767,-1550.28333767,-1550.28333767,1550.28333767,-1550.28333767,-1550.28333767,1550.28333767,-1550.28333767,1550.28333767,1550.28333767,1550.28333767,-1550.28333767,1550.28333767,-1550.28333767,1550.28333767,1550.28333767,1550.28333767,1550.28333767,1550.28333767,1550.28333767,1550.28333767,1550.28333767,0.0,1550.28333767,1550.28333767,1550.28333767,-1550.28333767,-1550.28333767,-1550.28333767
LCO,EBZ6,51.95,1.505,-0.00153757447626,-1.0,-1.0,1.0,-1.0,-1.0,-19.0,2016-09-16,1505.0,2.0,1.0,1.0,51950.0,-0.00153757447626,51.95,energy,1.0,1.0,2016-09-16,-1.0,-1.0,-20.0,-20.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,0,-1,-1,1,1,1,-1,1.0,-1,1,-1,1,1,1,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,-159.753988084,159.753988084,-159.753988084,159.753988084,-159.753988084,159.753988084,-159.753988084,159.753988084,-159.753988084,159.753988084,-159.753988084,159.753988084,-159.753988084,-159.753988084,159.753988084,-159.753988084,-159.753988084,159.753988084,-159.753988084,159.753988084,-159.753988084,-159.753988084,-159.753988084,-159.753988084,-159.753988084,-159.753988084,-159.753988084,-159.753988084,-159.753988084,-159.753988084,-159.753988084,-159.753988084,-159.753988084
LGO,GASZ6,463.0,13.9125,-0.00856531049251,-1.0,1.0,-1.0,1.0,-1.0,-12.0,2016-09-27,1391.25,2.0,1.0,1.0,46300.0,-0.00856531049251,463.0,energy,1.0,1.0,2016-09-27,-1.0,-1.0,-13.0,-13.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,2.0,2.0,1.0,2.0,2.0,1.0,0,-1,-1,-1,-1,1,-1,1.0,-1,-1,-1,-1,1,-1,0.0,0.0,0.0,0.0,1.0,1,-1,-1,-1,-1,-793.147751606,793.147751606,-793.147751606,793.147751606,-793.147751606,793.147751606,-793.147751606,793.147751606,-793.147751606,-793.147751606,793.147751606,-793.147751606,793.147751606,793.147751606,793.147751606,-793.147751606,-793.147751606,793.147751606,793.147751606,793.147751606,793.147751606,793.147751606,793.147751606,793.147751606,-793.147751606,793.147751606,-0.0,-0.0,-0.0,-0.0,-793.147751606,-793.147751606,793.147751606
LH,@HEZ6,42.225,1.71,-0.044142614601,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,2016-10-05,684.0,3.0,1.0,1.0,16890.0,-0.044142614601,42.225,meat,1.0,1.0,2016-10-05,-1.0,-1.0,7.0,7.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,0,-1,-1,1,1,1,-1,-1.0,1,1,-1,1,1,1,0.0,0.0,1.0,0.0,1.0,1,1,1,1,1,-2236.70628183,2236.70628183,-2236.70628183,2236.70628183,-2236.70628183,2236.70628183,-2236.70628183,2236.70628183,-2236.70628183,2236.70628183,2236.70628183,2236.70628183,-2236.70628183,-2236.70628183,2236.70628183,-2236.70628183,2236.70628183,-2236.70628183,-2236.70628183,2236.70628183,-2236.70628183,-2236.70628183,-2236.70628183,-2236.70628183,-2236.70628183,-2236.70628183,-0.0,-0.0,-2236.70628183,-0.0,-2236.70628183,-2236.70628183,-2236.70628183
LRC,LRCF7,2074.0,25.8661266565,0.00193236714976,1.0,1.0,-1.0,1.0,1.0,5.0,2016-10-06,258.661266565,8.0,1.0,1.0,20740.0,0.00193236714976,2074.0,soft,1.0,1.0,2016-10-06,1.0,1.0,6.0,6.0,-1.0,-1.0,1.0,8.0,-1.0,1.0,8.0,-1.0,2.0,8.0,1.0,2.0,8.0,1.0,0,-1,-1,-1,-1,-1,1,1.0,-1,-1,-1,-1,-1,1,0.0,0.0,0.0,1.0,-1.0,-1,-1,-1,-1,-1,320.618357488,320.618357488,-320.618357488,320.618357488,320.618357488,-320.618357488,320.618357488,-320.618357488,-320.618357488,320.618357488,-320.618357488,320.618357488,-320.618357488,-320.618357488,320.618357488,-320.618357488,320.618357488,-320.618357488,-320.618357488,-320.618357488,-320.618357488,-320.618357488,-320.618357488,-320.618357488,-320.618357488,320.618357488,0.0,0.0,0.0,320.618357488,-320.618357488,-320.618357488,-320.618357488
LSU,QWZ6,593.6,13.015,0.00151847477645,1.0,1.0,-1.0,1.0,1.0,17.0,2016-09-28,650.75,4.0,1.0,1.0,29680.0,0.00151847477645,593.6,soft,1.0,1.0,2016-09-28,1.0,1.0,18.0,18.0,-1.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,1.0,4.0,1.0,1.0,4.0,1.0,0,-1,-1,-1,-1,-1,1,1.0,-1,-1,-1,-1,-1,1,0.0,0.0,0.0,1.0,-1.0,-1,-1,-1,-1,-1,180.27332546,180.27332546,-180.27332546,180.27332546,180.27332546,-180.27332546,180.27332546,-180.27332546,-180.27332546,180.27332546,-180.27332546,180.27332546,-180.27332546,-180.27332546,180.27332546,-180.27332546,180.27332546,-180.27332546,-180.27332546,-180.27332546,-180.27332546,-180.27332546,-180.27332546,-180.27332546,-180.27332546,180.27332546,0.0,0.0,0.0,180.27332546,-180.27332546,-180.27332546,-180.27332546
MEM,@MMEZ6,897.2,14.425,0.00156284885019,1.0,-1.0,-1.0,-1.0,1.0,-12.0,2016-09-27,721.25,3.0,1.0,1.0,44860.0,0.00156284885019,897.2,index,1.0,-1.0,2016-09-27,1.0,1.0,-13.0,-13.0,-1.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,0,-1,1,1,1,-1,1,-1.0,1,1,1,1,1,1,-1.0,0.0,1.0,0.0,-1.0,-1,-1,1,1,1,210.328198259,210.328198259,-210.328198259,210.328198259,210.328198259,-210.328198259,-210.328198259,210.328198259,-210.328198259,-210.328198259,-210.328198259,-210.328198259,210.328198259,210.328198259,210.328198259,-210.328198259,-210.328198259,210.328198259,210.328198259,210.328198259,210.328198259,210.328198259,210.328198259,210.328198259,210.328198259,210.328198259,-210.328198259,0.0,210.328198259,0.0,-210.328198259,-210.328198259,-210.328198259
MFX,IBV6,8755.3,143.135,0.0189111814542,1.0,-1.0,1.0,-1.0,1.0,-25.0,2016-09-08,1570.76349,2.0,1.0,1.0,96080.6622,0.0189111814542,8755.3,index,1.0,-1.0,2016-09-08,1.0,1.0,-26.0,-26.0,-1.0,-1.0,1.0,2.0,-1.0,1.0,2.0,1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,0,-1,1,1,1,-1,1,-1.0,1,1,1,1,1,1,0.0,1.0,1.0,0.0,-1.0,-1,-1,1,1,1,3633.99767422,3633.99767422,-3633.99767422,3633.99767422,3633.99767422,-3633.99767422,-3633.99767422,3633.99767422,-3633.99767422,-3633.99767422,3633.99767422,-3633.99767422,3633.99767422,3633.99767422,3633.99767422,-3633.99767422,-3633.99767422,3633.99767422,3633.99767422,3633.99767422,3633.99767422,3633.99767422,3633.99767422,3633.99767422,3633.99767422,3633.99767422,0.0,3633.99767422,3633.99767422,0.0,-3633.99767422,-3633.99767422,-3633.99767422
MP,@PXZ6,0.05232,0.00065,-0.00418728587743,-1.0,1.0,-1.0,1.0,1.0,13.0,2016-09-26,325.0,7.0,1.0,1.0,26160.0,-0.00418728587743,0.05232,currency,1.0,-1.0,2016-09-26,1.0,1.0,14.0,14.0,1.0,-1.0,1.0,7.0,-1.0,1.0,7.0,-1.0,2.0,7.0,1.0,2.0,7.0,1.0,0,-1,1,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-766.775789874,766.775789874,-766.775789874,766.775789874,-766.775789874,766.775789874,766.775789874,-766.775789874,766.775789874,-766.775789874,766.775789874,-766.775789874,766.775789874,766.775789874,-766.775789874,766.775789874,-766.775789874,766.775789874,-766.775789874,766.775789874,766.775789874,766.775789874,766.775789874,766.775789874,766.775789874,766.775789874,766.775789874,766.775789874,766.775789874,766.775789874,766.775789874,766.775789874,766.775789874
MW,@MWZ6,528.5,9.475,-0.00657894736842,-1.0,1.0,-1.0,1.0,-1.0,30.0,2016-08-31,473.75,5.0,1.0,1.0,26425.0,-0.00657894736842,528.5,grain,1.0,1.0,2016-08-31,-1.0,-1.0,31.0,31.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,-1.0,2.0,5.0,1.0,2.0,5.0,1.0,0,-1,-1,-1,-1,1,-1,-1.0,1,-1,-1,-1,1,-1,0.0,0.0,0.0,-1.0,1.0,1,-1,-1,-1,-1,-869.243421053,869.243421053,-869.243421053,869.243421053,-869.243421053,869.243421053,-869.243421053,869.243421053,-869.243421053,-869.243421053,869.243421053,-869.243421053,869.243421053,869.243421053,869.243421053,-869.243421053,869.243421053,-869.243421053,869.243421053,869.243421053,869.243421053,869.243421053,869.243421053,869.243421053,-869.243421053,869.243421053,-0.0,-0.0,-0.0,869.243421053,-869.243421053,-869.243421053,869.243421053
NE,@NEZ6,0.7076,0.006695,-0.000564971751412,-1.0,-1.0,1.0,-1.0,1.0,-26.0,2016-09-07,669.5,3.0,1.0,1.0,70760.0,-0.000564971751412,0.7076,currency,1.0,-1.0,2016-09-07,1.0,1.0,-27.0,-27.0,1.0,0.0,1.0,3.0,0.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,0,-1,1,1,1,-1,-1,-1.0,1,1,1,-1,1,1,-1.0,0.0,0.0,-1.0,0.0,1,-1,1,1,0,-119.93220339,119.93220339,-119.93220339,119.93220339,-119.93220339,119.93220339,119.93220339,-119.93220339,-0.0,119.93220339,-119.93220339,119.93220339,-119.93220339,-119.93220339,-119.93220339,119.93220339,119.93220339,-119.93220339,-119.93220339,-119.93220339,119.93220339,-119.93220339,-119.93220339,-0.0,-119.93220339,-119.93220339,119.93220339,-0.0,-0.0,119.93220339,-0.0,-119.93220339,119.93220339
NG,QNGF7,3.628,0.109734778,-0.0167614475568,-1.0,1.0,1.0,1.0,-1.0,9.0,2016-09-30,1097.34778,2.0,1.0,1.0,36280.0,-0.0167614475568,3.628,energy,1.0,1.0,2016-09-30,-1.0,-1.0,10.0,10.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,0,-1,-1,-1,-1,1,-1,-1.0,1,-1,1,-1,1,-1,1.0,1.0,0.0,-1.0,1.0,1,-1,-1,0,-1,-1216.21063472,1216.21063472,-1216.21063472,1216.21063472,-1216.21063472,1216.21063472,-1216.21063472,1216.21063472,-1216.21063472,-1216.21063472,-1216.21063472,-1216.21063472,1216.21063472,1216.21063472,1216.21063472,-1216.21063472,1216.21063472,-1216.21063472,1216.21063472,-1216.21063472,1216.21063472,1216.21063472,-0.0,1216.21063472,-1216.21063472,1216.21063472,-1216.21063472,-1216.21063472,-0.0,1216.21063472,-1216.21063472,-1216.21063472,1216.21063472
NIY,@NKDZ6,16875.0,254.25,0.00596125186289,1.0,-1.0,-1.0,1.0,-1.0,-12.0,2016-09-27,1220.4781106,2.0,1.0,1.0,81005.1843318,0.00596125186289,16875.0,index,1.0,-1.0,2016-09-27,-1.0,-1.0,-13.0,-13.0,-1.0,0.0,1.0,2.0,0.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,1.0,0,-1,1,-1,1,1,1,1.0,-1,-1,-1,1,1,1,0.0,1.0,1.0,0.0,0.0,-1,1,0,-1,0,965.784612004,965.784612004,-965.784612004,965.784612004,965.784612004,-965.784612004,-965.784612004,965.784612004,0.0,-965.784612004,-965.784612004,965.784612004,-965.784612004,965.784612004,-965.784612004,965.784612004,965.784612004,-965.784612004,-965.784612004,-965.784612004,965.784612004,0.0,-965.784612004,0.0,965.784612004,965.784612004,0.0,965.784612004,965.784612004,0.0,0.0,-965.784612004,965.784612004
NQ,@NQZ6,4804.25,48.95,0.00172018348624,1.0,-1.0,1.0,-1.0,1.0,-17.0,2016-09-20,979.0,3.0,1.0,1.0,96085.0,0.00172018348624,4804.25,index,1.0,-1.0,2016-09-20,1.0,1.0,-18.0,-18.0,-1.0,-1.0,1.0,3.0,-1.0,1.0,3.0,1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,0,-1,1,1,1,-1,1,-1.0,1,1,1,1,1,1,0.0,1.0,1.0,0.0,-1.0,-1,-1,1,1,1,495.851490826,495.851490826,-495.851490826,495.851490826,495.851490826,-495.851490826,-495.851490826,495.851490826,-495.851490826,-495.851490826,495.851490826,-495.851490826,495.851490826,495.851490826,495.851490826,-495.851490826,-495.851490826,495.851490826,495.851490826,495.851490826,495.851490826,495.851490826,495.851490826,495.851490826,495.851490826,495.851490826,0.0,495.851490826,495.851490826,0.0,-495.851490826,-495.851490826,-495.851490826
O,@OZ6,198.75,4.275,0.0153256704981,1.0,1.0,-1.0,1.0,1.0,20.0,2016-09-15,213.75,10.0,2.0,2.0,9937.5,0.0153256704981,198.75,grain,1.0,1.0,2016-09-15,1.0,1.0,21.0,21.0,-1.0,-1.0,1.0,10.0,-1.0,1.0,10.0,-1.0,2.0,10.0,1.0,2.0,10.0,1.0,0,-1,-1,-1,-1,-1,1,1.0,-1,-1,-1,-1,-1,1,0.0,0.0,0.0,1.0,-1.0,-1,-1,-1,-1,-1,1522.98850575,1522.98850575,-1522.98850575,1522.98850575,1522.98850575,-1522.98850575,1522.98850575,-1522.98850575,-1522.98850575,1522.98850575,-1522.98850575,1522.98850575,-1522.98850575,-1522.98850575,1522.98850575,-1522.98850575,1522.98850575,-1522.98850575,-1522.98850575,-1522.98850575,-1522.98850575,-1522.98850575,-1522.98850575,-1522.98850575,-1522.98850575,1522.98850575,0.0,0.0,0.0,1522.98850575,-1522.98850575,-1522.98850575,-1522.98850575
OJ,@OJX6,188.45,6.7325,-0.0156698876991,-1.0,-1.0,1.0,-1.0,1.0,-12.0,2016-09-27,1009.875,2.0,1.0,1.0,28267.5,-0.0156698876991,188.45,soft,1.0,-1.0,2016-09-27,1.0,1.0,-13.0,-13.0,-1.0,-1.0,1.0,2.0,-1.0,1.0,2.0,1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,0,-1,1,1,1,-1,1,-1.0,1,1,1,1,1,1,0.0,1.0,1.0,0.0,-1.0,-1,-1,1,1,1,-885.897101071,885.897101071,885.897101071,-885.897101071,-885.897101071,885.897101071,885.897101071,-885.897101071,885.897101071,885.897101071,-885.897101071,885.897101071,-885.897101071,-885.897101071,-885.897101071,885.897101071,885.897101071,-885.897101071,-885.897101071,-885.897101071,-885.897101071,-885.897101071,-885.897101071,-885.897101071,-885.897101071,-885.897101071,-0.0,-885.897101071,-885.897101071,-0.0,885.897101071,885.897101071,885.897101071
PA,QPAZ6,648.3,16.5925,0.0179791159614,1.0,-1.0,1.0,-1.0,1.0,-9.0,2016-09-30,1659.25,2.0,1.0,1.0,64830.0,0.0179791159614,648.3,metal,1.0,-1.0,2016-09-30,1.0,1.0,-10.0,-10.0,-1.0,-1.0,1.0,2.0,-1.0,1.0,2.0,1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,0,-1,1,1,1,-1,1,-1.0,1,1,1,1,1,1,0.0,1.0,1.0,0.0,-1.0,-1,-1,1,1,1,2331.17217555,2331.17217555,-2331.17217555,2331.17217555,2331.17217555,-2331.17217555,-2331.17217555,2331.17217555,-2331.17217555,-2331.17217555,2331.17217555,-2331.17217555,2331.17217555,2331.17217555,2331.17217555,-2331.17217555,-2331.17217555,2331.17217555,2331.17217555,2331.17217555,2331.17217555,2331.17217555,2331.17217555,2331.17217555,2331.17217555,2331.17217555,0.0,2331.17217555,2331.17217555,0.0,-2331.17217555,-2331.17217555,-2331.17217555
