rowname,c2timestamp,c2price,csitimestamp,csiPrice,slippage,abs_slippage,Type,timedelta,delta
2016-10-03 22:49:17 ctwo:98.46 csi:98.52 HTSZ6,2016-10-03 22:49:17,98.46,2016-10-03 20:00:00,98.52,-0.000609013398295,0.000609013398295,Close,0 days 02:49:17.000000000,0.11755787037
2016-10-03 22:49:14 ctwo:465.6 csi:465.9 @RSX6,2016-10-03 22:49:14,465.6,2016-10-03 20:00:00,465.9,-0.000643915003219,0.000643915003219,Close,0 days 02:49:14.000000000,0.117523148148
2016-10-03 22:49:12 ctwo:4869.25 csi:4865.75 @NQZ6,2016-10-03 22:49:12,4869.25,2016-10-03 20:00:00,4865.75,0.000719313569337,0.000719313569337,Open,0 days 02:49:12.000000000,0.1175
2016-10-03 22:49:01 ctwo:345.75 csi:346.0 @CZ6,2016-10-03 22:49:01,345.75,2016-10-03 20:00:00,346.0,-0.000722543352601,0.000722543352601,Close,0 days 02:49:01.000000000,0.117372685185
2016-10-03 22:49:16 ctwo:18170.0 csi:18156.0 @YMZ6,2016-10-03 22:49:16,18170.0,2016-10-03 20:00:00,18156.0,0.000771094954836,0.000771094954836,Close,0 days 02:49:16.000000000,0.117546296296
2016-10-03 22:49:05 ctwo:1539.7 csi:1538.3 @EMDZ6,2016-10-03 22:49:05,1539.7,2016-10-03 20:00:00,1538.3,0.000910095560034,0.000910095560034,Open,0 days 02:49:05.000000000,0.117418981481
2016-10-03 22:49:06 ctwo:1311.4 csi:1312.7 QGCZ6,2016-10-03 22:49:06,1311.4,2016-10-03 20:00:00,1312.7,-0.000990325283766,0.000990325283766,Open,0 days 02:49:06.000000000,0.117430555556
2016-10-03 22:49:16 ctwo:5458.0 csi:5464.0 APZ6,2016-10-03 22:49:16,5458.0,2016-10-03 20:00:00,5464.0,-0.0010980966325,0.0010980966325,Open,0 days 02:49:16.000000000,0.117546296296
2016-10-03 22:49:11 ctwo:0.05138 csi:0.05132 @PXZ6,2016-10-03 22:49:11,0.05138,2016-10-03 20:00:00,0.05132,0.00116913484022,0.00116913484022,Close,0 days 02:49:11.000000000,0.117488425926
2016-10-03 22:49:01 ctwo:0.76205 csi:0.763 @CDZ6,2016-10-03 22:49:01,0.76205,2016-10-03 20:00:00,0.763,-0.00124508519004,0.00124508519004,Close,0 days 02:49:01.000000000,0.117372685185
2016-10-03 22:49:16 ctwo:395.0 csi:395.5 @WZ6,2016-10-03 22:49:16,395.0,2016-10-03 20:00:00,395.5,-0.00126422250316,0.00126422250316,Open,0 days 02:49:16.000000000,0.117546296296
2016-10-03 22:49:00 ctwo:33.19 csi:33.24 @BOZ6,2016-10-03 22:49:00,33.19,2016-10-03 20:00:00,33.24,-0.00150421179302,0.00150421179302,Close,0 days 02:49:00.000000000,0.117361111111
2016-10-03 22:49:03 ctwo:1.12365 csi:1.1255 @EUZ6,2016-10-03 22:49:03,1.12365,2016-10-03 20:00:00,1.1255,-0.00164371390493,0.00164371390493,Open,0 days 02:49:03.000000000,0.117395833333
2016-10-03 22:49:00 ctwo:33.18 csi:33.24 @BOZ6,2016-10-03 22:49:00,33.18,2016-10-03 20:00:00,33.24,-0.00180505415162,0.00180505415162,Open,0 days 02:49:00.000000000,0.117361111111
2016-10-04 02:00:18 ctwo:4457.5 csi:4448.5 MTV6,2016-10-04 02:00:18,4457.5,2016-10-03 20:00:00,4448.5,0.00202315387209,0.00202315387209,Open,0 days 06:00:18.000000000,0.250208333333
2016-10-04 03:45:05 ctwo:589.5 csi:588.3 QWZ6,2016-10-04 03:45:05,589.5,2016-10-03 20:00:00,588.3,0.00203977562468,0.00203977562468,Open,0 days 07:45:05.000000000,0.322974537037
2016-10-04 02:00:16 ctwo:453.7 csi:452.75 AEXV6,2016-10-04 02:00:16,453.7,2016-10-03 20:00:00,452.75,0.00209828823854,0.00209828823854,Close,0 days 06:00:16.000000000,0.250185185185
2016-10-04 02:00:19 ctwo:8154.0 csi:8136.0 SWZ6,2016-10-04 02:00:19,8154.0,2016-10-03 20:00:00,8136.0,0.00221238938053,0.00221238938053,Open,0 days 06:00:19.000000000,0.250219907407
2016-10-03 22:49:07 ctwo:218.7 csi:219.2 QHGZ6,2016-10-03 22:49:07,218.7,2016-10-03 20:00:00,219.2,-0.00228102189781,0.00228102189781,Close,0 days 02:49:07.000000000,0.11744212963
2016-10-03 22:49:04 ctwo:95.82 csi:95.587 @DXZ6,2016-10-03 22:49:04,95.82,2016-10-03 20:00:00,95.587,0.00243756996244,0.00243756996244,Open,0 days 02:49:04.000000000,0.117407407407
2016-10-03 22:49:01 ctwo:1.2842 csi:1.2875 @BPZ6,2016-10-03 22:49:01,1.2842,2016-10-03 20:00:00,1.2875,-0.00256310679612,0.00256310679612,Open,0 days 02:49:01.000000000,0.117372685185
2016-10-03 22:49:08 ctwo:1.5491 csi:1.5532 QHOX6,2016-10-03 22:49:08,1.5491,2016-10-03 20:00:00,1.5532,-0.00263971156322,0.00263971156322,Close,0 days 02:49:08.000000000,0.117453703704
2016-10-03 22:49:07 ctwo:23521.0 csi:23584.0 HSIV6,2016-10-03 22:49:07,23521.0,2016-10-03 20:00:00,23584.0,-0.00267130257802,0.00267130257802,Close,0 days 02:49:07.000000000,0.11744212963
2016-10-03 22:49:15 ctwo:307.5 csi:308.4 @SMZ6,2016-10-03 22:49:15,307.5,2016-10-03 20:00:00,308.4,-0.00291828793774,0.00291828793774,Open,0 days 02:49:15.000000000,0.117534722222
2016-10-04 03:30:04 ctwo:22.6 csi:22.67 @SBH7,2016-10-04 03:30:04,22.6,2016-10-03 20:00:00,22.67,-0.00308778120865,0.00308778120865,Open,0 days 07:30:04.000000000,0.312546296296
2016-10-03 22:49:10 ctwo:914.8 csi:917.9 @MMEZ6,2016-10-03 22:49:10,914.8,2016-10-03 20:00:00,917.9,-0.00337727421288,0.00337727421288,Open,0 days 02:49:10.000000000,0.117476851852
2016-10-03 22:49:14 ctwo:10.03 csi:10.065 @RRX6,2016-10-03 22:49:14,10.03,2016-10-03 20:00:00,10.065,-0.00347739692002,0.00347739692002,Close,0 days 02:49:14.000000000,0.117523148148
2016-10-03 22:49:09 ctwo:50.71 csi:50.89 EBZ6,2016-10-03 22:49:09,50.71,2016-10-03 20:00:00,50.89,-0.00353704067597,0.00353704067597,Open,0 days 02:49:09.000000000,0.117465277778
2016-10-03 22:49:08 ctwo:405.25 csi:407.0 @KWZ6,2016-10-03 22:49:08,405.25,2016-10-03 20:00:00,407.0,-0.00429975429975,0.00429975429975,Open,0 days 02:49:08.000000000,0.117453703704
2016-10-03 22:49:02 ctwo:48.56 csi:48.81 QCLX6,2016-10-03 22:49:02,48.56,2016-10-03 20:00:00,48.81,-0.00512190124974,0.00512190124974,Close,0 days 02:49:02.000000000,0.117384259259
2016-10-03 22:49:09 ctwo:454.25 csi:450.75 GASZ6,2016-10-03 22:49:09,454.25,2016-10-03 20:00:00,450.75,0.0077648363838,0.0077648363838,Open,0 days 02:49:09.000000000,0.117465277778
2016-10-03 22:49:11 ctwo:2.899 csi:2.923 QNGX6,2016-10-03 22:49:11,2.899,2016-10-03 20:00:00,2.923,-0.00821074238796,0.00821074238796,Close,0 days 02:49:11.000000000,0.117488425926
2016-10-03 22:49:12 ctwo:16750.0 csi:16605.0 @NKDZ6,2016-10-03 22:49:12,16750.0,2016-10-03 20:00:00,16605.0,0.00873230954532,0.00873230954532,Close,0 days 02:49:12.000000000,0.1175
2016-10-04 08:00:28 ctwo:198.8 csi:196.9 @OJX6,2016-10-04 08:00:28,198.8,2016-10-03 20:00:00,196.9,0.00964956830879,0.00964956830879,Close,0 days 12:00:28.000000000,0.500324074074
2016-10-04 09:31:05 ctwo:44.625 csi:44.175 @HEZ6,2016-10-04 09:31:05,44.625,2016-10-03 20:00:00,44.175,0.0101867572156,0.0101867572156,Close,0 days 13:31:05.000000000,0.563252314815
