2017-01-17 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,prevSEA,prevSRUN,prevvSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,FX,PC2017-01-17 00:00:00,Close2017-01-17 00:00:00,group,RiskOn,Custom,vSTART,LastSEA,SEA2017-01-17 00:00:00,LastSRUN,SRUN2017-01-17 00:00:00,prevACT,LastSIG,LastSAFEf,finalQTY,SIG2017-01-13 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2017-01-13 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2017-01-13 00:00:00,1LastSAFEf,1finalQTY,1SIG2017-01-13 00:00:00,None,RiskOff,AntiCustom,Anti1LastSIG,Anti0.75LastSIG,Anti0.5LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,Voting5,Voting6,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Custom,PNL_AntiCustom,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_Anti0.5LastSIG,PNL_prevSEA,PNL_LastSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
AC,@ACG7,1.506,0.035456445,0.020325203252,1.0,1.0,1.0,1.0,1.0,11.0,2016-12-28,1028.236905,1.0,1.0,1.0,43674.0,1.0,0.020325203252,1.506,energy,1.0,1.0,2016-12-28,1.0,1.0,12.0,12.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,-1.0,0.0,-1.0,1.0,1.0,1.0,-1,1,1.0,0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0
AD,@ADH7,0.7554,0.0063,0.00827549386012,1.0,1.0,-1.0,1.0,-1.0,13.0,2016-12-23,630.0,1.0,1.0,1.0,75540.0,1.0,0.00827549386012,0.7554,currency,1.0,1.0,2016-12-23,-1.0,-1.0,14.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,2.0,1.0,1.0,2.0,1.0,1.0,0,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,1,-1,1.0,0.0,0.0,-1.0,1.0,0.0,-1,-1,-1.0,-1,625.130806193,625.130806193,625.130806193,-625.130806193,625.130806193,-625.130806193,625.130806193,-625.130806193,625.130806193,625.130806193,-625.130806193,625.130806193,-625.130806193,-625.130806193,625.130806193,-625.130806193,-625.130806193,625.130806193,-625.130806193,625.130806193,-625.130806193,-625.130806193,-625.130806193,-625.130806193,-625.130806193,-625.130806193,625.130806193,-625.130806193,625.130806193,0.0,0.0,-625.130806193,625.130806193,0.0,-625.130806193
AEX,AEXG7,479.85,3.3075864035,-0.00485436893758,-1.0,1.0,1.0,1.0,-1.0,-9.0,2017-01-03,708.617311086,1.0,1.0,1.0,102803.064,0.933532486931,-0.00485436893758,479.85,index,1.0,1.0,2017-01-03,-1.0,-1.0,-10.0,-10.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,1.0,1.0,0.0,-1.0,1.0,0.0,-1,-1,-1.0,-1,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0
BO,@BOH7,35.56,0.6715,-0.00112359550562,-1.0,1.0,-1.0,1.0,-1.0,-9.0,2016-12-30,402.9,2.0,1.0,1.0,21336.0,1.0,-0.00112359550562,35.56,grain,1.0,1.0,2016-12-30,-1.0,-1.0,-10.0,-10.0,-1.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,1.0,2.0,1.0,1.0,2.0,1.0,0,-1,-1,-1,-1,1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,-1.0,-1,1,0.0,0,-47.9460674157,47.9460674157,47.9460674157,-47.9460674157,-47.9460674157,47.9460674157,-47.9460674157,47.9460674157,-47.9460674157,-47.9460674157,47.9460674157,-47.9460674157,47.9460674157,47.9460674157,-47.9460674157,47.9460674157,47.9460674157,-47.9460674157,-47.9460674157,47.9460674157,47.9460674157,-47.9460674157,-47.9460674157,-47.9460674157,-0.0,-0.0,-47.9460674157,-47.9460674157,-47.9460674157,-47.9460674157,-47.9460674157,-47.9460674157,-47.9460674157,47.9460674157,47.9460674157
BP,@BPH7,1.2411,0.01312,0.0172950819672,1.0,1.0,1.0,-1.0,-1.0,6.0,2017-01-05,820.0,1.0,1.0,1.0,77568.75,1.0,0.0172950819672,1.2411,currency,1.0,1.0,2017-01-05,-1.0,-1.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,-1.0,0,-1,-1,1,-1,-1,1,-1,-1,1,1,-1,-1,1,1,1.0,1.0,0.0,-1.0,1.0,1.0,-1,0,0.0,-1,1341.55788934,1341.55788934,1341.55788934,-1341.55788934,1341.55788934,-1341.55788934,1341.55788934,-1341.55788934,1341.55788934,1341.55788934,1341.55788934,-1341.55788934,1341.55788934,-1341.55788934,-1341.55788934,-1341.55788934,-1341.55788934,1341.55788934,-1341.55788934,1341.55788934,1341.55788934,-1341.55788934,-1341.55788934,0.0,0.0,-1341.55788934,1341.55788934,1341.55788934,1341.55788934,1341.55788934,0.0,-1341.55788934,1341.55788934,1341.55788934,-1341.55788934
C,@CH7,365.5,5.0625,0.0195258019526,1.0,-1.0,1.0,-1.0,1.0,13.0,2016-12-23,253.125,3.0,1.0,1.0,18275.0,1.0,0.0195258019526,365.5,grain,1.0,1.0,2016-12-23,1.0,1.0,14.0,14.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,0,-1,-1,1,1,-1,-1,-1,1,-1,1,1,-1,1,1,-1.0,0.0,0.0,-1.0,0.0,1.0,-1,1,1.0,0,1070.50209205,1070.50209205,1070.50209205,-1070.50209205,1070.50209205,-1070.50209205,1070.50209205,-1070.50209205,1070.50209205,-1070.50209205,1070.50209205,-1070.50209205,1070.50209205,1070.50209205,-1070.50209205,1070.50209205,1070.50209205,-1070.50209205,1070.50209205,-1070.50209205,1070.50209205,1070.50209205,-1070.50209205,1070.50209205,1070.50209205,0.0,1070.50209205,1070.50209205,-1070.50209205,0.0,0.0,-1070.50209205,0.0,1070.50209205,-1070.50209205
CC,@CCH7,2235.0,67.95,0.00994125621329,1.0,-1.0,-1.0,-1.0,1.0,2.0,2017-01-05,679.5,1.0,1.0,1.0,22350.0,1.0,0.00994125621329,2235.0,soft,1.0,1.0,2017-01-05,1.0,1.0,3.0,3.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,2.0,0.0,-1.0,2.0,0.0,-1.0,0,-1,-1,1,1,1,-1,1,1,-1,1,1,1,-1,1,1.0,0.0,1.0,1.0,-1.0,1.0,-1,1,1.0,1,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0
CD,@CDH7,0.7666,0.0054675,0.00524521374246,1.0,1.0,-1.0,1.0,-1.0,12.0,2016-12-27,546.75,1.0,1.0,1.0,76660.0,1.0,0.00524521374246,0.7666,currency,1.0,1.0,2017-01-09,-1.0,-1.0,-5.0,-5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,2.0,1.0,1.0,2.0,1.0,1.0,0,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,1,-1,1.0,0.0,0.0,-1.0,1.0,0.0,-1,-1,-1.0,-1,402.098085497,402.098085497,402.098085497,-402.098085497,402.098085497,-402.098085497,402.098085497,-402.098085497,402.098085497,402.098085497,-402.098085497,402.098085497,-402.098085497,-402.098085497,402.098085497,-402.098085497,-402.098085497,402.098085497,-402.098085497,402.098085497,-402.098085497,-402.098085497,-402.098085497,-402.098085497,-402.098085497,-402.098085497,402.098085497,-402.098085497,402.098085497,0.0,0.0,-402.098085497,402.098085497,0.0,-402.098085497
CGB,CBH7,138.27,0.561,0.00188392145497,1.0,1.0,-1.0,1.0,-1.0,8.0,2017-01-04,429.950950337,2.0,1.0,1.0,105970.263642,1.3048,0.00188392145497,138.27,rates,-1.0,1.0,2017-01-04,-1.0,-1.0,9.0,9.0,-1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,1.0,0.0,1.0,0,1,-1,-1,-1,1,1,1,-1,1,-1,-1,1,-1,-1,1.0,0.0,0.0,1.0,0.0,-1.0,1,-1,-1.0,0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
CL,QCLH7,53.26,1.274223253,0.00206961429915,1.0,1.0,1.0,1.0,1.0,-6.0,2017-01-05,1274.223253,1.0,1.0,1.0,53260.0,1.0,0.00206961429915,53.26,energy,1.0,1.0,2017-01-05,1.0,1.0,-7.0,-7.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,1,1,1.0,1.0,0.0,1.0,0.0,0.0,-1,0,-1.0,-1,110.227657573,110.227657573,-110.227657573,110.227657573,110.227657573,-110.227657573,110.227657573,-110.227657573,110.227657573,110.227657573,110.227657573,110.227657573,-110.227657573,-110.227657573,-110.227657573,110.227657573,110.227657573,-110.227657573,110.227657573,-110.227657573,-110.227657573,110.227657573,-110.227657573,0.0,-110.227657573,-110.227657573,110.227657573,110.227657573,110.227657573,110.227657573,0.0,110.227657573,0.0,0.0,-110.227657573
