2017-07-04 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,prevSEA,prevSRUN,prevvSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,FX,PC2017-07-03 00:00:00,Close2017-07-03 00:00:00,group,RiskOn,Custom,PC2017-07-04 00:00:00,Close2017-07-04 00:00:00,vSTART,LastSEA,SEA2017-07-03 00:00:00,LastSRUN,SRUN2017-07-03 00:00:00,SEA2017-07-04 00:00:00,SRUN2017-07-04 00:00:00,prevACT,LastSIG,LastSAFEf,finalQTY,SIG2017-07-03 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2017-07-03 00:00:00,0.5SIG2017-06-30 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2017-07-03 00:00:00,0.75SIG2017-06-30 00:00:00,1LastSAFEf,1finalQTY,1SIG2017-07-03 00:00:00,1SIG2017-06-30 00:00:00,None,RiskOff,AntiCustom,Anti1LastSIG,Anti0.75LastSIG,Anti0.5LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,Voting5,Voting6,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Custom,PNL_AntiCustom,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_Anti0.5LastSIG,PNL_prevSEA,PNL_LastSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
KC,@KCU7,127.7,2.9793532435,,1.0,-1.0,-1.0,1.0,1.0,-7.0,2017-06-22,1117.25746631,1.0,1.0,1.0,47887.5,1.0,0.0159108989658,127.7,soft,1.0,1.0,,,2017-06-22,1.0,1.0,-7.0,-7.0,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,,1.0,0.0,-1.0,,2.0,0.0,1.0,,0,-1,-1,-1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,0.0,1.0,0.0,1.0,-1,-1,0.0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KW,@KWU7,559.5,14.282472326,,1.0,-1.0,-1.0,1.0,-1.0,-5.0,2017-06-26,714.1236163,1.0,1.0,1.0,27975.0,1.0,0.056657223796,559.5,grain,1.0,1.0,,,2017-06-26,-1.0,-1.0,-5.0,-5.0,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,,1.0,0.0,-1.0,,2.0,0.0,1.0,,0,-1,-1,-1,1,1,1,-1,-1,1,-1,-1,1,1,-1,1.0,0.0,1.0,-1.0,1.0,0.0,1,-1,-1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LB,@LBU7,357.7,6.5423996655,,1.0,1.0,-1.0,1.0,-1.0,-4.0,2017-06-27,719.663963205,1.0,1.0,1.0,39347.0,1.0,0.00449311991014,357.7,soft,1.0,-1.0,,,2017-06-27,-1.0,-1.0,-4.0,-4.0,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,,2.0,0.0,1.0,,2.0,0.0,1.0,,0,-1,1,-1,-1,1,1,-1,-1,1,-1,-1,-1,1,-1,1.0,0.0,0.0,-1.0,1.0,0.0,-1,-1,-1.0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LC,@LEQ7,115.75,2.135,,-1.0,-1.0,-1.0,-1.0,1.0,7.0,2017-06-22,854.0,1.0,1.0,1.0,46300.0,1.0,-0.00472914875322,115.75,meat,1.0,-1.0,,,2017-06-22,1.0,1.0,7.0,7.0,,,-1.0,1.0,1.0,1.0,1.0,2.0,1.0,-1.0,,2.0,1.0,-1.0,,2.0,1.0,-1.0,,0,-1,1,1,1,1,-1,1,1,-1,1,1,1,-1,1,1.0,0.0,1.0,1.0,-1.0,1.0,-1,1,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCO,EBU7,49.61,1.1123040285,-0.00140901771337,-1.0,-1.0,-1.0,1.0,1.0,6.0,2017-06-23,1112.3040285,1.0,1.0,1.0,49610.0,1.0,,,energy,1.0,1.0,-0.00140901771337,49.61,2017-06-23,-1.0,,7.0,,-1.0,7.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,,1.0,0.0,-1.0,,2.0,0.0,1.0,,0,-1,-1,-1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,0.0,1.0,0.0,1.0,-1,-1,0.0,-1,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0
LGO,GASQ7,451.25,9.7447191695,0.00557103064067,1.0,-1.0,-1.0,1.0,1.0,5.0,2017-06-26,974.47191695,1.0,1.0,1.0,45125.0,1.0,,,energy,1.0,1.0,0.00557103064067,451.25,2017-06-26,1.0,,6.0,,1.0,6.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,,1.0,0.0,-1.0,,2.0,0.0,1.0,,0,-1,-1,-1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,0.0,1.0,0.0,1.0,-1,-1,0.0,-1,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0
LH,@HEQ7,84.4,1.76625,,1.0,1.0,-1.0,1.0,-1.0,-4.0,2017-06-27,706.5,1.0,1.0,1.0,33760.0,1.0,0.00776119402985,84.4,meat,1.0,-1.0,,,2017-06-27,-1.0,-1.0,-4.0,-4.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,,2.0,1.0,1.0,,2.0,1.0,1.0,,0,-1,1,-1,-1,1,1,-1,-1,1,-1,-1,-1,1,-1,1.0,0.0,0.0,-1.0,1.0,0.0,-1,-1,-1.0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LRC,LRCU7,2149.0,38.0262446665,0.00139794967381,1.0,1.0,-1.0,1.0,-1.0,-7.0,2017-06-22,380.262446665,2.0,1.0,1.0,21490.0,1.0,,,soft,1.0,1.0,0.00139794967381,2149.0,2017-06-22,-1.0,,-8.0,,-1.0,-8.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,,2.0,0.0,1.0,,2.0,0.0,1.0,,0,-1,-1,-1,-1,1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,-1.0,-1,1,0.0,0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
LSU,QWV7,388.9,7.836058422,-0.00409731113956,-1.0,1.0,1.0,1.0,-1.0,5.0,2017-06-26,391.8029211,2.0,1.0,1.0,19445.0,1.0,,,soft,1.0,1.0,-0.00409731113956,388.9,2017-06-26,-1.0,,6.0,,-1.0,6.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,2.0,0.0,1.0,,2.0,0.0,1.0,,0,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,1.0,1.0,0.0,-1.0,1.0,0.0,-1,-1,-1.0,-1,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0
MEM,@MMEU7,1012.1,11.474109468,0.0,1.0,-1.0,-1.0,-1.0,1.0,10.0,2017-06-19,573.7054734,1.0,1.0,1.0,50605.0,1.0,,,index,1.0,1.0,0.0,1012.1,2017-05-18,1.0,,-33.0,,1.0,-33.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,,2.0,0.0,-1.0,,2.0,0.0,-1.0,,0,-1,-1,1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,0.0,-1.0,0.0,1.0,-1,-1,0.0,-1,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0
MFX,IBN7,10551.9,145.823384288,-0.00229761161854,-1.0,1.0,1.0,1.0,-1.0,-4.0,2017-06-27,1654.36629474,1.0,1.0,1.0,119711.3055,0.881445570736,,,index,1.0,1.0,-0.00229761161854,10551.9,2017-06-27,-1.0,,1.0,,-1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,1.0,0.0,1.0,,1.0,0.0,1.0,,0,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,1.0,1.0,0.0,-1.0,1.0,0.0,-1,-1,-1.0,-1,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0
MP,@PXU7,0.05424,0.000541793,,-1.0,-1.0,-1.0,-1.0,1.0,4.0,2017-06-27,270.8965,3.0,1.0,1.0,27120.0,1.0,-0.00458799779776,0.05424,currency,1.0,1.0,,,2017-06-27,1.0,1.0,4.0,4.0,,,-1.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,,2.0,3.0,-1.0,,2.0,3.0,-1.0,,0,-1,-1,1,1,1,-1,1,1,-1,1,1,1,-1,1,1.0,0.0,1.0,1.0,-1.0,1.0,-1,1,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MW,@MWU7,816.0,24.255978261,,1.0,1.0,-1.0,1.0,-1.0,11.0,2017-06-16,1212.79891305,1.0,1.0,1.0,40800.0,1.0,0.0573372206025,816.0,grain,1.0,1.0,,,2017-06-16,-1.0,-1.0,11.0,11.0,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,,2.0,0.0,1.0,,2.0,0.0,1.0,,0,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,1,-1,1.0,0.0,0.0,-1.0,1.0,0.0,-1,-1,-1.0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,@NEU7,0.7288,0.00531352,,-1.0,-1.0,-1.0,1.0,1.0,22.0,2017-06-01,531.352,1.0,1.0,1.0,72880.0,1.0,-0.0035548263604,0.7288,currency,1.0,1.0,,,2017-06-01,1.0,1.0,22.0,22.0,,,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,,1.0,1.0,-1.0,,1.0,1.0,1.0,,0,-1,-1,-1,1,1,-1,1,1,-1,-1,1,1,-1,1,1.0,0.0,1.0,1.0,-1.0,0.0,-1,1,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NG,QNGQ7,2.951,0.0813756545,,-1.0,-1.0,-1.0,1.0,-1.0,11.0,2017-06-16,813.756545,1.0,1.0,1.0,29510.0,1.0,-0.0276771004942,2.951,energy,1.0,1.0,,,2017-06-16,-1.0,-1.0,11.0,11.0,,,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,,1.0,1.0,-1.0,,2.0,1.0,1.0,,0,-1,-1,-1,1,1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,-1.0,1,1,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIY,@NKDU7,20145.0,180.5,,1.0,1.0,-1.0,1.0,1.0,3.0,2017-04-18,796.698446328,1.0,1.0,1.0,88916.8432203,113.28,0.00398704211313,20145.0,index,1.0,-1.0,,,2017-04-18,1.0,1.0,3.0,3.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,,2.0,1.0,1.0,,2.0,1.0,1.0,,0,-1,1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1,-1,0.0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NQ,@NQU7,5589.25,88.9551673555,,-1.0,-1.0,1.0,-1.0,1.0,6.0,2017-06-23,1779.10334711,1.0,1.0,1.0,111785.0,1.0,-0.0112334704347,5589.25,index,1.0,1.0,,,2017-06-23,1.0,1.0,6.0,6.0,,,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,-1.0,,2.0,1.0,-1.0,,0,-1,-1,1,1,-1,-1,1,1,-1,1,1,1,1,1,1.0,1.0,1.0,1.0,-1.0,1.0,-1,1,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,@OZ7,294.5,10.1194007855,,1.0,-1.0,-1.0,1.0,-1.0,-4.0,2017-06-27,505.970039275,1.0,1.0,1.0,14725.0,1.0,0.0415561450044,294.5,grain,1.0,-1.0,,,2017-06-27,-1.0,-1.0,-4.0,-4.0,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,,1.0,0.0,-1.0,,2.0,0.0,1.0,,0,-1,1,-1,1,1,1,-1,-1,1,-1,-1,1,1,-1,1.0,0.0,1.0,-1.0,1.0,0.0,1,-1,-1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ,@OJU7,133.65,4.6683296455,,1.0,1.0,1.0,-1.0,-1.0,-4.0,2017-06-27,700.249446825,1.0,1.0,1.0,20047.5,1.0,0.00829875518672,133.65,soft,1.0,1.0,,,2017-06-27,-1.0,-1.0,-4.0,-4.0,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,1.0,0.0,1.0,,2.0,0.0,-1.0,,0,-1,-1,1,-1,-1,1,-1,-1,1,1,-1,-1,1,1,1.0,1.0,0.0,-1.0,1.0,1.0,-1,0,0.0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,QPAU7,842.4,19.85,,1.0,1.0,1.0,-1.0,1.0,-4.0,2017-06-27,1985.0,1.0,1.0,1.0,84240.0,1.0,0.00687264686548,842.4,metal,1.0,1.0,,,2017-06-27,1.0,1.0,-4.0,-4.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,2.0,1.0,-1.0,,0,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,-1.0,0.0,-1.0,-1.0,1.0,1.0,-1,1,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL,QPLV7,906.1,15.8595766965,,-1.0,-1.0,-1.0,-1.0,1.0,-4.0,2017-06-27,792.978834825,1.0,1.0,1.0,45305.0,1.0,-0.0219127806563,906.1,metal,-1.0,1.0,,,2017-06-27,1.0,1.0,-4.0,-4.0,,,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,,2.0,1.0,-1.0,,2.0,1.0,-1.0,,0,1,-1,1,1,1,-1,1,1,-1,1,1,1,-1,-1,-1.0,-1.0,0.0,1.0,-1.0,0.0,1,1,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB,QRBQ7,1.5348,0.036502017,,1.0,-1.0,-1.0,1.0,1.0,-8.0,2017-06-21,1533.084714,1.0,1.0,1.0,64461.6,1.0,0.013939353901,1.5348,energy,1.0,1.0,,,2017-06-21,1.0,1.0,-8.0,-8.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,,1.0,1.0,-1.0,,2.0,1.0,1.0,,0,-1,-1,-1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,0.0,1.0,0.0,1.0,-1,-1,0.0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RR,@RRU7,11.815,0.2296838105,,1.0,1.0,1.0,1.0,1.0,-10.0,2017-06-19,459.367621,2.0,1.0,1.0,23630.0,1.0,0.0,11.815,grain,1.0,-1.0,,,2017-06-19,1.0,1.0,-10.0,-10.0,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,1.0,0.0,1.0,,1.0,0.0,1.0,,0,-1,1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,-1.0,0.0,-1.0,1.0,1.0,1.0,-1,1,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS,@RSX7,504.8,6.59,0.0136546184739,1.0,-1.0,-1.0,-1.0,-1.0,-6.0,2017-06-22,101.878333462,9.0,2.0,2.0,7803.97310041,1.2937,,,grain,1.0,-1.0,0.0136546184739,504.8,2017-06-22,-1.0,,-7.0,,-1.0,-7.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,,-1.0,2.0,0.0,,-1.0,2.0,0.0,,-1.0,0,-1,1,1,1,1,1,-1,-1,1,1,-1,1,1,-1,1.0,0.0,1.0,-1.0,1.0,1.0,1,0,1.0,1,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
S,@SX7,980.75,14.1481486455,,1.0,1.0,-1.0,1.0,-1.0,-6.0,2017-06-23,707.407432275,1.0,1.0,1.0,49037.5,1.0,0.0272322597539,980.75,grain,1.0,-1.0,,,2017-06-23,-1.0,-1.0,-6.0,-6.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,,2.0,1.0,1.0,,2.0,1.0,1.0,,0,-1,1,-1,-1,1,1,-1,-1,1,-1,-1,-1,1,-1,1.0,0.0,0.0,-1.0,1.0,0.0,-1,-1,-1.0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB,@SBV7,13.92,0.393659536,,1.0,-1.0,1.0,-1.0,1.0,3.0,2017-05-24,440.89868032,2.0,1.0,1.0,15590.4,1.0,0.00796524257784,13.92,soft,1.0,1.0,,,2017-05-24,1.0,1.0,3.0,3.0,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,1.0,0.0,-1.0,,1.0,0.0,-1.0,,0,-1,-1,1,1,-1,-1,-1,1,-1,1,1,-1,1,1,-1.0,0.0,0.0,-1.0,0.0,1.0,-1,1,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF,@SFU7,1.0419,0.005697616,,-1.0,1.0,1.0,1.0,1.0,10.0,2017-06-19,712.202,1.0,1.0,1.0,130237.5,1.0,-0.00563084558122,1.0419,currency,1.0,1.0,,,2017-06-19,1.0,1.0,10.0,10.0,,,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,,2.0,1.0,1.0,,0,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,1,1,1.0,1.0,0.0,1.0,0.0,0.0,-1,0,-1.0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SI,QSIU7,1609.2,30.3453034715,,-1.0,-1.0,1.0,-1.0,1.0,-4.0,2017-06-27,1517.26517358,1.0,1.0,1.0,80460.0,1.0,-0.032176580261,1609.2,metal,-1.0,1.0,,,2017-06-27,1.0,1.0,-4.0,-4.0,,,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,,2.0,1.0,-1.0,,2.0,1.0,-1.0,,0,1,-1,1,1,-1,-1,1,1,-1,1,1,1,-1,1,-1.0,0.0,0.0,1.0,-1.0,0.0,1,1,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN,INN7,9625.0,76.571049213,0.000103906899418,1.0,-1.0,-1.0,-1.0,1.0,-18.0,2017-06-07,153.142098426,6.0,1.0,1.0,19250.0,1.0,,,index,1.0,1.0,0.000103906899418,9625.0,2017-06-07,1.0,,-19.0,,1.0,-19.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,,1.0,0.0,-1.0,,1.0,0.0,-1.0,,0,-1,-1,1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,0.0,-1.0,0.0,1.0,-1,-1,0.0,-1,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0
SJB,BBU7,150.14,0.146,-6.66000666002e-05,-1.0,1.0,1.0,1.0,1.0,-17.0,2017-06-08,128.884180791,7.0,1.0,1.0,132538.841808,113.28,,,rates,-1.0,1.0,-6.66000666002e-05,150.14,2017-06-08,1.0,,-18.0,,1.0,-18.0,-1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,,2.0,0.0,1.0,,2.0,0.0,1.0,,0,1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,1,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1,0,-1.0,-1,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0
SM,@SMZ7,320.4,5.1436560205,,1.0,1.0,-1.0,1.0,-1.0,-6.0,2017-06-23,514.36560205,1.0,1.0,1.0,32040.0,1.0,0.0295629820051,320.4,grain,1.0,-1.0,,,2017-06-23,-1.0,-1.0,-6.0,-6.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,,2.0,1.0,1.0,,2.0,1.0,1.0,,0,-1,1,-1,-1,1,1,-1,-1,1,-1,-1,-1,1,-1,1.0,0.0,0.0,-1.0,1.0,0.0,-1,-1,-1.0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMI,SWU7,8981.0,95.274825175,-0.00266518600777,-1.0,1.0,-1.0,1.0,-1.0,5.0,2017-06-26,986.690401564,1.0,1.0,1.0,93009.5277548,0.9656,,,index,1.0,1.0,-0.00266518600777,8981.0,2017-06-27,-1.0,,-5.0,,-1.0,-5.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,,2.0,0.0,1.0,,2.0,0.0,1.0,,0,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,1,-1,1.0,0.0,0.0,-1.0,1.0,0.0,-1,-1,-1.0,-1,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0
SSG,SSN7,356.55,3.324143515,-0.00405027932961,-1.0,1.0,1.0,1.0,1.0,9.0,2017-06-20,480.749658688,2.0,1.0,1.0,51565.5506544,1.3829,,,index,1.0,-1.0,-0.00405027932961,356.55,2017-06-20,1.0,,-3.0,,1.0,-3.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,1.0,0.0,1.0,,1.0,0.0,1.0,,0,-1,1,-1,-1,-1,-1,1,1,-1,-1,1,-1,1,1,1.0,1.0,0.0,1.0,0.0,0.0,-1,0,-1.0,-1,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
STW,TWN7,383.7,4.147942461,-0.00750129332644,-1.0,1.0,-1.0,1.0,1.0,15.0,2017-06-12,414.7942461,2.0,1.0,1.0,38370.0,1.0,,,index,1.0,1.0,-0.00750129332644,383.7,2017-06-12,1.0,,16.0,,1.0,16.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,,1.0,0.0,1.0,,1.0,0.0,1.0,,0,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1,-1,0.0,-1,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
SXE,EXU7,3479.0,43.3854430385,-0.000861573808156,-1.0,1.0,-1.0,1.0,-1.0,-4.0,2017-06-27,492.207851272,2.0,1.0,1.0,39469.255,0.881445570736,,,index,1.0,1.0,-0.000861573808156,3479.0,2017-06-27,-1.0,,-5.0,,-1.0,-5.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,,2.0,0.0,1.0,,2.0,0.0,1.0,,0,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,1,-1,1.0,0.0,0.0,-1.0,1.0,0.0,-1,-1,-1.0,-1,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0
TF,@TFSU7,1424.6,17.299537621,0.0,1.0,1.0,1.0,1.0,-1.0,-25.0,2017-05-29,1729.9537621,1.0,1.0,1.0,142460.0,1.0,,,index,1.0,1.0,0.0,1424.6,2017-06-27,-1.0,,5.0,,-1.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,2.0,0.0,1.0,,2.0,0.0,1.0,,0,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,1.0,1.0,0.0,-1.0,1.0,0.0,-1,-1,-1.0,-1,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0
