2017-01-27 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,prevSEA,prevSRUN,prevvSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,FX,PC2017-01-27 00:00:00,Close2017-01-27 00:00:00,group,RiskOn,Custom,vSTART,LastSEA,SEA2017-01-27 00:00:00,LastSRUN,SRUN2017-01-27 00:00:00,prevACT,LastSIG,LastSAFEf,finalQTY,SIG2017-01-26 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2017-01-26 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2017-01-26 00:00:00,1LastSAFEf,1finalQTY,1SIG2017-01-26 00:00:00,None,RiskOff,AntiCustom,Anti1LastSIG,Anti0.75LastSIG,Anti0.5LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,Voting5,Voting6,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Custom,PNL_AntiCustom,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_Anti0.5LastSIG,PNL_prevSEA,PNL_LastSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
AC,@ACH7,1.504,0.031525368,0.0114324142569,1.0,-1.0,-1.0,1.0,1.0,19.0,2016-12-28,914.235672,1.0,1.0,1.0,43616.0,1.0,0.0114324142569,1.504,energy,1.0,1.0,2016-12-28,1.0,1.0,20.0,20.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,2.0,0.0,1.0,0,-1,-1,-1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,0.0,1.0,0.0,1.0,-1,-1,0.0,-1,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0
AD,@ADH7,0.7544,0.006815,0.0,1.0,1.0,-1.0,1.0,1.0,21.0,2016-12-23,681.5,1.0,1.0,1.0,75440.0,1.0,0.0,0.7544,currency,1.0,1.0,2017-01-23,1.0,1.0,-4.0,-4.0,-1.0,1.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,-1,-1,-1,-1,1,-1,1,1,-1,-1,1,-1,-1,1,1.0,0.0,0.0,1.0,0.0,0.0,-1,0,-1.0,-1,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AEX,AEXG7,484.05,3.924543072,-0.00103188525436,-1.0,-1.0,1.0,-1.0,-1.0,-17.0,2017-01-03,839.695235685,1.0,1.0,1.0,103567.338,0.934754159656,-0.00103188525436,484.05,index,1.0,1.0,2017-01-03,-1.0,-1.0,-18.0,-18.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,-1.0,2.0,0.0,-1.0,0,-1,-1,1,1,-1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1,1.0,1,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
BO,@BOH7,34.27,0.5745,-0.00580214679431,-1.0,-1.0,1.0,-1.0,1.0,9.0,2017-01-12,344.7,2.0,1.0,1.0,20562.0,1.0,-0.00580214679431,34.27,grain,1.0,1.0,2017-01-12,1.0,1.0,10.0,10.0,-1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,0,-1,-1,1,1,-1,-1,1,1,-1,1,1,1,1,1,1.0,1.0,1.0,1.0,-1.0,1.0,-1,1,1.0,1,-238.607484769,238.607484769,238.607484769,-238.607484769,-238.607484769,238.607484769,-238.607484769,238.607484769,-238.607484769,238.607484769,-238.607484769,238.607484769,-238.607484769,-238.607484769,238.607484769,-238.607484769,-238.607484769,238.607484769,-238.607484769,238.607484769,-238.607484769,-238.607484769,-238.607484769,-238.607484769,-238.607484769,-238.607484769,-238.607484769,-238.607484769,-238.607484769,-238.607484769,-238.607484769,-238.607484769,238.607484769,-238.607484769,238.607484769
BP,@BPH7,1.2569,0.014795,-0.0040412044374,-1.0,1.0,1.0,1.0,-1.0,-12.0,2017-01-09,924.6875,1.0,1.0,1.0,78556.25,1.0,-0.0040412044374,1.2569,currency,1.0,1.0,2017-01-09,-1.0,-1.0,-13.0,-13.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0,-1,-1,-1,-1,-1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,-1.0,-1,1,0.0,0,-317.461866086,317.461866086,317.461866086,-317.461866086,-317.461866086,317.461866086,-317.461866086,317.461866086,-317.461866086,-317.461866086,-317.461866086,-317.461866086,317.461866086,317.461866086,317.461866086,317.461866086,317.461866086,-317.461866086,-317.461866086,317.461866086,317.461866086,-317.461866086,-317.461866086,-317.461866086,-0.0,-0.0,-317.461866086,-317.461866086,-317.461866086,-317.461866086,-317.461866086,-317.461866086,-317.461866086,317.461866086,317.461866086
C,@CH7,362.5,5.075,-0.00343642611684,-1.0,1.0,-1.0,1.0,1.0,21.0,2016-12-23,253.75,3.0,1.0,1.0,18125.0,1.0,-0.00343642611684,362.5,grain,1.0,1.0,2016-12-23,1.0,1.0,22.0,22.0,-1.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,1.0,3.0,1.0,1.0,3.0,1.0,0,-1,-1,-1,-1,1,-1,1,1,-1,-1,1,-1,-1,1,1.0,0.0,0.0,1.0,0.0,0.0,-1,0,-1.0,-1,-186.855670103,186.855670103,186.855670103,-186.855670103,-186.855670103,186.855670103,-186.855670103,186.855670103,-186.855670103,-186.855670103,186.855670103,-186.855670103,186.855670103,186.855670103,-186.855670103,-186.855670103,-186.855670103,186.855670103,-186.855670103,186.855670103,186.855670103,-186.855670103,186.855670103,-0.0,186.855670103,186.855670103,186.855670103,-186.855670103,-186.855670103,-0.0,-0.0,-186.855670103,-0.0,-0.0,186.855670103
CC,@CCH7,2095.0,65.0,-0.0173545966229,-1.0,1.0,-1.0,1.0,1.0,-7.0,2017-01-17,650.0,1.0,1.0,1.0,20950.0,1.0,-0.0173545966229,2095.0,soft,1.0,1.0,2017-01-17,1.0,1.0,-8.0,-8.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,2.0,0.0,1.0,2.0,0.0,1.0,0,-1,-1,-1,-1,1,-1,1,1,-1,-1,1,-1,-1,1,1.0,0.0,0.0,1.0,0.0,0.0,-1,0,-1.0,-1,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
CD,@CDH7,0.76185,0.006525,-0.00314033366045,-1.0,-1.0,-1.0,-1.0,1.0,-5.0,2017-01-19,652.5,1.0,1.0,1.0,76185.0,1.0,-0.00314033366045,0.76185,currency,1.0,1.0,2017-01-19,1.0,1.0,-6.0,-6.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,2.0,1.0,-1.0,2.0,1.0,-1.0,0,-1,-1,1,1,1,-1,1,1,-1,1,1,1,-1,1,1.0,0.0,1.0,1.0,-1.0,1.0,-1,1,1.0,1,-239.246319921,239.246319921,239.246319921,-239.246319921,-239.246319921,239.246319921,-239.246319921,239.246319921,-239.246319921,239.246319921,239.246319921,239.246319921,-239.246319921,-239.246319921,-239.246319921,-239.246319921,-239.246319921,239.246319921,-239.246319921,239.246319921,-239.246319921,-239.246319921,-239.246319921,-239.246319921,-239.246319921,-239.246319921,239.246319921,-239.246319921,-239.246319921,-0.0,-239.246319921,-239.246319921,239.246319921,-239.246319921,239.246319921
CGB,CBH7,137.3,0.681,0.00358160953147,1.0,1.0,-1.0,1.0,-1.0,7.0,2017-01-17,517.988894805,1.0,1.0,1.0,104434.471743,1.3147,0.00358160953147,137.3,rates,-1.0,1.0,2017-01-17,-1.0,-1.0,8.0,8.0,1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,1.0,0.0,1.0,0,1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1,-1,-1.0,-1,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0
CL,QCLH7,53.17,1.3668750225,-0.011342506508,-1.0,1.0,-1.0,1.0,1.0,9.0,2017-01-12,1366.8750225,1.0,1.0,1.0,53170.0,1.0,-0.011342506508,53.17,energy,1.0,1.0,2017-01-12,1.0,1.0,10.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1,-1,0.0,-1,-603.08107103,603.08107103,-603.08107103,603.08107103,-603.08107103,603.08107103,-603.08107103,603.08107103,-603.08107103,-603.08107103,603.08107103,-603.08107103,603.08107103,603.08107103,-603.08107103,-603.08107103,-603.08107103,603.08107103,-603.08107103,603.08107103,-603.08107103,603.08107103,603.08107103,603.08107103,-0.0,603.08107103,603.08107103,603.08107103,603.08107103,603.08107103,603.08107103,-603.08107103,-603.08107103,-603.08107103,603.08107103
