2016-08-31 00:00:00,Contract,LastClose,ATR20,PC2016-08-31 00:00:00,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,LastSEA,LastSRUN,vSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,Close2016-08-31 00:00:00,group,RiskOn,Excess,SEA2016-08-31 00:00:00,SRUN2016-08-31 00:00:00,prevACT,prevSEA,prevSRUN,LastSIG,LastSAFEf,finalQTY,SIG2016-08-30 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2016-08-30 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2016-08-30 00:00:00,1LastSAFEf,1finalQTY,1SIG2016-08-30 00:00:00,RiskOff,AntiExcess,Anti1LastSIG,Anti0.75LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting4,Voting5,Voting6,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Excess,PNL_AntiExcess,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_prevSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13
HCM,HHIU6,9550.0,145.052912622,-0.00323557039975,-1.0,-1.0,-1.0,1.0,1.0,-21.0,2016-08-01,933.416426136,3.0,1.0,1.0,61454.3114543,9550.0,index,1.0,1.0,1.0,-21.0,1.0,1.0,-20.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,1.0,-1,-1,-1,1,-1,-1,-1.0,1,1,-1,-1,-1,1,-1,-1,-1,-1.0,1,1,1,-1,-596.519253236,596.519253236,-596.519253236,596.519253236,-596.519253236,596.519253236,-596.519253236,596.519253236,596.519253236,596.519253236,596.519253236,-596.519253236,596.519253236,-596.519253236,-596.519253236,596.519253236,596.519253236,-596.519253236,-596.519253236,596.519253236,596.519253236,596.519253236,-596.519253236,596.519253236,596.519253236,596.519253236,596.519253236,-596.519253236,-596.519253236,-596.519253236,596.519253236
HG,QHGZ6,207.75,2.9470005845,0.000481579581026,1.0,-1.0,1.0,-1.0,1.0,-10.0,2016-08-17,736.750146125,3.0,1.0,1.0,51937.5,207.75,metal,1.0,1.0,1.0,-10.0,-1.0,1.0,-9.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,-1,-1,1,1,-1,1,-1.0,1,-1,1,-1,-1,1,1,1,1,1.0,-1,-1,1,1,75.0361184686,75.0361184686,-75.0361184686,75.0361184686,75.0361184686,-75.0361184686,75.0361184686,-75.0361184686,75.0361184686,-75.0361184686,75.0361184686,-75.0361184686,75.0361184686,75.0361184686,75.0361184686,-75.0361184686,-75.0361184686,75.0361184686,-75.0361184686,75.0361184686,-75.0361184686,-75.0361184686,75.0361184686,75.0361184686,75.0361184686,75.0361184686,75.0361184686,-75.0361184686,-75.0361184686,75.0361184686,75.0361184686
HIC,HSIU6,22929.0,276.616239577,-0.000871497668744,-1.0,-1.0,-1.0,-1.0,1.0,-21.0,2016-08-01,1780.02728171,2.0,1.0,1.0,147548.262548,22929.0,index,1.0,1.0,1.0,-21.0,1.0,1.0,-20.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,-1,-1,1,1,-1,-1,-1.0,1,-1,-1,-1,-1,1,-1,-1,-1,-1.0,1,-1,1,-1,-257.175933676,257.175933676,-257.175933676,257.175933676,-257.175933676,257.175933676,-257.175933676,257.175933676,257.175933676,257.175933676,257.175933676,257.175933676,-257.175933676,-257.175933676,-257.175933676,257.175933676,257.175933676,-257.175933676,257.175933676,257.175933676,257.175933676,257.175933676,-257.175933676,257.175933676,257.175933676,257.175933676,257.175933676,-257.175933676,257.175933676,-257.175933676,257.175933676
HO,QHOV6,1.4257,0.0399457775,-0.0397386677443,-1.0,1.0,-1.0,1.0,1.0,22.0,2016-08-01,1677.722655,2.0,1.0,1.0,59879.4,1.4257,energy,1.0,1.0,1.0,22.0,-1.0,1.0,21.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,1.0,2.0,1.0,1.0,2.0,1.0,-1,-1,-1,-1,-1,1,1.0,-1,-1,1,1,1,-1,-1,-1,1,0.0,1,-1,1,-1,-4759.05516266,4759.05516266,4759.05516266,-4759.05516266,-4759.05516266,4759.05516266,-4759.05516266,4759.05516266,-4759.05516266,-4759.05516266,4759.05516266,-4759.05516266,4759.05516266,4759.05516266,-4759.05516266,4759.05516266,-4759.05516266,4759.05516266,4759.05516266,-4759.05516266,-4759.05516266,-4759.05516266,4759.05516266,4759.05516266,4759.05516266,-4759.05516266,-0.0,-4759.05516266,4759.05516266,-4759.05516266,4759.05516266
JY,@JYU6,0.9674,0.0087225,-0.00442523412576,-1.0,-1.0,1.0,-1.0,1.0,-9.0,2016-08-18,1090.3125,2.0,1.0,1.0,120925.0,0.9674,currency,-1.0,1.0,1.0,-9.0,-1.0,1.0,-8.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,1,-1,1,1,-1,1,-1.0,1,-1,1,-1,-1,1,1,1,1,1.0,-1,-1,1,1,-1070.24287331,1070.24287331,1070.24287331,-1070.24287331,1070.24287331,-1070.24287331,-1070.24287331,1070.24287331,-1070.24287331,1070.24287331,-1070.24287331,1070.24287331,-1070.24287331,-1070.24287331,-1070.24287331,1070.24287331,1070.24287331,-1070.24287331,1070.24287331,-1070.24287331,1070.24287331,1070.24287331,-1070.24287331,-1070.24287331,-1070.24287331,-1070.24287331,-1070.24287331,1070.24287331,1070.24287331,-1070.24287331,-1070.24287331
KC,@KCZ6,147.05,3.1485364985,0.00684697021568,1.0,1.0,1.0,1.0,1.0,10.0,2016-08-17,1180.70118694,2.0,1.0,1.0,55143.75,147.05,soft,1.0,1.0,1.0,10.0,1.0,1.0,-33.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,-1,-1,-1,-1,-1,-1,-1.0,1,1,-1,-1,-1,1,-1,-1,1,0.0,1,1,-1,-1,755.135227662,755.135227662,755.135227662,-755.135227662,755.135227662,-755.135227662,755.135227662,-755.135227662,755.135227662,755.135227662,755.135227662,755.135227662,-755.135227662,-755.135227662,755.135227662,-755.135227662,-755.135227662,755.135227662,755.135227662,-755.135227662,-755.135227662,-755.135227662,755.135227662,-755.135227662,-755.135227662,755.135227662,0.0,755.135227662,755.135227662,-755.135227662,-755.135227662
KW,@KWZ6,397.5,9.2293335335,0.00189035916824,1.0,-1.0,1.0,-1.0,1.0,-23.0,2016-07-29,461.466676675,5.0,1.0,1.0,19875.0,397.5,grain,1.0,1.0,1.0,-23.0,-1.0,1.0,-22.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,2.0,5.0,-1.0,2.0,5.0,-1.0,-1,-1,1,1,-1,1,-1.0,1,-1,1,-1,-1,1,1,1,1,1.0,-1,-1,1,1,187.854442344,187.854442344,-187.854442344,187.854442344,187.854442344,-187.854442344,187.854442344,-187.854442344,187.854442344,-187.854442344,187.854442344,-187.854442344,187.854442344,187.854442344,187.854442344,-187.854442344,-187.854442344,187.854442344,-187.854442344,187.854442344,-187.854442344,-187.854442344,187.854442344,187.854442344,187.854442344,187.854442344,187.854442344,-187.854442344,-187.854442344,187.854442344,187.854442344
LB,@LBX6,319.1,6.10190123,-0.00218886804253,-1.0,-1.0,-1.0,-1.0,1.0,-25.0,2016-07-27,671.2091353,3.0,1.0,1.0,35101.0,319.1,soft,1.0,-1.0,1.0,-25.0,-1.0,1.0,-24.0,1.0,1.0,0.0,1.0,2.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,-1,1,1,1,-1,1,-1.0,1,-1,-1,-1,-1,1,-1,-1,1,-1.0,-1,-1,1,1,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0
LC,@LEV6,106.575,1.76375,-0.00837404047453,-1.0,-1.0,1.0,-1.0,-1.0,18.0,2016-08-05,705.5,3.0,1.0,1.0,42630.0,106.575,meat,1.0,-1.0,-1.0,18.0,1.0,1.0,17.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,-1,1,1,1,-1,-1,1.0,-1,-1,1,-1,-1,1,-1,-1,1,-1.0,1,-1,1,-1,-1070.95603629,1070.95603629,-1070.95603629,1070.95603629,-1070.95603629,1070.95603629,1070.95603629,-1070.95603629,-1070.95603629,1070.95603629,-1070.95603629,1070.95603629,-1070.95603629,-1070.95603629,-1070.95603629,1070.95603629,-1070.95603629,1070.95603629,1070.95603629,-1070.95603629,1070.95603629,1070.95603629,-1070.95603629,1070.95603629,1070.95603629,-1070.95603629,1070.95603629,-1070.95603629,1070.95603629,-1070.95603629,1070.95603629
LCO,EBZ6,47.27,1.4145,-0.0380545380545,-1.0,-1.0,-1.0,-1.0,-1.0,21.0,2016-08-02,1414.5,2.0,1.0,1.0,47270.0,47.27,energy,1.0,1.0,-1.0,21.0,-1.0,-1.0,20.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,-1,-1,1,1,1,1,-1.0,1,-1,-1,1,-1,1,1,-1,1,1.0,-1,-1,1,1,-3597.67602768,3597.67602768,3597.67602768,-3597.67602768,-3597.67602768,3597.67602768,-3597.67602768,3597.67602768,-3597.67602768,3597.67602768,3597.67602768,3597.67602768,-3597.67602768,-3597.67602768,3597.67602768,-3597.67602768,3597.67602768,-3597.67602768,3597.67602768,3597.67602768,-3597.67602768,3597.67602768,-3597.67602768,-3597.67602768,3597.67602768,-3597.67602768,-3597.67602768,3597.67602768,3597.67602768,-3597.67602768,-3597.67602768
LGO,GASZ6,425.75,12.7416266245,-0.0290763968073,-1.0,1.0,-1.0,1.0,-1.0,22.0,2016-08-01,1274.16266245,2.0,1.0,1.0,42575.0,425.75,energy,1.0,1.0,-1.0,22.0,-1.0,-1.0,21.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,1.0,2.0,1.0,1.0,2.0,1.0,-1,-1,-1,-1,1,1,-1.0,1,1,-1,1,1,-1,1,-1,1,1.0,1,-1,1,-1,-2475.85518814,2475.85518814,2475.85518814,-2475.85518814,-2475.85518814,2475.85518814,-2475.85518814,2475.85518814,-2475.85518814,-2475.85518814,2475.85518814,-2475.85518814,2475.85518814,2475.85518814,2475.85518814,-2475.85518814,2475.85518814,-2475.85518814,-2475.85518814,2475.85518814,-2475.85518814,-2475.85518814,2475.85518814,-2475.85518814,2475.85518814,-2475.85518814,-2475.85518814,-2475.85518814,2475.85518814,-2475.85518814,2475.85518814
LH,@HEV6,62.85,1.855,0.0128928283642,1.0,1.0,-1.0,1.0,1.0,-4.0,2016-08-25,742.0,3.0,1.0,1.0,25140.0,62.85,meat,1.0,-1.0,1.0,-4.0,1.0,1.0,11.0,-1.0,1.0,3.0,-1.0,2.0,3.0,-1.0,1.0,3.0,1.0,1.0,3.0,1.0,-1,1,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1.0,1,1,-1,-1,972.37711523,972.37711523,972.37711523,-972.37711523,972.37711523,-972.37711523,-972.37711523,972.37711523,-972.37711523,972.37711523,-972.37711523,972.37711523,-972.37711523,-972.37711523,972.37711523,-972.37711523,972.37711523,-972.37711523,972.37711523,-972.37711523,-972.37711523,-972.37711523,-972.37711523,-972.37711523,-972.37711523,-972.37711523,-972.37711523,972.37711523,972.37711523,-972.37711523,-972.37711523
LRC,LRCX6,1828.0,23.0015116945,0.00660792951542,1.0,-1.0,1.0,-1.0,1.0,-22.0,2016-07-29,230.015116945,9.0,2.0,2.0,18280.0,1828.0,soft,1.0,1.0,1.0,-22.0,-1.0,1.0,-21.0,1.0,1.0,9.0,1.0,1.0,9.0,1.0,1.0,9.0,-1.0,1.0,9.0,-1.0,-1,-1,1,1,-1,1,-1.0,1,-1,1,-1,-1,1,1,1,1,1.0,-1,-1,1,1,1087.13656388,1087.13656388,-1087.13656388,1087.13656388,1087.13656388,-1087.13656388,1087.13656388,-1087.13656388,1087.13656388,-1087.13656388,1087.13656388,-1087.13656388,1087.13656388,1087.13656388,1087.13656388,-1087.13656388,-1087.13656388,1087.13656388,-1087.13656388,1087.13656388,-1087.13656388,-1087.13656388,1087.13656388,1087.13656388,1087.13656388,1087.13656388,1087.13656388,-1087.13656388,-1087.13656388,1087.13656388,1087.13656388
LSU,QWV6,529.1,12.35,-0.0156279069767,-1.0,-1.0,-1.0,-1.0,-1.0,-23.0,2016-07-28,617.5,4.0,1.0,1.0,26455.0,529.1,soft,1.0,1.0,-1.0,-23.0,-1.0,-1.0,-22.0,1.0,1.0,4.0,1.0,1.0,4.0,-1.0,2.0,4.0,-1.0,2.0,4.0,-1.0,-1,-1,1,1,1,1,1.0,-1,-1,1,1,1,-1,1,-1,1,1.0,-1,-1,1,1,-1653.74511628,1653.74511628,1653.74511628,-1653.74511628,-1653.74511628,1653.74511628,-1653.74511628,1653.74511628,-1653.74511628,1653.74511628,1653.74511628,1653.74511628,-1653.74511628,-1653.74511628,1653.74511628,-1653.74511628,-1653.74511628,1653.74511628,1653.74511628,-1653.74511628,-1653.74511628,-1653.74511628,1653.74511628,-1653.74511628,1653.74511628,-1653.74511628,-1653.74511628,1653.74511628,1653.74511628,-1653.74511628,-1653.74511628
MEM,@MMEU6,887.9,11.39,-0.011907411529,-1.0,1.0,-1.0,1.0,1.0,-32.0,2016-07-18,569.5,4.0,1.0,1.0,44395.0,887.9,index,1.0,1.0,1.0,-32.0,-1.0,1.0,-31.0,1.0,1.0,4.0,1.0,2.0,4.0,-1.0,1.0,4.0,1.0,1.0,4.0,1.0,-1,-1,-1,-1,-1,1,-1.0,1,-1,-1,1,-1,-1,-1,-1,1,0.0,1,-1,1,-1,-2114.51813933,2114.51813933,2114.51813933,-2114.51813933,-2114.51813933,2114.51813933,-2114.51813933,2114.51813933,-2114.51813933,-2114.51813933,2114.51813933,-2114.51813933,2114.51813933,2114.51813933,-2114.51813933,2114.51813933,2114.51813933,-2114.51813933,2114.51813933,2114.51813933,-2114.51813933,2114.51813933,2114.51813933,2114.51813933,2114.51813933,-2114.51813933,-0.0,-2114.51813933,2114.51813933,-2114.51813933,2114.51813933
MFX,IBU6,8724.4,114.11507876,0.00421280416216,1.0,-1.0,-1.0,-1.0,1.0,20.0,2016-08-03,1273.06781865,2.0,1.0,1.0,97329.4064,8724.4,index,1.0,1.0,1.0,20.0,1.0,1.0,19.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,-1,-1,1,1,-1,-1,1.0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1.0,1,-1,1,-1,820.059456765,820.059456765,820.059456765,-820.059456765,820.059456765,-820.059456765,820.059456765,-820.059456765,-820.059456765,-820.059456765,-820.059456765,-820.059456765,820.059456765,820.059456765,820.059456765,-820.059456765,820.059456765,-820.059456765,-820.059456765,-820.059456765,-820.059456765,-820.059456765,820.059456765,-820.059456765,-820.059456765,-820.059456765,-820.059456765,820.059456765,-820.059456765,820.059456765,-820.059456765
MP,@PXU6,0.05297,0.0006645,-0.000377429703718,-1.0,-1.0,-1.0,-1.0,-1.0,11.0,2016-08-16,332.25,7.0,1.0,1.0,26485.0,0.05297,currency,1.0,1.0,-1.0,11.0,-1.0,-1.0,10.0,1.0,1.0,7.0,1.0,1.0,7.0,-1.0,2.0,7.0,-1.0,2.0,7.0,-1.0,-1,-1,1,1,1,1,-1.0,1,-1,-1,1,-1,1,1,-1,1,1.0,-1,-1,1,1,-69.9735799207,69.9735799207,69.9735799207,-69.9735799207,-69.9735799207,69.9735799207,-69.9735799207,69.9735799207,-69.9735799207,69.9735799207,69.9735799207,69.9735799207,-69.9735799207,-69.9735799207,69.9735799207,-69.9735799207,69.9735799207,-69.9735799207,69.9735799207,69.9735799207,-69.9735799207,69.9735799207,-69.9735799207,-69.9735799207,69.9735799207,-69.9735799207,-69.9735799207,69.9735799207,69.9735799207,-69.9735799207,-69.9735799207
MW,@MWZ6,481.5,8.072222222,-0.00874935666495,-1.0,-1.0,1.0,-1.0,1.0,-8.0,2016-08-19,403.6111111,5.0,1.0,1.0,24075.0,481.5,grain,1.0,1.0,1.0,-8.0,1.0,1.0,-7.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,2.0,5.0,-1.0,2.0,5.0,-1.0,-1,-1,1,1,-1,-1,-1.0,1,-1,-1,-1,-1,1,-1,-1,1,0.0,1,-1,1,-1,-1053.20380854,1053.20380854,-1053.20380854,1053.20380854,-1053.20380854,1053.20380854,-1053.20380854,1053.20380854,-1053.20380854,1053.20380854,-1053.20380854,1053.20380854,-1053.20380854,-1053.20380854,-1053.20380854,1053.20380854,1053.20380854,-1053.20380854,1053.20380854,1053.20380854,1053.20380854,1053.20380854,-1053.20380854,1053.20380854,1053.20380854,-1053.20380854,-0.0,-1053.20380854,1053.20380854,-1053.20380854,1053.20380854
NE,@NEU6,0.725,0.00766,0.004851004851,1.0,1.0,-1.0,1.0,1.0,-29.0,2016-07-21,766.0,3.0,1.0,1.0,72500.0,0.725,currency,1.0,1.0,1.0,-29.0,-1.0,1.0,-28.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,1.0,3.0,1.0,1.0,3.0,1.0,-1,-1,-1,-1,-1,1,-1.0,1,-1,-1,1,-1,-1,-1,-1,1,0.0,1,-1,1,-1,1055.09355509,1055.09355509,-1055.09355509,1055.09355509,1055.09355509,-1055.09355509,1055.09355509,-1055.09355509,1055.09355509,1055.09355509,-1055.09355509,1055.09355509,-1055.09355509,-1055.09355509,1055.09355509,-1055.09355509,-1055.09355509,1055.09355509,-1055.09355509,-1055.09355509,1055.09355509,-1055.09355509,-1055.09355509,-1055.09355509,-1055.09355509,1055.09355509,0.0,1055.09355509,-1055.09355509,1055.09355509,-1055.09355509
NG,QNGV6,2.887,0.0878080825,0.0212239122745,1.0,-1.0,-1.0,-1.0,-1.0,-14.0,2016-08-11,878.080825,3.0,1.0,1.0,28870.0,2.887,energy,1.0,1.0,-1.0,-14.0,-1.0,-1.0,-13.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,-1,-1,1,1,1,1,1.0,-1,-1,1,1,1,-1,1,-1,1,1.0,-1,-1,1,1,1838.20304209,1838.20304209,-1838.20304209,1838.20304209,1838.20304209,-1838.20304209,1838.20304209,-1838.20304209,1838.20304209,-1838.20304209,-1838.20304209,-1838.20304209,1838.20304209,1838.20304209,-1838.20304209,1838.20304209,1838.20304209,-1838.20304209,-1838.20304209,1838.20304209,1838.20304209,1838.20304209,-1838.20304209,1838.20304209,-1838.20304209,1838.20304209,1838.20304209,-1838.20304209,-1838.20304209,1838.20304209,1838.20304209
NIY,@NKDU6,16910.0,200.25,0.00296559905101,1.0,1.0,-1.0,1.0,1.0,-31.0,2016-07-19,968.046021464,3.0,1.0,1.0,81746.1084792,16910.0,index,1.0,-1.0,1.0,-31.0,1.0,1.0,-30.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,-1,1,-1,-1,-1,-1,-1.0,1,1,-1,-1,-1,1,-1,-1,-1,-1.0,1,1,-1,-1,727.278545188,727.278545188,727.278545188,-727.278545188,727.278545188,-727.278545188,-727.278545188,727.278545188,-727.278545188,727.278545188,-727.278545188,727.278545188,-727.278545188,-727.278545188,727.278545188,-727.278545188,-727.278545188,727.278545188,727.278545188,-727.278545188,-727.278545188,-727.278545188,727.278545188,-727.278545188,-727.278545188,-727.278545188,-727.278545188,727.278545188,727.278545188,-727.278545188,-727.278545188
NQ,@NQU6,4773.75,32.6125,-0.000471105527638,-1.0,-1.0,-1.0,-1.0,1.0,15.0,2016-08-10,652.25,4.0,1.0,1.0,95475.0,4773.75,index,1.0,1.0,1.0,15.0,-1.0,1.0,14.0,1.0,1.0,4.0,1.0,1.0,4.0,-1.0,2.0,4.0,-1.0,2.0,4.0,-1.0,-1,-1,1,1,-1,1,1.0,-1,-1,1,-1,-1,-1,-1,-1,1,0.0,-1,-1,1,1,-179.915201005,179.915201005,179.915201005,-179.915201005,-179.915201005,179.915201005,-179.915201005,179.915201005,-179.915201005,179.915201005,179.915201005,179.915201005,-179.915201005,-179.915201005,-179.915201005,179.915201005,-179.915201005,179.915201005,179.915201005,-179.915201005,179.915201005,179.915201005,179.915201005,179.915201005,179.915201005,-179.915201005,-0.0,179.915201005,179.915201005,-179.915201005,-179.915201005
O,@OZ6,176.0,4.4375,-0.00845070422535,-1.0,1.0,1.0,1.0,1.0,-18.0,2016-08-05,221.875,10.0,2.0,2.0,8800.0,176.0,grain,1.0,-1.0,1.0,-18.0,-1.0,1.0,-17.0,1.0,1.0,10.0,1.0,1.0,10.0,1.0,1.0,10.0,1.0,1.0,10.0,1.0,-1,1,-1,-1,-1,1,-1.0,1,-1,1,1,1,-1,1,1,1,0.0,1,-1,1,-1,-743.661971831,743.661971831,743.661971831,-743.661971831,-743.661971831,743.661971831,743.661971831,-743.661971831,-743.661971831,-743.661971831,-743.661971831,-743.661971831,743.661971831,743.661971831,-743.661971831,743.661971831,743.661971831,-743.661971831,743.661971831,-743.661971831,-743.661971831,-743.661971831,743.661971831,-743.661971831,-743.661971831,-743.661971831,-0.0,-743.661971831,743.661971831,-743.661971831,743.661971831
OJ,@OJX6,184.1,5.7397776195,-0.0266983875231,-1.0,1.0,-1.0,1.0,-1.0,16.0,2016-08-09,860.966642925,3.0,1.0,1.0,27615.0,184.1,soft,1.0,1.0,-1.0,16.0,1.0,-1.0,15.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,-1,-1,-1,-1,1,-1,-1.0,1,1,-1,1,1,1,-1,-1,-1,0.0,1,1,-1,-1,-2211.82791435,2211.82791435,-2211.82791435,2211.82791435,-2211.82791435,2211.82791435,-2211.82791435,2211.82791435,2211.82791435,-2211.82791435,2211.82791435,-2211.82791435,2211.82791435,2211.82791435,2211.82791435,-2211.82791435,2211.82791435,-2211.82791435,-2211.82791435,2211.82791435,-2211.82791435,-2211.82791435,-2211.82791435,2211.82791435,2211.82791435,2211.82791435,-0.0,-2211.82791435,-2211.82791435,2211.82791435,2211.82791435
PA,QPAZ6,669.95,19.937563504,-0.0121645532291,-1.0,-1.0,-1.0,-1.0,-1.0,15.0,2016-08-10,1993.7563504,2.0,1.0,1.0,66995.0,669.95,metal,1.0,1.0,-1.0,15.0,-1.0,-1.0,-21.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,-1,-1,1,1,1,1,1.0,-1,-1,1,1,1,-1,1,-1,1,1.0,-1,-1,1,1,-1629.92848717,1629.92848717,1629.92848717,-1629.92848717,-1629.92848717,1629.92848717,-1629.92848717,1629.92848717,-1629.92848717,1629.92848717,1629.92848717,1629.92848717,-1629.92848717,-1629.92848717,1629.92848717,-1629.92848717,-1629.92848717,1629.92848717,1629.92848717,-1629.92848717,-1629.92848717,-1629.92848717,1629.92848717,-1629.92848717,1629.92848717,-1629.92848717,-1629.92848717,1629.92848717,1629.92848717,-1629.92848717,-1629.92848717
PL,QPLV6,1053.5,23.67,-0.00293393904978,-1.0,-1.0,1.0,-1.0,-1.0,15.0,2016-08-10,1183.5,2.0,1.0,1.0,52675.0,1053.5,metal,-1.0,1.0,-1.0,15.0,-1.0,-1.0,14.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,1,-1,1,1,1,1,-1.0,1,-1,1,1,1,1,1,1,1,1.0,-1,-1,1,1,-309.090478895,309.090478895,309.090478895,-309.090478895,309.090478895,-309.090478895,-309.090478895,309.090478895,-309.090478895,309.090478895,-309.090478895,309.090478895,-309.090478895,-309.090478895,309.090478895,-309.090478895,309.090478895,-309.090478895,309.090478895,-309.090478895,-309.090478895,-309.090478895,-309.090478895,-309.090478895,-309.090478895,-309.090478895,-309.090478895,309.090478895,309.090478895,-309.090478895,-309.090478895
RB,QRBV6,1.3334,0.0426684385,-0.0299017824664,-1.0,-1.0,1.0,-1.0,1.0,24.0,2016-07-28,1792.074417,2.0,1.0,1.0,56002.8,1.3334,energy,1.0,1.0,1.0,24.0,-1.0,1.0,23.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,-1,-1,1,1,-1,1,1.0,-1,-1,1,-1,-1,-1,1,1,1,1.0,-1,-1,1,1,-3349.16708621,3349.16708621,3349.16708621,-3349.16708621,-3349.16708621,3349.16708621,-3349.16708621,3349.16708621,-3349.16708621,3349.16708621,-3349.16708621,3349.16708621,-3349.16708621,-3349.16708621,-3349.16708621,3349.16708621,-3349.16708621,3349.16708621,3349.16708621,-3349.16708621,3349.16708621,3349.16708621,3349.16708621,-3349.16708621,-3349.16708621,-3349.16708621,-3349.16708621,3349.16708621,3349.16708621,-3349.16708621,-3349.16708621
RR,@RRX6,9.43,0.290648342,-0.00945378151261,-1.0,-1.0,1.0,-1.0,1.0,-7.0,2016-08-22,581.296684,4.0,1.0,1.0,18860.0,9.43,grain,1.0,-1.0,1.0,-7.0,-1.0,1.0,-6.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,2.0,4.0,-1.0,2.0,4.0,-1.0,-1,1,1,1,-1,1,-1.0,1,-1,1,-1,-1,1,1,1,1,0.0,-1,-1,1,1,-713.193277311,713.193277311,713.193277311,-713.193277311,-713.193277311,713.193277311,713.193277311,-713.193277311,-713.193277311,713.193277311,-713.193277311,713.193277311,-713.193277311,-713.193277311,-713.193277311,713.193277311,713.193277311,-713.193277311,713.193277311,-713.193277311,713.193277311,713.193277311,-713.193277311,-713.193277311,-713.193277311,-713.193277311,-0.0,713.193277311,713.193277311,-713.193277311,-713.193277311
RS,@RSX6,458.2,7.6,0.0114790286976,1.0,-1.0,1.0,-1.0,-1.0,-6.0,2016-08-23,115.986264784,18.0,3.0,3.0,6992.75085845,458.2,grain,1.0,-1.0,-1.0,-6.0,-1.0,-1.0,-5.0,1.0,1.0,18.0,1.0,1.0,18.0,1.0,2.0,18.0,-1.0,2.0,18.0,-1.0,-1,1,1,1,1,1,1.0,-1,-1,1,1,1,-1,1,1,1,1.0,-1,-1,1,1,1444.85978002,1444.85978002,-1444.85978002,1444.85978002,1444.85978002,-1444.85978002,-1444.85978002,1444.85978002,1444.85978002,-1444.85978002,1444.85978002,-1444.85978002,1444.85978002,1444.85978002,-1444.85978002,1444.85978002,1444.85978002,-1444.85978002,-1444.85978002,1444.85978002,1444.85978002,1444.85978002,-1444.85978002,1444.85978002,1444.85978002,1444.85978002,1444.85978002,-1444.85978002,-1444.85978002,1444.85978002,1444.85978002
