2016-09-21 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,LastSEA,LastSRUN,vSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,PC2016-09-21 00:00:00,Close2016-09-21 00:00:00,group,RiskOn,Excess,SEA2016-09-21 00:00:00,SRUN2016-09-21 00:00:00,prevACT,prevSEA,prevSRUN,LastSIG,LastSAFEf,finalQTY,SIG2016-09-20 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2016-09-20 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2016-09-20 00:00:00,1LastSAFEf,1finalQTY,1SIG2016-09-20 00:00:00,RiskOff,AntiExcess,Anti1LastSIG,Anti0.75LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting5,Voting6,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Excess,PNL_AntiExcess,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_prevSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
FCH,MTV6,4398.0,63.6676421975,0.00491260139381,1.0,-1.0,-1.0,-1.0,1.0,24.0,2016-09-07,712.504583832,3.0,1.0,1.0,49218.018,0.00491260139381,4398.0,index,1.0,1.0,1.0,24.0,-1.0,-1.0,23.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,-1,-1,1,1,1,1,-1.0,1,-1,1,1,1,1,1,1,1.0,1.0,1,1,0.0,0,1,1,725.365511482,725.365511482,-725.365511482,725.365511482,725.365511482,-725.365511482,725.365511482,-725.365511482,725.365511482,-725.365511482,-725.365511482,-725.365511482,725.365511482,725.365511482,-725.365511482,725.365511482,-725.365511482,725.365511482,-725.365511482,725.365511482,725.365511482,725.365511482,725.365511482,725.365511482,725.365511482,725.365511482,725.365511482,725.365511482,725.365511482,725.365511482,0.0,0.0,725.365511482
FDX,DXMZ6,10435.5,145.840826715,0.00355820551041,1.0,-1.0,-1.0,1.0,1.0,2.0,2016-09-07,816.052345884,3.0,1.0,1.0,58391.84025,0.00355820551041,10435.5,index,1.0,1.0,1.0,2.0,1.0,-1.0,1.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1.0,3.0,1.0,-1,-1,-1,1,1,-1,-1.0,1,-1,-1,1,1,-1,1,-1,0.0,0.0,-1,1,1.0,0,1,-1,623.310503222,623.310503222,623.310503222,-623.310503222,623.310503222,-623.310503222,623.310503222,-623.310503222,-623.310503222,-623.310503222,-623.310503222,623.310503222,-623.310503222,623.310503222,-623.310503222,623.310503222,-623.310503222,623.310503222,-623.310503222,-623.310503222,623.310503222,-623.310503222,623.310503222,-623.310503222,623.310503222,-623.310503222,0.0,0.0,-623.310503222,623.310503222,623.310503222,0.0,623.310503222
FEI,IEZ6,100.32,0.00975,0.0,1.0,-1.0,1.0,-1.0,-1.0,-53.0,2016-07-08,27.2780625,74.0,10.0,10.0,280670.28,0.0,100.32,rates,-1.0,1.0,-1.0,-53.0,1.0,-1.0,-52.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1,-1,1,1,1,-1,1.0,-1,1,-1,1,1,1,1,-1,1.0,0.0,1,-1,1.0,1,1,0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
FFI,LFZ6,6803.5,82.431349801,0.00102994188185,1.0,-1.0,-1.0,-1.0,1.0,12.0,2016-09-05,1074.24535061,2.0,1.0,1.0,88663.212,0.00102994188185,6803.5,index,1.0,1.0,1.0,12.0,1.0,1.0,11.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,-1,-1,1,1,-1,-1,1.0,-1,1,-1,-1,1,-1,-1,-1,-1.0,-1.0,1,1,0.0,0,-1,-1,182.635910836,182.635910836,182.635910836,-182.635910836,182.635910836,-182.635910836,182.635910836,-182.635910836,-182.635910836,-182.635910836,-182.635910836,-182.635910836,182.635910836,182.635910836,182.635910836,-182.635910836,182.635910836,-182.635910836,182.635910836,-182.635910836,-182.635910836,-182.635910836,182.635910836,-182.635910836,-182.635910836,-182.635910836,-182.635910836,-182.635910836,182.635910836,182.635910836,0.0,0.0,-182.635910836
FLG,LGZ6,129.68,0.7440438815,-0.000616522811344,-1.0,-1.0,1.0,-1.0,1.0,-27.0,2016-08-12,969.637986371,3.0,1.0,1.0,168998.976,-0.000616522811344,129.68,rates,-1.0,1.0,1.0,-27.0,1.0,1.0,-26.0,-1.0,1.0,3.0,-1.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,1,-1,1,1,-1,-1,-1.0,1,1,1,-1,1,-1,-1,-1,0.0,-1.0,1,-1,1.0,1,1,0,-312.575171393,312.575171393,-312.575171393,312.575171393,312.575171393,-312.575171393,-312.575171393,312.575171393,312.575171393,312.575171393,-312.575171393,312.575171393,-312.575171393,-312.575171393,-312.575171393,312.575171393,312.575171393,-312.575171393,-312.575171393,-312.575171393,312.575171393,-0.0,-312.575171393,312.575171393,312.575171393,312.575171393,-0.0,312.575171393,-312.575171393,312.575171393,-312.575171393,-312.575171393,-312.575171393
FSS,LLZ6,99.7,0.019,0.0,1.0,-1.0,-1.0,-1.0,1.0,-8.0,2016-09-09,30.951,65.0,9.0,9.0,162411.3,0.0,99.7,rates,-1.0,-1.0,1.0,-8.0,1.0,1.0,-29.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1,1,1,1,-1,-1,-1.0,1,1,-1,-1,1,-1,-1,-1,-1.0,-1.0,1,-1,1.0,1,1,-1,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0
FV,@FVZ6,121.1953125,0.3339817325,-6.44579089855e-05,-1.0,-1.0,1.0,-1.0,1.0,-11.0,2016-09-06,333.9817325,6.0,1.0,1.0,121195.3125,-6.44579089855e-05,121.1953125,rates,-1.0,1.0,1.0,-11.0,1.0,1.0,-10.0,-1.0,1.0,6.0,-1.0,1.0,6.0,1.0,1.0,6.0,-1.0,1.0,6.0,-1.0,1,-1,1,1,-1,-1,-1.0,1,1,1,-1,1,-1,-1,-1,0.0,-1.0,1,-1,1.0,1,1,0,-46.8719785355,46.8719785355,-46.8719785355,46.8719785355,46.8719785355,-46.8719785355,-46.8719785355,46.8719785355,46.8719785355,46.8719785355,-46.8719785355,46.8719785355,-46.8719785355,-46.8719785355,-46.8719785355,46.8719785355,46.8719785355,-46.8719785355,-46.8719785355,-46.8719785355,46.8719785355,-0.0,-46.8719785355,46.8719785355,46.8719785355,46.8719785355,-0.0,46.8719785355,-46.8719785355,46.8719785355,-46.8719785355,-46.8719785355,-46.8719785355
GC,QGCZ6,1331.4,15.295,0.0100136549841,1.0,-1.0,-1.0,1.0,1.0,-11.0,2016-09-06,1529.5,2.0,1.0,1.0,133140.0,0.0100136549841,1331.4,metal,-1.0,1.0,1.0,-11.0,1.0,1.0,-10.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,1.0,1,-1,-1,1,-1,-1,-1.0,1,1,-1,-1,1,-1,-1,-1,-1.0,-1.0,1,-1,1.0,1,1,-1,2666.43604916,2666.43604916,2666.43604916,-2666.43604916,-2666.43604916,2666.43604916,2666.43604916,-2666.43604916,-2666.43604916,-2666.43604916,-2666.43604916,2666.43604916,-2666.43604916,2666.43604916,2666.43604916,-2666.43604916,-2666.43604916,2666.43604916,2666.43604916,-2666.43604916,-2666.43604916,-2666.43604916,2666.43604916,-2666.43604916,-2666.43604916,-2666.43604916,-2666.43604916,-2666.43604916,2666.43604916,-2666.43604916,2666.43604916,2666.43604916,2666.43604916
HCM,HHIU6,9854.0,163.9,0.0120160213618,1.0,-1.0,-1.0,1.0,1.0,7.0,2016-09-09,1054.6975547,2.0,1.0,1.0,63410.5534106,0.0120160213618,9854.0,index,1.0,1.0,1.0,7.0,-1.0,1.0,6.0,1.0,1.0,2.0,1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,1.0,2.0,1.0,-1,-1,-1,1,-1,1,1.0,-1,-1,-1,1,-1,-1,-1,1,0.0,0.0,-1,1,-1.0,0,-1,0,1523.88512869,1523.88512869,-1523.88512869,1523.88512869,1523.88512869,-1523.88512869,1523.88512869,-1523.88512869,1523.88512869,-1523.88512869,-1523.88512869,1523.88512869,-1523.88512869,1523.88512869,1523.88512869,-1523.88512869,1523.88512869,-1523.88512869,-1523.88512869,-1523.88512869,1523.88512869,0.0,-1523.88512869,-1523.88512869,-1523.88512869,1523.88512869,0.0,0.0,-1523.88512869,1523.88512869,-1523.88512869,0.0,-1523.88512869
HG,QHGZ6,215.5,2.3975,-0.00461893764434,-1.0,1.0,-1.0,1.0,-1.0,-10.0,2016-09-07,599.375,4.0,1.0,1.0,53875.0,-0.00461893764434,215.5,metal,1.0,1.0,-1.0,-10.0,1.0,-1.0,-9.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,2.0,4.0,1.0,2.0,4.0,1.0,-1,-1,-1,-1,1,-1,1.0,-1,-1,-1,-1,-1,-1,1,-1,0.0,0.0,-1,-1,0.0,-1,-1,-1,-995.381062356,995.381062356,-995.381062356,995.381062356,-995.381062356,995.381062356,-995.381062356,995.381062356,995.381062356,-995.381062356,995.381062356,-995.381062356,995.381062356,995.381062356,995.381062356,-995.381062356,-995.381062356,995.381062356,995.381062356,995.381062356,995.381062356,995.381062356,995.381062356,995.381062356,-995.381062356,995.381062356,-0.0,-0.0,995.381062356,995.381062356,-0.0,995.381062356,995.381062356
HIC,HSIU6,23657.0,312.15,0.00629546131269,1.0,1.0,-1.0,1.0,1.0,-8.0,2016-09-08,2008.68725869,1.0,1.0,1.0,152232.947233,0.00629546131269,23657.0,index,1.0,1.0,1.0,-8.0,-1.0,1.0,-7.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1,-1,-1,-1,-1,1,-1.0,1,-1,1,-1,-1,-1,-1,1,0.0,0.0,-1,1,-1.0,-1,-1,0,958.376629822,958.376629822,-958.376629822,958.376629822,958.376629822,-958.376629822,958.376629822,-958.376629822,958.376629822,958.376629822,-958.376629822,958.376629822,-958.376629822,-958.376629822,958.376629822,-958.376629822,-958.376629822,958.376629822,-958.376629822,958.376629822,-958.376629822,0.0,-958.376629822,-958.376629822,-958.376629822,958.376629822,0.0,0.0,-958.376629822,958.376629822,-958.376629822,-958.376629822,-958.376629822
HO,QHOX6,1.4411,0.0431254505,0.0171513269339,1.0,-1.0,1.0,-1.0,-1.0,9.0,2016-09-08,1811.268921,2.0,1.0,1.0,60526.2,0.0171513269339,1.4411,energy,1.0,1.0,-1.0,9.0,1.0,-1.0,-12.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,-1,-1,1,1,1,-1,1.0,-1,1,-1,1,1,1,1,1,1.0,1.0,1,1,1.0,0,1,1,2076.20928854,2076.20928854,2076.20928854,-2076.20928854,2076.20928854,-2076.20928854,2076.20928854,-2076.20928854,2076.20928854,-2076.20928854,2076.20928854,-2076.20928854,2076.20928854,2076.20928854,-2076.20928854,2076.20928854,2076.20928854,-2076.20928854,2076.20928854,-2076.20928854,2076.20928854,2076.20928854,2076.20928854,2076.20928854,2076.20928854,2076.20928854,2076.20928854,2076.20928854,2076.20928854,2076.20928854,2076.20928854,0.0,2076.20928854
JY,@JYZ6,0.9984,0.010604606,0.012987012987,1.0,1.0,-1.0,1.0,-1.0,12.0,2016-09-02,1325.57575,2.0,1.0,1.0,124800.0,0.012987012987,0.9984,currency,-1.0,1.0,-1.0,12.0,-1.0,-1.0,11.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,1.0,1.0,2.0,1.0,1,-1,-1,-1,1,1,-1.0,1,-1,1,1,-1,1,-1,-1,1.0,0.0,-1,-1,0.0,0,1,0,3241.55844156,3241.55844156,-3241.55844156,3241.55844156,-3241.55844156,3241.55844156,3241.55844156,-3241.55844156,-3241.55844156,3241.55844156,-3241.55844156,3241.55844156,-3241.55844156,-3241.55844156,-3241.55844156,3241.55844156,-3241.55844156,3241.55844156,-3241.55844156,3241.55844156,3241.55844156,0.0,-3241.55844156,3241.55844156,-3241.55844156,-3241.55844156,3241.55844156,0.0,-3241.55844156,-3241.55844156,0.0,0.0,3241.55844156
KC,@KCZ6,156.55,3.31,-0.0015943877551,-1.0,1.0,1.0,-1.0,-1.0,-10.0,2016-09-07,1241.25,2.0,1.0,1.0,58706.25,-0.0015943877551,156.55,soft,1.0,1.0,-1.0,-10.0,1.0,-1.0,-9.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,-1.0,-1,-1,1,-1,1,-1,1.0,-1,1,-1,-1,1,1,1,1,1.0,1.0,1,-1,0.0,-1,-1,0,-187.201052296,187.201052296,-187.201052296,187.201052296,-187.201052296,187.201052296,-187.201052296,187.201052296,-187.201052296,-187.201052296,-187.201052296,187.201052296,-187.201052296,187.201052296,187.201052296,-187.201052296,-187.201052296,187.201052296,-187.201052296,187.201052296,187.201052296,-0.0,-187.201052296,-187.201052296,-187.201052296,-187.201052296,-187.201052296,-187.201052296,-187.201052296,187.201052296,-0.0,187.201052296,187.201052296
KW,@KWZ6,422.25,9.2625,0.0089605734767,1.0,1.0,-1.0,1.0,1.0,15.0,2016-08-30,463.125,5.0,1.0,1.0,21112.5,0.0089605734767,422.25,grain,1.0,1.0,1.0,15.0,1.0,1.0,14.0,-1.0,1.0,5.0,-1.0,1.0,5.0,-1.0,1.0,5.0,1.0,1.0,5.0,1.0,-1,-1,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1,-1,-1.0,-1,-1,-1,945.900537634,945.900537634,945.900537634,-945.900537634,945.900537634,-945.900537634,945.900537634,-945.900537634,-945.900537634,945.900537634,-945.900537634,945.900537634,-945.900537634,-945.900537634,945.900537634,-945.900537634,945.900537634,-945.900537634,945.900537634,-945.900537634,-945.900537634,-945.900537634,-945.900537634,-945.900537634,-945.900537634,-945.900537634,-945.900537634,-945.900537634,-945.900537634,-945.900537634,-945.900537634,-945.900537634,-945.900537634
LB,@LBX6,315.4,6.555,0.0297094351943,1.0,1.0,1.0,-1.0,-1.0,-4.0,2016-09-15,721.05,3.0,1.0,1.0,34694.0,0.0297094351943,315.4,soft,1.0,-1.0,-1.0,-4.0,1.0,-1.0,20.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,-1.0,-1,1,1,-1,1,-1,-1.0,1,1,1,-1,1,1,1,1,0.0,1.0,1,-1,0.0,-1,-1,1,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0
LC,@LEZ6,108.35,2.1603464675,0.0121438580103,1.0,-1.0,-1.0,1.0,-1.0,11.0,2016-09-06,864.138587,3.0,1.0,1.0,43340.0,0.0121438580103,108.35,meat,1.0,-1.0,-1.0,11.0,-1.0,-1.0,10.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1.0,3.0,1.0,-1,1,-1,1,1,1,-1.0,1,-1,1,1,-1,1,1,1,0.0,1.0,-1,1,0.0,0,1,1,1578.9444185,1578.9444185,-1578.9444185,1578.9444185,1578.9444185,-1578.9444185,-1578.9444185,1578.9444185,1578.9444185,-1578.9444185,-1578.9444185,1578.9444185,-1578.9444185,1578.9444185,-1578.9444185,1578.9444185,-1578.9444185,1578.9444185,-1578.9444185,1578.9444185,1578.9444185,1578.9444185,-1578.9444185,1578.9444185,1578.9444185,1578.9444185,0.0,1578.9444185,-1578.9444185,1578.9444185,0.0,0.0,1578.9444185
LCO,EBZ6,47.29,1.551,0.0200603968939,1.0,1.0,-1.0,1.0,-1.0,9.0,2016-09-08,1551.0,2.0,1.0,1.0,47290.0,0.0200603968939,47.29,energy,1.0,1.0,-1.0,9.0,-1.0,-1.0,8.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,2.0,2.0,1.0,2.0,2.0,1.0,-1,-1,-1,-1,1,1,-1.0,1,-1,1,1,-1,1,1,1,1.0,1.0,-1,1,-1.0,-1,-1,1,1897.31233822,1897.31233822,-1897.31233822,1897.31233822,1897.31233822,-1897.31233822,1897.31233822,-1897.31233822,1897.31233822,1897.31233822,-1897.31233822,1897.31233822,-1897.31233822,-1897.31233822,-1897.31233822,1897.31233822,-1897.31233822,1897.31233822,-1897.31233822,1897.31233822,1897.31233822,1897.31233822,-1897.31233822,1897.31233822,1897.31233822,1897.31233822,1897.31233822,1897.31233822,-1897.31233822,1897.31233822,-1897.31233822,-1897.31233822,-1897.31233822
LGO,GASZ6,422.25,13.15,0.0107719928187,1.0,1.0,-1.0,1.0,-1.0,-14.0,2016-09-01,1315.0,2.0,1.0,1.0,42225.0,0.0107719928187,422.25,energy,1.0,1.0,-1.0,-14.0,-1.0,-1.0,-13.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,1.0,2.0,1.0,1.0,2.0,1.0,-1,-1,-1,-1,1,1,1.0,-1,-1,-1,1,-1,1,1,1,1.0,1.0,-1,1,-1.0,-1,-1,0,909.694793537,909.694793537,-909.694793537,909.694793537,909.694793537,-909.694793537,909.694793537,-909.694793537,909.694793537,909.694793537,-909.694793537,909.694793537,-909.694793537,-909.694793537,-909.694793537,909.694793537,909.694793537,-909.694793537,-909.694793537,-909.694793537,909.694793537,0.0,-909.694793537,909.694793537,909.694793537,909.694793537,909.694793537,909.694793537,-909.694793537,909.694793537,-909.694793537,-909.694793537,-909.694793537
LH,@HEZ6,48.25,1.8096233485,-0.016811003566,-1.0,1.0,1.0,1.0,1.0,-13.0,2016-09-01,723.8493394,3.0,1.0,1.0,19300.0,-0.016811003566,48.25,meat,1.0,-1.0,1.0,-13.0,1.0,1.0,-12.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,-1,1,-1,-1,-1,-1,-1.0,1,1,1,-1,1,-1,1,1,-1.0,0.0,1,-1,-1.0,-1,-1,1,-973.35710647,973.35710647,-973.35710647,973.35710647,-973.35710647,973.35710647,973.35710647,-973.35710647,-973.35710647,-973.35710647,-973.35710647,-973.35710647,973.35710647,973.35710647,-973.35710647,973.35710647,973.35710647,-973.35710647,-973.35710647,-973.35710647,973.35710647,-973.35710647,-973.35710647,973.35710647,-973.35710647,-973.35710647,973.35710647,-0.0,-973.35710647,973.35710647,973.35710647,973.35710647,973.35710647
LRC,LRCX6,1986.0,22.4,0.0158567774936,1.0,1.0,-1.0,1.0,1.0,-9.0,2016-09-08,224.0,9.0,2.0,2.0,19860.0,0.0158567774936,1986.0,soft,1.0,1.0,1.0,-9.0,-1.0,1.0,-8.0,1.0,1.0,9.0,1.0,1.0,9.0,-1.0,2.0,9.0,1.0,2.0,9.0,1.0,-1,-1,-1,-1,-1,1,-1.0,1,-1,1,-1,-1,-1,-1,1,0.0,0.0,-1,1,-1.0,-1,-1,0,2834.24040921,2834.24040921,-2834.24040921,2834.24040921,2834.24040921,-2834.24040921,2834.24040921,-2834.24040921,2834.24040921,2834.24040921,-2834.24040921,2834.24040921,-2834.24040921,-2834.24040921,2834.24040921,-2834.24040921,-2834.24040921,2834.24040921,-2834.24040921,2834.24040921,-2834.24040921,0.0,-2834.24040921,-2834.24040921,-2834.24040921,2834.24040921,0.0,0.0,-2834.24040921,2834.24040921,-2834.24040921,-2834.24040921,-2834.24040921
LSU,QWZ6,590.5,11.103159646,0.00373958864525,1.0,1.0,-1.0,1.0,1.0,-22.0,2016-08-19,555.1579823,4.0,1.0,1.0,29525.0,0.00373958864525,590.5,soft,1.0,1.0,1.0,-22.0,1.0,1.0,-21.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,2.0,4.0,1.0,2.0,4.0,1.0,-1,-1,-1,-1,-1,-1,-1.0,1,1,-1,-1,1,-1,-1,-1,-1.0,-1.0,1,-1,-1.0,-1,-1,-1,441.645419004,441.645419004,441.645419004,-441.645419004,441.645419004,-441.645419004,441.645419004,-441.645419004,-441.645419004,441.645419004,-441.645419004,441.645419004,-441.645419004,-441.645419004,441.645419004,-441.645419004,-441.645419004,441.645419004,441.645419004,-441.645419004,-441.645419004,-441.645419004,441.645419004,-441.645419004,-441.645419004,-441.645419004,-441.645419004,-441.645419004,441.645419004,-441.645419004,-441.645419004,-441.645419004,-441.645419004
MEM,@MMEZ6,921.7,16.6478913985,0.0284534702075,1.0,-1.0,-1.0,-1.0,-1.0,-6.0,2016-09-13,832.394569925,3.0,1.0,1.0,46085.0,0.0284534702075,921.7,index,1.0,1.0,-1.0,-6.0,1.0,-1.0,10.0,-1.0,1.0,3.0,-1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,1.0,3.0,-1.0,-1,-1,1,1,1,-1,-1.0,1,1,-1,1,1,-1,1,-1,0.0,0.0,1,1,1.0,0,1,0,3933.83452354,3933.83452354,3933.83452354,-3933.83452354,3933.83452354,-3933.83452354,3933.83452354,-3933.83452354,-3933.83452354,-3933.83452354,-3933.83452354,-3933.83452354,3933.83452354,3933.83452354,-3933.83452354,3933.83452354,-3933.83452354,3933.83452354,3933.83452354,-3933.83452354,3933.83452354,0.0,3933.83452354,-3933.83452354,3933.83452354,-3933.83452354,0.0,0.0,3933.83452354,3933.83452354,3933.83452354,0.0,3933.83452354
MFX,IBV6,8733.5,124.806349812,0.00809151141584,1.0,-1.0,-1.0,-1.0,1.0,-9.0,2016-09-08,1396.70786075,2.0,1.0,1.0,97736.5985,0.00809151141584,8733.5,index,1.0,1.0,1.0,-9.0,-1.0,1.0,-8.0,1.0,1.0,2.0,1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,-1,-1,1,1,-1,1,-1.0,1,1,1,1,1,-1,-1,1,0.0,0.0,1,1,-1.0,0,-1,1,1581.67360502,1581.67360502,-1581.67360502,1581.67360502,1581.67360502,-1581.67360502,1581.67360502,-1581.67360502,1581.67360502,-1581.67360502,-1581.67360502,-1581.67360502,1581.67360502,1581.67360502,1581.67360502,-1581.67360502,-1581.67360502,1581.67360502,1581.67360502,1581.67360502,1581.67360502,1581.67360502,1581.67360502,-1581.67360502,-1581.67360502,1581.67360502,0.0,0.0,1581.67360502,1581.67360502,-1581.67360502,0.0,-1581.67360502
MP,@PXZ6,0.05006,0.000757006,0.00260364510314,1.0,-1.0,1.0,-1.0,-1.0,11.0,2016-09-06,378.503,6.0,1.0,1.0,25030.0,0.00260364510314,0.05006,currency,1.0,1.0,-1.0,11.0,-1.0,-1.0,10.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,2.0,6.0,-1.0,2.0,6.0,-1.0,-1,-1,1,1,1,1,-1.0,1,-1,1,1,1,1,1,1,1.0,1.0,1,1,0.0,0,1,1,391.01542159,391.01542159,-391.01542159,391.01542159,391.01542159,-391.01542159,391.01542159,-391.01542159,391.01542159,-391.01542159,391.01542159,-391.01542159,391.01542159,391.01542159,-391.01542159,391.01542159,-391.01542159,391.01542159,-391.01542159,391.01542159,391.01542159,391.01542159,391.01542159,391.01542159,391.01542159,391.01542159,391.01542159,391.01542159,391.01542159,391.01542159,0.0,0.0,391.01542159
MW,@MWZ6,494.75,7.2375,0.00712468193384,1.0,-1.0,1.0,-1.0,1.0,14.0,2016-08-31,361.875,6.0,1.0,1.0,24737.5,0.00712468193384,494.75,grain,1.0,1.0,1.0,14.0,-1.0,1.0,13.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,2.0,6.0,-1.0,2.0,6.0,-1.0,-1,-1,1,1,-1,1,1.0,-1,1,1,1,-1,1,1,1,1.0,1.0,1,1,-1.0,0,-1,1,1057.48091603,1057.48091603,-1057.48091603,1057.48091603,1057.48091603,-1057.48091603,1057.48091603,-1057.48091603,1057.48091603,-1057.48091603,1057.48091603,-1057.48091603,1057.48091603,1057.48091603,1057.48091603,-1057.48091603,1057.48091603,-1057.48091603,1057.48091603,1057.48091603,1057.48091603,1057.48091603,-1057.48091603,1057.48091603,1057.48091603,1057.48091603,1057.48091603,1057.48091603,1057.48091603,1057.48091603,-1057.48091603,0.0,-1057.48091603
NE,@NEZ6,0.7312,0.008039482,0.00343076711953,1.0,1.0,-1.0,1.0,1.0,1.0,2016-09-07,803.9482,3.0,1.0,1.0,73120.0,0.00343076711953,0.7312,currency,1.0,1.0,1.0,1.0,1.0,1.0,-9.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,-1,-1,-1,-1,-1,-1,-1.0,1,1,-1,-1,1,-1,-1,-1,-1.0,-1.0,1,-1,-1.0,-1,-1,-1,752.57307534,752.57307534,752.57307534,-752.57307534,752.57307534,-752.57307534,752.57307534,-752.57307534,-752.57307534,752.57307534,-752.57307534,752.57307534,-752.57307534,-752.57307534,752.57307534,-752.57307534,-752.57307534,752.57307534,752.57307534,-752.57307534,-752.57307534,-752.57307534,752.57307534,-752.57307534,-752.57307534,-752.57307534,-752.57307534,-752.57307534,752.57307534,-752.57307534,-752.57307534,-752.57307534,-752.57307534
NG,QNGX6,3.132,0.0911475335,0.00739787713091,1.0,1.0,1.0,1.0,1.0,10.0,2016-09-07,911.475335,3.0,1.0,1.0,31320.0,0.00739787713091,3.132,energy,1.0,1.0,1.0,10.0,1.0,1.0,9.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,-1,-1,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,1,1,0.0,0.0,-1,-1,-1.0,-1,-1,0,695.10453522,695.10453522,695.10453522,-695.10453522,695.10453522,-695.10453522,695.10453522,-695.10453522,695.10453522,695.10453522,695.10453522,695.10453522,-695.10453522,-695.10453522,695.10453522,-695.10453522,695.10453522,-695.10453522,695.10453522,-695.10453522,-695.10453522,0.0,-695.10453522,-695.10453522,695.10453522,695.10453522,0.0,0.0,-695.10453522,-695.10453522,-695.10453522,-695.10453522,-695.10453522
