2017-09-14 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,prevSEA,prevSRUN,prevvSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,FX,PC2017-09-14 00:00:00,Close2017-09-14 00:00:00,group,RiskOn,Custom,vSTART,LastSEA,SEA2017-09-14 00:00:00,LastSRUN,SRUN2017-09-14 00:00:00,prevACT,LastSIG,LastSAFEf,finalQTY,SIG2017-09-13 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2017-09-13 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2017-09-13 00:00:00,1LastSAFEf,1finalQTY,1SIG2017-09-13 00:00:00,None,RiskOff,AntiCustom,Anti1LastSIG,Anti0.75LastSIG,Anti0.5LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,Voting5,Voting6,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Custom,PNL_AntiCustom,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_Anti0.5LastSIG,PNL_prevSEA,PNL_LastSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
AC,@ACV7,1.545,0.0285915205,-0.0115163147793,-1.0,1.0,-1.0,1.0,-1.0,-9.0,2017-08-30,829.1540945,1.0,1.0,1.0,44805.0,1.0,-0.0115163147793,1.545,energy,1.0,1.0,2017-08-30,-1.0,-1.0,-10.0,-10.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,2.0,0.0,1.0,2.0,0.0,1.0,0,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,1,-1,1.0,0.0,0.0,-1.0,1.0,0.0,-1,-1,-1.0,-1,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0
AD,@ADZ7,0.7977,0.006258679,0.0015065913371,1.0,-1.0,1.0,-1.0,1.0,-20.0,2017-08-15,625.8679,1.0,1.0,1.0,79770.0,1.0,0.0015065913371,0.7977,currency,1.0,1.0,2017-08-15,1.0,1.0,-21.0,-21.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,0,-1,-1,1,1,-1,-1,1,1,-1,1,1,1,1,1,1.0,1.0,1.0,1.0,-1.0,1.0,-1,1,1.0,1,120.18079096,120.18079096,-120.18079096,120.18079096,120.18079096,-120.18079096,120.18079096,-120.18079096,120.18079096,-120.18079096,120.18079096,-120.18079096,120.18079096,120.18079096,-120.18079096,120.18079096,120.18079096,-120.18079096,120.18079096,-120.18079096,120.18079096,120.18079096,120.18079096,120.18079096,120.18079096,120.18079096,120.18079096,120.18079096,120.18079096,120.18079096,120.18079096,120.18079096,-120.18079096,120.18079096,-120.18079096
AEX,AEXV7,528.9,4.3902120345,0.00104097662534,1.0,1.0,-1.0,1.0,-1.0,-7.0,2017-09-04,1046.18752782,1.0,1.0,1.0,126036.87,0.83927822073,0.00104097662534,528.9,index,1.0,1.0,2017-09-04,-1.0,-1.0,-8.0,-8.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,2.0,0.0,1.0,2.0,0.0,1.0,0,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,1,-1,1.0,0.0,0.0,-1.0,1.0,0.0,-1,-1,-1.0,-1,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0
BO,@BOZ7,35.08,0.5665,-0.000284981476204,-1.0,1.0,1.0,-1.0,1.0,29.0,2017-08-15,339.9,2.0,1.0,1.0,21048.0,1.0,-0.000284981476204,35.08,grain,1.0,1.0,2017-08-15,1.0,1.0,30.0,30.0,-1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,0,-1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,1.0,1.0,0.0,1.0,0.0,1.0,-1,1,1.0,0,-11.9965802223,11.9965802223,11.9965802223,-11.9965802223,-11.9965802223,11.9965802223,-11.9965802223,11.9965802223,-11.9965802223,-11.9965802223,-11.9965802223,11.9965802223,-11.9965802223,11.9965802223,11.9965802223,-11.9965802223,-11.9965802223,11.9965802223,-11.9965802223,11.9965802223,-11.9965802223,-11.9965802223,11.9965802223,-11.9965802223,-11.9965802223,-0.0,-11.9965802223,-11.9965802223,-11.9965802223,-11.9965802223,-0.0,-11.9965802223,-0.0,-11.9965802223,11.9965802223
BP,@BPZ7,1.3434,0.009385074,0.0150358896864,1.0,1.0,1.0,1.0,1.0,29.0,2017-08-24,586.567125,1.0,1.0,1.0,83962.5,1.0,0.0150358896864,1.3434,currency,1.0,1.0,2017-08-24,1.0,1.0,30.0,30.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,1,1,1.0,1.0,0.0,1.0,0.0,0.0,-1,0,-1.0,-1,1262.4508878,1262.4508878,-1262.4508878,1262.4508878,1262.4508878,-1262.4508878,1262.4508878,-1262.4508878,1262.4508878,1262.4508878,1262.4508878,1262.4508878,-1262.4508878,-1262.4508878,-1262.4508878,1262.4508878,1262.4508878,-1262.4508878,1262.4508878,-1262.4508878,-1262.4508878,1262.4508878,-1262.4508878,0.0,-1262.4508878,-1262.4508878,1262.4508878,1262.4508878,1262.4508878,1262.4508878,0.0,1262.4508878,0.0,0.0,-1262.4508878
C,@CZ7,354.25,5.55,0.00782361308677,1.0,1.0,-1.0,1.0,-1.0,9.0,2017-08-30,277.5,3.0,1.0,1.0,17712.5,1.0,0.00782361308677,354.25,grain,1.0,1.0,2017-08-30,-1.0,-1.0,10.0,10.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,0,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,1,-1,1.0,0.0,0.0,-1.0,1.0,0.0,-1,-1,-1.0,-1,415.727240398,415.727240398,415.727240398,-415.727240398,415.727240398,-415.727240398,415.727240398,-415.727240398,415.727240398,415.727240398,-415.727240398,415.727240398,-415.727240398,-415.727240398,415.727240398,-415.727240398,-415.727240398,415.727240398,-415.727240398,415.727240398,-415.727240398,-415.727240398,-415.727240398,-415.727240398,-415.727240398,-415.727240398,415.727240398,-415.727240398,415.727240398,0.0,0.0,-415.727240398,415.727240398,0.0,-415.727240398
CC,@CCZ7,1973.0,50.4,-0.00854271356784,-1.0,-1.0,1.0,-1.0,1.0,-11.0,2017-08-28,504.0,1.0,1.0,1.0,19730.0,1.0,-0.00854271356784,1973.0,soft,1.0,1.0,2017-08-28,1.0,1.0,-12.0,-12.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,-1.0,2.0,0.0,-1.0,0,-1,-1,1,1,-1,-1,-1,1,-1,1,1,-1,1,1,-1.0,0.0,0.0,-1.0,0.0,1.0,-1,1,1.0,0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0
CD,@CDZ7,0.82075,0.0068127845,0.000670848761638,1.0,-1.0,-1.0,-1.0,1.0,17.0,2017-08-18,681.27845,1.0,1.0,1.0,82075.0,1.0,0.000670848761638,0.82075,currency,1.0,1.0,2017-08-18,1.0,1.0,18.0,18.0,-1.0,1.0,1.0,1.0,1.0,2.0,1.0,-1.0,2.0,1.0,-1.0,1.0,1.0,-1.0,0,-1,-1,1,1,1,-1,1,1,-1,1,1,1,-1,1,1.0,0.0,1.0,1.0,-1.0,1.0,-1,1,1.0,1,55.0599121114,55.0599121114,-55.0599121114,55.0599121114,55.0599121114,-55.0599121114,55.0599121114,-55.0599121114,55.0599121114,-55.0599121114,-55.0599121114,-55.0599121114,55.0599121114,55.0599121114,55.0599121114,55.0599121114,55.0599121114,-55.0599121114,55.0599121114,-55.0599121114,55.0599121114,55.0599121114,55.0599121114,55.0599121114,55.0599121114,55.0599121114,-55.0599121114,55.0599121114,55.0599121114,0.0,55.0599121114,55.0599121114,-55.0599121114,55.0599121114,-55.0599121114
CGB,CBZ7,135.77,0.657273492,-0.000368134295391,-1.0,-1.0,1.0,-1.0,1.0,-9.0,2017-08-30,539.899369147,1.0,1.0,1.0,111524.560539,1.2174,-0.000368134295391,135.77,rates,-1.0,1.0,2017-08-30,1.0,1.0,31.0,31.0,-1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,2.0,0.0,-1.0,2.0,0.0,-1.0,0,1,-1,1,1,-1,-1,1,1,-1,1,1,1,-1,1,-1.0,0.0,0.0,1.0,-1.0,0.0,1,1,1.0,1,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0
CL,QCLX7,50.35,1.2195433955,0.0119675456811,1.0,1.0,-1.0,1.0,-1.0,-9.0,2017-08-30,1219.5433955,1.0,1.0,1.0,50350.0,1.0,0.0119675456811,50.35,energy,1.0,1.0,2017-08-30,-1.0,-1.0,-10.0,-10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,2.0,1.0,1.0,2.0,1.0,1.0,0,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,1,-1,1.0,0.0,0.0,-1.0,1.0,0.0,-1,-1,-1.0,-1,602.565925041,602.565925041,602.565925041,-602.565925041,602.565925041,-602.565925041,602.565925041,-602.565925041,602.565925041,602.565925041,-602.565925041,602.565925041,-602.565925041,-602.565925041,602.565925041,-602.565925041,-602.565925041,602.565925041,-602.565925041,602.565925041,-602.565925041,-602.565925041,-602.565925041,-602.565925041,-602.565925041,-602.565925041,602.565925041,-602.565925041,602.565925041,0.0,0.0,-602.565925041,602.565925041,0.0,-602.565925041
