,2016-12-23
ACC_ACT,1.0
L%_ACT,0.53164556962
ACC_prevACT,0.493670886076
L%_prevACT,0.329113924051
ACC_AntiPrevACT,0.506329113924
L%_AntiPrevACT,0.670886075949
ACC_RiskOn,0.405063291139
L%_RiskOn,0.721518987342
ACC_RiskOff,0.594936708861
L%_RiskOff,0.278481012658
ACC_Custom,0.594936708861
L%_Custom,0.810126582278
ACC_AntiCustom,0.405063291139
L%_AntiCustom,0.189873417722
ACC_LastSIG,0.405063291139
L%_LastSIG,0.721518987342
ACC_0.75LastSIG,0.620253164557
L%_0.75LastSIG,0.430379746835
ACC_0.5LastSIG,0.392405063291
L%_0.5LastSIG,0.582278481013
ACC_1LastSIG,0.632911392405
L%_1LastSIG,0.417721518987
ACC_Anti1LastSIG,0.367088607595
L%_Anti1LastSIG,0.582278481013
ACC_Anti0.75LastSIG,0.379746835443
L%_Anti0.75LastSIG,0.569620253165
ACC_Anti0.5LastSIG,0.607594936709
L%_Anti0.5LastSIG,0.417721518987
ACC_prevSEA,0.405063291139
L%_prevSEA,0.620253164557
ACC_LastSEA,0.405063291139
L%_LastSEA,0.594936708861
ACC_AntiSEA,0.594936708861
L%_AntiSEA,0.379746835443
ACC_AdjSEA,0.430379746835
L%_AdjSEA,0.746835443038
ACC_AntiAdjSEA,0.569620253165
L%_AntiAdjSEA,0.253164556962
ACC_Voting,0.392405063291
L%_Voting,0.53164556962
ACC_Voting2,0.430379746835
L%_Voting2,0.746835443038
ACC_Voting3,0.493670886076
L%_Voting3,0.582278481013
ACC_Voting4,0.341772151899
L%_Voting4,0.632911392405
ACC_Voting5,0.227848101266
L%_Voting5,0.493670886076
ACC_Voting6,0.291139240506
L%_Voting6,0.455696202532
ACC_Voting7,0.405063291139
L%_Voting7,0.594936708861
ACC_Voting8,0.417721518987
L%_Voting8,0.73417721519
ACC_Voting9,0.481012658228
L%_Voting9,0.645569620253
ACC_Voting10,0.278481012658
L%_Voting10,0.455696202532
ACC_Voting11,0.26582278481
L%_Voting11,0.443037974684
ACC_Voting12,0.481012658228
L%_Voting12,0.670886075949
ACC_Voting13,0.341772151899
L%_Voting13,0.215189873418
ACC_Voting14,0.189873417722
L%_Voting14,0.417721518987
ACC_Voting15,0.582278481013
L%_Voting15,0.367088607595
PNL_ACT,10064.7119915
PNL_prevACT,277.811055986
PNL_AntiPrevACT,-277.811055986
PNL_RiskOn,-953.258049993
PNL_RiskOff,953.258049993
PNL_Custom,1927.3899901
PNL_AntiCustom,-1927.3899901
PNL_LastSIG,-953.258049993
PNL_0.75LastSIG,134.733854472
PNL_0.5LastSIG,-568.299708307
PNL_1LastSIG,-1046.52095326
PNL_Anti1LastSIG,1046.52095326
PNL_Anti0.75LastSIG,-134.733854472
PNL_Anti0.5LastSIG,568.299708307
PNL_prevSEA,-2964.90380794
PNL_LastSEA,-2626.74868506
PNL_AntiSEA,2964.90380794
PNL_AdjSEA,-3043.80432577
PNL_AntiAdjSEA,3043.80432577
PNL_Voting,-833.38252193
PNL_Voting2,-2905.37531128
PNL_Voting3,662.454919095
PNL_Voting4,-1023.73730606
PNL_Voting5,-2216.99263394
PNL_Voting6,-233.368091982
PNL_Voting7,-664.450490956
PNL_Voting8,-708.677749663
PNL_Voting9,1812.73521979
PNL_Voting10,627.218007339
PNL_Voting11,1016.66922155
PNL_Voting12,-2601.95262999
PNL_Voting13,1728.49898612
PNL_Voting14,-1075.98907645
PNL_Voting15,3642.37403398
Vol_All,296.020940928
Chg_All,-27.9018066294
L%_All,0.5
Vol_currency,284.388960895
Vol_energy,511.916470173
Vol_grain,262.681558248
Vol_index,117.722905515
Vol_meat,343.794808671
Vol_metal,442.798676905
Vol_rates,148.633573584
Chg_currency,-25.2722625362
Chg_energy,511.916470173
Chg_grain,-262.681558248
Chg_index,117.722905515
Chg_meat,-343.794808671
Chg_metal,-326.501162091
Chg_rates,148.633573584
L%_currency,0.375
L%_energy,1.0
L%_grain,0.0
L%_index,1.0
L%_meat,0.0
L%_metal,0.2
L%_rates,1.0
