2017-09-19 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,prevSEA,prevSRUN,prevvSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,FX,PC2017-09-19 00:00:00,Close2017-09-19 00:00:00,group,RiskOn,Custom,vSTART,LastSEA,SEA2017-09-19 00:00:00,LastSRUN,SRUN2017-09-19 00:00:00,prevACT,LastSIG,LastSAFEf,finalQTY,SIG2017-09-18 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2017-09-18 00:00:00,0.5SIG2017-09-15 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2017-09-18 00:00:00,0.75SIG2017-09-15 00:00:00,1LastSAFEf,1finalQTY,1SIG2017-09-18 00:00:00,1SIG2017-09-15 00:00:00,None,RiskOff,AntiCustom,Anti1LastSIG,Anti0.75LastSIG,Anti0.5LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,Voting5,Voting6,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Custom,PNL_AntiCustom,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_Anti0.5LastSIG,PNL_prevSEA,PNL_LastSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
AC,@ACV7,1.557,0.0286,-0.00574712643678,-1.0,-1.0,-1.0,1.0,-1.0,-12.0,2017-08-30,829.4,1.0,1.0,1.0,45153.0,1.0,-0.00574712643678,1.557,energy,1.0,1.0,2017-08-30,-1.0,-1.0,-13.0,-13.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,,1.0,0.0,-1.0,,2.0,0.0,1.0,,0,-1,-1,-1,1,1,1,-1,-1,1,-1,-1,1,1,-1,1.0,0.0,1.0,-1.0,1.0,0.0,1,-1,-1.0,0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
AD,@ADZ7,0.8003,0.006479628,0.00730018879799,1.0,1.0,-1.0,1.0,1.0,6.0,2017-09-08,647.9628,1.0,1.0,1.0,80030.0,1.0,0.00730018879799,0.8003,currency,1.0,1.0,2017-09-08,1.0,1.0,7.0,7.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,,2.0,1.0,1.0,,2.0,1.0,1.0,,0,-1,-1,-1,-1,1,-1,1,1,-1,-1,1,-1,-1,1,1.0,0.0,0.0,1.0,0.0,0.0,-1,0,-1.0,-1,584.234109503,584.234109503,-584.234109503,584.234109503,584.234109503,-584.234109503,584.234109503,-584.234109503,584.234109503,584.234109503,-584.234109503,584.234109503,-584.234109503,-584.234109503,584.234109503,584.234109503,584.234109503,-584.234109503,584.234109503,-584.234109503,-584.234109503,584.234109503,-584.234109503,0.0,-584.234109503,-584.234109503,-584.234109503,584.234109503,584.234109503,0.0,0.0,584.234109503,0.0,0.0,-584.234109503
AEX,AEXV7,528.3,4.020638001,-0.00122884960771,-1.0,1.0,-1.0,1.0,-1.0,-10.0,2017-09-04,964.47064368,1.0,1.0,1.0,126728.604,0.833750208438,-0.00122884960771,528.3,index,1.0,1.0,2017-08-29,-1.0,-1.0,15.0,15.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,,2.0,0.0,1.0,,2.0,0.0,1.0,,0,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,1,-1,1.0,0.0,0.0,-1.0,1.0,0.0,-1,-1,-1.0,-1,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0
BO,@BOZ7,34.76,0.561,0.00958466453674,1.0,-1.0,-1.0,-1.0,1.0,-10.0,2017-09-01,336.6,2.0,1.0,1.0,20856.0,1.0,0.00958466453674,34.76,grain,1.0,1.0,2017-09-01,1.0,1.0,-11.0,-11.0,-1.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,,2.0,2.0,-1.0,,2.0,2.0,-1.0,,0,-1,-1,1,1,1,-1,1,1,-1,1,1,1,-1,1,1.0,0.0,1.0,1.0,-1.0,1.0,-1,1,1.0,1,399.795527157,399.795527157,-399.795527157,399.795527157,399.795527157,-399.795527157,399.795527157,-399.795527157,399.795527157,-399.795527157,-399.795527157,-399.795527157,399.795527157,399.795527157,399.795527157,399.795527157,399.795527157,-399.795527157,399.795527157,-399.795527157,399.795527157,399.795527157,399.795527157,399.795527157,399.795527157,399.795527157,-399.795527157,399.795527157,399.795527157,0.0,399.795527157,399.795527157,-399.795527157,399.795527157,-399.795527157
BP,@BPZ7,1.356,0.010471637,0.00251367736212,1.0,1.0,-1.0,1.0,1.0,32.0,2017-08-24,654.4773125,1.0,1.0,1.0,84750.0,1.0,0.00251367736212,1.356,currency,1.0,1.0,2017-08-24,1.0,1.0,33.0,33.0,-1.0,1.0,1.0,1.0,1.0,2.0,1.0,-1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,0,-1,-1,-1,-1,1,-1,1,1,-1,-1,1,-1,-1,1,1.0,0.0,0.0,1.0,0.0,0.0,-1,0,-1.0,-1,213.034156439,213.034156439,-213.034156439,213.034156439,213.034156439,-213.034156439,213.034156439,-213.034156439,213.034156439,213.034156439,-213.034156439,213.034156439,-213.034156439,-213.034156439,213.034156439,213.034156439,213.034156439,-213.034156439,213.034156439,-213.034156439,-213.034156439,213.034156439,-213.034156439,0.0,-213.034156439,-213.034156439,-213.034156439,213.034156439,213.034156439,0.0,0.0,213.034156439,0.0,0.0,-213.034156439
C,@CZ7,348.25,5.6375,-0.00924608819346,-1.0,-1.0,-1.0,-1.0,-1.0,12.0,2017-08-30,281.875,3.0,1.0,1.0,17412.5,1.0,-0.00924608819346,348.25,grain,1.0,1.0,2017-09-06,-1.0,-1.0,9.0,9.0,-1.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,,1.0,3.0,-1.0,,1.0,3.0,-1.0,,0,-1,-1,1,1,1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1,1.0,1,-482.992532006,482.992532006,482.992532006,-482.992532006,-482.992532006,482.992532006,-482.992532006,482.992532006,-482.992532006,482.992532006,482.992532006,482.992532006,-482.992532006,-482.992532006,-482.992532006,482.992532006,482.992532006,-482.992532006,-482.992532006,482.992532006,482.992532006,-482.992532006,-482.992532006,-482.992532006,-482.992532006,-482.992532006,-482.992532006,-482.992532006,-482.992532006,-482.992532006,-482.992532006,-482.992532006,-0.0,-0.0,-482.992532006
CC,@CCZ7,1965.0,51.85,-0.00506329113924,-1.0,1.0,1.0,-1.0,1.0,-14.0,2017-08-28,518.5,1.0,1.0,1.0,19650.0,1.0,-0.00506329113924,1965.0,soft,1.0,1.0,2017-08-28,1.0,1.0,-15.0,-15.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,1.0,0.0,1.0,,2.0,0.0,-1.0,,0,-1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,1.0,1.0,0.0,1.0,0.0,1.0,-1,1,1.0,0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
CD,@CDZ7,0.8153,0.007014911,0.00295239266822,1.0,-1.0,-1.0,-1.0,1.0,-5.0,2017-09-11,701.4911,1.0,1.0,1.0,81530.0,1.0,0.00295239266822,0.8153,currency,1.0,1.0,2017-09-11,1.0,1.0,-6.0,-6.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,,1.0,1.0,-1.0,,2.0,1.0,-1.0,,0,-1,-1,1,1,1,-1,1,1,-1,1,1,1,-1,1,1.0,0.0,1.0,1.0,-1.0,1.0,-1,1,1.0,1,240.70857424,240.70857424,-240.70857424,240.70857424,240.70857424,-240.70857424,240.70857424,-240.70857424,240.70857424,-240.70857424,-240.70857424,-240.70857424,240.70857424,240.70857424,240.70857424,240.70857424,240.70857424,-240.70857424,240.70857424,-240.70857424,240.70857424,240.70857424,240.70857424,240.70857424,240.70857424,240.70857424,-240.70857424,240.70857424,240.70857424,0.0,240.70857424,240.70857424,-240.70857424,240.70857424,-240.70857424
CGB,CBZ7,135.55,0.622496325,-0.00103176357875,-1.0,-1.0,1.0,-1.0,1.0,33.0,2017-08-30,506.547583204,1.0,1.0,1.0,110301.896005,1.2289,-0.00103176357875,135.55,rates,-1.0,1.0,2017-08-30,1.0,1.0,34.0,34.0,1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,,2.0,0.0,-1.0,,2.0,0.0,-1.0,,0,1,-1,1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1,-1,0.0,0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
CL,QCLX7,49.9,1.1409596115,-0.00893743793446,-1.0,1.0,-1.0,1.0,-1.0,-12.0,2017-08-30,1140.9596115,1.0,1.0,1.0,49900.0,1.0,-0.00893743793446,49.9,energy,1.0,1.0,2017-08-30,-1.0,-1.0,-13.0,-13.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,,2.0,1.0,1.0,,2.0,1.0,1.0,,0,-1,-1,-1,-1,1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,-1.0,-1,1,0.0,0,-445.978152929,445.978152929,445.978152929,-445.978152929,-445.978152929,445.978152929,-445.978152929,445.978152929,-445.978152929,-445.978152929,445.978152929,-445.978152929,445.978152929,445.978152929,-445.978152929,445.978152929,445.978152929,-445.978152929,-445.978152929,445.978152929,445.978152929,-445.978152929,-445.978152929,-445.978152929,-0.0,-0.0,-445.978152929,-445.978152929,-445.978152929,-445.978152929,-445.978152929,-445.978152929,-445.978152929,445.978152929,445.978152929
