2016-08-17 00:00:00,Contract,LastClose,ATR20,PC2016-08-17 00:00:00,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,LastSEA,LastSRUN,vSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,Close2016-08-17 00:00:00,RiskOn,group,SEA2016-08-17 00:00:00,SRUN2016-08-17 00:00:00,prevACT,prevSEA,prevSRUN,LastSIG,LastSAFEf,finalQTY,SIG2016-08-16 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2016-08-16 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2016-08-16 00:00:00,1LastSAFEf,1finalQTY,1SIG2016-08-16 00:00:00,Anti1LastSIG,Anti0.75LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting4,Voting5,Voting6,RiskOff,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_prevSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6
CU,@EUU6,1.1304,0.007255,0.00119569549621,1.0,1.0,-1.0,1.0,1.0,18.0,2016-07-22,906.875,3.0,1.0,1.0,141300.0,1.1304,1.0,currency,1.0,18.0,1.0,1.0,17.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,-1,-1,506.855320845,506.855320845,506.855320845,-506.855320845,506.855320845,-506.855320845,-506.855320845,506.855320845,-506.855320845,506.855320845,-506.855320845,-506.855320845,506.855320845,-506.855320845,506.855320845,-506.855320845,506.855320845,-506.855320845,-506.855320845,-506.855320845,-506.855320845,-506.855320845
DX,@DXU6,94.69,0.6361,-0.000780887256764,-1.0,-1.0,1.0,-1.0,-1.0,18.0,2016-07-22,636.1,4.0,1.0,1.0,94690.0,94.69,-1.0,currency,-1.0,18.0,-1.0,-1.0,17.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,2.0,4.0,-1.0,2.0,4.0,-1.0,1,1,1,1,-1.0,1,-1,1,1,1,1,1,1,-295.768857372,295.768857372,295.768857372,-295.768857372,295.768857372,-295.768857372,-295.768857372,295.768857372,-295.768857372,295.768857372,-295.768857372,-295.768857372,295.768857372,-295.768857372,295.768857372,-295.768857372,295.768857372,-295.768857372,-295.768857372,-295.768857372,-295.768857372,-295.768857372
EBL,BDU6,166.95,0.69,0.00149970005999,1.0,-1.0,-1.0,-1.0,1.0,42.0,2016-06-20,778.803,3.0,1.0,1.0,188436.465,166.95,-1.0,rates,1.0,42.0,-1.0,1.0,41.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,1,1,-1,1,1.0,-1,-1,1,-1,-1,-1,-1,1,847.794533593,847.794533593,-847.794533593,847.794533593,-847.794533593,847.794533593,-847.794533593,-847.794533593,-847.794533593,-847.794533593,847.794533593,847.794533593,847.794533593,-847.794533593,847.794533593,-847.794533593,-847.794533593,847.794533593,-847.794533593,-847.794533593,-847.794533593,-847.794533593
EBM,BLU6,133.47,0.199,0.000299782657573,1.0,-1.0,-1.0,-1.0,1.0,-28.0,2016-07-08,224.6113,9.0,3.0,2.0,150647.589,133.47,-1.0,rates,1.0,-28.0,-1.0,1.0,-27.0,-1.0,1.0,9.0,-1.0,1.0,9.0,-1.0,2.0,9.0,-1.0,2.0,9.0,-1.0,1,1,-1,1,-1.0,1,-1,-1,-1,-1,1,-1,1,406.453811287,406.453811287,-406.453811287,406.453811287,-406.453811287,406.453811287,-406.453811287,-406.453811287,-406.453811287,-406.453811287,406.453811287,406.453811287,406.453811287,-406.453811287,-406.453811287,406.453811287,-406.453811287,-406.453811287,-406.453811287,-406.453811287,406.453811287,-406.453811287
EBS,EZU6,111.995,0.038,8.92976737956e-05,1.0,1.0,1.0,1.0,1.0,-27.0,2016-07-11,42.8906,47.0,12.0,6.0,126408.7565,111.995,-1.0,rates,1.0,-27.0,-1.0,1.0,-26.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,-1,-1,-1,1,-1.0,1,-1,1,1,1,-1,1,1,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0
ED,@EDZ6,99.095,0.03775,-0.000151346988195,-1.0,-1.0,1.0,-1.0,1.0,-36.0,2016-06-27,94.375,22.0,6.0,3.0,247737.5,99.095,-1.0,rates,1.0,-36.0,-1.0,1.0,-35.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,2.0,0.0,-1.0,2.0,0.0,-1.0,1,1,-1,1,-1.0,1,-1,1,-1,-1,1,1,1,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0
EMD,@EMDU6,1549.3,13.28,-0.0015466907263,-1.0,-1.0,-1.0,-1.0,1.0,-25.0,2016-07-13,1328.0,2.0,1.0,1.0,154930.0,1549.3,1.0,index,1.0,-25.0,-1.0,1.0,-24.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,1,1,-1,1,-1.0,1,-1,-1,-1,-1,1,-1,-1,-479.257588451,479.257588451,479.257588451,-479.257588451,-479.257588451,479.257588451,479.257588451,479.257588451,479.257588451,479.257588451,-479.257588451,-479.257588451,-479.257588451,479.257588451,479.257588451,-479.257588451,479.257588451,479.257588451,479.257588451,479.257588451,-479.257588451,479.257588451
ES,@ESU6,2179.75,13.7875,0.00137820144711,1.0,-1.0,-1.0,-1.0,-1.0,-23.0,2016-07-15,689.375,3.0,1.0,1.0,108987.5,2179.75,1.0,index,-1.0,-23.0,-1.0,-1.0,-22.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1,1,1,1,1.0,-1,-1,1,1,1,-1,1,-1,450.620190651,450.620190651,-450.620190651,450.620190651,450.620190651,-450.620190651,450.620190651,-450.620190651,-450.620190651,-450.620190651,450.620190651,450.620190651,-450.620190651,450.620190651,450.620190651,-450.620190651,-450.620190651,450.620190651,450.620190651,450.620190651,-450.620190651,450.620190651
FC,@GFV6,142.425,2.6042823595,-0.0024514095605,-1.0,-1.0,1.0,-1.0,-1.0,-8.0,2016-08-05,1302.14117975,2.0,1.0,1.0,71212.5,142.425,1.0,meat,-1.0,-8.0,-1.0,-1.0,18.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,1,1,1,1,-1.0,1,-1,1,1,1,1,1,-1,-349.142006654,349.142006654,349.142006654,-349.142006654,-349.142006654,349.142006654,-349.142006654,349.142006654,-349.142006654,349.142006654,-349.142006654,-349.142006654,349.142006654,-349.142006654,349.142006654,-349.142006654,349.142006654,-349.142006654,-349.142006654,-349.142006654,-349.142006654,-349.142006654
FCH,MTU6,4417.5,52.4447433305,-0.00964017486829,-1.0,-1.0,-1.0,1.0,1.0,-37.0,2016-06-27,591.943817971,4.0,1.0,1.0,49860.3225,4417.5,1.0,index,1.0,-37.0,-1.0,-1.0,-36.0,1.0,1.0,4.0,1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,1.0,4.0,1.0,-1,1,1,1,1.0,-1,1,1,1,1,-1,1,-1,-1922.64891156,1922.64891156,1922.64891156,-1922.64891156,-1922.64891156,1922.64891156,-1922.64891156,1922.64891156,1922.64891156,-1922.64891156,1922.64891156,-1922.64891156,1922.64891156,-1922.64891156,-1922.64891156,1922.64891156,-1922.64891156,-1922.64891156,-1922.64891156,-1922.64891156,1922.64891156,-1922.64891156
FDX,DXMU6,10539.5,130.2,-0.0148618965276,-1.0,-1.0,-1.0,-1.0,-1.0,-24.0,2016-07-14,734.7837,3.0,1.0,1.0,59479.66825,10539.5,1.0,index,-1.0,-24.0,-1.0,-1.0,-23.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,1,1,1,1,1.0,-1,-1,1,1,1,-1,1,-1,-2651.94202507,2651.94202507,2651.94202507,-2651.94202507,-2651.94202507,2651.94202507,-2651.94202507,2651.94202507,2651.94202507,2651.94202507,-2651.94202507,-2651.94202507,2651.94202507,-2651.94202507,-2651.94202507,2651.94202507,2651.94202507,-2651.94202507,-2651.94202507,-2651.94202507,2651.94202507,-2651.94202507
FEI,IEZ6,100.33,0.00825,0.0,1.0,-1.0,1.0,-1.0,1.0,-28.0,2016-07-08,23.2794375,86.0,22.0,11.0,283106.1775,100.33,-1.0,rates,1.0,-28.0,-1.0,1.0,-27.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1,1,-1,1,-1.0,1,-1,1,-1,-1,1,1,1,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0
FFI,LFU6,6855.5,63.8,-0.00580088463491,-1.0,-1.0,-1.0,-1.0,1.0,16.0,2016-07-26,831.8244,3.0,1.0,1.0,89382.009,6855.5,1.0,index,1.0,16.0,-1.0,1.0,15.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,1,1,-1,1,1.0,-1,-1,1,-1,-1,-1,-1,-1,-1555.48416794,1555.48416794,1555.48416794,-1555.48416794,-1555.48416794,1555.48416794,1555.48416794,1555.48416794,1555.48416794,1555.48416794,-1555.48416794,-1555.48416794,-1555.48416794,1555.48416794,-1555.48416794,1555.48416794,1555.48416794,-1555.48416794,1555.48416794,1555.48416794,1555.48416794,1555.48416794
FLG,LGU6,132.31,0.7245,0.00136229470976,1.0,-1.0,-1.0,-1.0,1.0,39.0,2016-06-23,944.6031,3.0,1.0,1.0,172505.778,132.31,-1.0,rates,1.0,39.0,-1.0,1.0,38.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1,1,-1,1,1.0,-1,-1,1,-1,-1,-1,-1,1,705.011126315,705.011126315,-705.011126315,705.011126315,-705.011126315,705.011126315,-705.011126315,-705.011126315,-705.011126315,-705.011126315,705.011126315,705.011126315,705.011126315,-705.011126315,705.011126315,-705.011126315,-705.011126315,705.011126315,-705.011126315,-705.011126315,-705.011126315,-705.011126315
FSS,LLZ6,99.73,0.0275,-0.000100260677762,-1.0,-1.0,-1.0,-1.0,1.0,-26.0,2016-07-12,44.818125,45.0,12.0,6.0,162534.9675,99.73,-1.0,rates,1.0,-26.0,-1.0,1.0,-25.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1,1,-1,1,-1.0,1,-1,-1,-1,-1,1,-1,1,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0
FV,@FVU6,121.4375,0.335546875,0.000321771027737,1.0,1.0,1.0,-1.0,1.0,-31.0,2016-07-05,335.546875,6.0,2.0,1.0,121437.5,121.4375,-1.0,rates,1.0,-31.0,-1.0,1.0,-30.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,2.0,6.0,-1.0,1,-1,-1,1,-1.0,1,-1,1,1,1,1,1,1,234.450415085,234.450415085,-234.450415085,234.450415085,-234.450415085,234.450415085,234.450415085,234.450415085,234.450415085,-234.450415085,234.450415085,-234.450415085,234.450415085,-234.450415085,-234.450415085,234.450415085,-234.450415085,234.450415085,234.450415085,234.450415085,234.450415085,234.450415085
GC,QGCZ6,1348.8,16.2142599465,-0.00596948927703,-1.0,-1.0,-1.0,-1.0,1.0,34.0,2016-06-29,1621.42599465,2.0,1.0,1.0,134880.0,1348.8,-1.0,metal,1.0,34.0,1.0,1.0,33.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,1,1,-1,-1,1.0,-1,-1,-1,-1,-1,1,-1,1,-1610.32942737,1610.32942737,-1610.32942737,1610.32942737,1610.32942737,-1610.32942737,1610.32942737,1610.32942737,1610.32942737,1610.32942737,-1610.32942737,-1610.32942737,-1610.32942737,1610.32942737,-1610.32942737,1610.32942737,1610.32942737,1610.32942737,1610.32942737,1610.32942737,-1610.32942737,1610.32942737
HCM,HHIQ6,9620.0,143.104310345,-0.00865622423743,-1.0,1.0,-1.0,1.0,1.0,-11.0,2016-08-01,920.877157947,3.0,1.0,1.0,61904.7619048,9620.0,1.0,index,1.0,-11.0,-1.0,1.0,-10.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,-1,-1,-1,1,-1.0,1,-1,-1,1,-1,-1,-1,-1,-1607.58450124,1607.58450124,1607.58450124,-1607.58450124,-1607.58450124,1607.58450124,1607.58450124,-1607.58450124,1607.58450124,-1607.58450124,1607.58450124,1607.58450124,-1607.58450124,1607.58450124,1607.58450124,-1607.58450124,1607.58450124,1607.58450124,-1607.58450124,1607.58450124,1607.58450124,1607.58450124
HG,QHGZ6,216.35,3.8694947435,-0.00847846012832,-1.0,1.0,1.0,-1.0,1.0,13.0,2016-07-29,967.373685875,3.0,1.0,1.0,54087.5,216.35,1.0,metal,1.0,13.0,1.0,1.0,12.0,-1.0,1.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,3.0,-1.0,1,-1,-1,-1,1.0,-1,-1,1,-1,-1,1,-1,-1,-1375.73613657,1375.73613657,-1375.73613657,1375.73613657,-1375.73613657,1375.73613657,1375.73613657,-1375.73613657,-1375.73613657,1375.73613657,-1375.73613657,1375.73613657,-1375.73613657,1375.73613657,-1375.73613657,1375.73613657,1375.73613657,-1375.73613657,1375.73613657,1375.73613657,-1375.73613657,1375.73613657
HIC,HSIQ6,22739.0,286.472380953,-0.00785374580043,-1.0,1.0,-1.0,1.0,-1.0,-11.0,2016-08-01,1843.45161488,2.0,1.0,1.0,146325.611326,22739.0,1.0,index,-1.0,-11.0,-1.0,-1.0,-10.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,2.0,2.0,1.0,2.0,2.0,1.0,-1,-1,1,1,1.0,-1,1,1,1,1,-1,1,-1,-2298.40831089,2298.40831089,2298.40831089,-2298.40831089,-2298.40831089,2298.40831089,-2298.40831089,-2298.40831089,2298.40831089,-2298.40831089,2298.40831089,2298.40831089,2298.40831089,-2298.40831089,-2298.40831089,2298.40831089,-2298.40831089,-2298.40831089,-2298.40831089,-2298.40831089,2298.40831089,-2298.40831089
HO,QHOV6,1.5072,0.0414204065,0.0174159578777,1.0,1.0,-1.0,1.0,1.0,12.0,2016-08-01,1739.657073,2.0,1.0,1.0,63302.4,1.5072,1.0,energy,1.0,12.0,1.0,1.0,11.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,1.0,2.0,2.0,1.0,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,-1,-1,2204.94386391,2204.94386391,2204.94386391,-2204.94386391,2204.94386391,-2204.94386391,-2204.94386391,2204.94386391,-2204.94386391,2204.94386391,-2204.94386391,-2204.94386391,2204.94386391,-2204.94386391,2204.94386391,-2204.94386391,2204.94386391,-2204.94386391,-2204.94386391,-2204.94386391,-2204.94386391,-2204.94386391
JY,@JYU6,0.99915,0.0117025,0.000701086684361,1.0,1.0,1.0,1.0,1.0,20.0,2016-07-20,1462.8125,2.0,1.0,1.0,124893.75,0.99915,-1.0,currency,1.0,20.0,1.0,1.0,19.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,-1,-1,-1,-1,1.0,-1,1,1,-1,1,-1,-1,1,175.12269017,175.12269017,175.12269017,-175.12269017,-175.12269017,175.12269017,175.12269017,175.12269017,175.12269017,175.12269017,-175.12269017,-175.12269017,175.12269017,-175.12269017,175.12269017,-175.12269017,175.12269017,175.12269017,-175.12269017,175.12269017,-175.12269017,-175.12269017
KC,@KCZ6,138.1,3.4627303325,-0.0188277087034,-1.0,-1.0,-1.0,-1.0,1.0,7.0,2016-08-08,1298.52387469,2.0,1.0,1.0,51787.5,138.1,1.0,soft,1.0,7.0,1.0,1.0,6.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,1,1,-1,-1,1.0,-1,-1,-1,-1,-1,1,-1,-1,-1950.07992895,1950.07992895,-1950.07992895,1950.07992895,-1950.07992895,1950.07992895,1950.07992895,1950.07992895,1950.07992895,1950.07992895,-1950.07992895,-1950.07992895,-1950.07992895,1950.07992895,-1950.07992895,1950.07992895,1950.07992895,1950.07992895,1950.07992895,1950.07992895,-1950.07992895,1950.07992895
KW,@KWZ6,444.0,10.3444859545,0.0170212765885,1.0,1.0,-1.0,1.0,1.0,-13.0,2016-07-29,517.224297725,4.0,1.0,1.0,22200.0,444.0,1.0,grain,1.0,-13.0,-1.0,1.0,-12.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,1.0,4.0,1.0,1.0,4.0,1.0,-1,-1,-1,1,-1.0,1,-1,-1,1,-1,-1,-1,-1,1511.48936106,1511.48936106,-1511.48936106,1511.48936106,1511.48936106,-1511.48936106,-1511.48936106,1511.48936106,-1511.48936106,1511.48936106,-1511.48936106,-1511.48936106,1511.48936106,-1511.48936106,-1511.48936106,1511.48936106,-1511.48936106,-1511.48936106,1511.48936106,-1511.48936106,-1511.48936106,-1511.48936106
LB,@LBU6,323.0,5.995,-0.000927930714507,-1.0,-1.0,-1.0,-1.0,1.0,-15.0,2016-07-27,659.45,4.0,1.0,1.0,35530.0,323.0,1.0,soft,1.0,-15.0,-1.0,1.0,-14.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1,1,-1,1,-1.0,1,-1,-1,-1,-1,1,-1,-1,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0
