2016-09-20 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,LastSEA,LastSRUN,vSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,PC2016-09-20 00:00:00,Close2016-09-20 00:00:00,group,RiskOn,Excess,SEA2016-09-20 00:00:00,SRUN2016-09-20 00:00:00,prevACT,prevSEA,prevSRUN,LastSIG,LastSAFEf,finalQTY,SIG2016-09-19 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2016-09-19 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2016-09-19 00:00:00,1LastSAFEf,1finalQTY,1SIG2016-09-19 00:00:00,RiskOff,AntiExcess,Anti1LastSIG,Anti0.75LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting5,Voting6,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Excess,PNL_AntiExcess,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_prevSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
AC,@ACZ6,1.377,0.0273482755,-0.00935251798561,-1.0,1.0,1.0,-1.0,-1.0,-13.0,2016-08-31,793.0999895,3.0,1.0,1.0,39933.0,-0.00935251798561,1.377,energy,1.0,1.0,-1.0,-13.0,-1.0,-1.0,-12.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,-1,-1,1,-1,1,1,1.0,-1,-1,1,1,-1,1,1,1,1.0,1.0,-1,1,-1.0,-1,-1,1,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0
AD,@ADZ6,0.7534,0.0071271535,0.000531208499336,1.0,1.0,-1.0,1.0,1.0,-17.0,2016-08-25,712.71535,3.0,1.0,1.0,75340.0,0.000531208499336,0.7534,currency,1.0,1.0,1.0,-17.0,1.0,1.0,-16.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,-1,-1,-1,-1,-1,-1,-1.0,1,1,-1,-1,1,-1,-1,-1,-1.0,-1.0,1,-1,-1.0,-1,-1,-1,120.06374502,120.06374502,120.06374502,-120.06374502,120.06374502,-120.06374502,120.06374502,-120.06374502,-120.06374502,120.06374502,-120.06374502,120.06374502,-120.06374502,-120.06374502,120.06374502,-120.06374502,-120.06374502,120.06374502,120.06374502,-120.06374502,-120.06374502,-120.06374502,120.06374502,-120.06374502,-120.06374502,-120.06374502,-120.06374502,-120.06374502,120.06374502,-120.06374502,-120.06374502,-120.06374502,-120.06374502
AEX,AEXV6,444.2,5.9051285305,-0.0004500450045,-1.0,1.0,1.0,-1.0,-1.0,11.0,2016-09-05,1317.07986744,2.0,1.0,1.0,99074.368,-0.0004500450045,444.2,index,1.0,1.0,-1.0,11.0,1.0,-1.0,10.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,-1.0,-1,-1,1,-1,1,-1,-1.0,1,1,1,-1,1,1,1,1,1.0,1.0,1,-1,0.0,-1,-1,1,-89.1758487849,89.1758487849,-89.1758487849,89.1758487849,-89.1758487849,89.1758487849,-89.1758487849,89.1758487849,-89.1758487849,-89.1758487849,-89.1758487849,89.1758487849,-89.1758487849,89.1758487849,89.1758487849,-89.1758487849,89.1758487849,-89.1758487849,-89.1758487849,-89.1758487849,89.1758487849,-89.1758487849,-89.1758487849,-89.1758487849,-89.1758487849,-89.1758487849,-89.1758487849,-89.1758487849,-89.1758487849,89.1758487849,-0.0,89.1758487849,89.1758487849
BO,@BOZ6,34.09,0.6445,0.0305320435308,1.0,1.0,-1.0,1.0,-1.0,5.0,2016-09-13,386.7,6.0,1.0,1.0,20454.0,0.0305320435308,34.09,grain,1.0,1.0,-1.0,5.0,1.0,-1.0,-20.0,-1.0,1.0,6.0,-1.0,1.0,6.0,-1.0,2.0,6.0,1.0,2.0,6.0,1.0,-1,-1,-1,-1,1,-1,1.0,-1,-1,-1,-1,-1,-1,1,-1,0.0,0.0,-1,-1,0.0,-1,-1,-1,3747.01451028,3747.01451028,3747.01451028,-3747.01451028,3747.01451028,-3747.01451028,3747.01451028,-3747.01451028,-3747.01451028,3747.01451028,-3747.01451028,3747.01451028,-3747.01451028,-3747.01451028,-3747.01451028,3747.01451028,3747.01451028,-3747.01451028,-3747.01451028,-3747.01451028,-3747.01451028,-3747.01451028,-3747.01451028,-3747.01451028,3747.01451028,-3747.01451028,0.0,0.0,-3747.01451028,-3747.01451028,0.0,-3747.01451028,-3747.01451028
BP,@BPZ6,1.2999,0.011568081,-0.0041369800046,-1.0,1.0,1.0,-1.0,1.0,-10.0,2016-09-06,723.0050625,3.0,1.0,1.0,81243.75,-0.0041369800046,1.2999,currency,1.0,1.0,1.0,-10.0,1.0,1.0,9.0,-1.0,1.0,3.0,-1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,-1,-1,1,-1,-1,-1,1.0,-1,1,-1,-1,1,-1,1,1,0.0,0.0,1,-1,-1.0,-1,-1,0,-1008.31130775,1008.31130775,-1008.31130775,1008.31130775,-1008.31130775,1008.31130775,-1008.31130775,1008.31130775,1008.31130775,-1008.31130775,-1008.31130775,1008.31130775,-1008.31130775,1008.31130775,-1008.31130775,1008.31130775,-1008.31130775,1008.31130775,-1008.31130775,1008.31130775,1008.31130775,-0.0,-1008.31130775,1008.31130775,-1008.31130775,-1008.31130775,-0.0,-0.0,-1008.31130775,1008.31130775,1008.31130775,1008.31130775,1008.31130775
C,@CZ6,340.5,7.1,0.00963676797628,1.0,1.0,-1.0,1.0,-1.0,-13.0,2016-08-31,355.0,6.0,1.0,1.0,17025.0,0.00963676797628,340.5,grain,1.0,1.0,-1.0,-13.0,1.0,-1.0,-12.0,-1.0,1.0,6.0,-1.0,1.0,6.0,-1.0,2.0,6.0,1.0,2.0,6.0,1.0,-1,-1,-1,-1,1,-1,1.0,-1,-1,-1,-1,-1,-1,1,-1,0.0,0.0,-1,-1,0.0,-1,-1,-1,984.395848777,984.395848777,984.395848777,-984.395848777,984.395848777,-984.395848777,984.395848777,-984.395848777,-984.395848777,984.395848777,-984.395848777,984.395848777,-984.395848777,-984.395848777,-984.395848777,984.395848777,984.395848777,-984.395848777,-984.395848777,-984.395848777,-984.395848777,-984.395848777,-984.395848777,-984.395848777,984.395848777,-984.395848777,0.0,0.0,-984.395848777,-984.395848777,0.0,-984.395848777,-984.395848777
CC,@CCZ6,2866.0,61.8,-0.00208913649025,-1.0,1.0,1.0,1.0,1.0,-7.0,2016-09-09,618.0,4.0,1.0,1.0,28660.0,-0.00208913649025,2866.0,soft,1.0,1.0,1.0,-7.0,1.0,1.0,-6.0,-1.0,1.0,4.0,-1.0,1.0,4.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,-1,-1,-1,-1,-1,-1,-1.0,1,1,1,-1,1,-1,1,1,0.0,0.0,1,-1,-1.0,-1,-1,1,-239.498607242,239.498607242,-239.498607242,239.498607242,-239.498607242,239.498607242,-239.498607242,239.498607242,239.498607242,-239.498607242,-239.498607242,-239.498607242,239.498607242,239.498607242,-239.498607242,239.498607242,239.498607242,-239.498607242,-239.498607242,-239.498607242,239.498607242,-239.498607242,-239.498607242,239.498607242,-239.498607242,-239.498607242,-0.0,-0.0,-239.498607242,239.498607242,239.498607242,239.498607242,239.498607242
CD,@CDZ6,0.75715,0.005557684,-0.000989576461275,-1.0,-1.0,1.0,-1.0,1.0,-10.0,2016-09-06,555.7684,4.0,1.0,1.0,75715.0,-0.000989576461275,0.75715,currency,1.0,1.0,1.0,-10.0,1.0,1.0,-9.0,-1.0,1.0,4.0,-1.0,2.0,4.0,1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,-1,-1,1,1,-1,-1,-1.0,1,1,1,-1,1,-1,1,1,0.0,0.0,1,1,0.0,0,-1,1,-299.703127062,299.703127062,-299.703127062,299.703127062,-299.703127062,299.703127062,-299.703127062,299.703127062,299.703127062,299.703127062,-299.703127062,299.703127062,-299.703127062,-299.703127062,-299.703127062,299.703127062,299.703127062,-299.703127062,-299.703127062,-299.703127062,299.703127062,-299.703127062,-299.703127062,299.703127062,-299.703127062,-299.703127062,-0.0,-0.0,-299.703127062,-299.703127062,-0.0,-0.0,299.703127062
CGB,CBZ6,145.02,0.680797912,0.00186528497409,1.0,-1.0,1.0,-1.0,1.0,12.0,2016-09-01,516.147014405,4.0,1.0,1.0,109946.929492,0.00186528497409,145.02,rates,-1.0,1.0,1.0,12.0,1.0,1.0,11.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1,-1,1,1,-1,-1,1.0,-1,1,-1,-1,1,-1,-1,-1,0.0,-1.0,1,-1,1.0,1,1,-1,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0
CL,QCLX6,44.05,1.5483719385,0.00433196534428,1.0,-1.0,1.0,-1.0,-1.0,21.0,2016-08-19,1548.3719385,2.0,1.0,1.0,44050.0,0.00433196534428,44.05,energy,1.0,1.0,-1.0,21.0,1.0,-1.0,20.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,-1,-1,1,1,1,-1,-1.0,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1.0,0,1,1,381.646146831,381.646146831,381.646146831,-381.646146831,381.646146831,-381.646146831,381.646146831,-381.646146831,381.646146831,-381.646146831,381.646146831,-381.646146831,381.646146831,381.646146831,-381.646146831,381.646146831,-381.646146831,381.646146831,381.646146831,381.646146831,381.646146831,381.646146831,381.646146831,381.646146831,381.646146831,381.646146831,381.646146831,381.646146831,381.646146831,381.646146831,381.646146831,0.0,381.646146831
