2016-09-20 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,LastSEA,LastSRUN,vSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,PC2016-09-20 00:00:00,Close2016-09-20 00:00:00,group,RiskOn,Excess,SEA2016-09-20 00:00:00,SRUN2016-09-20 00:00:00,prevACT,prevSEA,prevSRUN,LastSIG,LastSAFEf,finalQTY,SIG2016-09-19 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2016-09-19 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2016-09-19 00:00:00,1LastSAFEf,1finalQTY,1SIG2016-09-19 00:00:00,RiskOff,AntiExcess,Anti1LastSIG,Anti0.75LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting5,Voting6,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Excess,PNL_AntiExcess,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_prevSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
CT,@CTZ6,70.8,1.4355,0.0335766423358,1.0,1.0,-1.0,1.0,-1.0,13.0,2016-08-31,717.75,3.0,1.0,1.0,35400.0,0.0335766423358,70.8,soft,1.0,1.0,-1.0,13.0,1.0,-1.0,12.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,-1,-1,-1,-1,1,-1,-1.0,1,-1,-1,-1,1,-1,1,-1,0.0,0.0,-1,-1,0.0,-1,-1,-1,3565.83941606,3565.83941606,3565.83941606,-3565.83941606,3565.83941606,-3565.83941606,3565.83941606,-3565.83941606,-3565.83941606,3565.83941606,-3565.83941606,3565.83941606,-3565.83941606,-3565.83941606,-3565.83941606,3565.83941606,-3565.83941606,3565.83941606,-3565.83941606,-3565.83941606,-3565.83941606,-3565.83941606,3565.83941606,-3565.83941606,3565.83941606,-3565.83941606,0.0,0.0,-3565.83941606,-3565.83941606,0.0,-3565.83941606,-3565.83941606
CU,@EUZ6,1.11985,0.0072257185,-0.00182725733131,-1.0,-1.0,-1.0,-1.0,1.0,41.0,2016-07-22,903.2148125,3.0,1.0,1.0,139981.25,-0.00182725733131,1.11985,currency,1.0,1.0,1.0,41.0,1.0,1.0,40.0,-1.0,1.0,3.0,-1.0,2.0,3.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,-1,-1,1,1,-1,-1,1.0,-1,1,-1,-1,1,-1,-1,-1,-1.0,-1.0,1,1,0.0,0,-1,-1,-767.345295927,767.345295927,-767.345295927,767.345295927,-767.345295927,767.345295927,-767.345295927,767.345295927,767.345295927,767.345295927,767.345295927,767.345295927,-767.345295927,-767.345295927,-767.345295927,767.345295927,-767.345295927,767.345295927,-767.345295927,767.345295927,767.345295927,767.345295927,-767.345295927,767.345295927,767.345295927,767.345295927,767.345295927,767.345295927,-767.345295927,-767.345295927,-0.0,-0.0,767.345295927
DX,@DXZ6,95.976,0.5804270675,0.00224517287831,1.0,1.0,1.0,1.0,-1.0,-23.0,2016-08-18,580.4270675,4.0,1.0,1.0,95976.0,0.00224517287831,95.976,currency,-1.0,-1.0,-1.0,-23.0,-1.0,1.0,-22.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1,1,-1,-1,-1,1,-1.0,1,-1,1,-1,-1,1,-1,1,0.0,0.0,-1,-1,-1.0,0,-1,0,861.930848675,861.930848675,-861.930848675,861.930848675,-861.930848675,861.930848675,-861.930848675,861.930848675,861.930848675,861.930848675,861.930848675,861.930848675,-861.930848675,-861.930848675,861.930848675,-861.930848675,-861.930848675,861.930848675,-861.930848675,861.930848675,-861.930848675,0.0,-861.930848675,861.930848675,-861.930848675,861.930848675,0.0,0.0,-861.930848675,-861.930848675,-861.930848675,0.0,-861.930848675
EBL,BDZ6,164.18,0.7317867985,0.00262595419847,1.0,-1.0,-1.0,-1.0,1.0,-9.0,2016-09-07,816.088637687,3.0,1.0,1.0,183093.536,0.00262595419847,164.18,rates,-1.0,1.0,1.0,-9.0,-1.0,1.0,-8.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1,-1,1,1,-1,1,-1.0,1,1,1,1,1,-1,-1,-1,0.0,-1.0,1,1,0.0,1,1,1,1442.38571872,1442.38571872,-1442.38571872,1442.38571872,-1442.38571872,1442.38571872,1442.38571872,-1442.38571872,-1442.38571872,-1442.38571872,-1442.38571872,-1442.38571872,1442.38571872,1442.38571872,1442.38571872,-1442.38571872,-1442.38571872,1442.38571872,1442.38571872,1442.38571872,1442.38571872,1442.38571872,1442.38571872,-1442.38571872,-1442.38571872,-1442.38571872,0.0,-1442.38571872,1442.38571872,1442.38571872,0.0,1442.38571872,1442.38571872
EBM,BLZ6,131.71,0.205419422,0.000607764187495,1.0,-1.0,-1.0,-1.0,1.0,-2.0,2016-09-07,229.083739414,9.0,2.0,2.0,146882.992,0.000607764187495,131.71,rates,-1.0,1.0,1.0,-2.0,-1.0,1.0,-1.0,-1.0,1.0,9.0,-1.0,1.0,9.0,-1.0,1.0,9.0,-1.0,1.0,9.0,-1.0,1,-1,1,1,-1,1,-1.0,1,1,1,1,1,-1,-1,-1,0.0,-1.0,1,1,0.0,1,1,1,803.432000608,803.432000608,-803.432000608,803.432000608,-803.432000608,803.432000608,803.432000608,-803.432000608,-803.432000608,-803.432000608,-803.432000608,-803.432000608,803.432000608,803.432000608,803.432000608,-803.432000608,-803.432000608,803.432000608,803.432000608,803.432000608,803.432000608,803.432000608,803.432000608,-803.432000608,-803.432000608,-803.432000608,0.0,-803.432000608,803.432000608,803.432000608,0.0,803.432000608,803.432000608
EBS,EZZ6,112.075,0.0402494545,0.000133856862395,1.0,1.0,1.0,1.0,-1.0,35.0,2016-08-02,44.8861916584,45.0,6.0,6.0,124986.04,0.000133856862395,112.075,rates,-1.0,1.0,-1.0,35.0,-1.0,1.0,34.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1,-1,-1,-1,-1,1,1.0,-1,-1,1,-1,-1,1,-1,1,1.0,0.0,-1,-1,-1.0,0,-1,0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0
ED,@EDZ6,99.05,0.03075,-0.000151415737142,-1.0,-1.0,1.0,-1.0,-1.0,-59.0,2016-06-27,76.875,27.0,4.0,4.0,247625.0,-0.000151415737142,99.05,rates,-1.0,1.0,-1.0,-59.0,-1.0,-1.0,-58.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1,-1,1,1,1,1,1.0,-1,-1,1,1,-1,1,1,1,1.0,1.0,-1,1,1.0,1,1,1,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0
EMD,@EMDZ6,1521.7,19.309921561,-0.00451393431898,-1.0,-1.0,1.0,-1.0,-1.0,2.0,2016-09-07,1930.9921561,2.0,1.0,1.0,152170.0,-0.00451393431898,1521.7,index,1.0,1.0,-1.0,2.0,1.0,-1.0,-8.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,-1,-1,1,1,1,-1,1.0,-1,1,-1,1,1,1,1,1,1.0,1.0,1,1,1.0,0,1,1,-1373.77077064,1373.77077064,-1373.77077064,1373.77077064,-1373.77077064,1373.77077064,-1373.77077064,1373.77077064,-1373.77077064,1373.77077064,-1373.77077064,1373.77077064,-1373.77077064,-1373.77077064,1373.77077064,-1373.77077064,-1373.77077064,1373.77077064,-1373.77077064,1373.77077064,-1373.77077064,-1373.77077064,-1373.77077064,-1373.77077064,-1373.77077064,-1373.77077064,-1373.77077064,-1373.77077064,-1373.77077064,-1373.77077064,-1373.77077064,-0.0,-1373.77077064
ES,@ESZ6,2131.0,22.2125000005,-0.000937646507267,-1.0,1.0,-1.0,1.0,-1.0,8.0,2016-09-08,1110.62500002,2.0,1.0,1.0,106550.0,-0.000937646507267,2131.0,index,1.0,1.0,-1.0,8.0,1.0,-1.0,7.0,-1.0,1.0,2.0,-1.0,2.0,2.0,-1.0,2.0,2.0,1.0,2.0,2.0,1.0,-1,-1,-1,-1,1,-1,-1.0,1,-1,-1,-1,1,-1,1,-1,0.0,0.0,-1,-1,0.0,-1,-1,-1,-199.812470699,199.812470699,-199.812470699,199.812470699,-199.812470699,199.812470699,-199.812470699,199.812470699,199.812470699,-199.812470699,199.812470699,-199.812470699,199.812470699,199.812470699,199.812470699,-199.812470699,199.812470699,-199.812470699,199.812470699,199.812470699,199.812470699,199.812470699,-199.812470699,199.812470699,-199.812470699,199.812470699,-0.0,-0.0,199.812470699,199.812470699,-0.0,199.812470699,199.812470699
FC,@GFV6,131.125,3.21875,-0.00493265035098,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,2016-09-09,1609.375,2.0,1.0,1.0,65562.5,-0.00493265035098,131.125,meat,1.0,-1.0,-1.0,7.0,-1.0,-1.0,6.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,-1,1,1,1,1,1,-1.0,1,-1,1,1,1,1,1,1,0.0,1.0,1,1,0.0,0,1,1,-646.793777272,646.793777272,646.793777272,-646.793777272,-646.793777272,646.793777272,646.793777272,-646.793777272,-646.793777272,646.793777272,646.793777272,646.793777272,-646.793777272,-646.793777272,646.793777272,-646.793777272,646.793777272,-646.793777272,646.793777272,-646.793777272,-646.793777272,-646.793777272,-646.793777272,-646.793777272,-646.793777272,-646.793777272,-0.0,-646.793777272,-646.793777272,-646.793777272,-0.0,-0.0,-646.793777272
FCH,MTV6,4376.5,63.409842699,-0.00125513464172,-1.0,-1.0,-1.0,-1.0,-1.0,-9.0,2016-09-07,707.146565779,3.0,1.0,1.0,48806.728,-0.00125513464172,4376.5,index,1.0,1.0,-1.0,-9.0,1.0,-1.0,-8.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,-1.0,-1,-1,1,1,1,-1,1.0,-1,1,-1,1,1,-1,1,-1,0.0,0.0,1,1,1.0,0,1,0,-183.777045185,183.777045185,-183.777045185,183.777045185,-183.777045185,183.777045185,-183.777045185,183.777045185,183.777045185,183.777045185,183.777045185,183.777045185,-183.777045185,-183.777045185,183.777045185,-183.777045185,-183.777045185,183.777045185,-183.777045185,183.777045185,-183.777045185,-0.0,-183.777045185,183.777045185,-183.777045185,183.777045185,-0.0,-0.0,-183.777045185,-183.777045185,-183.777045185,-0.0,-183.777045185
FDX,DXMZ6,10398.5,146.909111914,0.00337723741979,1.0,-1.0,1.0,-1.0,-1.0,-1.0,2016-08-30,819.16520803,3.0,1.0,1.0,57982.036,0.00337723741979,10398.5,index,1.0,1.0,-1.0,-1.0,1.0,-1.0,14.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,-1,-1,1,1,1,-1,-1.0,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1.0,0,1,1,587.457304965,587.457304965,587.457304965,-587.457304965,587.457304965,-587.457304965,587.457304965,-587.457304965,587.457304965,-587.457304965,587.457304965,-587.457304965,587.457304965,587.457304965,-587.457304965,587.457304965,-587.457304965,587.457304965,587.457304965,587.457304965,587.457304965,587.457304965,587.457304965,587.457304965,587.457304965,587.457304965,587.457304965,587.457304965,587.457304965,587.457304965,587.457304965,0.0,587.457304965
FEI,IEZ6,100.32,0.01025,4.9842994567e-05,1.0,-1.0,1.0,-1.0,-1.0,-52.0,2016-07-08,28.577,70.0,9.0,9.0,279692.16,4.9842994567e-05,100.32,rates,-1.0,1.0,-1.0,-52.0,-1.0,1.0,-51.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1,-1,1,1,-1,1,-1.0,1,1,1,1,1,1,-1,1,1.0,0.0,1,1,0.0,1,1,1,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FFI,LFZ6,6796.5,82.5366144385,0.00384018905546,1.0,-1.0,-1.0,-1.0,1.0,-11.0,2016-09-05,1071.65540187,2.0,1.0,1.0,88245.756,0.00384018905546,6796.5,index,1.0,1.0,1.0,-11.0,1.0,-1.0,-10.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,-1,-1,1,1,1,-1,1.0,-1,1,-1,1,1,-1,1,-1,0.0,0.0,1,1,1.0,0,1,0,677.760772764,677.760772764,677.760772764,-677.760772764,677.760772764,-677.760772764,677.760772764,-677.760772764,-677.760772764,-677.760772764,-677.760772764,-677.760772764,677.760772764,677.760772764,-677.760772764,677.760772764,677.760772764,-677.760772764,677.760772764,-677.760772764,677.760772764,0.0,677.760772764,-677.760772764,677.760772764,-677.760772764,0.0,0.0,677.760772764,677.760772764,677.760772764,0.0,677.760772764
FLG,LGZ6,129.76,0.7368681295,0.00635954707616,1.0,1.0,1.0,1.0,1.0,-26.0,2016-08-12,956.749579343,3.0,1.0,1.0,168480.384,0.00635954707616,129.76,rates,-1.0,1.0,1.0,-26.0,-1.0,1.0,-25.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,1,-1,-1,-1,-1,1,-1.0,1,-1,1,-1,-1,1,-1,1,1.0,0.0,-1,-1,-1.0,0,-1,0,3214.37680037,3214.37680037,-3214.37680037,3214.37680037,-3214.37680037,3214.37680037,3214.37680037,-3214.37680037,3214.37680037,3214.37680037,3214.37680037,3214.37680037,-3214.37680037,-3214.37680037,3214.37680037,-3214.37680037,-3214.37680037,3214.37680037,-3214.37680037,3214.37680037,-3214.37680037,0.0,-3214.37680037,3214.37680037,-3214.37680037,3214.37680037,3214.37680037,0.0,-3214.37680037,-3214.37680037,-3214.37680037,0.0,-3214.37680037
FSS,LLZ6,99.7,0.019,0.0,1.0,1.0,1.0,1.0,1.0,-29.0,2016-08-09,30.837,65.0,9.0,9.0,161813.1,0.0,99.7,rates,-1.0,-1.0,1.0,-29.0,1.0,1.0,-28.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1,1,-1,-1,-1,-1,-1.0,1,1,1,-1,1,-1,-1,-1,-1.0,-1.0,1,-1,0.0,0,-1,0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0
FV,@FVZ6,121.203125,0.3195281545,0.000128932439402,1.0,-1.0,1.0,-1.0,1.0,-54.0,2016-07-05,319.5281545,7.0,1.0,1.0,121203.125,0.000128932439402,121.203125,rates,-1.0,1.0,1.0,-54.0,1.0,1.0,-53.0,-1.0,1.0,7.0,-1.0,1.0,7.0,1.0,2.0,7.0,-1.0,2.0,7.0,-1.0,1,-1,1,1,-1,-1,-1.0,1,1,1,-1,1,-1,-1,-1,0.0,-1.0,1,-1,1.0,1,1,0,109.389101986,109.389101986,109.389101986,-109.389101986,-109.389101986,109.389101986,109.389101986,-109.389101986,-109.389101986,-109.389101986,109.389101986,-109.389101986,109.389101986,109.389101986,109.389101986,-109.389101986,-109.389101986,109.389101986,109.389101986,109.389101986,-109.389101986,0.0,109.389101986,-109.389101986,-109.389101986,-109.389101986,0.0,-109.389101986,109.389101986,-109.389101986,109.389101986,109.389101986,109.389101986
