2017-08-08 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,prevSEA,prevSRUN,prevvSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,FX,PC2017-08-08 00:00:00,Close2017-08-08 00:00:00,group,RiskOn,Custom,vSTART,LastSEA,SEA2017-08-08 00:00:00,LastSRUN,SRUN2017-08-08 00:00:00,prevACT,LastSIG,LastSAFEf,finalQTY,SIG2017-08-07 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2017-08-07 00:00:00,0.5SIG2017-08-04 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2017-08-07 00:00:00,0.75SIG2017-08-04 00:00:00,1LastSAFEf,1finalQTY,1SIG2017-08-07 00:00:00,1SIG2017-08-04 00:00:00,None,RiskOff,AntiCustom,Anti1LastSIG,Anti0.75LastSIG,Anti0.5LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,Voting5,Voting6,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Custom,PNL_AntiCustom,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_Anti0.5LastSIG,PNL_prevSEA,PNL_LastSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
AC,@ACU7,1.594,0.0296038845,-0.000626959247649,-1.0,1.0,1.0,1.0,1.0,-9.0,2017-07-25,858.5126505,1.0,1.0,1.0,46226.0,1.0,-0.000626959247649,1.594,energy,1.0,1.0,2017-07-25,1.0,1.0,-10.0,-10.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,1.0,0.0,1.0,,2.0,0.0,1.0,,0,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,-1.0,0.0,-1.0,1.0,1.0,1.0,-1,1,1.0,0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0
AD,@ADU7,0.7909,0.007405,0.0,1.0,1.0,1.0,-1.0,-1.0,-16.0,2017-07-14,740.5,1.0,1.0,1.0,79090.0,1.0,0.0,0.7909,currency,1.0,1.0,2017-07-14,-1.0,-1.0,-17.0,-17.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,2.0,1.0,-1.0,,0,-1,-1,1,-1,-1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,0.0,-1,1,1.0,0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AEX,AEXQ7,531.0,4.443660602,0.00245421936945,1.0,1.0,1.0,1.0,-1.0,-18.0,2017-07-12,1045.06010038,1.0,1.0,1.0,124880.58,0.850412450038,0.00245421936945,531.0,index,1.0,1.0,2017-07-12,-1.0,-1.0,-19.0,-19.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,2.0,0.0,1.0,,2.0,0.0,1.0,,0,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,1.0,1.0,0.0,-1.0,1.0,0.0,-1,-1,-1.0,-1,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0
BO,@BOZ7,34.22,0.6235,0.00854700854701,1.0,-1.0,1.0,-1.0,-1.0,3.0,2017-07-31,374.1,2.0,1.0,1.0,20532.0,1.0,0.00854700854701,34.22,grain,1.0,1.0,2017-08-02,-1.0,-1.0,4.0,4.0,-1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,2.0,2.0,-1.0,,2.0,2.0,-1.0,,0,-1,-1,1,1,-1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1,1.0,1,350.974358974,350.974358974,-350.974358974,350.974358974,350.974358974,-350.974358974,350.974358974,-350.974358974,350.974358974,-350.974358974,350.974358974,-350.974358974,350.974358974,350.974358974,-350.974358974,-350.974358974,-350.974358974,350.974358974,350.974358974,-350.974358974,-350.974358974,350.974358974,350.974358974,350.974358974,350.974358974,350.974358974,350.974358974,350.974358974,350.974358974,350.974358974,350.974358974,350.974358974,0.0,0.0,350.974358974
BP,@BPU7,1.3005,0.00907,-0.00337190589317,-1.0,-1.0,-1.0,-1.0,-1.0,-3.0,2017-07-10,566.875,1.0,1.0,1.0,81281.25,1.0,-0.00337190589317,1.3005,currency,1.0,1.0,2017-08-02,-1.0,-1.0,4.0,4.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,,2.0,1.0,-1.0,,2.0,1.0,-1.0,,0,-1,-1,1,1,1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1,1.0,1,-274.072725879,274.072725879,274.072725879,-274.072725879,-274.072725879,274.072725879,-274.072725879,274.072725879,-274.072725879,274.072725879,274.072725879,274.072725879,-274.072725879,-274.072725879,-274.072725879,274.072725879,274.072725879,-274.072725879,-274.072725879,274.072725879,274.072725879,-274.072725879,-274.072725879,-274.072725879,-274.072725879,-274.072725879,-274.072725879,-274.072725879,-274.072725879,-274.072725879,-274.072725879,-274.072725879,-0.0,-0.0,-274.072725879
C,@CZ7,383.75,8.811116701,-0.00775694893342,-1.0,-1.0,-1.0,-1.0,1.0,-8.0,2017-07-26,440.55583505,2.0,1.0,1.0,19187.5,1.0,-0.00775694893342,383.75,grain,1.0,1.0,2017-07-26,1.0,1.0,-9.0,-9.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,,1.0,2.0,-1.0,,1.0,2.0,-1.0,,0,-1,-1,1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,0.0,-1.0,0.0,1.0,-1,-1,0.0,-1,-297.67291532,297.67291532,-297.67291532,297.67291532,-297.67291532,297.67291532,-297.67291532,297.67291532,-297.67291532,297.67291532,297.67291532,297.67291532,-297.67291532,-297.67291532,-297.67291532,-297.67291532,-297.67291532,297.67291532,-297.67291532,297.67291532,-297.67291532,297.67291532,297.67291532,297.67291532,-0.0,297.67291532,297.67291532,297.67291532,297.67291532,297.67291532,-0.0,297.67291532,-0.0,-297.67291532,297.67291532
CC,@CCZ7,2028.0,54.602557674,-0.00685602350637,-1.0,1.0,1.0,1.0,-1.0,-16.0,2017-07-14,546.02557674,1.0,1.0,1.0,20280.0,1.0,-0.00685602350637,2028.0,soft,1.0,1.0,2017-07-14,-1.0,-1.0,-17.0,-17.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,,2.0,0.0,1.0,,2.0,0.0,1.0,,0,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,1.0,1.0,0.0,-1.0,1.0,0.0,-1,-1,-1.0,-1,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0
CD,@CDU7,0.79,0.0056025,0.00107710828106,1.0,-1.0,1.0,-1.0,-1.0,6.0,2017-07-28,560.25,1.0,1.0,1.0,79000.0,1.0,0.00107710828106,0.79,currency,1.0,1.0,2017-07-28,-1.0,-1.0,7.0,7.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,-1.0,,2.0,1.0,-1.0,,0,-1,-1,1,1,-1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1,1.0,1,85.0915542039,85.0915542039,-85.0915542039,85.0915542039,85.0915542039,-85.0915542039,85.0915542039,-85.0915542039,85.0915542039,-85.0915542039,85.0915542039,-85.0915542039,85.0915542039,85.0915542039,-85.0915542039,-85.0915542039,-85.0915542039,85.0915542039,85.0915542039,-85.0915542039,-85.0915542039,85.0915542039,85.0915542039,85.0915542039,85.0915542039,85.0915542039,85.0915542039,85.0915542039,85.0915542039,85.0915542039,85.0915542039,85.0915542039,0.0,0.0,85.0915542039
CGB,CBU7,138.65,0.736,-0.00273322304539,-1.0,-1.0,-1.0,-1.0,1.0,4.0,2017-07-31,581.037341123,1.0,1.0,1.0,109457.645851,1.2667,-0.00273322304539,138.65,rates,-1.0,1.0,2017-07-31,1.0,1.0,5.0,5.0,-1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,,-1.0,1.0,0.0,,-1.0,2.0,0.0,,-1.0,0,1,-1,1,1,1,-1,1,1,-1,1,1,1,-1,-1,-1.0,-1.0,0.0,1.0,-1.0,0.0,1,1,1.0,1,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0
CL,QCLU7,49.17,1.165,-0.00445434298441,-1.0,1.0,-1.0,1.0,-1.0,-17.0,2017-07-13,1165.0,1.0,1.0,1.0,49170.0,1.0,-0.00445434298441,49.17,energy,1.0,1.0,2017-07-13,-1.0,-1.0,-18.0,-18.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,0,-1,-1,-1,-1,1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,-1.0,-1,1,0.0,0,-219.020044543,219.020044543,219.020044543,-219.020044543,-219.020044543,219.020044543,-219.020044543,219.020044543,-219.020044543,-219.020044543,219.020044543,-219.020044543,219.020044543,219.020044543,-219.020044543,219.020044543,219.020044543,-219.020044543,-219.020044543,219.020044543,219.020044543,-219.020044543,-219.020044543,-219.020044543,-0.0,-0.0,-219.020044543,-219.020044543,-219.020044543,-219.020044543,-219.020044543,-219.020044543,-219.020044543,219.020044543,219.020044543
