2016-07-19 00:00:00,Contract,LastClose,ATR20,PC2016-07-19 00:00:00,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,LastSEA,LastSRUN,vSTART,prevACT,usdATR,QTY,contractValue,Close2016-07-19 00:00:00,RiskOn,group,SEA2016-07-19 00:00:00,SRUN2016-07-19 00:00:00,prevSEA,prevSRUN,LastSIG,LastSAFEf,finalQTY,SIG2016-07-18 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2016-07-18 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2016-07-18 00:00:00,1LastSAFEf,1finalQTY,1SIG2016-07-18 00:00:00,AntiSEA,AntiPrevACT,AdjSEA,Voting,RiskOff,chgValue,PNL_ACT,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_prevSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_Voting,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff
LRC,LRCU6,1812.0,31.7,-0.00110253583241,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2016-07-13,-1.0,317.0,7.0,18120.0,1812.0,1.0,soft,-1.0,-4.0,-1.0,-3.0,-1.0,,7.0,-1.0,1.0,7.0,-1.0,2.0,7.0,-1.0,2.0,7.0,-1.0,1,1,1.0,-1,-1,-19.9779492834,139.845644983,139.845644983,139.845644983,139.845644983,139.845644983,139.845644983,-139.845644983,-139.845644983,139.845644983,139.845644983,-139.845644983,-139.845644983,139.845644983
LSU,QWV6,535.5,13.705,0.00280898876405,1.0,-1.0,-1.0,-1.0,-1.0,-14.0,2016-06-29,1.0,685.25,3.0,26775.0,535.5,1.0,soft,-1.0,-14.0,-1.0,-13.0,-1.0,,3.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1,-1,1.0,-1,-1,75.2106741573,225.632022472,-225.632022472,-225.632022472,-225.632022472,-225.632022472,-225.632022472,225.632022472,225.632022472,-225.632022472,225.632022472,-225.632022472,225.632022472,-225.632022472
MEM,@MMEU6,867.4,19.455,-0.0103822019395,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,2016-06-27,1.0,972.75,3.0,43370.0,867.4,1.0,index,-1.0,-1.0,-1.0,-2.0,-1.0,,3.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,1.0,1,-1,1.0,1,-1,-450.276098118,1350.82829435,1350.82829435,1350.82829435,1350.82829435,-1350.82829435,1350.82829435,-1350.82829435,-1350.82829435,-1350.82829435,-1350.82829435,1350.82829435,-1350.82829435,1350.82829435
MFX,IBQ6,8467.5,266.581546367,-0.00522791353383,-1.0,1.0,1.0,1.0,1.0,-9.0,2016-07-06,1.0,2938.5283856,1.0,93337.2525,8467.5,1.0,index,1.0,-9.0,1.0,-8.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,-1,-1,-1.0,1,-1,-487.959085556,487.959085556,-487.959085556,-487.959085556,-487.959085556,-487.959085556,-487.959085556,487.959085556,487.959085556,-487.959085556,-487.959085556,487.959085556,-487.959085556,487.959085556
MP,@PXU6,0.0536,0.0010285,-0.00814211695041,-1.0,1.0,-1.0,1.0,-1.0,8.0,2016-07-07,1.0,514.25,4.0,26800.0,0.0536,1.0,currency,-1.0,8.0,-1.0,7.0,-1.0,,4.0,-1.0,1.0,4.0,-1.0,1.0,4.0,1.0,1.0,4.0,1.0,1,-1,-1.0,-1,-1,-218.208734271,872.834937084,872.834937084,-872.834937084,872.834937084,-872.834937084,872.834937084,-872.834937084,872.834937084,872.834937084,-872.834937084,872.834937084,-872.834937084,872.834937084
MW,@MWU6,488.0,9.925,-0.0200803212851,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,2016-07-06,1.0,496.25,5.0,24400.0,488.0,1.0,grain,-1.0,9.0,-1.0,8.0,-1.0,,5.0,-1.0,1.0,5.0,-1.0,2.0,5.0,-1.0,2.0,5.0,-1.0,1,-1,-1.0,-1,-1,-489.959839357,2449.79919679,2449.79919679,2449.79919679,2449.79919679,2449.79919679,2449.79919679,-2449.79919679,2449.79919679,2449.79919679,-2449.79919679,2449.79919679,-2449.79919679,2449.79919679
NE,@NEU6,0.7029,0.01034,-0.00832392776524,-1.0,-1.0,1.0,-1.0,-1.0,-5.0,2016-07-12,-1.0,1034.0,2.0,70290.0,0.7029,1.0,currency,-1.0,-5.0,1.0,-4.0,1.0,,2.0,1.0,1.0,2.0,1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,-1,1,-1.0,-1,-1,-585.088882619,1170.17776524,-1170.17776524,1170.17776524,-1170.17776524,1170.17776524,-1170.17776524,1170.17776524,1170.17776524,1170.17776524,1170.17776524,-1170.17776524,-1170.17776524,1170.17776524
NG,QNGU6,2.689,0.10155,-0.00111441307578,-1.0,1.0,1.0,1.0,-1.0,11.0,2016-07-01,-1.0,1015.5,2.0,26890.0,2.689,1.0,energy,-1.0,11.0,-1.0,10.0,1.0,,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1,1,-1.0,1,-1,-29.9665676077,59.9331352155,-59.9331352155,-59.9331352155,-59.9331352155,-59.9331352155,59.9331352155,-59.9331352155,59.9331352155,-59.9331352155,59.9331352155,-59.9331352155,-59.9331352155,59.9331352155
NIY,@NKDU6,16610.0,437.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,14.0,2016-06-28,1.0,2059.76621418,1.0,78289.9698341,16610.0,1.0,index,-1.0,14.0,-1.0,13.0,-1.0,,1.0,-1.0,1.0,1.0,-1.0,2.0,1.0,-1.0,2.0,1.0,-1.0,1,-1,-1.0,-1,-1,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
NQ,@NQU6,4606.5,69.925,-0.000379753702599,-1.0,1.0,-1.0,1.0,-1.0,15.0,2016-06-27,1.0,1398.5,2.0,92130.0,4606.5,1.0,index,-1.0,15.0,-1.0,14.0,-1.0,,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,1.0,2.0,2.0,1.0,1,-1,-1.0,-1,-1,-34.9867086204,69.9734172408,69.9734172408,-69.9734172408,69.9734172408,-69.9734172408,69.9734172408,-69.9734172408,69.9734172408,69.9734172408,-69.9734172408,69.9734172408,-69.9734172408,69.9734172408
O,@OZ6,202.75,5.9625,-0.00976800976801,-1.0,1.0,1.0,1.0,1.0,-9.0,2016-07-06,1.0,298.125,7.0,10137.5,202.75,1.0,grain,1.0,-9.0,-1.0,-8.0,1.0,,7.0,1.0,1.0,7.0,1.0,1.0,7.0,1.0,2.0,7.0,1.0,1,-1,1.0,1,-1,-99.0231990232,693.162393162,-693.162393162,-693.162393162,-693.162393162,-693.162393162,693.162393162,-693.162393162,-693.162393162,-693.162393162,-693.162393162,693.162393162,-693.162393162,693.162393162
OJ,@OJU6,182.85,5.395,-0.00867443751694,-1.0,-1.0,-1.0,1.0,-1.0,5.0,2016-07-12,1.0,809.25,3.0,27427.5,182.85,1.0,soft,-1.0,5.0,-1.0,4.0,-1.0,,3.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,1.0,1,-1,-1.0,-1,-1,-237.918134996,713.754404988,713.754404988,713.754404988,713.754404988,-713.754404988,713.754404988,-713.754404988,713.754404988,713.754404988,-713.754404988,713.754404988,-713.754404988,713.754404988
PA,QPAU6,656.4,16.9625,0.0160204318551,1.0,1.0,1.0,1.0,1.0,15.0,2016-06-27,-1.0,1696.25,2.0,65640.0,656.4,1.0,metal,1.0,15.0,1.0,14.0,1.0,,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,-1,1,1.0,1,-1,1051.58114697,2103.16229394,2103.16229394,2103.16229394,2103.16229394,2103.16229394,2103.16229394,-2103.16229394,2103.16229394,2103.16229394,-2103.16229394,2103.16229394,2103.16229394,-2103.16229394
PL,QPLV6,1098.6,22.995,-0.00272331154684,-1.0,1.0,1.0,1.0,-1.0,-3.0,2016-06-27,1.0,1149.75,2.0,54930.0,1098.6,-1.0,metal,-1.0,-3.0,-1.0,-2.0,1.0,,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1,-1,1.0,1,1,-149.591503268,299.183006536,-299.183006536,-299.183006536,-299.183006536,-299.183006536,299.183006536,-299.183006536,-299.183006536,-299.183006536,-299.183006536,299.183006536,299.183006536,-299.183006536
RB,QRBU6,1.3852,0.0549094945,-0.00780746364874,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,2016-07-13,-1.0,2306.198769,1.0,58178.4,1.3852,1.0,energy,-1.0,4.0,-1.0,3.0,-1.0,,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1,1,-1.0,-1,-1,-454.225743142,454.225743142,454.225743142,454.225743142,454.225743142,454.225743142,454.225743142,-454.225743142,454.225743142,454.225743142,454.225743142,-454.225743142,-454.225743142,454.225743142
RR,@RRU6,10.785,0.25675,0.00232342007435,1.0,1.0,1.0,1.0,1.0,-8.0,2016-07-07,1.0,513.5,4.0,21570.0,10.785,1.0,grain,1.0,-8.0,1.0,-7.0,1.0,,4.0,1.0,1.0,4.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,-1,-1,-1.0,1,-1,50.1161710037,200.464684015,200.464684015,200.464684015,200.464684015,200.464684015,200.464684015,-200.464684015,-200.464684015,200.464684015,200.464684015,-200.464684015,200.464684015,-200.464684015
RS,@RSX6,463.4,11.125,-0.015508816656,-1.0,-1.0,1.0,-1.0,-1.0,4.0,2016-07-13,1.0,170.785999386,12.0,7113.90850476,463.4,1.0,grain,-1.0,4.0,-1.0,3.0,1.0,,12.0,1.0,2.0,12.0,1.0,1.0,12.0,-1.0,1.0,12.0,-1.0,1,-1,-1.0,-1,-1,-110.328302708,1323.9396325,-1323.9396325,1323.9396325,-1323.9396325,1323.9396325,1323.9396325,-1323.9396325,1323.9396325,1323.9396325,-1323.9396325,1323.9396325,-1323.9396325,1323.9396325
S,@SX6,1027.75,37.9875,-0.0361078546307,-1.0,1.0,1.0,-1.0,-1.0,4.0,2016-07-13,1.0,1899.375,2.0,51387.5,1027.75,1.0,grain,-1.0,4.0,-1.0,3.0,1.0,,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,-1.0,1,-1,-1.0,-1,-1,-1855.49237984,3710.98475967,-3710.98475967,-3710.98475967,-3710.98475967,3710.98475967,3710.98475967,-3710.98475967,3710.98475967,3710.98475967,-3710.98475967,3710.98475967,-3710.98475967,3710.98475967
SB,@SBV6,19.36,0.7115,-0.000516262261229,-1.0,-1.0,-1.0,-1.0,-1.0,-13.0,2016-06-29,1.0,796.88,3.0,21683.2,19.36,1.0,soft,-1.0,-13.0,1.0,-12.0,-1.0,,3.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,-1,-1,-1.0,-1,-1,-11.1942178627,33.582653588,33.582653588,33.582653588,33.582653588,33.582653588,-33.582653588,33.582653588,33.582653588,33.582653588,-33.582653588,33.582653588,-33.582653588,33.582653588
SF,@SFU6,1.0179,0.0084,-0.00303623898139,-1.0,-1.0,1.0,-1.0,1.0,-17.0,2016-06-23,1.0,1050.0,2.0,127237.5,1.0179,1.0,currency,1.0,-17.0,1.0,-16.0,1.0,,2.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,-1,-1,-1.0,-1,-1,-386.323457395,772.646914789,-772.646914789,772.646914789,-772.646914789,772.646914789,-772.646914789,772.646914789,772.646914789,772.646914789,-772.646914789,772.646914789,-772.646914789,772.646914789
SI,QSIU6,2000.7,64.168777445,-0.00338729763387,-1.0,1.0,1.0,1.0,1.0,-4.0,2016-07-13,-1.0,3208.43887225,1.0,100035.0,2000.7,-1.0,metal,1.0,-4.0,1.0,-3.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1,1,-1.0,1,1,-338.848318804,338.848318804,-338.848318804,-338.848318804,-338.848318804,-338.848318804,-338.848318804,338.848318804,338.848318804,-338.848318804,338.848318804,-338.848318804,338.848318804,-338.848318804
SIN,INN6,8555.0,109.165066964,0.00416691120371,1.0,1.0,-1.0,1.0,-1.0,-1.0,2016-06-24,-1.0,218.330133928,10.0,17110.0,8555.0,1.0,index,-1.0,-1.0,1.0,16.0,-1.0,,10.0,-1.0,1.0,10.0,-1.0,1.0,10.0,1.0,1.0,10.0,1.0,-1,1,1.0,1,-1,71.2958506955,712.958506955,-712.958506955,712.958506955,-712.958506955,712.958506955,712.958506955,-712.958506955,712.958506955,712.958506955,-712.958506955,712.958506955,712.958506955,-712.958506955
SJB,BBU6,153.1,0.348,0.00222571353758,1.0,-1.0,1.0,-1.0,1.0,-7.0,2016-07-08,-1.0,328.054298643,7.0,144325.037707,153.1,-1.0,rates,1.0,-7.0,1.0,-6.0,1.0,,7.0,1.0,1.0,7.0,1.0,2.0,7.0,-1.0,2.0,7.0,-1.0,-1,1,-1.0,-1,1,321.226190236,2248.58333165,2248.58333165,-2248.58333165,2248.58333165,-2248.58333165,2248.58333165,-2248.58333165,-2248.58333165,-2248.58333165,-2248.58333165,2248.58333165,-2248.58333165,2248.58333165
SM,@SMZ6,355.8,14.175,-0.0401942271378,-1.0,1.0,1.0,1.0,-1.0,4.0,2016-07-13,1.0,1417.5,2.0,35580.0,355.8,1.0,grain,-1.0,4.0,-1.0,3.0,1.0,,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1,-1,-1.0,1,-1,-1430.11060156,2860.22120313,-2860.22120313,-2860.22120313,-2860.22120313,-2860.22120313,2860.22120313,-2860.22120313,2860.22120313,-2860.22120313,-2860.22120313,2860.22120313,-2860.22120313,2860.22120313
SMI,SWU6,8097.0,145.7,-0.00893512851897,-1.0,1.0,-1.0,1.0,-1.0,-12.0,2016-07-01,1.0,1478.58737569,2.0,82169.6772884,8097.0,1.0,index,-1.0,-12.0,-1.0,-11.0,-1.0,,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,1.0,2.0,2.0,1.0,1,-1,1.0,1,-1,-734.196626934,1468.39325387,1468.39325387,-1468.39325387,1468.39325387,-1468.39325387,1468.39325387,-1468.39325387,-1468.39325387,-1468.39325387,-1468.39325387,1468.39325387,-1468.39325387,1468.39325387
SSG,SSN6,324.4,5.246837881,-0.00475533057217,-1.0,1.0,-1.0,1.0,1.0,-1.0,2016-06-27,1.0,783.110131493,3.0,48417.9104478,324.4,1.0,index,1.0,-1.0,1.0,14.0,-1.0,,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,-1,-1,1.0,1,-1,-230.243169793,690.729509379,690.729509379,-690.729509379,690.729509379,-690.729509379,-690.729509379,690.729509379,-690.729509379,-690.729509379,-690.729509379,690.729509379,-690.729509379,690.729509379
STW,TWN6,336.8,5.069952816,0.00507311250373,1.0,1.0,-1.0,1.0,-1.0,16.0,2016-06-24,1.0,506.9952816,4.0,33680.0,336.8,1.0,index,-1.0,16.0,-1.0,15.0,-1.0,,4.0,-1.0,1.0,4.0,-1.0,2.0,4.0,1.0,2.0,4.0,1.0,1,-1,-1.0,-1,-1,170.862429126,683.449716503,-683.449716503,683.449716503,-683.449716503,683.449716503,-683.449716503,683.449716503,-683.449716503,-683.449716503,683.449716503,-683.449716503,683.449716503,-683.449716503
SXE,EXU6,2927.0,78.25,-0.00712347354138,-1.0,1.0,1.0,1.0,-1.0,-9.0,2016-07-06,-1.0,862.54975,3.0,32264.321,2927.0,1.0,index,-1.0,-9.0,-1.0,-8.0,1.0,,3.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,1,1,1.0,1,-1,-229.834036974,689.502110923,-689.502110923,-689.502110923,-689.502110923,-689.502110923,689.502110923,-689.502110923,-689.502110923,-689.502110923,689.502110923,-689.502110923,-689.502110923,689.502110923
TF,@TFSU6,1199.0,23.355,-0.00431821956486,-1.0,-1.0,-1.0,1.0,-1.0,-9.0,2016-07-06,1.0,2335.5,1.0,119900.0,1199.0,1.0,index,-1.0,-9.0,-1.0,-8.0,-1.0,,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,2.0,1.0,1.0,1,-1,1.0,1,-1,-517.754525826,517.754525826,517.754525826,517.754525826,517.754525826,-517.754525826,517.754525826,-517.754525826,-517.754525826,-517.754525826,-517.754525826,517.754525826,-517.754525826,517.754525826
TU,@TUU6,109.375,0.1375,7.14336738339e-05,1.0,1.0,1.0,-1.0,1.0,-10.0,2016-07-05,1.0,275.0,8.0,218750.0,109.375,-1.0,rates,1.0,-10.0,1.0,-9.0,1.0,,8.0,1.0,2.0,8.0,1.0,2.0,8.0,1.0,1.0,8.0,-1.0,-1,-1,-1.0,-1,1,15.6261161512,125.008929209,125.008929209,125.008929209,125.008929209,-125.008929209,125.008929209,-125.008929209,-125.008929209,-125.008929209,125.008929209,-125.008929209,-125.008929209,125.008929209
TY,@TYU6,132.234375,0.8046875,0.00153846153846,1.0,1.0,1.0,1.0,1.0,-10.0,2016-07-05,1.0,804.6875,3.0,132234.375,132.234375,-1.0,rates,1.0,-10.0,1.0,-9.0,1.0,,3.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,-1,-1,-1.0,1,1,203.4375,610.3125,610.3125,610.3125,610.3125,610.3125,610.3125,-610.3125,-610.3125,610.3125,610.3125,-610.3125,-610.3125,610.3125
US,@USU6,172.21875,2.2171875,0.00382513661202,1.0,1.0,1.0,-1.0,1.0,-7.0,2016-07-08,-1.0,2217.1875,1.0,172218.75,172.21875,-1.0,rates,1.0,-7.0,1.0,-6.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,-1.0,-1,1,-1.0,-1,1,658.760245902,658.760245902,658.760245902,658.760245902,658.760245902,-658.760245902,658.760245902,-658.760245902,-658.760245902,-658.760245902,-658.760245902,658.760245902,-658.760245902,658.760245902
VX,@VXQ6,15.675,2.038753384,-0.00317965023847,-1.0,-1.0,1.0,-1.0,-1.0,-5.0,2016-07-12,-1.0,2038.753384,1.0,15675.0,15.675,-1.0,index,-1.0,-5.0,-1.0,14.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,-1.0,2.0,1.0,-1.0,1,1,-1.0,-1,1,-49.8410174881,49.8410174881,-49.8410174881,49.8410174881,-49.8410174881,49.8410174881,49.8410174881,-49.8410174881,49.8410174881,49.8410174881,49.8410174881,-49.8410174881,49.8410174881,-49.8410174881
W,@WU6,418.0,13.5875,-0.0267753201397,-1.0,1.0,-1.0,1.0,-1.0,-4.0,2016-07-13,1.0,679.375,3.0,20900.0,418.0,1.0,grain,-1.0,-4.0,-1.0,-3.0,-1.0,,3.0,-1.0,1.0,3.0,-1.0,1.0,3.0,1.0,1.0,3.0,1.0,1,-1,1.0,1,-1,-559.60419092,1678.81257276,1678.81257276,-1678.81257276,1678.81257276,-1678.81257276,1678.81257276,-1678.81257276,-1678.81257276,-1678.81257276,-1678.81257276,1678.81257276,-1678.81257276,1678.81257276
YA,APU6,5410.0,81.1,-0.00129222817057,-1.0,-1.0,-1.0,1.0,-1.0,-4.0,2016-07-13,1.0,1521.63875,2.0,101505.125,5410.0,1.0,index,-1.0,-4.0,-1.0,14.0,-1.0,,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,1.0,1,-1,-1.0,-1,-1,-131.167781983,262.335563965,262.335563965,262.335563965,262.335563965,-262.335563965,262.335563965,-262.335563965,262.335563965,262.335563965,-262.335563965,262.335563965,-262.335563965,262.335563965
YB,HBSU6,98.15,0.039,0.000203811270763,1.0,1.0,1.0,-1.0,-1.0,3.0,2016-06-24,1.0,70.2468,29.0,176787.78,98.15,-1.0,rates,-1.0,3.0,1.0,-16.0,1.0,,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,-1,-1,-1.0,-1,1,36.0313420972,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0
YM,@YMU6,18480.0,230.95,0.00157173052951,1.0,-1.0,-1.0,1.0,-1.0,15.0,2016-06-27,1.0,1154.75,2.0,92400.0,18480.0,1.0,index,-1.0,15.0,-1.0,14.0,-1.0,,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,1.0,1,-1,-1.0,-1,-1,145.227900927,290.455801854,-290.455801854,-290.455801854,-290.455801854,290.455801854,-290.455801854,290.455801854,-290.455801854,-290.455801854,290.455801854,-290.455801854,290.455801854,-290.455801854
YT2,HTSU6,98.55,0.072,0.000609198903442,1.0,-1.0,-1.0,1.0,1.0,18.0,2016-06-23,1.0,151.3008,14.0,207092.97,98.55,-1.0,rates,1.0,18.0,1.0,17.0,-1.0,,14.0,-1.0,1.0,14.0,-1.0,1.0,14.0,-1.0,1.0,14.0,1.0,-1,-1,1.0,1,1,126.160810235,1766.25134328,-1766.25134328,-1766.25134328,-1766.25134328,1766.25134328,1766.25134328,-1766.25134328,1766.25134328,1766.25134328,1766.25134328,-1766.25134328,-1766.25134328,1766.25134328
YT3,HXSU6,98.065,0.09475,0.000714322159294,1.0,1.0,1.0,-1.0,1.0,5.0,2016-07-12,-1.0,568.879,4.0,588782.26,98.065,-1.0,rates,1.0,5.0,1.0,-8.0,1.0,,4.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,2.0,4.0,-1.0,-1,1,-1.0,-1,1,420.580215317,1682.32086127,1682.32086127,1682.32086127,1682.32086127,-1682.32086127,1682.32086127,-1682.32086127,-1682.32086127,-1682.32086127,-1682.32086127,1682.32086127,-1682.32086127,1682.32086127
