2016-10-03 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,LastSEA,LastSRUN,vSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,PC2016-10-03 00:00:00,Close2016-10-03 00:00:00,group,RiskOn,Excess,PC2016-09-30 00:00:00,Close2016-09-30 00:00:00,SEA2016-10-03 00:00:00,SRUN2016-10-03 00:00:00,SEA2016-09-30 00:00:00,SRUN2016-09-30 00:00:00,prevACT,prevSEA,prevSRUN,LastSIG,LastSAFEf,finalQTY,SIG2016-09-30 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2016-09-30 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2016-09-30 00:00:00,1LastSAFEf,1finalQTY,1SIG2016-09-30 00:00:00,RiskOff,AntiExcess,Anti1LastSIG,Anti0.75LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,Voting5,Voting6,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Excess,PNL_AntiExcess,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_prevSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
FV,@FVZ6,121.34375,0.286328125,-0.001414427157,-1.0,1.0,1.0,1.0,-1.0,14.0,2016-09-13,286.328125,7.0,1.0,1.0,121343.75,-0.001414427157,121.34375,rates,-1.0,1.0,,,-1.0,14.0,,,-1.0,-1.0,13.0,1.0,1.0,7.0,1.0,1.0,7.0,1.0,1.0,7.0,1.0,1.0,7.0,1.0,1,-1,-1,-1,1,1,-1.0,1,-1,1,1,-1,-1,1.0,1.0,0.0,1.0,0.0,0,1,0,1.0,1,-1201.42326733,1201.42326733,1201.42326733,-1201.42326733,1201.42326733,-1201.42326733,-1201.42326733,1201.42326733,-1201.42326733,-1201.42326733,-1201.42326733,-1201.42326733,1201.42326733,1201.42326733,1201.42326733,-1201.42326733,1201.42326733,-1201.42326733,1201.42326733,-1201.42326733,-1201.42326733,-0.0,-1201.42326733,-1201.42326733,1201.42326733,1201.42326733,-1201.42326733,-1201.42326733,-0.0,-1201.42326733,-0.0,-0.0,-1201.42326733
GC,QGCZ6,1312.7,12.84,-0.00334067269,-1.0,-1.0,1.0,-1.0,1.0,11.0,2016-09-16,1284.0,2.0,1.0,1.0,131270.0,-0.00334067269,1312.7,metal,-1.0,1.0,,,1.0,11.0,,,-1.0,1.0,10.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,1,-1,1,1,-1,1,1.0,-1,1,1,1,-1,1,1.0,0.0,0.0,1.0,0.0,1,1,1,1.0,1,-877.060208033,877.060208033,877.060208033,-877.060208033,877.060208033,-877.060208033,-877.060208033,877.060208033,-0.0,877.060208033,-877.060208033,877.060208033,-877.060208033,-877.060208033,-877.060208033,877.060208033,-877.060208033,877.060208033,-877.060208033,-877.060208033,-877.060208033,-877.060208033,-877.060208033,-877.060208033,877.060208033,-877.060208033,-877.060208033,-0.0,-0.0,-877.060208033,-0.0,-877.060208033,-877.060208033
HCM,HHIV6,9686.0,192.044577875,0.00895833333333,1.0,-1.0,-1.0,1.0,1.0,-15.0,2016-09-09,1235.80809443,2.0,1.0,1.0,62329.4723295,0.00895833333333,9686.0,index,1.0,1.0,,,1.0,-15.0,,,-1.0,1.0,-14.0,0.0,1.0,2.0,0.0,2.0,2.0,-1.0,2.0,2.0,-1.0,1.0,2.0,1.0,-1,-1,-1,1,-1,1,-1.0,1,-1,1,1,1,1,0.0,0.0,1.0,1.0,-1.0,0,-1,1,1.0,0,1116.73637924,1116.73637924,-1116.73637924,1116.73637924,1116.73637924,-1116.73637924,1116.73637924,-1116.73637924,0.0,-1116.73637924,-1116.73637924,1116.73637924,-1116.73637924,1116.73637924,1116.73637924,-1116.73637924,-1116.73637924,1116.73637924,-1116.73637924,1116.73637924,1116.73637924,1116.73637924,1116.73637924,0.0,1116.73637924,1116.73637924,0.0,0.0,1116.73637924,1116.73637924,-1116.73637924,0.0,-1116.73637924
HG,QHGZ6,219.2,2.925,-0.00836914725175,-1.0,1.0,1.0,1.0,1.0,-18.0,2016-09-07,731.25,3.0,1.0,1.0,54800.0,-0.00836914725175,219.2,metal,1.0,1.0,,,1.0,-18.0,,,1.0,-1.0,-17.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,-1,-1,-1,-1,1,-1,1.0,-1,-1,-1,-1,1,-1,1.0,1.0,0.0,-1.0,0.0,-1,-1,-1,-1.0,-1,-1375.88780819,1375.88780819,-1375.88780819,1375.88780819,-1375.88780819,1375.88780819,-1375.88780819,1375.88780819,-1375.88780819,-1375.88780819,-1375.88780819,-1375.88780819,1375.88780819,1375.88780819,1375.88780819,-1375.88780819,-1375.88780819,1375.88780819,1375.88780819,1375.88780819,1375.88780819,1375.88780819,1375.88780819,1375.88780819,-1375.88780819,1375.88780819,-1375.88780819,-1375.88780819,-0.0,1375.88780819,-0.0,1375.88780819,1375.88780819
HIC,HSIV6,23584.0,365.559502467,0.0116244155621,1.0,1.0,1.0,-1.0,1.0,15.0,2016-09-09,2352.37775075,1.0,1.0,1.0,151763.191763,0.0116244155621,23584.0,index,1.0,1.0,,,1.0,15.0,,,-1.0,1.0,14.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,-1.0,-1,-1,1,-1,-1,1,1.0,-1,1,1,-1,-1,1,1.0,1.0,0.0,1.0,-1.0,-1,-1,1,1.0,0,1764.15840809,1764.15840809,-1764.15840809,1764.15840809,1764.15840809,-1764.15840809,1764.15840809,-1764.15840809,1764.15840809,1764.15840809,1764.15840809,-1764.15840809,1764.15840809,-1764.15840809,1764.15840809,-1764.15840809,1764.15840809,-1764.15840809,1764.15840809,1764.15840809,-1764.15840809,1764.15840809,1764.15840809,0.0,-1764.15840809,1764.15840809,1764.15840809,1764.15840809,0.0,1764.15840809,-1764.15840809,-1764.15840809,-1764.15840809
HO,QHOX6,1.5532,0.0449775745,0.00968601703179,1.0,1.0,1.0,1.0,-1.0,-13.0,2016-09-14,1889.058129,2.0,1.0,1.0,65234.4,0.00968601703179,1.5532,energy,1.0,1.0,,,-1.0,-13.0,,,1.0,-1.0,-12.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,-1,-1,-1,-1,1,-1,1.0,-1,-1,-1,-1,1,-1,1.0,1.0,0.0,-1.0,0.0,-1,-1,-1,-1.0,-1,1263.72301892,1263.72301892,1263.72301892,-1263.72301892,1263.72301892,-1263.72301892,1263.72301892,-1263.72301892,1263.72301892,1263.72301892,1263.72301892,1263.72301892,-1263.72301892,-1263.72301892,-1263.72301892,1263.72301892,1263.72301892,-1263.72301892,-1263.72301892,-1263.72301892,-1263.72301892,-1263.72301892,-1263.72301892,-1263.72301892,1263.72301892,-1263.72301892,1263.72301892,1263.72301892,0.0,-1263.72301892,0.0,-1263.72301892,-1263.72301892
JY,@JYZ6,0.9874,0.009193582,-0.00166826752945,-1.0,-1.0,-1.0,-1.0,1.0,20.0,2016-09-02,1149.19775,2.0,1.0,1.0,123425.0,-0.00166826752945,0.9874,currency,-1.0,1.0,,,1.0,20.0,,,-1.0,-1.0,19.0,0.0,1.0,2.0,0.0,2.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1,-1,1,1,1,1,-1.0,1,-1,1,1,1,1,1.0,0.0,1.0,1.0,1.0,1,1,1,1.0,1,-411.811839644,411.811839644,411.811839644,-411.811839644,411.811839644,-411.811839644,-411.811839644,411.811839644,-0.0,411.811839644,411.811839644,411.811839644,-411.811839644,-411.811839644,411.811839644,-411.811839644,411.811839644,-411.811839644,411.811839644,-411.811839644,-411.811839644,-411.811839644,-411.811839644,-411.811839644,-411.811839644,-411.811839644,-411.811839644,-0.0,-411.811839644,-411.811839644,-411.811839644,-411.811839644,-411.811839644
KC,@KCZ6,147.55,3.65,-0.0263939293962,-1.0,1.0,1.0,1.0,1.0,9.0,2016-09-20,1368.75,2.0,1.0,1.0,55331.25,-0.0263939293962,147.55,soft,1.0,1.0,,,1.0,9.0,,,1.0,-1.0,-17.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,-1,-1,-1,-1,1,-1,1.0,-1,-1,-1,-1,1,-1,1.0,1.0,0.0,-1.0,0.0,-1,-1,-1,-1.0,-1,-2920.81821181,2920.81821181,-2920.81821181,2920.81821181,-2920.81821181,2920.81821181,-2920.81821181,2920.81821181,-2920.81821181,-2920.81821181,-2920.81821181,-2920.81821181,2920.81821181,2920.81821181,2920.81821181,-2920.81821181,-2920.81821181,2920.81821181,2920.81821181,2920.81821181,2920.81821181,2920.81821181,2920.81821181,2920.81821181,-2920.81821181,2920.81821181,-2920.81821181,-2920.81821181,-0.0,2920.81821181,-0.0,2920.81821181,2920.81821181
KW,@KWZ6,407.0,8.5375,-0.0204572803851,-1.0,1.0,-1.0,1.0,1.0,-15.0,2016-09-12,426.875,5.0,1.0,1.0,20350.0,-0.0204572803851,407.0,grain,1.0,1.0,,,1.0,-15.0,,,-1.0,1.0,22.0,0.0,1.0,5.0,0.0,1.0,5.0,-1.0,2.0,5.0,1.0,2.0,5.0,1.0,-1,-1,-1,-1,-1,1,1.0,-1,-1,-1,-1,-1,1,0.0,0.0,0.0,0.0,-1.0,-1,-1,-1,-1.0,-1,-2081.52827918,2081.52827918,2081.52827918,-2081.52827918,-2081.52827918,2081.52827918,-2081.52827918,2081.52827918,-0.0,-2081.52827918,2081.52827918,-2081.52827918,2081.52827918,2081.52827918,-2081.52827918,2081.52827918,-2081.52827918,2081.52827918,2081.52827918,2081.52827918,2081.52827918,2081.52827918,2081.52827918,2081.52827918,2081.52827918,-2081.52827918,-0.0,-0.0,-0.0,-0.0,2081.52827918,2081.52827918,2081.52827918
LB,@LBX6,334.9,6.515,-0.00445897740785,-1.0,1.0,-1.0,1.0,1.0,-12.0,2016-09-15,716.65,3.0,1.0,1.0,36839.0,-0.00445897740785,334.9,soft,1.0,-1.0,,,1.0,-12.0,,,1.0,1.0,-11.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,2.0,0.0,1.0,2.0,0.0,1.0,-1,1,-1,-1,-1,-1,-1.0,1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,-1,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LC,@LEZ6,99.975,2.143559783,-0.00149812734082,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,2016-09-21,857.4239132,3.0,1.0,1.0,39990.0,-0.00149812734082,99.975,meat,1.0,-1.0,,,-1.0,8.0,,,-1.0,-1.0,7.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,-1,1,1,1,1,1,-1.0,1,-1,1,1,1,1,0.0,1.0,1.0,1.0,0.0,0,1,1,1.0,1,-179.730337079,179.730337079,179.730337079,-179.730337079,-179.730337079,179.730337079,179.730337079,-179.730337079,-179.730337079,179.730337079,179.730337079,179.730337079,-179.730337079,-179.730337079,179.730337079,-179.730337079,179.730337079,-179.730337079,179.730337079,-179.730337079,-179.730337079,-179.730337079,-179.730337079,-179.730337079,-179.730337079,-179.730337079,-0.0,-179.730337079,-179.730337079,-179.730337079,-0.0,-0.0,-179.730337079
LCO,EBZ6,50.89,1.5985,0.0139470013947,1.0,1.0,-1.0,1.0,-1.0,-11.0,2016-09-16,1598.5,2.0,1.0,1.0,50890.0,0.0139470013947,50.89,energy,1.0,1.0,,,-1.0,-11.0,,,1.0,-1.0,-10.0,0.0,1.0,2.0,0.0,1.0,2.0,-1.0,2.0,2.0,1.0,2.0,2.0,1.0,-1,-1,-1,-1,1,-1,1.0,-1,-1,-1,-1,1,-1,0.0,0.0,0.0,-1.0,0.0,-1,-1,-1,-1.0,-1,1419.52580195,1419.52580195,1419.52580195,-1419.52580195,1419.52580195,-1419.52580195,1419.52580195,-1419.52580195,0.0,1419.52580195,-1419.52580195,1419.52580195,-1419.52580195,-1419.52580195,-1419.52580195,1419.52580195,1419.52580195,-1419.52580195,-1419.52580195,-1419.52580195,-1419.52580195,-1419.52580195,-1419.52580195,-1419.52580195,1419.52580195,-1419.52580195,0.0,0.0,0.0,-1419.52580195,0.0,-1419.52580195,-1419.52580195
LGO,GASZ6,450.75,14.65,0.00557724484105,1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2016-09-27,1465.0,2.0,1.0,1.0,45075.0,0.00557724484105,450.75,energy,1.0,1.0,,,-1.0,-4.0,,,1.0,-1.0,-3.0,0.0,1.0,2.0,0.0,1.0,2.0,-1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,-1,-1,1,1,1,-1,1.0,-1,1,-1,1,1,1,0.0,0.0,1.0,0.0,1.0,0,1,1,1.0,1,502.788622421,502.788622421,502.788622421,-502.788622421,502.788622421,-502.788622421,502.788622421,-502.788622421,0.0,-502.788622421,-502.788622421,-502.788622421,502.788622421,502.788622421,-502.788622421,502.788622421,502.788622421,-502.788622421,502.788622421,-502.788622421,502.788622421,502.788622421,502.788622421,502.788622421,502.788622421,502.788622421,0.0,0.0,502.788622421,0.0,502.788622421,0.0,502.788622421
LH,@HEZ6,44.175,1.771498899,0.00454803865833,1.0,-1.0,1.0,-1.0,1.0,-21.0,2016-09-01,708.5995596,3.0,1.0,1.0,17670.0,0.00454803865833,44.175,meat,1.0,-1.0,,,1.0,-21.0,,,-1.0,1.0,-20.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,-1,1,1,1,-1,1,-1.0,1,1,1,1,1,1,0.0,1.0,1.0,1.0,-1.0,0,-1,1,1.0,1,241.091529278,241.091529278,-241.091529278,241.091529278,241.091529278,-241.091529278,-241.091529278,241.091529278,241.091529278,-241.091529278,241.091529278,-241.091529278,241.091529278,241.091529278,241.091529278,-241.091529278,-241.091529278,241.091529278,241.091529278,241.091529278,241.091529278,241.091529278,241.091529278,241.091529278,241.091529278,241.091529278,0.0,241.091529278,241.091529278,241.091529278,-241.091529278,0.0,-241.091529278
LRC,LRCX6,1977.0,24.7,-0.0134730538922,-1.0,1.0,-1.0,1.0,-1.0,-5.0,2016-09-26,247.0,9.0,2.0,2.0,19770.0,-0.0134730538922,1977.0,soft,1.0,1.0,,,-1.0,-5.0,,,-1.0,-1.0,-4.0,1.0,1.0,9.0,1.0,1.0,9.0,-1.0,2.0,9.0,1.0,2.0,9.0,1.0,-1,-1,-1,-1,1,1,1.0,-1,-1,-1,1,1,1,1.0,1.0,1.0,0.0,-1.0,-1,-1,0,0.0,-1,-2397.26047904,2397.26047904,2397.26047904,-2397.26047904,-2397.26047904,2397.26047904,-2397.26047904,2397.26047904,-2397.26047904,-2397.26047904,2397.26047904,-2397.26047904,2397.26047904,2397.26047904,2397.26047904,-2397.26047904,-2397.26047904,2397.26047904,2397.26047904,2397.26047904,-2397.26047904,-0.0,-0.0,2397.26047904,-2397.26047904,-2397.26047904,-2397.26047904,-2397.26047904,-2397.26047904,-0.0,2397.26047904,2397.26047904,2397.26047904
LSU,QWZ6,588.3,13.165570953,-0.0149028801072,-1.0,1.0,-1.0,1.0,1.0,-3.0,2016-09-20,658.27854765,4.0,1.0,1.0,29415.0,-0.0149028801072,588.3,soft,1.0,1.0,,,1.0,-3.0,,,-1.0,1.0,8.0,0.0,1.0,4.0,0.0,1.0,4.0,-1.0,1.0,4.0,1.0,1.0,4.0,1.0,-1,-1,-1,-1,-1,1,1.0,-1,-1,-1,-1,-1,1,0.0,0.0,0.0,0.0,-1.0,-1,-1,-1,-1.0,-1,-1753.47287341,1753.47287341,1753.47287341,-1753.47287341,-1753.47287341,1753.47287341,-1753.47287341,1753.47287341,-0.0,-1753.47287341,1753.47287341,-1753.47287341,1753.47287341,1753.47287341,-1753.47287341,1753.47287341,-1753.47287341,1753.47287341,1753.47287341,1753.47287341,1753.47287341,1753.47287341,1753.47287341,1753.47287341,1753.47287341,-1753.47287341,-0.0,-0.0,-0.0,-0.0,1753.47287341,1753.47287341,1753.47287341
MEM,@MMEZ6,917.9,16.3172743965,0.00591780821918,1.0,1.0,1.0,1.0,1.0,4.0,2016-09-27,815.863719825,3.0,1.0,1.0,45895.0,0.00591780821918,917.9,index,1.0,1.0,,,1.0,4.0,,,1.0,1.0,3.0,0.0,1.0,3.0,0.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,-1,-1,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,0.0,0.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,-1,814.793424658,814.793424658,814.793424658,-814.793424658,814.793424658,-814.793424658,814.793424658,-814.793424658,0.0,814.793424658,814.793424658,814.793424658,-814.793424658,-814.793424658,814.793424658,-814.793424658,814.793424658,-814.793424658,814.793424658,-814.793424658,-814.793424658,-814.793424658,-814.793424658,-814.793424658,-814.793424658,-814.793424658,0.0,0.0,-814.793424658,-814.793424658,-814.793424658,-814.793424658,-814.793424658
MFX,IBV6,8741.7,146.182302951,-0.00238513683153,-1.0,-1.0,-1.0,-1.0,1.0,-17.0,2016-09-08,1638.70361608,2.0,1.0,1.0,97994.457,-0.00238513683153,8741.7,index,1.0,1.0,,,1.0,-17.0,,,-1.0,1.0,-16.0,0.0,1.0,2.0,0.0,1.0,2.0,-1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,-1,-1,1,1,-1,1,-1.0,1,1,1,1,1,1,0.0,0.0,1.0,1.0,-1.0,0,-1,1,1.0,1,-467.460377354,467.460377354,467.460377354,-467.460377354,-467.460377354,467.460377354,-467.460377354,467.460377354,-0.0,467.460377354,467.460377354,467.460377354,-467.460377354,-467.460377354,-467.460377354,467.460377354,467.460377354,-467.460377354,-467.460377354,-467.460377354,-467.460377354,-467.460377354,-467.460377354,-467.460377354,-467.460377354,-467.460377354,-0.0,-0.0,-467.460377354,-467.460377354,467.460377354,-0.0,467.460377354
MP,@PXZ6,0.05132,0.000789659,0.00371601799335,1.0,-1.0,-1.0,-1.0,1.0,-5.0,2016-09-26,394.8295,6.0,1.0,1.0,25660.0,0.00371601799335,0.05132,currency,1.0,1.0,,,1.0,-5.0,,,1.0,1.0,-4.0,-1.0,1.0,6.0,-1.0,1.0,6.0,-1.0,1.0,6.0,-1.0,1.0,6.0,-1.0,-1,-1,1,1,-1,-1,-1.0,1,1,-1,-1,1,1,-1.0,-1.0,0.0,1.0,0.0,0,-1,0,-1.0,-1,572.118130256,572.118130256,572.118130256,-572.118130256,572.118130256,-572.118130256,572.118130256,-572.118130256,-572.118130256,-572.118130256,-572.118130256,-572.118130256,572.118130256,572.118130256,572.118130256,-572.118130256,-572.118130256,572.118130256,572.118130256,-572.118130256,-572.118130256,0.0,-572.118130256,-572.118130256,572.118130256,572.118130256,-572.118130256,-572.118130256,0.0,572.118130256,0.0,0.0,-572.118130256
MW,@MWZ6,516.25,7.875,0.00340136054422,1.0,1.0,-1.0,1.0,1.0,22.0,2016-08-31,393.75,6.0,1.0,1.0,25812.5,0.00340136054422,516.25,grain,1.0,1.0,,,1.0,22.0,,,1.0,1.0,21.0,-1.0,1.0,6.0,-1.0,1.0,6.0,-1.0,2.0,6.0,1.0,2.0,6.0,1.0,-1,-1,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,-1,526.785714286,526.785714286,526.785714286,-526.785714286,526.785714286,-526.785714286,526.785714286,-526.785714286,-526.785714286,526.785714286,-526.785714286,526.785714286,-526.785714286,-526.785714286,526.785714286,-526.785714286,526.785714286,-526.785714286,526.785714286,-526.785714286,-526.785714286,-526.785714286,-526.785714286,-526.785714286,-526.785714286,-526.785714286,-526.785714286,-526.785714286,-526.785714286,-526.785714286,-526.785714286,-526.785714286,-526.785714286
NE,@NEZ6,0.7251,0.0074864635,-0.00178964757709,-1.0,1.0,1.0,1.0,1.0,-18.0,2016-09-07,748.64635,3.0,1.0,1.0,72510.0,-0.00178964757709,0.7251,currency,1.0,1.0,,,1.0,-18.0,,,1.0,1.0,-17.0,0.0,1.0,3.0,0.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,-1,-1,-1,-1,-1,-1,-1.0,1,1,1,-1,-1,-1,0.0,0.0,-1.0,0.0,-1.0,-1,-1,0,1.0,0,-389.302037445,389.302037445,-389.302037445,389.302037445,-389.302037445,389.302037445,-389.302037445,389.302037445,-0.0,-389.302037445,-389.302037445,-389.302037445,389.302037445,389.302037445,-389.302037445,389.302037445,389.302037445,-389.302037445,-389.302037445,-389.302037445,389.302037445,-0.0,-389.302037445,-0.0,389.302037445,389.302037445,-0.0,-0.0,389.302037445,-0.0,389.302037445,389.302037445,389.302037445
NG,QNGX6,2.923,0.0849707365,0.00584996558844,1.0,-1.0,1.0,-1.0,-1.0,-8.0,2016-09-21,849.707365,3.0,1.0,1.0,29230.0,0.00584996558844,2.923,energy,1.0,1.0,,,-1.0,-8.0,,,-1.0,-1.0,-7.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,-1,-1,1,1,1,1,1.0,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,0,1,1,1.0,1,512.98348245,512.98348245,-512.98348245,512.98348245,512.98348245,-512.98348245,512.98348245,-512.98348245,512.98348245,-512.98348245,512.98348245,-512.98348245,512.98348245,512.98348245,-512.98348245,512.98348245,512.98348245,-512.98348245,-512.98348245,512.98348245,512.98348245,512.98348245,512.98348245,512.98348245,512.98348245,512.98348245,512.98348245,512.98348245,512.98348245,512.98348245,0.0,0.0,512.98348245
NIY,@NKDZ6,16605.0,248.75,0.00271739130435,1.0,1.0,1.0,-1.0,-1.0,4.0,2016-09-27,1223.80202696,2.0,1.0,1.0,81693.3976188,0.00271739130435,16605.0,index,1.0,-1.0,,,-1.0,4.0,,,1.0,-1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,-1,1,1,-1,1,-1,-1.0,1,1,1,-1,1,-1,0.0,1.0,0.0,0.0,0.0,-1,-1,0,1.0,0,443.985856624,443.985856624,443.985856624,-443.985856624,443.985856624,-443.985856624,-443.985856624,443.985856624,443.985856624,443.985856624,443.985856624,-443.985856624,443.985856624,-443.985856624,-443.985856624,443.985856624,-443.985856624,443.985856624,443.985856624,443.985856624,-443.985856624,0.0,443.985856624,0.0,443.985856624,-443.985856624,0.0,443.985856624,0.0,0.0,0.0,-443.985856624,-443.985856624
NQ,@NQZ6,4865.75,58.422052641,-0.000923977208562,-1.0,1.0,1.0,1.0,1.0,-9.0,2016-09-20,1168.44105282,2.0,1.0,1.0,97315.0,-0.000923977208562,4865.75,index,1.0,1.0,,,1.0,-9.0,,,1.0,1.0,-8.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,-1,-1,-1,-1,-1,-1,-1.0,1,1,1,-1,-1,-1,0.0,0.0,-1.0,0.0,-1.0,-1,-1,0,1.0,0,-179.833684102,179.833684102,-179.833684102,179.833684102,-179.833684102,179.833684102,-179.833684102,179.833684102,-0.0,-179.833684102,-179.833684102,-179.833684102,179.833684102,179.833684102,-179.833684102,179.833684102,179.833684102,-179.833684102,-179.833684102,-179.833684102,179.833684102,-0.0,-179.833684102,-0.0,179.833684102,179.833684102,-0.0,-0.0,179.833684102,-0.0,179.833684102,179.833684102,179.833684102
O,@OZ6,183.0,3.5375,0.0266479663394,1.0,-1.0,1.0,-1.0,1.0,12.0,2016-09-15,176.875,12.0,2.0,2.0,9150.0,0.0266479663394,183.0,grain,1.0,-1.0,,,1.0,12.0,,,1.0,1.0,-25.0,0.0,1.0,12.0,0.0,1.0,12.0,1.0,1.0,12.0,-1.0,1.0,12.0,-1.0,-1,1,1,1,-1,-1,-1.0,1,1,1,-1,1,1,-1.0,0.0,0.0,0.0,0.0,0,-1,1,0.0,0,2925.94670407,2925.94670407,2925.94670407,-2925.94670407,2925.94670407,-2925.94670407,-2925.94670407,2925.94670407,0.0,-2925.94670407,2925.94670407,-2925.94670407,2925.94670407,2925.94670407,2925.94670407,-2925.94670407,-2925.94670407,2925.94670407,2925.94670407,2925.94670407,-2925.94670407,2925.94670407,0.0,0.0,2925.94670407,2925.94670407,-2925.94670407,0.0,0.0,0.0,0.0,0.0,-2925.94670407
OJ,@OJX6,196.9,6.1325,-0.039512195122,-1.0,-1.0,-1.0,-1.0,1.0,-4.0,2016-09-27,919.875,3.0,1.0,1.0,29535.0,-0.039512195122,196.9,soft,1.0,1.0,,,1.0,-4.0,,,1.0,1.0,10.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,-1.0,-1,-1,1,1,-1,-1,1.0,-1,1,-1,-1,1,1,-1.0,-1.0,0.0,0.0,0.0,0,-1,0,-1.0,-1,-3500.97804878,3500.97804878,-3500.97804878,3500.97804878,-3500.97804878,3500.97804878,-3500.97804878,3500.97804878,3500.97804878,3500.97804878,3500.97804878,3500.97804878,-3500.97804878,-3500.97804878,-3500.97804878,3500.97804878,-3500.97804878,3500.97804878,-3500.97804878,3500.97804878,3500.97804878,-0.0,3500.97804878,3500.97804878,-3500.97804878,-3500.97804878,3500.97804878,3500.97804878,-0.0,-0.0,-0.0,-0.0,3500.97804878
PA,QPAZ6,711.8,16.865,-0.0134442134442,-1.0,-1.0,-1.0,-1.0,1.0,-14.0,2016-09-13,1686.5,2.0,1.0,1.0,71180.0,-0.0134442134442,711.8,metal,1.0,1.0,,,1.0,-14.0,,,1.0,-1.0,-13.0,0.0,1.0,2.0,0.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,-1,-1,1,1,1,-1,1.0,-1,1,-1,1,1,1,0.0,0.0,1.0,0.0,1.0,0,1,1,1.0,1,-1913.91822592,1913.91822592,-1913.91822592,1913.91822592,-1913.91822592,1913.91822592,-1913.91822592,1913.91822592,-0.0,1913.91822592,1913.91822592,1913.91822592,-1913.91822592,-1913.91822592,1913.91822592,-1913.91822592,-1913.91822592,1913.91822592,-1913.91822592,1913.91822592,-1913.91822592,-1913.91822592,-1913.91822592,-1913.91822592,-1913.91822592,-1913.91822592,-0.0,-0.0,-1913.91822592,-0.0,-1913.91822592,-0.0,-1913.91822592
