2017-02-02 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,prevSEA,prevSRUN,prevvSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,FX,PC2017-02-02 00:00:00,Close2017-02-02 00:00:00,group,RiskOn,Custom,vSTART,LastSEA,SEA2017-02-02 00:00:00,LastSRUN,SRUN2017-02-02 00:00:00,prevACT,LastSIG,LastSAFEf,finalQTY,SIG2017-02-01 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2017-02-01 00:00:00,0.5SIG2017-01-27 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2017-02-01 00:00:00,0.75SIG2017-01-27 00:00:00,1LastSAFEf,1finalQTY,1SIG2017-02-01 00:00:00,1SIG2017-01-27 00:00:00,None,RiskOff,AntiCustom,Anti1LastSIG,Anti0.75LastSIG,Anti0.5LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,Voting5,Voting6,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Custom,PNL_AntiCustom,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_Anti0.5LastSIG,PNL_prevSEA,PNL_LastSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
AC,@ACH7,1.515,0.030305127,0.00264725347452,1.0,-1.0,-1.0,-1.0,1.0,23.0,2016-12-28,878.848683,1.0,1.0,1.0,43935.0,1.0,0.00264725347452,1.515,energy,1.0,1.0,2017-01-19,1.0,1.0,-10.0,-10.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,,2.0,0.0,-1.0,,2.0,0.0,-1.0,,0,-1,-1,1,1,1,-1,1,1,-1,1,1,1,-1,1,1.0,0.0,1.0,1.0,-1.0,1.0,-1,1,1.0,1,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0
AD,@ADH7,0.7654,0.006825,0.00949617515167,1.0,1.0,-1.0,1.0,1.0,2.0,2017-01-23,682.5,1.0,1.0,1.0,76540.0,1.0,0.00949617515167,0.7654,currency,1.0,1.0,2017-01-23,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,,2.0,1.0,1.0,,2.0,1.0,1.0,,0,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1,-1,0.0,-1,726.837246109,726.837246109,726.837246109,-726.837246109,726.837246109,-726.837246109,726.837246109,-726.837246109,726.837246109,726.837246109,-726.837246109,726.837246109,-726.837246109,-726.837246109,726.837246109,726.837246109,726.837246109,-726.837246109,726.837246109,-726.837246109,726.837246109,-726.837246109,-726.837246109,-726.837246109,0.0,-726.837246109,-726.837246109,-726.837246109,-726.837246109,-726.837246109,-726.837246109,726.837246109,726.837246109,726.837246109,-726.837246109
AEX,AEXG7,480.4,4.6469488835,0.00533640263681,1.0,1.0,1.0,1.0,-1.0,-21.0,2017-01-03,999.837521774,1.0,1.0,1.0,103362.864,0.929540806841,0.00533640263681,480.4,index,1.0,1.0,2017-01-03,-1.0,-1.0,-22.0,-22.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,1.0,0.0,1.0,,2.0,0.0,1.0,,0,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,1.0,1.0,0.0,-1.0,1.0,0.0,-1,-1,-1.0,-1,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0
BO,@BOH7,34.59,0.605,0.00816088603906,1.0,1.0,1.0,1.0,1.0,13.0,2017-01-12,363.0,2.0,1.0,1.0,20754.0,1.0,0.00816088603906,34.59,grain,1.0,1.0,2017-01-12,1.0,1.0,-3.0,-3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,,2.0,2.0,1.0,,2.0,2.0,1.0,,0,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,-1.0,0.0,-1.0,1.0,1.0,1.0,-1,1,1.0,0,338.742057709,338.742057709,338.742057709,-338.742057709,338.742057709,-338.742057709,338.742057709,-338.742057709,338.742057709,338.742057709,338.742057709,338.742057709,-338.742057709,-338.742057709,-338.742057709,338.742057709,338.742057709,-338.742057709,338.742057709,-338.742057709,338.742057709,338.742057709,-338.742057709,338.742057709,338.742057709,0.0,338.742057709,338.742057709,-338.742057709,0.0,-338.742057709,338.742057709,338.742057709,338.742057709,-338.742057709
BP,@BPH7,1.2532,0.015135,-0.0120614899488,-1.0,1.0,-1.0,1.0,-1.0,-16.0,2017-01-09,945.9375,1.0,1.0,1.0,78325.0,1.0,-0.0120614899488,1.2532,currency,1.0,1.0,2017-01-09,-1.0,-1.0,-17.0,-17.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,,2.0,1.0,1.0,,2.0,1.0,1.0,,0,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,1,-1,1.0,0.0,0.0,-1.0,1.0,0.0,-1,-1,-1.0,-1,-944.716200236,944.716200236,-944.716200236,944.716200236,-944.716200236,944.716200236,-944.716200236,944.716200236,-944.716200236,-944.716200236,944.716200236,-944.716200236,944.716200236,944.716200236,-944.716200236,944.716200236,944.716200236,-944.716200236,944.716200236,-944.716200236,944.716200236,944.716200236,944.716200236,944.716200236,944.716200236,944.716200236,-944.716200236,944.716200236,-944.716200236,-0.0,-0.0,944.716200236,-944.716200236,-0.0,944.716200236
C,@CH7,367.5,5.2,-0.0020366598778,-1.0,-1.0,-1.0,-1.0,1.0,25.0,2016-12-23,260.0,3.0,1.0,1.0,18375.0,1.0,-0.0020366598778,367.5,grain,1.0,1.0,2016-12-23,1.0,1.0,26.0,26.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,,2.0,3.0,-1.0,,2.0,3.0,-1.0,,0,-1,-1,1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,0.0,-1.0,0.0,1.0,-1,-1,0.0,-1,-112.270875764,112.270875764,-112.270875764,112.270875764,-112.270875764,112.270875764,-112.270875764,112.270875764,-112.270875764,112.270875764,112.270875764,112.270875764,-112.270875764,-112.270875764,-112.270875764,-112.270875764,-112.270875764,112.270875764,-112.270875764,112.270875764,-112.270875764,112.270875764,112.270875764,112.270875764,-0.0,112.270875764,112.270875764,112.270875764,112.270875764,112.270875764,-0.0,112.270875764,-0.0,-112.270875764,112.270875764
CC,@CCH7,2084.0,61.7,-0.0118539592224,-1.0,-1.0,1.0,-1.0,1.0,-11.0,2017-01-17,617.0,1.0,1.0,1.0,20840.0,1.0,-0.0118539592224,2084.0,soft,1.0,1.0,2017-01-17,1.0,1.0,-12.0,-12.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,2.0,0.0,-1.0,,2.0,0.0,-1.0,,0,-1,-1,1,1,-1,-1,-1,1,-1,1,1,-1,1,1,-1.0,0.0,0.0,-1.0,0.0,1.0,-1,1,1.0,0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0
CD,@CDH7,0.76775,0.0063775,0.00117363239225,1.0,-1.0,1.0,-1.0,1.0,2.0,2017-01-19,637.75,1.0,1.0,1.0,76775.0,1.0,0.00117363239225,0.76775,currency,1.0,1.0,2017-01-19,1.0,1.0,3.0,3.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,-1.0,,2.0,1.0,-1.0,,0,-1,-1,1,1,-1,-1,1,1,-1,1,1,1,1,1,1.0,1.0,1.0,1.0,-1.0,1.0,-1,1,1.0,1,90.1056269153,90.1056269153,-90.1056269153,90.1056269153,90.1056269153,-90.1056269153,90.1056269153,-90.1056269153,90.1056269153,-90.1056269153,90.1056269153,-90.1056269153,90.1056269153,90.1056269153,-90.1056269153,90.1056269153,90.1056269153,-90.1056269153,90.1056269153,-90.1056269153,90.1056269153,90.1056269153,90.1056269153,90.1056269153,90.1056269153,90.1056269153,90.1056269153,90.1056269153,90.1056269153,90.1056269153,90.1056269153,90.1056269153,-90.1056269153,90.1056269153,-90.1056269153
CGB,CBH7,137.5,0.618,0.00116499199068,1.0,1.0,-1.0,1.0,-1.0,11.0,2017-01-17,474.69083647,2.0,1.0,1.0,105614.870574,1.3019,0.00116499199068,137.5,rates,-1.0,1.0,2017-01-17,-1.0,-1.0,12.0,12.0,-1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,,1.0,0.0,1.0,,1.0,0.0,1.0,,0,1,-1,-1,-1,1,1,1,-1,1,-1,-1,1,-1,-1,1.0,0.0,0.0,1.0,0.0,-1.0,1,-1,-1.0,0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
CL,QCLH7,53.54,1.2723987555,-0.00631031922791,-1.0,1.0,-1.0,1.0,1.0,13.0,2017-01-12,1272.3987555,1.0,1.0,1.0,53540.0,1.0,-0.00631031922791,53.54,energy,1.0,1.0,2017-01-12,1.0,1.0,14.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,0,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1,-1,0.0,-1,-337.854491463,337.854491463,-337.854491463,337.854491463,-337.854491463,337.854491463,-337.854491463,337.854491463,-337.854491463,-337.854491463,337.854491463,-337.854491463,337.854491463,337.854491463,-337.854491463,-337.854491463,-337.854491463,337.854491463,-337.854491463,337.854491463,-337.854491463,337.854491463,337.854491463,337.854491463,-0.0,337.854491463,337.854491463,337.854491463,337.854491463,337.854491463,337.854491463,-337.854491463,-337.854491463,-337.854491463,337.854491463
