2017-10-10 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,prevSEA,prevSRUN,prevvSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,FX,PC2017-10-10 00:00:00,Close2017-10-10 00:00:00,group,RiskOn,Custom,vSTART,LastSEA,SEA2017-10-10 00:00:00,LastSRUN,SRUN2017-10-10 00:00:00,prevACT,LastSIG,LastSAFEf,finalQTY,SIG2017-10-09 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2017-10-09 00:00:00,0.5SIG2017-10-06 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2017-10-09 00:00:00,0.75SIG2017-10-06 00:00:00,1LastSAFEf,1finalQTY,1SIG2017-10-09 00:00:00,1SIG2017-10-06 00:00:00,None,RiskOff,AntiCustom,Anti1LastSIG,Anti0.75LastSIG,Anti0.5LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,Voting5,Voting6,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Custom,PNL_AntiCustom,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_Anti0.5LastSIG,PNL_prevSEA,PNL_LastSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
AC,@ACX7,1.42,0.0286196825,0.00353356890459,1.0,1.0,1.0,-1.0,1.0,-10.0,2017-09-25,829.9707925,1.0,1.0,1.0,41180.0,1.0,0.00353356890459,1.42,energy,1.0,1.0,2017-09-25,1.0,1.0,-11.0,-11.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,1.0,0.0,1.0,,2.0,0.0,-1.0,,0,-1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,1.0,1.0,0.0,1.0,0.0,1.0,-1,1,1.0,0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AD,@ADZ7,0.7776,0.00632,0.00322539027222,1.0,-1.0,1.0,-1.0,-1.0,-21.0,2017-09-08,632.0,1.0,1.0,1.0,77760.0,1.0,0.00322539027222,0.7776,currency,1.0,1.0,2017-09-08,-1.0,-1.0,-22.0,-22.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,-1.0,,2.0,1.0,-1.0,,0,-1,-1,1,1,-1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1,1.0,1,250.806347568,250.806347568,-250.806347568,250.806347568,250.806347568,-250.806347568,250.806347568,-250.806347568,250.806347568,-250.806347568,250.806347568,-250.806347568,250.806347568,250.806347568,-250.806347568,-250.806347568,-250.806347568,250.806347568,250.806347568,-250.806347568,-250.806347568,250.806347568,250.806347568,250.806347568,250.806347568,250.806347568,250.806347568,250.806347568,250.806347568,250.806347568,250.806347568,250.806347568,0.0,0.0,250.806347568
AEX,AEXV7,541.05,2.94,-0.000184791647418,-1.0,-1.0,-1.0,1.0,1.0,10.0,2017-09-25,694.6044,1.0,1.0,1.0,127828.473,0.846525014814,-0.000184791647418,541.05,index,1.0,1.0,2017-09-25,1.0,1.0,11.0,11.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,,1.0,0.0,-1.0,,2.0,0.0,1.0,,0,-1,-1,-1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,0.0,1.0,0.0,1.0,-1,-1,0.0,-1,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0
BO,@BOZ7,33.11,0.4915,-0.00450992182802,-1.0,1.0,1.0,1.0,1.0,-4.0,2017-10-03,294.9,3.0,1.0,1.0,19866.0,1.0,-0.00450992182802,33.11,grain,1.0,1.0,2017-10-03,1.0,1.0,-5.0,-5.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,,2.0,3.0,1.0,,2.0,3.0,1.0,,0,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,-1.0,0.0,-1.0,1.0,1.0,1.0,-1,1,1.0,0,-268.782321106,268.782321106,-268.782321106,268.782321106,-268.782321106,268.782321106,-268.782321106,268.782321106,-268.782321106,-268.782321106,-268.782321106,-268.782321106,268.782321106,268.782321106,268.782321106,-268.782321106,-268.782321106,268.782321106,-268.782321106,268.782321106,-268.782321106,-268.782321106,268.782321106,-268.782321106,-268.782321106,-0.0,-268.782321106,-268.782321106,268.782321106,-0.0,268.782321106,-268.782321106,-268.782321106,-268.782321106,268.782321106
BP,@BPZ7,1.3227,0.01242,0.00371831840947,1.0,1.0,1.0,-1.0,1.0,-16.0,2017-09-15,776.25,1.0,1.0,1.0,82668.75,1.0,0.00371831840947,1.3227,currency,1.0,1.0,2017-09-26,1.0,1.0,10.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,2.0,1.0,-1.0,,0,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,-1.0,0.0,-1.0,-1.0,1.0,1.0,-1,1,1.0,0,307.388735013,307.388735013,307.388735013,-307.388735013,307.388735013,-307.388735013,307.388735013,-307.388735013,307.388735013,307.388735013,307.388735013,-307.388735013,307.388735013,-307.388735013,-307.388735013,307.388735013,307.388735013,-307.388735013,307.388735013,-307.388735013,307.388735013,307.388735013,-307.388735013,307.388735013,307.388735013,0.0,307.388735013,307.388735013,-307.388735013,0.0,-307.388735013,-307.388735013,307.388735013,307.388735013,-307.388735013
C,@CZ7,349.25,4.15,-0.00071530758226,-1.0,-1.0,-1.0,-1.0,1.0,-15.0,2017-09-18,207.5,4.0,1.0,1.0,17462.5,1.0,-0.00071530758226,349.25,grain,1.0,1.0,2017-09-18,1.0,1.0,-16.0,-16.0,-1.0,1.0,1.0,4.0,1.0,2.0,4.0,-1.0,,1.0,4.0,-1.0,,1.0,4.0,-1.0,,0,-1,-1,1,1,1,-1,1,1,-1,1,1,1,-1,1,1.0,0.0,1.0,1.0,-1.0,1.0,-1,1,1.0,1,-49.9642346209,49.9642346209,49.9642346209,-49.9642346209,-49.9642346209,49.9642346209,-49.9642346209,49.9642346209,-49.9642346209,49.9642346209,49.9642346209,49.9642346209,-49.9642346209,-49.9642346209,-49.9642346209,-49.9642346209,-49.9642346209,49.9642346209,-49.9642346209,49.9642346209,-49.9642346209,-49.9642346209,-49.9642346209,-49.9642346209,-49.9642346209,-49.9642346209,49.9642346209,-49.9642346209,-49.9642346209,-0.0,-49.9642346209,-49.9642346209,49.9642346209,-49.9642346209,49.9642346209
CC,@CCZ7,2045.0,55.75,0.0184262948207,1.0,1.0,1.0,1.0,-1.0,-10.0,2017-09-25,557.5,1.0,1.0,1.0,20450.0,1.0,0.0184262948207,2045.0,soft,1.0,1.0,2017-09-25,-1.0,-1.0,-11.0,-11.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,2.0,0.0,1.0,,2.0,0.0,1.0,,0,-1,-1,-1,-1,-1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,-1.0,-1,1,0.0,0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
CD,@CDZ7,0.7997,0.0056625,0.0030101592876,1.0,-1.0,1.0,-1.0,-1.0,9.0,2017-09-26,566.25,1.0,1.0,1.0,79970.0,1.0,0.0030101592876,0.7997,currency,1.0,1.0,2017-09-26,-1.0,-1.0,10.0,10.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,-1.0,,2.0,1.0,-1.0,,0,-1,-1,1,1,-1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1,1.0,1,240.722438229,240.722438229,-240.722438229,240.722438229,240.722438229,-240.722438229,240.722438229,-240.722438229,240.722438229,-240.722438229,240.722438229,-240.722438229,240.722438229,240.722438229,-240.722438229,-240.722438229,-240.722438229,240.722438229,240.722438229,-240.722438229,-240.722438229,240.722438229,240.722438229,240.722438229,240.722438229,240.722438229,240.722438229,240.722438229,240.722438229,240.722438229,240.722438229,240.722438229,0.0,0.0,240.722438229
CGB,CBZ7,135.47,0.5345,0.000738716111398,1.0,1.0,-1.0,1.0,-1.0,-16.0,2017-09-14,427.053371684,2.0,1.0,1.0,108237.456056,1.2516,0.000738716111398,135.47,rates,-1.0,1.0,2017-09-14,-1.0,-1.0,-17.0,-17.0,-1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,,-1.0,1.0,0.0,,1.0,1.0,0.0,,1.0,0,1,-1,-1,-1,1,1,1,-1,1,-1,-1,1,-1,-1,1.0,0.0,0.0,1.0,0.0,-1.0,1,-1,-1.0,0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
CL,QCLX7,50.92,1.0455,0.027027027027,1.0,1.0,1.0,-1.0,-1.0,10.0,2017-09-25,1045.5,1.0,1.0,1.0,50920.0,1.0,0.027027027027,50.92,energy,1.0,1.0,2017-09-25,-1.0,-1.0,11.0,11.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,2.0,1.0,1.0,,1.0,1.0,-1.0,,0,-1,-1,1,-1,-1,1,-1,-1,1,1,-1,-1,1,1,1.0,1.0,0.0,-1.0,1.0,1.0,-1,0,0.0,-1,1376.21621622,1376.21621622,1376.21621622,-1376.21621622,1376.21621622,-1376.21621622,1376.21621622,-1376.21621622,1376.21621622,1376.21621622,1376.21621622,-1376.21621622,1376.21621622,-1376.21621622,-1376.21621622,-1376.21621622,-1376.21621622,1376.21621622,-1376.21621622,1376.21621622,1376.21621622,-1376.21621622,-1376.21621622,0.0,0.0,-1376.21621622,1376.21621622,1376.21621622,1376.21621622,1376.21621622,0.0,-1376.21621622,1376.21621622,1376.21621622,-1376.21621622
