2017-02-01 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,prevSEA,prevSRUN,prevvSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,FX,PC2017-02-01 00:00:00,Close2017-02-01 00:00:00,group,RiskOn,Custom,PC2017-01-27 00:00:00,Close2017-01-27 00:00:00,vSTART,LastSEA,SEA2017-02-01 00:00:00,LastSRUN,SRUN2017-02-01 00:00:00,SEA2017-01-27 00:00:00,SRUN2017-01-27 00:00:00,prevACT,LastSIG,LastSAFEf,finalQTY,SIG2017-01-31 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2017-01-31 00:00:00,0.5SIG2017-01-27 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2017-01-31 00:00:00,0.75SIG2017-01-27 00:00:00,1LastSAFEf,1finalQTY,1SIG2017-01-31 00:00:00,1SIG2017-01-27 00:00:00,None,RiskOff,AntiCustom,Anti1LastSIG,Anti0.75LastSIG,Anti0.5LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,Voting5,Voting6,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Custom,PNL_AntiCustom,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_Anti0.5LastSIG,PNL_prevSEA,PNL_LastSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
FV,@FVH7,117.7890625,0.384375,-0.000662822297342,-1.0,1.0,-1.0,1.0,-1.0,23.0,2017-01-17,384.375,2.0,1.0,1.0,117789.0625,1.0,-0.000662822297342,117.7890625,rates,-1.0,1.0,,,2017-01-17,-1.0,-1.0,24.0,24.0,,,1.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,,1.0,2.0,1.0,,1.0,2.0,1.0,,0,1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1,-1,-1.0,-1,-156.146434016,156.146434016,-156.146434016,156.146434016,156.146434016,-156.146434016,-156.146434016,156.146434016,156.146434016,-156.146434016,156.146434016,-156.146434016,156.146434016,156.146434016,-156.146434016,156.146434016,156.146434016,-156.146434016,156.146434016,-156.146434016,156.146434016,156.146434016,156.146434016,156.146434016,156.146434016,156.146434016,156.146434016,156.146434016,156.146434016,156.146434016,156.146434016,156.146434016,-156.146434016,156.146434016,-156.146434016
GC,QGCJ7,1208.3,15.445381533,-0.00255902261846,-1.0,1.0,-1.0,1.0,-1.0,21.0,2016-12-29,1544.5381533,1.0,1.0,1.0,120830.0,1.0,-0.00255902261846,1208.3,metal,-1.0,1.0,,,2016-12-29,-1.0,-1.0,22.0,22.0,,,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,,2.0,1.0,1.0,,2.0,1.0,1.0,,0,1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1,-1,-1.0,-1,-309.206702988,309.206702988,-309.206702988,309.206702988,309.206702988,-309.206702988,-309.206702988,309.206702988,309.206702988,-309.206702988,309.206702988,-309.206702988,309.206702988,309.206702988,-309.206702988,309.206702988,309.206702988,-309.206702988,309.206702988,-309.206702988,309.206702988,309.206702988,309.206702988,309.206702988,309.206702988,309.206702988,309.206702988,309.206702988,309.206702988,309.206702988,309.206702988,309.206702988,-309.206702988,309.206702988,-309.206702988
HCM,HHIG7,9830.0,108.309712229,,-1.0,1.0,-1.0,1.0,-1.0,-17.0,2017-01-04,697.916826013,1.0,1.0,1.0,63341.7101617,7.7595,,,index,1.0,1.0,-0.00445614745797,9830.0,2017-01-04,-1.0,,-17.0,,-1.0,-17.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,,-1.0,1.0,0.0,,1.0,1.0,0.0,,1.0,0,-1,-1,-1,-1,1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,-1.0,-1,1,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HG,QHGH7,271.15,5.68,-0.00586617781852,-1.0,1.0,-1.0,1.0,1.0,-21.0,2016-12-29,1420.0,1.0,1.0,1.0,67787.5,1.0,-0.00586617781852,271.15,metal,1.0,1.0,,,2016-12-29,1.0,1.0,-22.0,-22.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,0,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1,-1,0.0,-1,-397.653528873,397.653528873,-397.653528873,397.653528873,-397.653528873,397.653528873,-397.653528873,397.653528873,-397.653528873,-397.653528873,397.653528873,-397.653528873,397.653528873,397.653528873,-397.653528873,-397.653528873,-397.653528873,397.653528873,-397.653528873,397.653528873,-397.653528873,397.653528873,397.653528873,397.653528873,-0.0,397.653528873,397.653528873,397.653528873,397.653528873,397.653528873,397.653528873,-397.653528873,-397.653528873,-397.653528873,397.653528873
HIC,HSIG7,23332.0,219.615978077,,-1.0,-1.0,-1.0,1.0,1.0,22.0,2016-12-23,1415.142587,1.0,1.0,1.0,150344.738707,7.7595,,,index,1.0,1.0,-0.00141236892788,23332.0,2016-12-23,1.0,,22.0,,1.0,22.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,,-1.0,1.0,0.0,,-1.0,1.0,0.0,,1.0,0,-1,-1,-1,1,1,-1,1,1,-1,-1,1,1,-1,1,1.0,0.0,1.0,1.0,-1.0,0.0,-1,1,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO,QHOH7,1.674,0.039799065,0.0264900662252,1.0,1.0,1.0,1.0,1.0,-12.0,2017-01-12,1671.56073,1.0,1.0,1.0,70308.0,1.0,0.0264900662252,1.674,energy,1.0,1.0,,,2017-01-12,1.0,1.0,-13.0,-13.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,,2.0,1.0,1.0,,0,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,-1.0,0.0,-1.0,1.0,1.0,1.0,-1,1,1.0,0,1862.46357616,1862.46357616,1862.46357616,-1862.46357616,1862.46357616,-1862.46357616,1862.46357616,-1862.46357616,1862.46357616,1862.46357616,1862.46357616,1862.46357616,-1862.46357616,-1862.46357616,-1862.46357616,1862.46357616,1862.46357616,-1862.46357616,1862.46357616,-1862.46357616,1862.46357616,1862.46357616,-1862.46357616,1862.46357616,1862.46357616,0.0,1862.46357616,1862.46357616,-1862.46357616,0.0,-1862.46357616,1862.46357616,1862.46357616,1862.46357616,-1862.46357616
JY,@JYH7,0.8857,0.0121125,-0.00292693909715,-1.0,1.0,1.0,1.0,-1.0,2.0,2017-01-17,1514.0625,1.0,1.0,1.0,110712.5,1.0,-0.00292693909715,0.8857,currency,-1.0,1.0,,,2017-01-17,-1.0,-1.0,3.0,3.0,,,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,,2.0,1.0,1.0,,2.0,1.0,1.0,,0,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1.0,0.0,-1.0,-1.0,1.0,-1.0,1,-1,-1.0,-1,-324.048744793,324.048744793,-324.048744793,324.048744793,324.048744793,-324.048744793,-324.048744793,324.048744793,324.048744793,-324.048744793,-324.048744793,-324.048744793,324.048744793,324.048744793,324.048744793,324.048744793,324.048744793,-324.048744793,324.048744793,-324.048744793,324.048744793,324.048744793,324.048744793,324.048744793,324.048744793,324.048744793,-324.048744793,324.048744793,324.048744793,-0.0,324.048744793,324.048744793,-324.048744793,324.048744793,-324.048744793
KC,@KCH7,150.15,3.4725,0.00401203610832,1.0,1.0,-1.0,1.0,-1.0,21.0,2016-12-29,1302.1875,1.0,1.0,1.0,56306.25,1.0,0.00401203610832,150.15,soft,1.0,1.0,,,2016-12-29,-1.0,-1.0,22.0,22.0,,,-1.0,1.0,1.0,0.0,1.0,2.0,0.0,-1.0,,1.0,0.0,1.0,,1.0,0.0,1.0,,0,-1,-1,-1,-1,1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,-1.0,-1,1,0.0,0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
KW,@KWH7,440.5,8.65,0.0256111757858,1.0,1.0,1.0,1.0,-1.0,9.0,2017-01-18,432.5,2.0,1.0,1.0,22025.0,1.0,0.0256111757858,440.5,grain,1.0,1.0,,,2017-01-18,1.0,1.0,10.0,10.0,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,2.0,0.0,1.0,,2.0,0.0,1.0,,0,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,1.0,1.0,0.0,-1.0,1.0,0.0,-1,-1,-1.0,-1,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0
LB,@LBH7,337.9,6.74,0.0239393939394,1.0,1.0,1.0,1.0,1.0,-6.0,2017-01-23,741.4,1.0,1.0,1.0,37169.0,1.0,0.0239393939394,337.9,soft,1.0,-1.0,,,2017-01-24,1.0,1.0,6.0,6.0,,,1.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,,2.0,0.0,1.0,,2.0,0.0,1.0,,0,-1,1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,-1.0,0.0,-1.0,1.0,1.0,1.0,-1,1,1.0,0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0
LC,@LEJ7,113.7,1.7013553415,-0.00416028027151,-1.0,1.0,1.0,-1.0,1.0,-8.0,2017-01-19,680.5421366,1.0,1.0,1.0,45480.0,1.0,-0.00416028027151,113.7,meat,1.0,-1.0,,,2017-01-19,1.0,1.0,-9.0,-9.0,,,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,2.0,1.0,-1.0,,0,-1,1,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,1.0,1.0,0.0,1.0,0.0,1.0,-1,1,1.0,0,-189.209546748,189.209546748,189.209546748,-189.209546748,-189.209546748,189.209546748,189.209546748,-189.209546748,-189.209546748,-189.209546748,-189.209546748,189.209546748,-189.209546748,189.209546748,189.209546748,-189.209546748,-189.209546748,189.209546748,-189.209546748,189.209546748,-189.209546748,-189.209546748,189.209546748,-189.209546748,-189.209546748,-0.0,-189.209546748,-189.209546748,-189.209546748,-189.209546748,-0.0,-189.209546748,-0.0,-189.209546748,189.209546748
LCO,EBJ7,56.8,1.315705623,0.0219503418496,1.0,-1.0,1.0,-1.0,1.0,9.0,2017-01-18,1315.705623,1.0,1.0,1.0,56800.0,1.0,0.0219503418496,56.8,energy,1.0,1.0,,,2017-01-18,1.0,1.0,10.0,10.0,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,2.0,0.0,-1.0,,2.0,0.0,-1.0,,0,-1,-1,1,1,-1,-1,-1,1,-1,1,1,-1,1,1,-1.0,0.0,0.0,-1.0,0.0,1.0,-1,1,1.0,0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0
LGO,GASH7,501.75,11.375938458,0.0080361627323,1.0,1.0,1.0,1.0,1.0,8.0,2017-01-19,1137.5938458,1.0,1.0,1.0,50175.0,1.0,0.0080361627323,501.75,energy,1.0,1.0,,,2017-01-19,1.0,1.0,9.0,9.0,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,2.0,0.0,1.0,,2.0,0.0,1.0,,0,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,-1.0,0.0,-1.0,1.0,1.0,1.0,-1,1,1.0,0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0
LH,@HEJ7,69.1,1.561630023,-0.00216606498195,-1.0,-1.0,1.0,-1.0,1.0,18.0,2017-01-04,624.6520092,1.0,1.0,1.0,27640.0,1.0,-0.00216606498195,69.1,meat,1.0,-1.0,,,2017-01-04,1.0,1.0,19.0,19.0,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,2.0,1.0,-1.0,,2.0,1.0,-1.0,,0,-1,1,1,1,-1,-1,-1,1,-1,1,1,-1,1,1,-1.0,0.0,0.0,-1.0,0.0,1.0,-1,1,1.0,0,-59.8700361011,59.8700361011,-59.8700361011,59.8700361011,-59.8700361011,59.8700361011,59.8700361011,-59.8700361011,-59.8700361011,59.8700361011,-59.8700361011,59.8700361011,-59.8700361011,-59.8700361011,59.8700361011,-59.8700361011,-59.8700361011,59.8700361011,-59.8700361011,59.8700361011,-59.8700361011,-59.8700361011,59.8700361011,-59.8700361011,-59.8700361011,-0.0,-59.8700361011,-59.8700361011,59.8700361011,-0.0,-0.0,59.8700361011,-0.0,-59.8700361011,59.8700361011
LRC,LRCH7,2243.0,35.35,0.00945094509451,1.0,1.0,-1.0,1.0,1.0,34.0,2016-12-09,353.5,2.0,1.0,1.0,22430.0,1.0,0.00945094509451,2243.0,soft,1.0,1.0,,,2016-12-09,1.0,1.0,35.0,35.0,,,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,,1.0,0.0,1.0,,1.0,0.0,1.0,,0,-1,-1,-1,-1,1,-1,1,1,-1,-1,1,-1,-1,1,1.0,0.0,0.0,1.0,0.0,0.0,-1,0,-1.0,-1,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
LSU,QWK7,550.3,8.017899629,0.0112091142962,1.0,-1.0,-1.0,1.0,1.0,41.0,2016-12-14,400.89498145,2.0,1.0,1.0,27515.0,1.0,0.0112091142962,550.3,soft,1.0,1.0,,,2016-12-14,1.0,1.0,42.0,42.0,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,,1.0,0.0,-1.0,,2.0,0.0,1.0,,0,-1,-1,-1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,0.0,1.0,0.0,1.0,-1,-1,0.0,-1,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0
MEM,@MMEH7,916.3,9.285,0.00131133209485,1.0,1.0,-1.0,1.0,1.0,17.0,2017-01-06,464.25,2.0,1.0,1.0,45815.0,1.0,0.00131133209485,916.3,index,1.0,1.0,,,2017-01-06,1.0,1.0,18.0,18.0,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,,1.0,0.0,1.0,,1.0,0.0,1.0,,0,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1,-1,0.0,-1,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0
MFX,IBG7,9314.1,103.332833701,-0.00293314778141,-1.0,1.0,1.0,1.0,1.0,56.0,2016-11-11,1112.58462045,1.0,1.0,1.0,100284.9147,0.928763815362,-0.00293314778141,9314.1,index,1.0,1.0,,,2016-11-11,1.0,1.0,57.0,57.0,,,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,1.0,0.0,1.0,,1.0,0.0,1.0,,0,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,1,1,1.0,1.0,0.0,1.0,0.0,0.0,-1,0,-1.0,-1,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
MP,@PXH7,0.04795,0.0007615,0.00524109014675,1.0,-1.0,-1.0,-1.0,1.0,13.0,2017-01-11,380.75,2.0,1.0,1.0,23975.0,1.0,0.00524109014675,0.04795,currency,1.0,1.0,,,2017-01-11,1.0,1.0,14.0,14.0,,,-1.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,,2.0,2.0,-1.0,,2.0,2.0,-1.0,,0,-1,-1,1,1,1,-1,1,1,-1,1,1,1,-1,1,1.0,0.0,1.0,1.0,-1.0,1.0,-1,1,1.0,1,251.310272537,251.310272537,-251.310272537,251.310272537,251.310272537,-251.310272537,251.310272537,-251.310272537,251.310272537,-251.310272537,-251.310272537,-251.310272537,251.310272537,251.310272537,251.310272537,251.310272537,251.310272537,-251.310272537,251.310272537,-251.310272537,251.310272537,251.310272537,251.310272537,251.310272537,251.310272537,251.310272537,-251.310272537,251.310272537,251.310272537,0.0,251.310272537,251.310272537,-251.310272537,251.310272537,-251.310272537
MW,@MWH7,555.75,9.8125,0.0132178669098,1.0,1.0,1.0,-1.0,1.0,-11.0,2017-01-13,490.625,2.0,1.0,1.0,27787.5,1.0,0.0132178669098,555.75,grain,1.0,1.0,,,2017-01-13,1.0,1.0,-12.0,-12.0,,,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,1.0,0.0,1.0,,2.0,0.0,-1.0,,0,-1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,1.0,1.0,0.0,1.0,0.0,1.0,-1,1,1.0,0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
NE,@NEH7,0.7274,0.0083,-0.00818107444778,-1.0,1.0,-1.0,1.0,-1.0,-13.0,2017-01-11,830.0,1.0,1.0,1.0,72740.0,1.0,-0.00818107444778,0.7274,currency,1.0,1.0,,,2017-01-11,-1.0,-1.0,-14.0,-14.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,,2.0,1.0,1.0,,2.0,1.0,1.0,,0,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,1,-1,1.0,0.0,0.0,-1.0,1.0,0.0,-1,-1,-1.0,-1,-595.091355331,595.091355331,-595.091355331,595.091355331,-595.091355331,595.091355331,-595.091355331,595.091355331,-595.091355331,-595.091355331,595.091355331,-595.091355331,595.091355331,595.091355331,-595.091355331,595.091355331,595.091355331,-595.091355331,595.091355331,-595.091355331,595.091355331,595.091355331,595.091355331,595.091355331,595.091355331,595.091355331,-595.091355331,595.091355331,-595.091355331,-0.0,-0.0,595.091355331,-595.091355331,-0.0,595.091355331
NG,QNGH7,3.168,0.1369,0.0163618864293,1.0,-1.0,1.0,-1.0,1.0,-10.0,2017-01-17,1369.0,1.0,1.0,1.0,31680.0,1.0,0.0163618864293,3.168,energy,1.0,1.0,,,2017-01-17,1.0,1.0,-11.0,-11.0,,,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,-1.0,,2.0,1.0,-1.0,,0,-1,-1,1,1,-1,-1,1,1,-1,1,1,1,1,1,1.0,1.0,1.0,1.0,-1.0,1.0,-1,1,1.0,1,518.344562079,518.344562079,-518.344562079,518.344562079,518.344562079,-518.344562079,518.344562079,-518.344562079,518.344562079,-518.344562079,518.344562079,-518.344562079,518.344562079,518.344562079,-518.344562079,518.344562079,518.344562079,-518.344562079,518.344562079,-518.344562079,518.344562079,518.344562079,518.344562079,518.344562079,518.344562079,518.344562079,518.344562079,518.344562079,518.344562079,518.344562079,518.344562079,518.344562079,-518.344562079,518.344562079,-518.344562079
NIY,@NKDH7,19155.0,314.0,0.00922023182297,1.0,-1.0,1.0,-1.0,-1.0,-10.0,2017-01-17,1386.06868544,1.0,1.0,1.0,84554.6040434,113.27,0.00922023182297,19155.0,index,1.0,-1.0,,,2017-01-17,-1.0,-1.0,-11.0,-11.0,,,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,-1.0,,2.0,1.0,-1.0,,0,-1,1,1,1,-1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1,1.0,1,779.61305098,779.61305098,-779.61305098,779.61305098,779.61305098,-779.61305098,-779.61305098,779.61305098,779.61305098,-779.61305098,779.61305098,-779.61305098,779.61305098,779.61305098,-779.61305098,-779.61305098,-779.61305098,779.61305098,779.61305098,-779.61305098,-779.61305098,779.61305098,779.61305098,779.61305098,779.61305098,779.61305098,779.61305098,779.61305098,779.61305098,779.61305098,779.61305098,779.61305098,0.0,0.0,779.61305098
NQ,@NQH7,5148.5,39.725,0.00699232311378,1.0,1.0,-1.0,1.0,-1.0,-25.0,2016-12-22,794.5,1.0,1.0,1.0,102970.0,1.0,0.00699232311378,5148.5,index,1.0,1.0,,,2016-12-22,-1.0,-1.0,-26.0,-26.0,,,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,,2.0,1.0,1.0,,2.0,1.0,1.0,,0,-1,-1,-1,-1,1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,-1.0,-1,1,0.0,0,719.999511026,719.999511026,-719.999511026,719.999511026,719.999511026,-719.999511026,719.999511026,-719.999511026,719.999511026,719.999511026,-719.999511026,719.999511026,-719.999511026,-719.999511026,719.999511026,-719.999511026,-719.999511026,719.999511026,719.999511026,-719.999511026,-719.999511026,719.999511026,719.999511026,719.999511026,0.0,0.0,719.999511026,719.999511026,719.999511026,719.999511026,719.999511026,719.999511026,719.999511026,-719.999511026,-719.999511026
O,@OH7,250.75,7.9375,0.0266120777892,1.0,-1.0,1.0,-1.0,1.0,7.0,2017-01-20,396.875,2.0,1.0,1.0,12537.5,1.0,0.0266120777892,250.75,grain,1.0,-1.0,,,2017-01-20,1.0,1.0,8.0,8.0,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,2.0,0.0,-1.0,,2.0,0.0,-1.0,,0,-1,1,1,1,-1,-1,-1,1,-1,1,1,-1,1,1,-1.0,0.0,0.0,-1.0,0.0,1.0,-1,1,1.0,0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0
OJ,@OJH7,171.35,5.8925,-0.00896471949104,-1.0,-1.0,-1.0,-1.0,1.0,-6.0,2017-01-23,883.875,1.0,1.0,1.0,25702.5,1.0,-0.00896471949104,171.35,soft,1.0,1.0,,,2017-01-26,-1.0,-1.0,4.0,4.0,,,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,,1.0,0.0,-1.0,,1.0,0.0,-1.0,,0,-1,-1,1,1,1,-1,1,1,-1,1,1,1,-1,1,1.0,0.0,1.0,1.0,-1.0,1.0,-1,1,1.0,1,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0
PA,QPAH7,762.9,22.53,0.0114012992178,1.0,1.0,1.0,1.0,1.0,-5.0,2017-01-24,2253.0,1.0,1.0,1.0,76290.0,1.0,0.0114012992178,762.9,metal,1.0,1.0,,,2017-01-26,-1.0,-1.0,4.0,4.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,,2.0,1.0,1.0,,0,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,-1.0,0.0,-1.0,1.0,1.0,1.0,-1,1,1.0,0,869.805117327,869.805117327,869.805117327,-869.805117327,869.805117327,-869.805117327,869.805117327,-869.805117327,869.805117327,869.805117327,869.805117327,869.805117327,-869.805117327,-869.805117327,-869.805117327,869.805117327,-869.805117327,-869.805117327,869.805117327,-869.805117327,869.805117327,869.805117327,-869.805117327,869.805117327,869.805117327,0.0,869.805117327,869.805117327,-869.805117327,0.0,-869.805117327,869.805117327,869.805117327,869.805117327,-869.805117327
PL,QPLJ7,999.8,19.675,0.00331159056698,1.0,1.0,-1.0,1.0,1.0,21.0,2016-12-29,983.75,1.0,1.0,1.0,49990.0,1.0,0.00331159056698,999.8,metal,-1.0,1.0,,,2016-12-29,1.0,1.0,22.0,22.0,,,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,,2.0,1.0,1.0,,2.0,1.0,1.0,,0,1,-1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1,-1,-1.0,-1,165.546412444,165.546412444,165.546412444,-165.546412444,-165.546412444,165.546412444,165.546412444,-165.546412444,-165.546412444,165.546412444,-165.546412444,165.546412444,-165.546412444,-165.546412444,165.546412444,165.546412444,165.546412444,-165.546412444,-165.546412444,165.546412444,165.546412444,-165.546412444,-165.546412444,-165.546412444,-165.546412444,-165.546412444,-165.546412444,-165.546412444,-165.546412444,-165.546412444,-165.546412444,-165.546412444,0.0,0.0,-165.546412444
