2016-09-22 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,LastSEA,LastSRUN,vSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,PC2016-09-22 00:00:00,Close2016-09-22 00:00:00,group,RiskOn,Excess,SEA2016-09-22 00:00:00,SRUN2016-09-22 00:00:00,prevACT,prevSEA,prevSRUN,LastSIG,LastSAFEf,finalQTY,SIG2016-09-21 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2016-09-21 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2016-09-21 00:00:00,1LastSAFEf,1finalQTY,1SIG2016-09-21 00:00:00,RiskOff,AntiExcess,Anti1LastSIG,Anti0.75LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting5,Voting6,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Excess,PNL_AntiExcess,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_prevSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
EBM,BLZ6,131.92,0.209699012,0.00220314517967,1.0,1.0,-1.0,1.0,1.0,4.0,2016-09-16,235.03065265,9.0,2.0,2.0,147855.936,0.00220314517967,131.92,rates,-1.0,1.0,1.0,4.0,-1.0,1.0,-3.0,-1.0,1.0,9.0,-1.0,1.0,9.0,-1.0,1.0,9.0,1.0,1.0,9.0,1.0,1,-1,-1,-1,-1,1,-1.0,1,-1,1,-1,-1,-1,-1,-1,0.0,-1.0,-1,-1,-1.0,0,-1,-1,2931.73283416,2931.73283416,-2931.73283416,2931.73283416,-2931.73283416,2931.73283416,2931.73283416,-2931.73283416,-2931.73283416,2931.73283416,-2931.73283416,2931.73283416,-2931.73283416,-2931.73283416,2931.73283416,-2931.73283416,-2931.73283416,2931.73283416,-2931.73283416,2931.73283416,-2931.73283416,-2931.73283416,-2931.73283416,-2931.73283416,-2931.73283416,-2931.73283416,0.0,-2931.73283416,-2931.73283416,-2931.73283416,-2931.73283416,0.0,-2931.73283416
EBS,EZZ6,112.09,0.041249577,0.00026771372479,1.0,-1.0,-1.0,1.0,-1.0,7.0,2016-09-13,46.2325259016,44.0,6.0,6.0,125630.472,0.00026771372479,112.09,rates,-1.0,1.0,-1.0,7.0,-1.0,1.0,-10.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,1,-1,-1,1,-1,1,-1.0,1,-1,1,1,-1,-1,-1,-1,0.0,-1.0,-1,1,0.0,1,1,0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
ED,@EDZ6,99.07,0.032,0.000151431023169,1.0,-1.0,-1.0,-1.0,-1.0,-27.0,2016-08-15,80.0,26.0,4.0,4.0,247675.0,0.000151431023169,99.07,rates,-1.0,1.0,-1.0,-27.0,1.0,-1.0,-26.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1,-1,1,1,1,-1,1.0,-1,1,-1,1,1,-1,-1,-1,0.0,-1.0,1,-1,1.0,1,1,0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0
EMD,@EMDZ6,1560.1,20.322874564,0.0121318282081,1.0,-1.0,1.0,-1.0,-1.0,-4.0,2016-09-16,2032.2874564,1.0,1.0,1.0,156010.0,0.0121318282081,1560.1,index,1.0,1.0,-1.0,-4.0,1.0,-1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1,-1,1,1,1,-1,-1.0,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1.0,0,1,1,1892.68651875,1892.68651875,1892.68651875,-1892.68651875,1892.68651875,-1892.68651875,1892.68651875,-1892.68651875,1892.68651875,-1892.68651875,1892.68651875,-1892.68651875,1892.68651875,1892.68651875,-1892.68651875,1892.68651875,-1892.68651875,1892.68651875,1892.68651875,1892.68651875,1892.68651875,1892.68651875,1892.68651875,1892.68651875,1892.68651875,1892.68651875,1892.68651875,1892.68651875,1892.68651875,1892.68651875,1892.68651875,0.0,1892.68651875
ES,@ESZ6,2168.25,23.3418893135,0.0055652173913,1.0,1.0,1.0,1.0,-1.0,-4.0,2016-09-16,1167.09446567,2.0,1.0,1.0,108412.5,0.0055652173913,2168.25,index,1.0,1.0,-1.0,-4.0,1.0,-1.0,3.0,-1.0,1.0,2.0,-1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,-1,-1,-1,-1,1,-1,-1.0,1,-1,1,-1,1,1,1,1,1.0,1.0,1,-1,0.0,-1,-1,0,1206.67826087,1206.67826087,1206.67826087,-1206.67826087,1206.67826087,-1206.67826087,1206.67826087,-1206.67826087,-1206.67826087,1206.67826087,1206.67826087,1206.67826087,-1206.67826087,-1206.67826087,-1206.67826087,1206.67826087,-1206.67826087,1206.67826087,-1206.67826087,1206.67826087,-1206.67826087,0.0,1206.67826087,1206.67826087,1206.67826087,1206.67826087,1206.67826087,1206.67826087,1206.67826087,-1206.67826087,0.0,-1206.67826087,-1206.67826087
FC,@GFV6,132.3,3.25625,0.000567214974476,1.0,1.0,1.0,1.0,-1.0,-9.0,2016-09-09,1628.125,2.0,1.0,1.0,66150.0,0.000567214974476,132.3,meat,1.0,-1.0,-1.0,-9.0,1.0,-1.0,-8.0,-1.0,1.0,2.0,-1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,-1,1,-1,-1,1,-1,1.0,-1,-1,-1,-1,-1,1,1,1,0.0,1.0,-1,-1,0.0,-1,-1,-1,75.0425411231,75.0425411231,75.0425411231,-75.0425411231,75.0425411231,-75.0425411231,-75.0425411231,75.0425411231,-75.0425411231,75.0425411231,75.0425411231,75.0425411231,-75.0425411231,-75.0425411231,-75.0425411231,75.0425411231,75.0425411231,-75.0425411231,-75.0425411231,-75.0425411231,-75.0425411231,-75.0425411231,-75.0425411231,75.0425411231,75.0425411231,75.0425411231,0.0,75.0425411231,-75.0425411231,-75.0425411231,0.0,-75.0425411231,-75.0425411231
FCH,MTV6,4498.5,66.077145788,0.0228512960437,1.0,-1.0,-1.0,-1.0,1.0,-4.0,2016-09-16,740.592649992,3.0,1.0,1.0,50419.188,0.0228512960437,4498.5,index,1.0,1.0,1.0,-4.0,1.0,1.0,24.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,-1,-1,1,1,-1,-1,1.0,-1,1,-1,-1,1,-1,-1,-1,-1.0,-1.0,1,1,0.0,0,-1,-1,3456.43137381,3456.43137381,3456.43137381,-3456.43137381,3456.43137381,-3456.43137381,3456.43137381,-3456.43137381,3456.43137381,-3456.43137381,-3456.43137381,-3456.43137381,3456.43137381,3456.43137381,3456.43137381,-3456.43137381,3456.43137381,-3456.43137381,3456.43137381,-3456.43137381,-3456.43137381,-3456.43137381,3456.43137381,-3456.43137381,-3456.43137381,-3456.43137381,-3456.43137381,-3456.43137381,3456.43137381,3456.43137381,0.0,0.0,-3456.43137381
FDX,DXMZ6,10655.0,150.797909748,0.0210339705812,1.0,-1.0,-1.0,-1.0,1.0,-3.0,2016-09-16,845.071486225,3.0,1.0,1.0,59710.62,0.0210339705812,10655.0,index,1.0,1.0,1.0,-3.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,-1,-1,1,1,-1,-1,1.0,-1,1,-1,-1,1,-1,-1,-1,-1.0,-1.0,1,1,0.0,0,-1,-1,3767.85427339,3767.85427339,3767.85427339,-3767.85427339,3767.85427339,-3767.85427339,3767.85427339,-3767.85427339,3767.85427339,-3767.85427339,-3767.85427339,-3767.85427339,3767.85427339,3767.85427339,3767.85427339,-3767.85427339,3767.85427339,-3767.85427339,3767.85427339,-3767.85427339,-3767.85427339,-3767.85427339,3767.85427339,-3767.85427339,-3767.85427339,-3767.85427339,-3767.85427339,-3767.85427339,3767.85427339,3767.85427339,0.0,0.0,-3767.85427339
FEI,IEZ6,100.315,0.00975,-4.98405103668e-05,-1.0,-1.0,-1.0,-1.0,-1.0,-54.0,2016-07-08,27.3195,74.0,10.0,10.0,281082.63,-4.98405103668e-05,100.315,rates,-1.0,1.0,-1.0,-54.0,1.0,-1.0,-53.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1,-1,1,1,1,-1,1.0,-1,1,-1,1,1,-1,-1,-1,0.0,-1.0,1,-1,1.0,1,1,0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0
FFI,LFZ6,6871.0,84.647138091,0.00992136400382,1.0,-1.0,-1.0,-1.0,1.0,-7.0,2016-09-13,1107.09991909,2.0,1.0,1.0,89865.809,0.00992136400382,6871.0,index,1.0,1.0,1.0,-7.0,1.0,1.0,12.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,-1.0,-1,-1,1,1,-1,-1,1.0,-1,1,-1,-1,1,-1,-1,-1,-1.0,-1.0,1,1,0.0,0,-1,-1,1783.18280517,1783.18280517,1783.18280517,-1783.18280517,1783.18280517,-1783.18280517,1783.18280517,-1783.18280517,1783.18280517,-1783.18280517,-1783.18280517,-1783.18280517,1783.18280517,1783.18280517,1783.18280517,-1783.18280517,1783.18280517,-1783.18280517,1783.18280517,-1783.18280517,-1783.18280517,-1783.18280517,1783.18280517,-1783.18280517,-1783.18280517,-1783.18280517,-1783.18280517,-1783.18280517,1783.18280517,1783.18280517,0.0,0.0,-1783.18280517
FLG,LGZ6,130.58,0.7772321875,0.00694016039482,1.0,1.0,1.0,-1.0,1.0,5.0,2016-09-15,1016.54197803,2.0,1.0,1.0,170785.582,0.00694016039482,130.58,rates,-1.0,1.0,1.0,5.0,-1.0,1.0,-27.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,-1.0,1,-1,1,-1,-1,1,-1.0,1,1,1,-1,1,1,-1,1,1.0,0.0,1,-1,-1.0,0,-1,1,2370.5586644,2370.5586644,-2370.5586644,2370.5586644,-2370.5586644,2370.5586644,2370.5586644,-2370.5586644,2370.5586644,2370.5586644,2370.5586644,-2370.5586644,2370.5586644,-2370.5586644,2370.5586644,-2370.5586644,-2370.5586644,2370.5586644,2370.5586644,2370.5586644,-2370.5586644,2370.5586644,2370.5586644,2370.5586644,-2370.5586644,2370.5586644,2370.5586644,0.0,2370.5586644,-2370.5586644,-2370.5586644,0.0,-2370.5586644
FSS,LLZ6,99.7,0.01875,0.0,1.0,1.0,1.0,1.0,1.0,-9.0,2016-09-09,30.65390625,66.0,9.0,9.0,162997.0375,0.0,99.7,rates,-1.0,-1.0,1.0,-9.0,1.0,1.0,-8.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1,1,-1,-1,-1,-1,-1.0,1,1,1,-1,1,-1,-1,-1,-1.0,-1.0,1,-1,0.0,0,-1,0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0
