2017-11-24 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,prevSEA,prevSRUN,prevvSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,FX,PC2017-11-24 00:00:00,Close2017-11-24 00:00:00,group,RiskOn,Custom,vSTART,LastSEA,SEA2017-11-24 00:00:00,LastSRUN,SRUN2017-11-24 00:00:00,prevACT,LastSIG,LastSAFEf,finalQTY,SIG2017-11-23 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2017-11-22 00:00:00,0.5SIG2017-11-23 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2017-11-22 00:00:00,0.75SIG2017-11-23 00:00:00,1LastSAFEf,1finalQTY,1SIG2017-11-22 00:00:00,1SIG2017-11-23 00:00:00,None,RiskOff,AntiCustom,Anti1LastSIG,Anti0.75LastSIG,Anti0.5LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,Voting5,Voting6,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Custom,PNL_AntiCustom,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_Anti0.5LastSIG,PNL_prevSEA,PNL_LastSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
AC,@ACF8,1.377,0.0279157555,-0.0186113130568,-1.0,-1.0,1.0,-1.0,1.0,-12.0,2017-11-06,809.5569095,1.0,1.0,1.0,39933.0,1.0,-0.0186113130568,1.377,energy,1.0,1.0,2017-11-06,1.0,1.0,-13.0,-13.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,1.0,0.0,-1.0,,1.0,0.0,-1.0,,0,-1,-1,1,1,-1,-1,-1,1,-1,1,1,-1,1,1,-1.0,0.0,0.0,-1.0,0.0,1.0,-1,1,1.0,0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0
AD,@ADZ7,0.7612,0.004965,0.0,1.0,-1.0,1.0,-1.0,1.0,28.0,2017-10-13,496.5,2.0,1.0,1.0,76120.0,1.0,0.0,0.7612,currency,1.0,1.0,2017-10-13,1.0,1.0,-3.0,-3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,,1.0,2.0,-1.0,,1.0,2.0,-1.0,,0,-1,-1,1,1,-1,-1,-1,1,-1,1,1,-1,1,1,-1.0,0.0,0.0,-1.0,0.0,1.0,-1,1,1.0,0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0
AEX,AEXZ7,540.55,4.6520787095,-0.00147778701395,-1.0,-1.0,1.0,-1.0,1.0,-13.0,2017-11-06,1110.26510481,1.0,1.0,1.0,129007.663,0.838012234979,-0.00147778701395,540.55,index,1.0,1.0,2017-11-06,1.0,1.0,-14.0,-14.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,,1.0,1.0,0.0,,-1.0,1.0,0.0,,-1.0,0,-1,-1,1,1,-1,-1,-1,1,-1,1,1,-1,1,1,-1.0,0.0,0.0,-1.0,0.0,1.0,-1,1,1.0,0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0
BO,@BOF8,34.08,0.4906010775,-0.00350877192982,-1.0,1.0,1.0,1.0,1.0,-10.0,2017-11-08,294.3606465,3.0,1.0,1.0,20448.0,1.0,-0.00350877192982,34.08,grain,1.0,1.0,2017-11-08,1.0,1.0,-11.0,-11.0,-1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,,1.0,3.0,1.0,,1.0,3.0,1.0,,0,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,1,1,1.0,1.0,0.0,1.0,0.0,0.0,-1,0,-1.0,-1,-215.242105263,215.242105263,215.242105263,-215.242105263,-215.242105263,215.242105263,-215.242105263,215.242105263,-215.242105263,-215.242105263,-215.242105263,-215.242105263,215.242105263,215.242105263,215.242105263,-215.242105263,-215.242105263,215.242105263,-215.242105263,215.242105263,215.242105263,-215.242105263,215.242105263,-0.0,215.242105263,215.242105263,-215.242105263,-215.242105263,-215.242105263,-215.242105263,-0.0,-215.242105263,-0.0,-0.0,215.242105263
BP,@BPZ7,1.3339,0.009785,0.000675168792198,1.0,1.0,-1.0,1.0,1.0,-14.0,2017-11-02,611.5625,1.0,1.0,1.0,83368.75,1.0,0.000675168792198,1.3339,currency,1.0,1.0,2017-11-02,1.0,1.0,-15.0,-15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,,2.0,1.0,1.0,,2.0,1.0,1.0,,0,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1,-1,0.0,-1,56.2879782446,56.2879782446,56.2879782446,-56.2879782446,56.2879782446,-56.2879782446,56.2879782446,-56.2879782446,56.2879782446,56.2879782446,-56.2879782446,56.2879782446,-56.2879782446,-56.2879782446,56.2879782446,56.2879782446,56.2879782446,-56.2879782446,56.2879782446,-56.2879782446,56.2879782446,-56.2879782446,-56.2879782446,-56.2879782446,0.0,-56.2879782446,-56.2879782446,-56.2879782446,-56.2879782446,-56.2879782446,-56.2879782446,56.2879782446,56.2879782446,56.2879782446,-56.2879782446
C,@CH8,355.0,3.6497956915,-0.00560224089636,-1.0,-1.0,1.0,-1.0,1.0,-47.0,2017-09-18,182.489784575,5.0,1.0,1.0,17750.0,1.0,-0.00560224089636,355.0,grain,1.0,1.0,2017-09-18,1.0,1.0,-48.0,-48.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,,1.0,5.0,-1.0,,1.0,5.0,-1.0,,0,-1,-1,1,1,-1,-1,-1,1,-1,1,1,-1,1,1,-1.0,0.0,0.0,-1.0,0.0,1.0,-1,1,1.0,0,-497.198879552,497.198879552,-497.198879552,497.198879552,-497.198879552,497.198879552,-497.198879552,497.198879552,-497.198879552,497.198879552,-497.198879552,497.198879552,-497.198879552,-497.198879552,497.198879552,-497.198879552,-497.198879552,497.198879552,-497.198879552,497.198879552,-497.198879552,-497.198879552,497.198879552,-497.198879552,-497.198879552,-0.0,-497.198879552,-497.198879552,497.198879552,-0.0,-0.0,497.198879552,-0.0,-497.198879552,497.198879552
CC,@CCH8,2107.0,40.95,-0.00800376647834,-1.0,-1.0,-1.0,1.0,1.0,-8.0,2017-11-10,409.5,2.0,1.0,1.0,21070.0,1.0,-0.00800376647834,2107.0,soft,1.0,1.0,2017-11-10,1.0,1.0,-9.0,-9.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,,1.0,0.0,-1.0,,2.0,0.0,1.0,,0,-1,-1,-1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,0.0,1.0,0.0,1.0,-1,-1,0.0,-1,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0
CD,@CDZ7,0.7868,0.004485,-0.000698545754747,-1.0,-1.0,1.0,-1.0,1.0,9.0,2017-11-09,448.5,2.0,1.0,1.0,78680.0,1.0,-0.000698545754747,0.7868,currency,1.0,1.0,2017-11-09,1.0,1.0,-2.0,-2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,2.0,2.0,-1.0,,2.0,2.0,-1.0,,0,-1,-1,1,1,-1,-1,-1,1,-1,1,1,-1,1,1,-1.0,0.0,0.0,-1.0,0.0,1.0,-1,1,1.0,0,-109.923159967,109.923159967,-109.923159967,109.923159967,-109.923159967,109.923159967,-109.923159967,109.923159967,-109.923159967,109.923159967,-109.923159967,109.923159967,-109.923159967,-109.923159967,109.923159967,-109.923159967,-109.923159967,109.923159967,-109.923159967,109.923159967,-109.923159967,-109.923159967,109.923159967,-109.923159967,-109.923159967,-0.0,-109.923159967,-109.923159967,109.923159967,-0.0,-0.0,109.923159967,-0.0,-109.923159967,109.923159967
CGB,CBZ7,138.29,0.4475,0.000434059176734,1.0,1.0,-1.0,1.0,1.0,-36.0,2017-10-02,351.974201667,2.0,1.0,1.0,108769.859997,1.2714,0.000434059176734,138.29,rates,-1.0,1.0,2017-10-02,1.0,1.0,-37.0,-37.0,1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,,-1.0,2.0,0.0,,1.0,2.0,0.0,,1.0,0,1,-1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1,-1,-1.0,-1,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0
CL,QCLF8,58.95,1.083188932,0.0160289555326,1.0,-1.0,-1.0,1.0,-1.0,-33.0,2017-10-06,1083.188932,1.0,1.0,1.0,58950.0,1.0,0.0160289555326,58.95,energy,1.0,1.0,2017-10-06,-1.0,-1.0,-34.0,-34.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,,1.0,1.0,-1.0,,2.0,1.0,1.0,,0,-1,-1,-1,1,1,1,-1,-1,1,-1,-1,1,1,-1,1.0,0.0,1.0,-1.0,1.0,0.0,1,-1,-1.0,0,944.906928645,944.906928645,944.906928645,-944.906928645,944.906928645,-944.906928645,944.906928645,-944.906928645,944.906928645,-944.906928645,-944.906928645,944.906928645,-944.906928645,944.906928645,944.906928645,-944.906928645,-944.906928645,944.906928645,-944.906928645,944.906928645,-944.906928645,-944.906928645,944.906928645,-944.906928645,-944.906928645,0.0,944.906928645,-944.906928645,944.906928645,0.0,944.906928645,-944.906928645,944.906928645,0.0,944.906928645
