2016-08-23 00:00:00,Contract,LastClose,ATR20,PC2016-08-23 00:00:00,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,LastSEA,LastSRUN,vSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,Close2016-08-23 00:00:00,RiskOn,group,SEA2016-08-23 00:00:00,SRUN2016-08-23 00:00:00,prevACT,prevSEA,prevSRUN,LastSIG,LastSAFEf,finalQTY,SIG2016-08-22 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2016-08-22 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2016-08-22 00:00:00,1LastSAFEf,1finalQTY,1SIG2016-08-22 00:00:00,Anti1LastSIG,Anti0.75LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting4,Voting5,Voting6,RiskOff,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_prevSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6
CT,@CTZ6,68.44,1.751,0.00234329232572,1.0,-1.0,1.0,-1.0,1.0,-9.0,2016-08-10,875.5,3.0,1.0,1.0,34220.0,68.44,1.0,soft,1.0,-9.0,1.0,1.0,-8.0,-1.0,1.0,3.0,-1.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,1,1,-1,-1,-1.0,1,-1,-1,-1,-1,1,-1,-1,240.562390158,240.562390158,240.562390158,-240.562390158,240.562390158,-240.562390158,-240.562390158,-240.562390158,240.562390158,-240.562390158,240.562390158,240.562390158,240.562390158,-240.562390158,-240.562390158,240.562390158,-240.562390158,-240.562390158,-240.562390158,-240.562390158,240.562390158,-240.562390158
CU,@EUU6,1.13175,0.007045,-0.00167600229348,-1.0,1.0,1.0,1.0,1.0,22.0,2016-07-22,880.625,3.0,1.0,1.0,141468.75,1.13175,1.0,currency,1.0,22.0,1.0,1.0,21.0,-1.0,1.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,-1,-1,-1,-1,1.0,-1,1,1,-1,1,-1,-1,-1,-711.305848366,711.305848366,-711.305848366,711.305848366,-711.305848366,711.305848366,711.305848366,-711.305848366,-711.305848366,-711.305848366,711.305848366,711.305848366,-711.305848366,711.305848366,-711.305848366,711.305848366,-711.305848366,-711.305848366,711.305848366,-711.305848366,711.305848366,711.305848366
DX,@DXU6,94.494,0.61675,-5.29106128107e-05,-1.0,1.0,1.0,1.0,-1.0,22.0,2016-07-22,616.75,4.0,1.0,1.0,94494.0,94.494,-1.0,currency,-1.0,22.0,1.0,-1.0,21.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,-1,-1,1,-1,-1.0,1,1,-1,1,1,1,1,1,-19.9989417877,19.9989417877,-19.9989417877,19.9989417877,19.9989417877,-19.9989417877,-19.9989417877,-19.9989417877,-19.9989417877,-19.9989417877,19.9989417877,19.9989417877,19.9989417877,-19.9989417877,19.9989417877,-19.9989417877,-19.9989417877,19.9989417877,-19.9989417877,-19.9989417877,-19.9989417877,-19.9989417877
EBL,BDU6,167.67,0.673,0.00101492537313,1.0,1.0,-1.0,1.0,1.0,46.0,2016-06-20,760.9611,3.0,1.0,1.0,189584.469,167.67,-1.0,rates,1.0,46.0,1.0,1.0,45.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1.0,3.0,1.0,1.0,3.0,1.0,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,-1,1,577.242263821,577.242263821,577.242263821,-577.242263821,-577.242263821,577.242263821,-577.242263821,577.242263821,-577.242263821,577.242263821,-577.242263821,-577.242263821,577.242263821,-577.242263821,577.242263821,-577.242263821,577.242263821,-577.242263821,-577.242263821,-577.242263821,-577.242263821,-577.242263821
EBM,BLU6,133.63,0.192,0.000224550898204,1.0,1.0,-1.0,1.0,1.0,-32.0,2016-07-08,217.0944,10.0,2.0,2.0,151095.441,133.63,-1.0,rates,1.0,-32.0,1.0,1.0,-31.0,-1.0,1.0,10.0,-1.0,1.0,10.0,-1.0,1.0,10.0,1.0,1.0,10.0,1.0,-1,-1,-1,-1,-1.0,1,1,-1,-1,-1,1,-1,1,339.28616991,339.28616991,339.28616991,-339.28616991,-339.28616991,339.28616991,-339.28616991,339.28616991,-339.28616991,339.28616991,-339.28616991,-339.28616991,339.28616991,-339.28616991,-339.28616991,339.28616991,339.28616991,-339.28616991,-339.28616991,-339.28616991,339.28616991,-339.28616991
EBS,EZU6,112.005,0.0355,4.46428571428e-05,1.0,-1.0,1.0,-1.0,1.0,-31.0,2016-07-11,40.13985,50.0,7.0,7.0,126644.0535,112.005,-1.0,rates,1.0,-31.0,1.0,1.0,-30.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1,1,-1,-1,-1.0,1,-1,-1,-1,-1,1,-1,1,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0
ED,@EDZ6,99.07,0.03725,0.0,1.0,-1.0,1.0,-1.0,1.0,-40.0,2016-06-27,93.125,22.0,3.0,3.0,247675.0,99.07,-1.0,rates,1.0,-40.0,-1.0,1.0,-39.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,-1.0,2.0,0.0,-1.0,1,1,-1,1,-1.0,1,-1,1,-1,-1,1,1,1,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0
EMD,@EMDU6,1569.4,12.945,0.00448028673835,1.0,-1.0,1.0,-1.0,1.0,13.0,2016-08-04,1294.5,2.0,1.0,1.0,156940.0,1569.4,1.0,index,1.0,13.0,1.0,1.0,12.0,-1.0,1.0,2.0,-1.0,2.0,2.0,1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,1,1,-1,-1,1.0,-1,-1,1,-1,-1,1,-1,-1,1406.27240143,1406.27240143,1406.27240143,-1406.27240143,1406.27240143,-1406.27240143,-1406.27240143,-1406.27240143,1406.27240143,-1406.27240143,1406.27240143,1406.27240143,1406.27240143,-1406.27240143,1406.27240143,-1406.27240143,-1406.27240143,1406.27240143,-1406.27240143,-1406.27240143,1406.27240143,-1406.27240143
ES,@ESU6,2185.25,12.875,0.0017190006876,1.0,1.0,-1.0,1.0,-1.0,-27.0,2016-07-15,643.75,4.0,1.0,1.0,109262.5,2185.25,1.0,index,-1.0,-27.0,-1.0,-1.0,-26.0,1.0,1.0,4.0,1.0,1.0,4.0,-1.0,1.0,4.0,1.0,1.0,4.0,1.0,-1,-1,1,1,1.0,-1,1,1,1,1,-1,1,-1,751.289250516,751.289250516,-751.289250516,751.289250516,751.289250516,-751.289250516,751.289250516,751.289250516,-751.289250516,751.289250516,-751.289250516,-751.289250516,-751.289250516,751.289250516,751.289250516,-751.289250516,751.289250516,751.289250516,751.289250516,751.289250516,-751.289250516,751.289250516
FC,@GFV6,140.45,2.491748711,-0.00777110561639,-1.0,1.0,1.0,1.0,-1.0,-12.0,2016-08-05,1245.8743555,2.0,1.0,1.0,70225.0,140.45,1.0,meat,-1.0,-12.0,1.0,-1.0,-11.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,-1,-1,1,-1,1.0,-1,1,1,1,1,-1,1,-1,-1091.45178382,1091.45178382,-1091.45178382,1091.45178382,-1091.45178382,1091.45178382,-1091.45178382,-1091.45178382,-1091.45178382,-1091.45178382,1091.45178382,1091.45178382,1091.45178382,-1091.45178382,-1091.45178382,1091.45178382,-1091.45178382,-1091.45178382,-1091.45178382,-1091.45178382,1091.45178382,-1091.45178382
FCH,MTU6,4421.0,51.696093925,0.00740571949413,1.0,1.0,1.0,1.0,1.0,-41.0,2016-06-27,584.52773401,4.0,1.0,1.0,49988.247,4421.0,1.0,index,1.0,-41.0,-1.0,1.0,-40.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,-1,-1,-1,1,-1.0,1,-1,1,1,1,-1,1,-1,1480.79574114,1480.79574114,-1480.79574114,1480.79574114,1480.79574114,-1480.79574114,1480.79574114,1480.79574114,1480.79574114,1480.79574114,-1480.79574114,-1480.79574114,1480.79574114,-1480.79574114,-1480.79574114,1480.79574114,-1480.79574114,1480.79574114,1480.79574114,1480.79574114,-1480.79574114,1480.79574114
FDX,DXMU6,10595.0,137.95,0.0113110294469,1.0,-1.0,1.0,-1.0,-1.0,-28.0,2016-07-14,779.900325,3.0,1.0,1.0,59898.8325,10595.0,1.0,index,-1.0,-28.0,-1.0,-1.0,-27.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,1,1,1,1,1.0,-1,-1,1,1,1,-1,1,-1,2032.55237472,2032.55237472,-2032.55237472,2032.55237472,2032.55237472,-2032.55237472,2032.55237472,-2032.55237472,2032.55237472,-2032.55237472,2032.55237472,2032.55237472,-2032.55237472,2032.55237472,2032.55237472,-2032.55237472,-2032.55237472,2032.55237472,2032.55237472,2032.55237472,-2032.55237472,2032.55237472
FEI,IEZ6,100.325,0.0085,0.0,1.0,-1.0,-1.0,-1.0,1.0,-32.0,2016-07-08,24.027375,84.0,11.0,11.0,283593.69375,100.325,-1.0,rates,1.0,-32.0,1.0,1.0,-31.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1,1,-1,-1,-1.0,1,-1,-1,-1,-1,1,-1,1,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0
FFI,LFU6,6874.0,63.825,0.00895347130486,1.0,-1.0,1.0,-1.0,1.0,20.0,2016-07-26,842.2347,3.0,1.0,1.0,90709.304,6874.0,1.0,index,1.0,20.0,-1.0,1.0,19.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,1,1,-1,1,1.0,-1,-1,1,-1,-1,-1,1,-1,2436.48945134,2436.48945134,-2436.48945134,2436.48945134,2436.48945134,-2436.48945134,2436.48945134,-2436.48945134,2436.48945134,-2436.48945134,2436.48945134,2436.48945134,2436.48945134,-2436.48945134,2436.48945134,-2436.48945134,-2436.48945134,2436.48945134,-2436.48945134,-2436.48945134,-2436.48945134,2436.48945134
FLG,LGU6,132.53,0.7125,0.00188993045056,1.0,1.0,-1.0,1.0,1.0,43.0,2016-06-23,940.215,3.0,1.0,1.0,174886.588,132.53,-1.0,rates,1.0,43.0,1.0,1.0,42.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1.0,3.0,1.0,1.0,3.0,1.0,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,-1,1,991.570464167,991.570464167,991.570464167,-991.570464167,-991.570464167,991.570464167,-991.570464167,991.570464167,-991.570464167,991.570464167,-991.570464167,-991.570464167,991.570464167,-991.570464167,991.570464167,-991.570464167,991.570464167,-991.570464167,-991.570464167,-991.570464167,-991.570464167,-991.570464167
FSS,LLZ6,99.72,0.0255,0.0,1.0,1.0,-1.0,1.0,1.0,-30.0,2016-07-12,42.06225,48.0,6.0,6.0,164488.14,99.72,-1.0,rates,1.0,-30.0,1.0,1.0,-29.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,1.0,0.0,1.0,-1,-1,-1,-1,-1.0,1,1,-1,-1,-1,1,-1,1,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0
FV,@FVU6,121.46875,0.3296875,-0.000450016072003,-1.0,-1.0,1.0,-1.0,1.0,-35.0,2016-07-05,329.6875,7.0,1.0,1.0,121468.75,121.46875,-1.0,rates,1.0,-35.0,1.0,1.0,-34.0,-1.0,1.0,7.0,-1.0,1.0,7.0,1.0,2.0,7.0,-1.0,2.0,7.0,-1.0,1,1,-1,-1,-1.0,1,-1,-1,-1,-1,1,-1,1,-382.640228222,382.640228222,-382.640228222,382.640228222,382.640228222,-382.640228222,382.640228222,382.640228222,-382.640228222,382.640228222,-382.640228222,-382.640228222,-382.640228222,382.640228222,382.640228222,-382.640228222,382.640228222,382.640228222,382.640228222,382.640228222,-382.640228222,382.640228222
GC,QGCZ6,1346.1,15.455,0.0020098258151,1.0,1.0,-1.0,1.0,1.0,38.0,2016-06-29,1545.5,2.0,1.0,1.0,134610.0,1346.1,-1.0,metal,1.0,38.0,-1.0,1.0,37.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,1.0,1.0,2.0,1.0,-1,-1,-1,1,1.0,-1,-1,1,1,1,-1,-1,1,541.08530594,541.08530594,-541.08530594,541.08530594,-541.08530594,541.08530594,-541.08530594,541.08530594,-541.08530594,541.08530594,-541.08530594,-541.08530594,541.08530594,-541.08530594,541.08530594,-541.08530594,-541.08530594,541.08530594,541.08530594,541.08530594,-541.08530594,-541.08530594
HCM,HHIQ6,9608.0,147.1,0.00156364015428,1.0,-1.0,-1.0,-1.0,1.0,-15.0,2016-08-01,946.589446589,3.0,1.0,1.0,61827.5418275,9608.0,1.0,index,1.0,-15.0,1.0,1.0,-14.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,1,1,-1,-1,-1.0,1,-1,-1,-1,-1,1,-1,-1,290.028081126,290.028081126,290.028081126,-290.028081126,290.028081126,-290.028081126,-290.028081126,-290.028081126,-290.028081126,-290.028081126,290.028081126,290.028081126,290.028081126,-290.028081126,-290.028081126,290.028081126,-290.028081126,-290.028081126,-290.028081126,-290.028081126,290.028081126,-290.028081126
HG,QHGZ6,212.6,3.697440421,-0.0120817843866,-1.0,-1.0,1.0,-1.0,1.0,17.0,2016-07-29,924.36010525,3.0,1.0,1.0,53150.0,212.6,1.0,metal,1.0,17.0,-1.0,1.0,16.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,1,1,-1,1,1.0,-1,-1,1,-1,-1,-1,1,-1,-1926.44052045,1926.44052045,1926.44052045,-1926.44052045,-1926.44052045,1926.44052045,-1926.44052045,1926.44052045,-1926.44052045,1926.44052045,-1926.44052045,-1926.44052045,-1926.44052045,1926.44052045,-1926.44052045,1926.44052045,1926.44052045,-1926.44052045,1926.44052045,1926.44052045,1926.44052045,-1926.44052045
HIC,HSIQ6,23041.0,293.25,0.00339676871489,1.0,1.0,1.0,1.0,-1.0,-15.0,2016-08-01,1887.06563707,2.0,1.0,1.0,148268.983269,23041.0,1.0,index,-1.0,-15.0,1.0,-1.0,-14.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,-1,-1,1,-1,1.0,-1,1,1,1,1,-1,1,-1,1007.27088751,1007.27088751,1007.27088751,-1007.27088751,1007.27088751,-1007.27088751,1007.27088751,1007.27088751,1007.27088751,1007.27088751,-1007.27088751,-1007.27088751,-1007.27088751,1007.27088751,1007.27088751,-1007.27088751,1007.27088751,1007.27088751,1007.27088751,1007.27088751,-1007.27088751,1007.27088751
HO,QHOV6,1.5183,0.0421731505,0.00897129186603,1.0,1.0,-1.0,1.0,1.0,16.0,2016-08-01,1771.272321,2.0,1.0,1.0,63768.6,1.5183,1.0,energy,1.0,16.0,-1.0,1.0,15.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,1.0,1.0,2.0,1.0,-1,-1,-1,1,1.0,-1,-1,1,1,1,-1,-1,-1,1144.17344498,1144.17344498,-1144.17344498,1144.17344498,1144.17344498,-1144.17344498,-1144.17344498,1144.17344498,-1144.17344498,1144.17344498,-1144.17344498,-1144.17344498,1144.17344498,-1144.17344498,1144.17344498,-1144.17344498,-1144.17344498,1144.17344498,1144.17344498,1144.17344498,-1144.17344498,-1144.17344498
JY,@JYU6,0.99865,0.01047,0.000500926714422,1.0,1.0,-1.0,1.0,1.0,24.0,2016-07-20,1308.75,2.0,1.0,1.0,124831.25,0.99865,-1.0,currency,1.0,24.0,-1.0,1.0,23.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,1.0,2.0,2.0,1.0,-1,-1,-1,1,1.0,-1,-1,1,1,1,-1,-1,1,125.062615839,125.062615839,-125.062615839,125.062615839,-125.062615839,125.062615839,-125.062615839,125.062615839,-125.062615839,125.062615839,-125.062615839,-125.062615839,125.062615839,-125.062615839,125.062615839,-125.062615839,-125.062615839,125.062615839,125.062615839,125.062615839,-125.062615839,-125.062615839
KC,@KCZ6,147.25,3.387035789,0.00580601092896,1.0,-1.0,-1.0,1.0,1.0,4.0,2016-08-17,1270.13842088,2.0,1.0,1.0,55218.75,147.25,1.0,soft,1.0,4.0,1.0,1.0,-27.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,1.0,-1,1,-1,-1,-1.0,1,1,-1,-1,-1,1,-1,-1,641.201331967,641.201331967,641.201331967,-641.201331967,641.201331967,-641.201331967,-641.201331967,-641.201331967,-641.201331967,641.201331967,-641.201331967,641.201331967,641.201331967,-641.201331967,-641.201331967,641.201331967,641.201331967,-641.201331967,-641.201331967,-641.201331967,641.201331967,-641.201331967
KW,@KWZ6,433.5,9.1992229535,-0.0147727272727,-1.0,1.0,-1.0,1.0,1.0,-17.0,2016-07-29,459.961147675,5.0,1.0,1.0,21675.0,433.5,1.0,grain,1.0,-17.0,-1.0,1.0,-16.0,-1.0,1.0,5.0,-1.0,1.0,5.0,-1.0,1.0,5.0,1.0,1.0,5.0,1.0,-1,-1,-1,1,-1.0,1,-1,-1,1,-1,-1,-1,-1,-1600.99431818,1600.99431818,1600.99431818,-1600.99431818,-1600.99431818,1600.99431818,1600.99431818,-1600.99431818,1600.99431818,-1600.99431818,1600.99431818,1600.99431818,-1600.99431818,1600.99431818,1600.99431818,-1600.99431818,1600.99431818,1600.99431818,-1600.99431818,1600.99431818,1600.99431818,1600.99431818
