,2017-09-07
ACC_ACT,1.0
L%_ACT,0.620253164557
ACC_prevACT,0.405063291139
L%_prevACT,0.53164556962
ACC_AntiPrevACT,0.594936708861
L%_AntiPrevACT,0.46835443038
ACC_RiskOn,0.46835443038
L%_RiskOn,0.721518987342
ACC_RiskOff,0.53164556962
L%_RiskOff,0.278481012658
ACC_Custom,0.632911392405
L%_Custom,0.810126582278
ACC_AntiCustom,0.367088607595
L%_AntiCustom,0.189873417722
ACC_LastSIG,0.46835443038
L%_LastSIG,0.721518987342
ACC_0.75LastSIG,0.493670886076
L%_0.75LastSIG,0.620253164557
ACC_0.5LastSIG,0.417721518987
L%_0.5LastSIG,0.46835443038
ACC_1LastSIG,0.53164556962
L%_1LastSIG,0.607594936709
ACC_Anti1LastSIG,0.46835443038
L%_Anti1LastSIG,0.392405063291
ACC_Anti0.75LastSIG,0.506329113924
L%_Anti0.75LastSIG,0.379746835443
ACC_Anti0.5LastSIG,0.582278481013
L%_Anti0.5LastSIG,0.53164556962
ACC_prevSEA,0.493670886076
L%_prevSEA,0.569620253165
ACC_LastSEA,0.506329113924
L%_LastSEA,0.582278481013
ACC_AntiSEA,0.506329113924
L%_AntiSEA,0.430379746835
ACC_AdjSEA,0.53164556962
L%_AdjSEA,0.632911392405
ACC_AntiAdjSEA,0.46835443038
L%_AntiAdjSEA,0.367088607595
ACC_Voting,0.417721518987
L%_Voting,0.493670886076
ACC_Voting2,0.544303797468
L%_Voting2,0.544303797468
ACC_Voting3,0.569620253165
L%_Voting3,0.392405063291
ACC_Voting4,0.417721518987
L%_Voting4,0.405063291139
ACC_Voting5,0.379746835443
L%_Voting5,0.392405063291
ACC_Voting6,0.417721518987
L%_Voting6,0.316455696203
ACC_Voting7,0.430379746835
L%_Voting7,0.607594936709
ACC_Voting8,0.493670886076
L%_Voting8,0.518987341772
ACC_Voting9,0.53164556962
L%_Voting9,0.556962025316
ACC_Voting10,0.291139240506
L%_Voting10,0.329113924051
ACC_Voting11,0.291139240506
L%_Voting11,0.253164556962
ACC_Voting12,0.569620253165
L%_Voting12,0.594936708861
ACC_Voting13,0.26582278481
L%_Voting13,0.405063291139
ACC_Voting14,0.240506329114
L%_Voting14,0.392405063291
ACC_Voting15,0.53164556962
L%_Voting15,0.278481012658
PNL_ACT,20981.1709788
PNL_prevACT,-9417.21053406
PNL_AntiPrevACT,9417.21053406
PNL_RiskOn,-2854.33054998
PNL_RiskOff,2854.33054998
PNL_Custom,10357.8975266
PNL_AntiCustom,-10357.8975266
PNL_LastSIG,-2854.33054998
PNL_0.75LastSIG,-4924.66948626
PNL_0.5LastSIG,-3898.81098897
PNL_1LastSIG,-804.167928894
PNL_Anti1LastSIG,804.167928894
PNL_Anti0.75LastSIG,4924.66948626
PNL_Anti0.5LastSIG,3898.81098897
PNL_prevSEA,4354.51997828
PNL_LastSEA,4354.51997828
PNL_AntiSEA,-4354.51997828
PNL_AdjSEA,6780.57427984
PNL_AntiAdjSEA,-6780.57427984
PNL_Voting,-2710.54341771
PNL_Voting2,6524.11528346
PNL_Voting3,6324.32106777
PNL_Voting4,2318.46378223
PNL_Voting5,2086.17095614
PNL_Voting6,5390.5760481
PNL_Voting7,-6131.60825694
PNL_Voting8,-877.992278388
PNL_Voting9,-217.694295757
PNL_Voting10,-2058.25264236
PNL_Voting11,1840.68498962
PNL_Voting12,9354.15870027
PNL_Voting13,-6631.03266261
PNL_Voting14,-2269.63437822
PNL_Voting15,4959.75045634
Vol_All,617.093264083
Chg_All,328.880090545
L%_All,0.617647058824
Vol_currency,583.367159602
Vol_energy,476.397337634
Vol_grain,449.752953493
Vol_index,243.68017963
Vol_meat,892.337587847
Vol_metal,919.275325819
Vol_rates,917.022323302
Chg_currency,583.367159602
Chg_energy,90.6475387516
Chg_grain,-449.752953493
Chg_index,-103.369800683
Chg_meat,350.84270193
Chg_metal,839.478403719
Chg_rates,917.022323302
L%_currency,1.0
L%_energy,0.25
L%_grain,0.0
L%_index,0.4
L%_meat,0.666666666667
L%_metal,0.8
L%_rates,1.0
