2016-10-27 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,prevSEA,prevSRUN,prevvSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,FX,PC2016-10-27 00:00:00,Close2016-10-27 00:00:00,group,RiskOn,Custom,vSTART,LastSEA,SEA2016-10-27 00:00:00,LastSRUN,SRUN2016-10-27 00:00:00,prevACT,LastSIG,LastSAFEf,finalQTY,SIG2016-10-26 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2016-10-26 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2016-10-26 00:00:00,1LastSAFEf,1finalQTY,1SIG2016-10-26 00:00:00,None,RiskOff,AntiCustom,Anti1LastSIG,Anti0.75LastSIG,Anti0.5LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,Voting5,Voting6,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Custom,PNL_AntiCustom,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_Anti0.5LastSIG,PNL_prevSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
FCH,MTX6,4531.0,51.9553310045,-0.000220653133274,-1.0,1.0,1.0,1.0,1.0,24.0,2016-09-22,566.157241956,1.0,1.0,1.0,49374.307,0.917683766174,-0.000220653133274,4531.0,index,1.0,1.0,2016-09-22,1.0,1.0,25.0,25.0,-1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,1,1,1.0,1.0,0.0,1.0,0.0,1.0,-1,0,0.0,-1,-10.8945955428,10.8945955428,10.8945955428,-10.8945955428,-10.8945955428,10.8945955428,-10.8945955428,10.8945955428,-0.0,-10.8945955428,-10.8945955428,-10.8945955428,10.8945955428,10.8945955428,10.8945955428,-10.8945955428,10.8945955428,-10.8945955428,10.8945955428,10.8945955428,-10.8945955428,10.8945955428,-0.0,-0.0,10.8945955428,-10.8945955428,-10.8945955428,-10.8945955428,-10.8945955428,-0.0,-10.8945955428,-0.0,-10.8945955428,10.8945955428
FDX,DXMZ6,10710.5,141.85,0.000513778608127,1.0,1.0,-1.0,1.0,1.0,22.0,2016-09-23,772.869725,1.0,1.0,1.0,58356.15925,0.917683766174,0.000513778608127,10710.5,index,1.0,1.0,2016-09-23,1.0,1.0,23.0,23.0,-1.0,0.0,1.0,1.0,0.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,-1,-1,-1,-1,1,-1,1,1,-1,-1,1,-1,-1,1,1.0,0.0,0.0,1.0,0.0,1.0,-1,0,0.0,-1,29.9821462751,29.9821462751,-29.9821462751,29.9821462751,29.9821462751,-29.9821462751,29.9821462751,-29.9821462751,0.0,29.9821462751,-29.9821462751,29.9821462751,-29.9821462751,-29.9821462751,29.9821462751,29.9821462751,-29.9821462751,29.9821462751,-29.9821462751,-29.9821462751,29.9821462751,-29.9821462751,0.0,0.0,-29.9821462751,-29.9821462751,29.9821462751,29.9821462751,0.0,0.0,29.9821462751,0.0,29.9821462751,-29.9821462751
FEI,IEH7,100.295,0.0079997375,-4.9850448654e-05,-1.0,-1.0,1.0,-1.0,1.0,24.0,2016-09-22,21.7932848844,45.0,12.0,12.0,273228.65375,0.917683766174,-4.9850448654e-05,100.295,rates,-1.0,1.0,2016-09-22,1.0,1.0,25.0,25.0,1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,0,1,-1,1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,-1,-1.0,0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
FFI,LFZ6,6956.5,81.175,0.004258697849,1.0,-1.0,-1.0,-1.0,1.0,23.0,2016-09-23,987.57505,1.0,1.0,1.0,84632.779,0.821962847279,0.004258697849,6956.5,index,1.0,1.0,2016-10-05,1.0,1.0,-16.0,-16.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,2.0,1.0,-1.0,2.0,1.0,-1.0,0,-1,-1,1,1,1,-1,1,1,-1,1,1,1,-1,1,1.0,0.0,1.0,1.0,-1.0,1.0,-1,1,1.0,1,360.425433882,360.425433882,-360.425433882,360.425433882,360.425433882,-360.425433882,360.425433882,-360.425433882,360.425433882,-360.425433882,-360.425433882,-360.425433882,360.425433882,360.425433882,360.425433882,360.425433882,-360.425433882,360.425433882,-360.425433882,360.425433882,360.425433882,360.425433882,360.425433882,360.425433882,360.425433882,-360.425433882,360.425433882,360.425433882,0.0,360.425433882,360.425433882,-360.425433882,360.425433882,-360.425433882
FLG,LGZ6,125.15,0.8615,-0.00737626903553,-1.0,1.0,1.0,1.0,1.0,-7.0,2016-10-17,1048.1009,1.0,1.0,1.0,152257.49,0.821962847279,-0.00737626903553,125.15,rates,-1.0,1.0,2016-10-17,1.0,1.0,-8.0,-8.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0,1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,1,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1,0,-1.0,-1,-1123.09220891,1123.09220891,1123.09220891,-1123.09220891,1123.09220891,-1123.09220891,-1123.09220891,1123.09220891,1123.09220891,-1123.09220891,-1123.09220891,-1123.09220891,1123.09220891,1123.09220891,1123.09220891,-1123.09220891,1123.09220891,-1123.09220891,1123.09220891,1123.09220891,-1123.09220891,1123.09220891,-0.0,1123.09220891,1123.09220891,1123.09220891,-1123.09220891,1123.09220891,-0.0,1123.09220891,-1123.09220891,1123.09220891,1123.09220891,1123.09220891
FSS,LLZ6,99.59,0.01725,0.0,1.0,-1.0,1.0,-1.0,-1.0,-33.0,2016-09-09,26.2329375,38.0,10.0,10.0,151451.4925,0.821962847279,0.0,99.59,rates,-1.0,-1.0,2016-09-09,-1.0,-1.0,-34.0,-34.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,-1.0,2.0,0.0,-1.0,0,1,1,1,1,-1,1,1,-1,1,-1,1,1,1,1,1.0,1.0,1.0,-1.0,-1.0,-1.0,1,1,0.0,1,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
FV,@FVZ6,120.640625,0.22578125,-0.00161634447533,-1.0,1.0,1.0,1.0,-1.0,16.0,2016-10-04,225.78125,4.0,2.0,2.0,120640.625,1.0,-0.00161634447533,120.640625,rates,-1.0,1.0,2016-10-04,-1.0,-1.0,17.0,17.0,-1.0,0.0,1.0,4.0,0.0,1.0,4.0,1.0,1.0,4.0,1.0,2.0,4.0,1.0,0,1,-1,-1,-1,-1,1,1,-1,1,-1,1,1,1,1,1.0,1.0,0.0,1.0,0.0,-1.0,1,1,0.0,1,-779.987230879,779.987230879,779.987230879,-779.987230879,779.987230879,-779.987230879,-779.987230879,779.987230879,-0.0,-779.987230879,-779.987230879,-779.987230879,779.987230879,779.987230879,779.987230879,779.987230879,-779.987230879,779.987230879,-779.987230879,779.987230879,-779.987230879,-779.987230879,-779.987230879,-0.0,-779.987230879,-779.987230879,-779.987230879,-779.987230879,-779.987230879,-0.0,-779.987230879,-0.0,779.987230879,-779.987230879
GC,QGCZ6,1269.5,13.525,0.00228959418917,1.0,1.0,1.0,-1.0,-1.0,20.0,2016-09-28,1352.5,1.0,1.0,1.0,126950.0,1.0,0.00228959418917,1269.5,metal,-1.0,1.0,2016-09-28,-1.0,-1.0,21.0,21.0,-1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0,1,-1,1,-1,-1,1,1,-1,1,-1,1,1,1,1,1.0,1.0,0.0,-1.0,0.0,-1.0,1,1,0.0,1,290.663982315,290.663982315,-290.663982315,290.663982315,-290.663982315,290.663982315,290.663982315,-290.663982315,0.0,290.663982315,290.663982315,-290.663982315,290.663982315,-290.663982315,-290.663982315,-290.663982315,290.663982315,-290.663982315,290.663982315,-290.663982315,290.663982315,290.663982315,290.663982315,0.0,290.663982315,290.663982315,290.663982315,290.663982315,290.663982315,0.0,-290.663982315,0.0,-290.663982315,290.663982315
HCM,HHIV6,9622.0,173.7,-0.00793896277967,-1.0,-1.0,1.0,-1.0,1.0,8.0,2016-10-13,1119.98039873,1.0,1.0,1.0,62040.5952596,7.7546,-0.00793896277967,9622.0,index,1.0,1.0,2016-10-13,1.0,1.0,9.0,9.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,-1.0,2.0,1.0,-1.0,0,-1,-1,1,1,-1,-1,1,1,-1,1,1,1,1,1,1.0,1.0,1.0,1.0,-1.0,1.0,-1,1,1.0,1,-492.537976594,492.537976594,492.537976594,-492.537976594,-492.537976594,492.537976594,-492.537976594,492.537976594,-492.537976594,492.537976594,-492.537976594,492.537976594,-492.537976594,-492.537976594,492.537976594,-492.537976594,492.537976594,-492.537976594,492.537976594,-492.537976594,-492.537976594,-492.537976594,-492.537976594,-492.537976594,-492.537976594,-492.537976594,-492.537976594,-492.537976594,-492.537976594,-492.537976594,-492.537976594,492.537976594,-492.537976594,492.537976594
HG,QHGZ6,216.35,2.9625,0.00838965276159,1.0,1.0,1.0,1.0,1.0,18.0,2016-09-30,740.625,1.0,1.0,1.0,54087.5,1.0,0.00838965276159,216.35,metal,1.0,1.0,2016-10-21,1.0,1.0,-4.0,-4.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,-1.0,0.0,-1.0,1.0,1.0,1.0,-1,1,1.0,0,453.775343743,453.775343743,453.775343743,-453.775343743,453.775343743,-453.775343743,453.775343743,-453.775343743,-453.775343743,453.775343743,453.775343743,453.775343743,-453.775343743,-453.775343743,-453.775343743,453.775343743,-453.775343743,453.775343743,-453.775343743,453.775343743,453.775343743,-453.775343743,453.775343743,453.775343743,0.0,453.775343743,453.775343743,-453.775343743,0.0,-453.775343743,453.775343743,453.775343743,453.775343743,-453.775343743
HIC,HSIX6,23124.0,349.983755398,-0.00763882928504,-1.0,-1.0,-1.0,-1.0,1.0,-17.0,2016-09-29,2256.62029891,1.0,1.0,1.0,149098.599541,7.7546,-0.00763882928504,23124.0,index,1.0,1.0,2016-09-29,1.0,1.0,-18.0,-18.0,-1.0,1.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,0,-1,-1,1,1,1,-1,1,1,-1,1,1,1,-1,1,1.0,0.0,1.0,1.0,-1.0,1.0,-1,1,1.0,1,-1138.93874853,1138.93874853,1138.93874853,-1138.93874853,-1138.93874853,1138.93874853,-1138.93874853,1138.93874853,-1138.93874853,1138.93874853,1138.93874853,1138.93874853,-1138.93874853,-1138.93874853,-1138.93874853,-1138.93874853,1138.93874853,-1138.93874853,1138.93874853,-1138.93874853,-1138.93874853,-1138.93874853,-1138.93874853,-1138.93874853,-1138.93874853,1138.93874853,-1138.93874853,-1138.93874853,-0.0,-1138.93874853,-1138.93874853,1138.93874853,-1138.93874853,1138.93874853
HO,QHOF7,1.6055,0.034405843,0.0122950819672,1.0,-1.0,-1.0,1.0,-1.0,-30.0,2016-09-14,1445.045406,1.0,1.0,1.0,67431.0,1.0,0.0122950819672,1.6055,energy,1.0,1.0,2016-09-14,-1.0,-1.0,-31.0,-31.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,0,-1,-1,-1,1,1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,1.0,1,1,1.0,1,829.069672131,829.069672131,-829.069672131,829.069672131,829.069672131,-829.069672131,829.069672131,-829.069672131,829.069672131,-829.069672131,-829.069672131,829.069672131,-829.069672131,829.069672131,829.069672131,-829.069672131,829.069672131,829.069672131,-829.069672131,-829.069672131,829.069672131,829.069672131,829.069672131,829.069672131,829.069672131,829.069672131,829.069672131,829.069672131,829.069672131,829.069672131,829.069672131,0.0,829.069672131,829.069672131
JY,@JYZ6,0.9513,0.0078,-0.00720100187852,-1.0,-1.0,-1.0,-1.0,-1.0,-16.0,2016-10-04,975.0,1.0,1.0,1.0,118912.5,1.0,-0.00720100187852,0.9513,currency,-1.0,1.0,2016-09-27,-1.0,-1.0,22.0,22.0,-1.0,1.0,1.0,1.0,1.0,2.0,1.0,-1.0,2.0,1.0,-1.0,2.0,1.0,-1.0,0,1,-1,1,1,1,1,1,-1,1,-1,-1,1,-1,-1,1.0,0.0,1.0,-1.0,-1.0,-1.0,1,-1,-1.0,0,-856.28913588,856.28913588,856.28913588,-856.28913588,856.28913588,-856.28913588,-856.28913588,856.28913588,-856.28913588,856.28913588,856.28913588,856.28913588,-856.28913588,-856.28913588,-856.28913588,856.28913588,-856.28913588,856.28913588,-856.28913588,856.28913588,856.28913588,-856.28913588,856.28913588,856.28913588,-0.0,856.28913588,856.28913588,-856.28913588,-0.0,-856.28913588,856.28913588,856.28913588,856.28913588,-856.28913588
KC,@KCZ6,164.8,3.1625,0.00671960904093,1.0,1.0,1.0,1.0,1.0,-9.0,2016-10-13,1185.9375,1.0,1.0,1.0,61800.0,1.0,0.00671960904093,164.8,soft,1.0,1.0,2016-10-06,1.0,1.0,15.0,15.0,-1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,1,1,1.0,1.0,0.0,1.0,0.0,1.0,-1,0,0.0,-1,415.271838729,415.271838729,-415.271838729,415.271838729,415.271838729,-415.271838729,415.271838729,-415.271838729,0.0,415.271838729,415.271838729,415.271838729,-415.271838729,-415.271838729,-415.271838729,415.271838729,-415.271838729,415.271838729,-415.271838729,-415.271838729,415.271838729,-415.271838729,0.0,0.0,-415.271838729,415.271838729,415.271838729,415.271838729,415.271838729,0.0,415.271838729,0.0,415.271838729,-415.271838729
KW,@KWZ6,417.0,9.6875,0.0,1.0,1.0,1.0,1.0,-1.0,10.0,2016-10-12,484.375,2.0,1.0,1.0,20850.0,1.0,0.0,417.0,grain,1.0,1.0,2016-10-12,-1.0,-1.0,11.0,11.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,1.0,1.0,0.0,-1.0,1.0,-1.0,-1,-1,-1.0,-1,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0
LB,@LBF7,315.1,6.376569343,-0.00505209977897,-1.0,-1.0,1.0,-1.0,1.0,-13.0,2016-10-07,701.42262773,1.0,1.0,1.0,34661.0,1.0,-0.00505209977897,315.1,soft,1.0,-1.0,2016-10-07,1.0,1.0,-14.0,-14.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,-1.0,2.0,0.0,-1.0,0,-1,1,1,1,-1,-1,1,1,-1,1,1,1,1,1,1.0,1.0,1.0,1.0,-1.0,1.0,-1,1,1.0,1,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0
LC,@LEZ6,105.15,2.15125,0.00718390804598,1.0,1.0,-1.0,1.0,-1.0,-9.0,2016-10-13,860.5,1.0,1.0,1.0,42060.0,1.0,0.00718390804598,105.15,meat,1.0,-1.0,2016-10-13,-1.0,-1.0,-10.0,-10.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,-1.0,2.0,1.0,1.0,2.0,1.0,1.0,0,-1,1,-1,-1,1,1,-1,-1,1,-1,-1,-1,1,-1,1.0,0.0,0.0,-1.0,1.0,1.0,-1,-1,-1.0,-1,302.155172414,302.155172414,302.155172414,-302.155172414,302.155172414,-302.155172414,-302.155172414,302.155172414,0.0,302.155172414,-302.155172414,302.155172414,-302.155172414,-302.155172414,302.155172414,-302.155172414,302.155172414,-302.155172414,302.155172414,-302.155172414,-302.155172414,-302.155172414,-302.155172414,-302.155172414,-302.155172414,302.155172414,-302.155172414,302.155172414,0.0,0.0,-302.155172414,302.155172414,302.155172414,-302.155172414
LCO,EBF7,51.6,1.256348968,0.0109717868339,1.0,-1.0,-1.0,-1.0,-1.0,-28.0,2016-09-16,1256.348968,1.0,1.0,1.0,51600.0,1.0,0.0109717868339,51.6,energy,1.0,1.0,2016-09-16,-1.0,-1.0,-29.0,-29.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,0,-1,-1,1,1,1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,1.0,1,1,1.0,1,566.144200627,566.144200627,-566.144200627,566.144200627,566.144200627,-566.144200627,566.144200627,-566.144200627,566.144200627,-566.144200627,-566.144200627,-566.144200627,566.144200627,566.144200627,566.144200627,-566.144200627,566.144200627,566.144200627,-566.144200627,-566.144200627,566.144200627,566.144200627,566.144200627,566.144200627,566.144200627,566.144200627,566.144200627,566.144200627,566.144200627,566.144200627,566.144200627,0.0,566.144200627,566.144200627
LGO,GASZ6,465.75,10.6875,0.00757166035695,1.0,-1.0,-1.0,-1.0,-1.0,-21.0,2016-09-27,1068.75,1.0,1.0,1.0,46575.0,1.0,0.00757166035695,465.75,energy,1.0,1.0,2016-09-27,-1.0,-1.0,-22.0,-22.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,0,-1,-1,1,1,1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,1.0,1,1,1.0,1,352.650081125,352.650081125,-352.650081125,352.650081125,352.650081125,-352.650081125,352.650081125,-352.650081125,352.650081125,-352.650081125,-352.650081125,-352.650081125,352.650081125,352.650081125,352.650081125,-352.650081125,352.650081125,352.650081125,-352.650081125,-352.650081125,352.650081125,352.650081125,352.650081125,352.650081125,352.650081125,352.650081125,352.650081125,352.650081125,352.650081125,352.650081125,352.650081125,0.0,352.650081125,352.650081125
LH,@HEZ6,45.375,1.625,0.0265837104072,1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2016-10-20,650.0,1.0,1.0,1.0,18150.0,1.0,0.0265837104072,45.375,meat,1.0,-1.0,2016-10-20,-1.0,-1.0,-5.0,-5.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,2.0,1.0,-1.0,2.0,1.0,-1.0,0,-1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,1.0,1,1,1.0,1,482.494343891,482.494343891,-482.494343891,482.494343891,482.494343891,-482.494343891,-482.494343891,482.494343891,482.494343891,-482.494343891,-482.494343891,-482.494343891,482.494343891,482.494343891,482.494343891,-482.494343891,482.494343891,482.494343891,-482.494343891,-482.494343891,482.494343891,482.494343891,482.494343891,482.494343891,482.494343891,482.494343891,482.494343891,482.494343891,482.494343891,482.494343891,482.494343891,0.0,482.494343891,482.494343891
LRC,LRCF7,2175.0,28.6192930775,-0.00137741046832,-1.0,1.0,-1.0,1.0,1.0,-9.0,2016-10-13,286.192930775,3.0,1.0,1.0,21750.0,1.0,-0.00137741046832,2175.0,soft,1.0,1.0,2016-10-13,1.0,1.0,-10.0,-10.0,1.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1.0,3.0,1.0,1.0,3.0,1.0,0,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1,-1,0.0,-1,-89.8760330578,89.8760330578,-89.8760330578,89.8760330578,-89.8760330578,89.8760330578,-89.8760330578,89.8760330578,89.8760330578,-89.8760330578,89.8760330578,-89.8760330578,89.8760330578,89.8760330578,-89.8760330578,-89.8760330578,89.8760330578,-89.8760330578,89.8760330578,-89.8760330578,89.8760330578,89.8760330578,89.8760330578,-0.0,89.8760330578,89.8760330578,89.8760330578,89.8760330578,89.8760330578,89.8760330578,-89.8760330578,-89.8760330578,-89.8760330578,89.8760330578
LSU,QWZ6,596.8,10.48,0.00184656706396,1.0,-1.0,-1.0,-1.0,1.0,26.0,2016-09-28,524.0,1.0,1.0,1.0,29840.0,1.0,0.00184656706396,596.8,soft,1.0,1.0,2016-09-28,1.0,1.0,27.0,27.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,2.0,1.0,-1.0,2.0,1.0,-1.0,0,-1,-1,1,1,1,-1,1,1,-1,1,1,1,-1,1,1.0,0.0,1.0,1.0,-1.0,1.0,-1,1,1.0,1,55.1015611885,55.1015611885,-55.1015611885,55.1015611885,55.1015611885,-55.1015611885,55.1015611885,-55.1015611885,55.1015611885,-55.1015611885,-55.1015611885,-55.1015611885,55.1015611885,55.1015611885,55.1015611885,55.1015611885,-55.1015611885,55.1015611885,-55.1015611885,55.1015611885,55.1015611885,55.1015611885,55.1015611885,55.1015611885,55.1015611885,-55.1015611885,55.1015611885,55.1015611885,0.0,55.1015611885,55.1015611885,-55.1015611885,55.1015611885,-55.1015611885
MEM,@MMEZ6,902.0,11.81,-0.008573312816,-1.0,-1.0,1.0,-1.0,-1.0,2.0,2016-09-27,590.5,1.0,1.0,1.0,45100.0,1.0,-0.008573312816,902.0,index,1.0,1.0,2016-09-27,-1.0,-1.0,3.0,3.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,-1.0,2.0,1.0,-1.0,0,-1,-1,1,1,-1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,-1.0,1,1,0.0,1,-386.656408002,386.656408002,386.656408002,-386.656408002,-386.656408002,386.656408002,-386.656408002,386.656408002,-386.656408002,386.656408002,-386.656408002,386.656408002,-386.656408002,-386.656408002,386.656408002,386.656408002,-386.656408002,-386.656408002,386.656408002,386.656408002,-386.656408002,-386.656408002,-386.656408002,-0.0,-386.656408002,-386.656408002,-386.656408002,-386.656408002,-386.656408002,-386.656408002,-386.656408002,-0.0,386.656408002,-386.656408002
MFX,IBX6,9137.2,118.655256093,0.00209473464867,1.0,1.0,-1.0,1.0,1.0,9.0,2016-10-13,1292.98632565,1.0,1.0,1.0,99568.0684,0.917683766174,0.00209473464867,9137.2,index,1.0,1.0,2016-10-13,1.0,1.0,10.0,10.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,2.0,1.0,1.0,2.0,1.0,1.0,0,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1,-1,0.0,-1,208.568682778,208.568682778,208.568682778,-208.568682778,208.568682778,-208.568682778,208.568682778,-208.568682778,-208.568682778,208.568682778,-208.568682778,208.568682778,-208.568682778,-208.568682778,208.568682778,208.568682778,-208.568682778,208.568682778,-208.568682778,208.568682778,-208.568682778,-208.568682778,-208.568682778,0.0,-208.568682778,-208.568682778,-208.568682778,-208.568682778,-208.568682778,-208.568682778,208.568682778,208.568682778,208.568682778,-208.568682778
MP,@PXZ6,0.0529,0.000536,-0.00601277715145,-1.0,1.0,1.0,1.0,1.0,-5.0,2016-10-19,268.0,3.0,1.0,1.0,26450.0,1.0,-0.00601277715145,0.0529,currency,1.0,1.0,2016-10-19,1.0,1.0,-6.0,-6.0,-1.0,0.0,1.0,3.0,0.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,0,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,1,1,1.0,1.0,0.0,1.0,0.0,1.0,-1,0,0.0,-1,-477.113866967,477.113866967,477.113866967,-477.113866967,-477.113866967,477.113866967,-477.113866967,477.113866967,-0.0,-477.113866967,-477.113866967,-477.113866967,477.113866967,477.113866967,477.113866967,-477.113866967,477.113866967,-477.113866967,477.113866967,477.113866967,-477.113866967,477.113866967,-0.0,-0.0,477.113866967,-477.113866967,-477.113866967,-477.113866967,-477.113866967,-0.0,-477.113866967,-0.0,-477.113866967,477.113866967
MW,@MWZ6,525.5,8.15,0.0,1.0,1.0,1.0,1.0,-1.0,39.0,2016-08-31,407.5,2.0,1.0,1.0,26275.0,1.0,0.0,525.5,grain,1.0,1.0,2016-10-21,-1.0,-1.0,-4.0,-4.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,1.0,1.0,0.0,-1.0,1.0,-1.0,-1,-1,-1.0,-1,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0
NE,@NEZ6,0.7108,0.006135,-0.00378416257884,-1.0,1.0,1.0,1.0,1.0,11.0,2016-10-11,613.5,1.0,1.0,1.0,71080.0,1.0,-0.00378416257884,0.7108,currency,1.0,1.0,2016-10-11,1.0,1.0,12.0,12.0,-1.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,1,1,1.0,1.0,0.0,1.0,0.0,1.0,-1,0,0.0,-1,-268.978276104,268.978276104,268.978276104,-268.978276104,-268.978276104,268.978276104,-268.978276104,268.978276104,-0.0,-268.978276104,-268.978276104,-268.978276104,268.978276104,268.978276104,268.978276104,-268.978276104,268.978276104,-268.978276104,268.978276104,268.978276104,-268.978276104,268.978276104,-0.0,-0.0,268.978276104,-268.978276104,-268.978276104,-268.978276104,-268.978276104,-0.0,-268.978276104,-0.0,-268.978276104,268.978276104
