2016-11-09 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,prevSEA,prevSRUN,prevvSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,FX,PC2016-11-09 00:00:00,Close2016-11-09 00:00:00,group,RiskOn,Custom,vSTART,LastSEA,SEA2016-11-09 00:00:00,LastSRUN,SRUN2016-11-09 00:00:00,prevACT,LastSIG,LastSAFEf,finalQTY,SIG2016-11-08 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2016-11-08 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2016-11-08 00:00:00,1LastSAFEf,1finalQTY,1SIG2016-11-08 00:00:00,None,RiskOff,AntiCustom,Anti1LastSIG,Anti0.75LastSIG,Anti0.5LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,Voting5,Voting6,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Custom,PNL_AntiCustom,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_Anti0.5LastSIG,PNL_prevSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
FSS,LLZ6,99.59,0.014,0.0,1.0,-1.0,-1.0,-1.0,1.0,8.0,2016-10-27,21.74025,45.0,12.0,12.0,154650.82125,0.804958544635,0.0,99.59,rates,-1.0,-1.0,2016-11-03,1.0,1.0,-4.0,-4.0,1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,0,1,1,1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1,-1,0.0,0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
FV,@FVZ6,120.0234375,0.321484375,-0.00569542424439,-1.0,-1.0,1.0,-1.0,-1.0,-8.0,2016-10-27,321.484375,3.0,1.0,1.0,120023.4375,1.0,-0.00569542424439,120.0234375,rates,-1.0,1.0,2016-10-04,-1.0,-1.0,26.0,26.0,-1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,0,1,-1,1,1,-1,1,1,-1,1,-1,1,1,1,1,1.0,1.0,1.0,-1.0,-1.0,-1.0,1,1,0.0,1,-2050.7531875,2050.7531875,2050.7531875,-2050.7531875,2050.7531875,-2050.7531875,-2050.7531875,2050.7531875,-2050.7531875,2050.7531875,-2050.7531875,2050.7531875,-2050.7531875,-2050.7531875,2050.7531875,2050.7531875,-2050.7531875,2050.7531875,-2050.7531875,2050.7531875,-2050.7531875,-2050.7531875,-2050.7531875,-0.0,-2050.7531875,-2050.7531875,-2050.7531875,-2050.7531875,-2050.7531875,-2050.7531875,2050.7531875,2050.7531875,2050.7531875,-2050.7531875
GC,QGCZ6,1273.5,16.59,-0.000784621420165,-1.0,-1.0,1.0,-1.0,1.0,-22.0,2016-11-02,1659.0,1.0,1.0,1.0,127350.0,1.0,-0.000784621420165,1273.5,metal,-1.0,1.0,2016-11-02,1.0,1.0,-23.0,-23.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,-1.0,2.0,1.0,-1.0,0,1,-1,1,1,-1,-1,1,1,-1,1,1,1,-1,1,-1.0,0.0,0.0,1.0,-1.0,-1.0,1,1,1.0,1,-99.921537858,99.921537858,99.921537858,-99.921537858,99.921537858,-99.921537858,-99.921537858,99.921537858,-99.921537858,99.921537858,-99.921537858,99.921537858,-99.921537858,-99.921537858,99.921537858,-99.921537858,99.921537858,-99.921537858,99.921537858,-99.921537858,-99.921537858,-99.921537858,-99.921537858,-99.921537858,-99.921537858,99.921537858,-99.921537858,99.921537858,-0.0,-0.0,-99.921537858,99.921537858,99.921537858,-99.921537858
HCM,HHIX6,9374.0,190.976006694,-0.0309107825907,-1.0,1.0,-1.0,1.0,1.0,-10.0,2016-10-25,1231.16599424,1.0,1.0,1.0,60431.4135046,7.7559,-0.0309107825907,9374.0,index,1.0,1.0,2016-10-25,1.0,1.0,-11.0,-11.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1,-1,0.0,-1,-1867.98228449,1867.98228449,-1867.98228449,1867.98228449,-1867.98228449,1867.98228449,-1867.98228449,1867.98228449,1867.98228449,-1867.98228449,1867.98228449,-1867.98228449,1867.98228449,1867.98228449,-1867.98228449,-1867.98228449,1867.98228449,-1867.98228449,1867.98228449,-1867.98228449,1867.98228449,1867.98228449,1867.98228449,-0.0,1867.98228449,1867.98228449,1867.98228449,1867.98228449,1867.98228449,1867.98228449,-1867.98228449,-1867.98228449,-1867.98228449,1867.98228449
HG,QHGZ6,245.95,3.9125,0.0334033613445,1.0,-1.0,-1.0,1.0,1.0,12.0,2016-10-21,978.125,1.0,1.0,1.0,61487.5,1.0,0.0334033613445,245.95,metal,1.0,1.0,2016-10-21,1.0,1.0,13.0,13.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,2.0,1.0,1.0,0,-1,-1,-1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,0.0,1.0,0.0,1.0,-1,-1,0.0,-1,2053.88918067,2053.88918067,2053.88918067,-2053.88918067,2053.88918067,-2053.88918067,2053.88918067,-2053.88918067,-2053.88918067,-2053.88918067,-2053.88918067,2053.88918067,-2053.88918067,2053.88918067,2053.88918067,2053.88918067,-2053.88918067,2053.88918067,-2053.88918067,2053.88918067,-2053.88918067,-2053.88918067,-2053.88918067,0.0,-2053.88918067,-2053.88918067,-2053.88918067,-2053.88918067,-2053.88918067,0.0,2053.88918067,0.0,2053.88918067,-2053.88918067
HIC,HSIX6,22403.0,380.096718047,-0.0229403811767,-1.0,1.0,1.0,1.0,1.0,-26.0,2016-09-29,2450.37144656,1.0,1.0,1.0,144425.53411,7.7559,-0.0229403811767,22403.0,index,1.0,1.0,2016-09-29,1.0,1.0,-27.0,-27.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,-1.0,0.0,-1.0,1.0,1.0,1.0,-1,1,1.0,0,-3313.17680412,3313.17680412,-3313.17680412,3313.17680412,-3313.17680412,3313.17680412,-3313.17680412,3313.17680412,-3313.17680412,-3313.17680412,-3313.17680412,-3313.17680412,3313.17680412,3313.17680412,3313.17680412,-3313.17680412,3313.17680412,-3313.17680412,3313.17680412,-3313.17680412,-3313.17680412,3313.17680412,-3313.17680412,-3313.17680412,-0.0,-3313.17680412,-3313.17680412,3313.17680412,-0.0,3313.17680412,-3313.17680412,-3313.17680412,-3313.17680412,3313.17680412
HO,QHOF7,1.4606,0.0366499445,-0.000410621407063,-1.0,1.0,1.0,-1.0,-1.0,21.0,2016-10-10,1539.297669,1.0,1.0,1.0,61345.2,1.0,-0.000410621407063,1.4606,energy,1.0,1.0,2016-10-10,-1.0,-1.0,22.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,-1.0,0,-1,-1,1,-1,-1,1,-1,-1,1,1,-1,-1,1,1,1.0,1.0,0.0,-1.0,1.0,-1.0,-1,0,-1.0,-1,-25.1896523406,25.1896523406,-25.1896523406,25.1896523406,-25.1896523406,25.1896523406,-25.1896523406,25.1896523406,-25.1896523406,-25.1896523406,-25.1896523406,25.1896523406,-25.1896523406,25.1896523406,25.1896523406,25.1896523406,-25.1896523406,25.1896523406,-25.1896523406,-25.1896523406,25.1896523406,25.1896523406,-0.0,25.1896523406,25.1896523406,-25.1896523406,-25.1896523406,-25.1896523406,-25.1896523406,-0.0,25.1896523406,-25.1896523406,25.1896523406,25.1896523406
JY,@JYZ6,0.94595,0.0093325,-0.00765801206399,-1.0,1.0,1.0,1.0,-1.0,3.0,2016-10-27,1166.5625,1.0,1.0,1.0,118243.75,1.0,-0.00765801206399,0.94595,currency,-1.0,1.0,2016-11-03,-1.0,-1.0,4.0,4.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,-1,-1,-1,-1,1,1,-1,1,-1,1,1,1,1,1.0,1.0,0.0,1.0,0.0,-1.0,1,1,0.0,1,-905.512063992,905.512063992,905.512063992,-905.512063992,905.512063992,-905.512063992,-905.512063992,905.512063992,-905.512063992,-905.512063992,-905.512063992,-905.512063992,905.512063992,905.512063992,905.512063992,905.512063992,-905.512063992,905.512063992,-905.512063992,905.512063992,-905.512063992,-905.512063992,-905.512063992,-0.0,-905.512063992,-905.512063992,-905.512063992,-905.512063992,-905.512063992,-0.0,-905.512063992,-0.0,905.512063992,-905.512063992
KC,@KCZ6,170.1,4.0275,0.0155223880597,1.0,-1.0,-1.0,1.0,1.0,23.0,2016-10-06,1510.3125,1.0,1.0,1.0,63787.5,1.0,0.0155223880597,170.1,soft,1.0,1.0,2016-10-06,1.0,1.0,24.0,24.0,-1.0,-1.0,1.0,1.0,-1.0,2.0,1.0,-1.0,2.0,1.0,-1.0,1.0,1.0,1.0,0,-1,-1,-1,1,1,-1,1,1,-1,-1,1,1,-1,1,1.0,0.0,1.0,1.0,-1.0,1.0,-1,1,1.0,0,990.134328358,990.134328358,-990.134328358,990.134328358,990.134328358,-990.134328358,990.134328358,-990.134328358,-990.134328358,-990.134328358,-990.134328358,990.134328358,-990.134328358,990.134328358,990.134328358,990.134328358,-990.134328358,990.134328358,-990.134328358,-990.134328358,990.134328358,990.134328358,990.134328358,990.134328358,0.0,-990.134328358,990.134328358,990.134328358,0.0,990.134328358,990.134328358,-990.134328358,990.134328358,-990.134328358
KW,@KWZ6,410.25,8.225,-0.0173652694611,-1.0,1.0,-1.0,1.0,-1.0,-18.0,2016-10-13,411.25,2.0,1.0,1.0,20512.5,1.0,-0.0173652694611,410.25,grain,1.0,1.0,2016-10-13,-1.0,-1.0,-19.0,-19.0,1.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,1.0,2.0,2.0,1.0,0,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,1,-1,1.0,0.0,0.0,-1.0,1.0,1.0,-1,-1,-1.0,-1,-712.410179641,712.410179641,-712.410179641,712.410179641,-712.410179641,712.410179641,-712.410179641,712.410179641,712.410179641,-712.410179641,712.410179641,-712.410179641,712.410179641,712.410179641,-712.410179641,712.410179641,-712.410179641,712.410179641,-712.410179641,712.410179641,712.410179641,712.410179641,712.410179641,712.410179641,712.410179641,-712.410179641,712.410179641,-712.410179641,-0.0,-0.0,712.410179641,-712.410179641,-712.410179641,712.410179641
LB,@LBF7,316.0,6.296240876,0.0154241645244,1.0,-1.0,1.0,-1.0,1.0,-22.0,2016-10-07,692.58649636,1.0,1.0,1.0,34760.0,1.0,0.0154241645244,316.0,soft,1.0,-1.0,2016-10-07,1.0,1.0,-23.0,-23.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,-1.0,2.0,0.0,-1.0,0,-1,1,1,1,-1,-1,1,1,-1,1,1,1,1,1,1.0,1.0,1.0,1.0,-1.0,1.0,-1,1,1.0,1,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0
LC,@LEZ6,103.475,1.94875,0.00852826510721,1.0,-1.0,-1.0,-1.0,1.0,5.0,2016-11-01,779.5,1.0,1.0,1.0,41390.0,1.0,0.00852826510721,103.475,meat,1.0,-1.0,2016-11-01,1.0,1.0,6.0,6.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,0,-1,1,1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,0.0,-1.0,0.0,1.0,-1,-1,0.0,-1,352.984892788,352.984892788,352.984892788,-352.984892788,352.984892788,-352.984892788,-352.984892788,352.984892788,-352.984892788,-352.984892788,-352.984892788,-352.984892788,352.984892788,352.984892788,352.984892788,352.984892788,-352.984892788,352.984892788,-352.984892788,352.984892788,-352.984892788,-352.984892788,-352.984892788,0.0,-352.984892788,-352.984892788,-352.984892788,-352.984892788,-352.984892788,0.0,-352.984892788,0.0,352.984892788,-352.984892788
LCO,EBF7,46.36,1.32593587,0.00695047784535,1.0,1.0,1.0,1.0,-1.0,21.0,2016-10-10,1325.93587,1.0,1.0,1.0,46360.0,1.0,0.00695047784535,46.36,energy,1.0,1.0,2016-10-10,-1.0,-1.0,22.0,22.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,-1,-1,-1,-1,-1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,-1.0,-1,1,0.0,0,322.224152911,322.224152911,-322.224152911,322.224152911,322.224152911,-322.224152911,322.224152911,-322.224152911,322.224152911,322.224152911,322.224152911,322.224152911,-322.224152911,-322.224152911,-322.224152911,-322.224152911,322.224152911,322.224152911,-322.224152911,-322.224152911,322.224152911,322.224152911,322.224152911,0.0,0.0,322.224152911,322.224152911,322.224152911,322.224152911,322.224152911,322.224152911,322.224152911,-322.224152911,-322.224152911
LGO,GASZ6,419.5,11.4375,-0.00237812128419,-1.0,1.0,1.0,1.0,-1.0,21.0,2016-10-10,1143.75,1.0,1.0,1.0,41950.0,1.0,-0.00237812128419,419.5,energy,1.0,1.0,2016-10-10,-1.0,-1.0,22.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,1.0,1.0,0.0,-1.0,1.0,-1.0,-1,-1,-1.0,-1,-99.7621878716,99.7621878716,-99.7621878716,99.7621878716,-99.7621878716,99.7621878716,-99.7621878716,99.7621878716,-99.7621878716,-99.7621878716,-99.7621878716,-99.7621878716,99.7621878716,99.7621878716,99.7621878716,99.7621878716,-99.7621878716,99.7621878716,-99.7621878716,99.7621878716,99.7621878716,99.7621878716,99.7621878716,99.7621878716,99.7621878716,-99.7621878716,-99.7621878716,-99.7621878716,-99.7621878716,-0.0,99.7621878716,-99.7621878716,99.7621878716,99.7621878716
LH,@HEZ6,46.55,1.46375,-0.00904736562001,-1.0,1.0,-1.0,1.0,1.0,-13.0,2016-10-20,585.5,1.0,1.0,1.0,18620.0,1.0,-0.00904736562001,46.55,meat,1.0,-1.0,2016-10-20,1.0,1.0,3.0,3.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,-1,1,-1,-1,1,-1,1,1,-1,-1,1,-1,-1,1,1.0,0.0,0.0,1.0,0.0,1.0,-1,0,0.0,-1,-168.461947845,168.461947845,168.461947845,-168.461947845,-168.461947845,168.461947845,168.461947845,-168.461947845,168.461947845,-168.461947845,168.461947845,-168.461947845,168.461947845,168.461947845,-168.461947845,-168.461947845,168.461947845,-168.461947845,168.461947845,168.461947845,-168.461947845,168.461947845,-0.0,-0.0,168.461947845,168.461947845,-168.461947845,-168.461947845,-0.0,-0.0,-168.461947845,-0.0,-168.461947845,168.461947845
LRC,LRCF7,2133.0,38.5,0.0230215827338,1.0,-1.0,-1.0,1.0,1.0,-1.0,2016-10-06,385.0,2.0,1.0,1.0,21330.0,1.0,0.0230215827338,2133.0,soft,1.0,1.0,2016-10-06,1.0,1.0,-2.0,-2.0,-1.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,1.0,0,-1,-1,-1,1,1,-1,1,1,-1,-1,1,1,-1,1,1.0,0.0,1.0,1.0,-1.0,1.0,-1,1,1.0,0,982.100719424,982.100719424,-982.100719424,982.100719424,982.100719424,-982.100719424,982.100719424,-982.100719424,-982.100719424,-982.100719424,-982.100719424,982.100719424,-982.100719424,982.100719424,982.100719424,982.100719424,-982.100719424,982.100719424,-982.100719424,-982.100719424,982.100719424,982.100719424,982.100719424,982.100719424,0.0,-982.100719424,982.100719424,982.100719424,0.0,982.100719424,982.100719424,-982.100719424,982.100719424,-982.100719424
LSU,QWH7,577.7,9.872146548,0.00644599303136,1.0,-1.0,-1.0,-1.0,1.0,35.0,2016-09-28,493.6073274,2.0,1.0,1.0,28885.0,1.0,0.00644599303136,577.7,soft,1.0,1.0,2016-09-28,1.0,1.0,36.0,36.0,-1.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,0,-1,-1,1,1,1,-1,1,1,-1,1,1,1,-1,1,1.0,0.0,1.0,1.0,-1.0,1.0,-1,1,1.0,1,372.385017422,372.385017422,-372.385017422,372.385017422,372.385017422,-372.385017422,372.385017422,-372.385017422,-372.385017422,-372.385017422,-372.385017422,-372.385017422,372.385017422,372.385017422,372.385017422,372.385017422,-372.385017422,372.385017422,-372.385017422,372.385017422,372.385017422,372.385017422,372.385017422,372.385017422,372.385017422,-372.385017422,372.385017422,372.385017422,0.0,372.385017422,372.385017422,-372.385017422,372.385017422,-372.385017422
MEM,@MMEZ6,881.4,15.205,-0.032279314888,-1.0,1.0,1.0,1.0,-1.0,-2.0,2016-10-24,760.25,1.0,1.0,1.0,44070.0,1.0,-0.032279314888,881.4,index,1.0,1.0,2016-10-24,-1.0,-1.0,12.0,12.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,1.0,1.0,0.0,-1.0,1.0,-1.0,-1,-1,-1.0,-1,-1422.54940711,1422.54940711,-1422.54940711,1422.54940711,-1422.54940711,1422.54940711,-1422.54940711,1422.54940711,-1422.54940711,-1422.54940711,-1422.54940711,-1422.54940711,1422.54940711,1422.54940711,1422.54940711,1422.54940711,-1422.54940711,1422.54940711,-1422.54940711,1422.54940711,1422.54940711,1422.54940711,1422.54940711,1422.54940711,1422.54940711,-1422.54940711,-1422.54940711,-1422.54940711,-1422.54940711,-0.0,1422.54940711,-1422.54940711,1422.54940711,1422.54940711
MFX,IBX6,8867.2,137.613359657,-0.00361822145313,-1.0,-1.0,-1.0,-1.0,1.0,-11.0,2016-10-24,1502.18743402,1.0,1.0,1.0,96794.3552,0.916086478564,-0.00361822145313,8867.2,index,1.0,1.0,2016-10-24,1.0,1.0,-12.0,-12.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,2.0,1.0,-1.0,2.0,1.0,-1.0,0,-1,-1,1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,0.0,-1.0,0.0,1.0,-1,-1,0.0,-1,-350.223412527,350.223412527,-350.223412527,350.223412527,-350.223412527,350.223412527,-350.223412527,350.223412527,350.223412527,350.223412527,350.223412527,350.223412527,-350.223412527,-350.223412527,-350.223412527,-350.223412527,350.223412527,-350.223412527,350.223412527,-350.223412527,350.223412527,350.223412527,350.223412527,-0.0,350.223412527,350.223412527,350.223412527,350.223412527,350.223412527,-0.0,350.223412527,-0.0,-350.223412527,350.223412527
MP,@PXZ6,0.05006,0.0010365,-0.0739918608953,-1.0,1.0,-1.0,1.0,1.0,4.0,2016-11-02,518.25,1.0,1.0,1.0,25030.0,1.0,-0.0739918608953,0.05006,currency,1.0,1.0,2016-11-02,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,2.0,1.0,1.0,2.0,1.0,1.0,0,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1,-1,0.0,-1,-1852.01627821,1852.01627821,-1852.01627821,1852.01627821,-1852.01627821,1852.01627821,-1852.01627821,1852.01627821,1852.01627821,-1852.01627821,1852.01627821,-1852.01627821,1852.01627821,1852.01627821,-1852.01627821,-1852.01627821,1852.01627821,-1852.01627821,1852.01627821,-1852.01627821,1852.01627821,1852.01627821,1852.01627821,-0.0,1852.01627821,1852.01627821,1852.01627821,1852.01627821,1852.01627821,1852.01627821,-1852.01627821,-1852.01627821,-1852.01627821,1852.01627821
MW,@MWZ6,514.5,6.85,0.000972762645914,1.0,-1.0,1.0,-1.0,-1.0,12.0,2016-10-21,342.5,2.0,1.0,1.0,25725.0,1.0,0.000972762645914,514.5,grain,1.0,1.0,2016-10-21,-1.0,-1.0,13.0,13.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,0,-1,-1,1,1,-1,1,-1,-1,1,1,-1,1,1,1,1.0,1.0,1.0,-1.0,1.0,-1.0,1,1,0.0,1,50.0486381323,50.0486381323,50.0486381323,-50.0486381323,50.0486381323,-50.0486381323,50.0486381323,-50.0486381323,50.0486381323,-50.0486381323,50.0486381323,-50.0486381323,50.0486381323,50.0486381323,-50.0486381323,-50.0486381323,50.0486381323,-50.0486381323,50.0486381323,50.0486381323,-50.0486381323,50.0486381323,50.0486381323,0.0,50.0486381323,50.0486381323,50.0486381323,50.0486381323,50.0486381323,50.0486381323,-50.0486381323,50.0486381323,-50.0486381323,50.0486381323
NE,@NEZ6,0.7282,0.006335,-0.0124762679685,-1.0,-1.0,-1.0,1.0,1.0,20.0,2016-10-11,633.5,1.0,1.0,1.0,72820.0,1.0,-0.0124762679685,0.7282,currency,1.0,1.0,2016-10-11,1.0,1.0,21.0,21.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,2.0,1.0,1.0,0,-1,-1,-1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,0.0,1.0,0.0,1.0,-1,-1,0.0,-1,-908.521833469,908.521833469,-908.521833469,908.521833469,-908.521833469,908.521833469,-908.521833469,908.521833469,908.521833469,908.521833469,908.521833469,-908.521833469,908.521833469,-908.521833469,-908.521833469,-908.521833469,908.521833469,-908.521833469,908.521833469,-908.521833469,908.521833469,908.521833469,908.521833469,-0.0,908.521833469,908.521833469,908.521833469,908.521833469,908.521833469,-0.0,-908.521833469,-0.0,-908.521833469,908.521833469
NG,QNGF7,2.859,0.113742359,0.0174377224199,1.0,-1.0,1.0,-1.0,-1.0,18.0,2016-10-13,1137.42359,1.0,1.0,1.0,28590.0,1.0,0.0174377224199,2.859,energy,1.0,1.0,2016-10-13,-1.0,-1.0,19.0,19.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,-1.0,2.0,1.0,-1.0,0,-1,-1,1,1,-1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,-1.0,1,1,0.0,1,498.544483986,498.544483986,-498.544483986,498.544483986,498.544483986,-498.544483986,498.544483986,-498.544483986,498.544483986,-498.544483986,498.544483986,-498.544483986,498.544483986,498.544483986,-498.544483986,-498.544483986,498.544483986,498.544483986,-498.544483986,-498.544483986,498.544483986,498.544483986,498.544483986,0.0,498.544483986,498.544483986,498.544483986,498.544483986,498.544483986,498.544483986,498.544483986,0.0,-498.544483986,498.544483986
NIY,@NKDZ6,17215.0,264.0,-0.0054881571346,-1.0,1.0,-1.0,1.0,1.0,14.0,2016-10-19,1248.10892587,1.0,1.0,1.0,81387.1028744,105.76,-0.0054881571346,17215.0,index,1.0,-1.0,2016-10-19,1.0,1.0,15.0,15.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,-1,1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1,-1,0.0,-1,-446.665209305,446.665209305,-446.665209305,446.665209305,-446.665209305,446.665209305,446.665209305,-446.665209305,446.665209305,-446.665209305,446.665209305,-446.665209305,446.665209305,446.665209305,-446.665209305,-446.665209305,446.665209305,-446.665209305,446.665209305,-446.665209305,446.665209305,446.665209305,446.665209305,-0.0,446.665209305,446.665209305,446.665209305,446.665209305,446.665209305,446.665209305,-446.665209305,-446.665209305,-446.665209305,446.665209305
NQ,@NQZ6,4820.5,66.15,0.0038003019418,1.0,1.0,-1.0,1.0,1.0,2.0,2016-10-24,1323.0,1.0,1.0,1.0,96410.0,1.0,0.0038003019418,4820.5,index,1.0,1.0,2016-10-24,1.0,1.0,3.0,3.0,1.0,-1.0,1.0,1.0,-1.0,2.0,1.0,-1.0,2.0,1.0,1.0,2.0,1.0,1.0,0,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1,-1,0.0,-1,366.387110209,366.387110209,366.387110209,-366.387110209,366.387110209,-366.387110209,366.387110209,-366.387110209,-366.387110209,366.387110209,-366.387110209,366.387110209,-366.387110209,-366.387110209,366.387110209,366.387110209,-366.387110209,366.387110209,-366.387110209,366.387110209,-366.387110209,-366.387110209,-366.387110209,0.0,-366.387110209,-366.387110209,-366.387110209,-366.387110209,-366.387110209,-366.387110209,366.387110209,366.387110209,366.387110209,-366.387110209
O,@OZ6,222.5,7.775,-0.0143964562569,-1.0,1.0,1.0,1.0,-1.0,8.0,2016-10-27,388.75,2.0,1.0,1.0,11125.0,1.0,-0.0143964562569,222.5,grain,1.0,-1.0,2016-10-27,-1.0,-1.0,9.0,9.0,-1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,0,-1,1,-1,-1,-1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,-1.0,-1,1,0.0,0,-320.321151716,320.321151716,320.321151716,-320.321151716,-320.321151716,320.321151716,320.321151716,-320.321151716,-320.321151716,-320.321151716,-320.321151716,-320.321151716,320.321151716,320.321151716,320.321151716,320.321151716,-320.321151716,-320.321151716,320.321151716,320.321151716,-320.321151716,-320.321151716,-320.321151716,-0.0,-0.0,-320.321151716,-320.321151716,-320.321151716,-320.321151716,-320.321151716,-320.321151716,-320.321151716,320.321151716,320.321151716
