2016-07-21 00:00:00,Contract,LastClose,ATR20,PC2016-07-21 00:00:00,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,LastSEA,LastSRUN,vSTART,prevACT,usdATR,QTY,contractValue,Close2016-07-21 00:00:00,RiskOn,group,SEA2016-07-21 00:00:00,SRUN2016-07-21 00:00:00,prevSEA,prevSRUN,LastSIG,LastSAFEf,finalQTY,SIG2016-07-20 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2016-07-20 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2016-07-20 00:00:00,1LastSAFEf,1finalQTY,1SIG2016-07-20 00:00:00,AntiSEA,AntiPrevACT,AdjSEA,Voting,RiskOff,chgValue,PNL_ACT,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_prevSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_Voting,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff
CT,@CTZ6,72.97,1.759,0.00856945404285,1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2016-07-15,-1.0,879.5,3.0,36485.0,72.97,1.0,soft,-1.0,-4.0,-1.0,2.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,1,1,-1.0,-1,-1,312.656530753,937.96959226,-937.96959226,-937.96959226,-937.96959226,-937.96959226,-937.96959226,937.96959226,-937.96959226,-937.96959226,-937.96959226,937.96959226,937.96959226,-937.96959226
CU,@EUU6,1.10385,0.0107075,0.000770625566636,1.0,-1.0,-1.0,-1.0,1.0,-19.0,2016-06-23,-1.0,1338.4375,2.0,137981.25,1.10385,1.0,currency,1.0,-19.0,1.0,-18.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,-1,1,-1.0,-1,-1,106.331878966,212.663757933,-212.663757933,-212.663757933,-212.663757933,-212.663757933,212.663757933,-212.663757933,-212.663757933,-212.663757933,-212.663757933,212.663757933,212.663757933,-212.663757933
DX,@DXU6,97.046,0.62765,-0.00223106422792,-1.0,1.0,-1.0,1.0,-1.0,-20.0,2016-06-23,1.0,627.65,4.0,97046.0,97.046,-1.0,currency,-1.0,-20.0,-1.0,-19.0,1.0,1.0,4.0,1.0,1.0,4.0,-1.0,2.0,4.0,1.0,2.0,4.0,1.0,1,-1,1.0,1,1,-216.515859063,866.06343625,-866.06343625,-866.06343625,866.06343625,-866.06343625,866.06343625,-866.06343625,-866.06343625,-866.06343625,-866.06343625,866.06343625,866.06343625,-866.06343625
EBL,BDU6,166.17,0.771,-0.000901875901876,-1.0,-1.0,-1.0,-1.0,1.0,-9.0,2016-07-08,-1.0,850.1046,3.0,183219.042,166.17,-1.0,rates,1.0,-9.0,1.0,-8.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,-1,1,-1.0,-1,1,-165.240838745,495.722516234,495.722516234,495.722516234,495.722516234,495.722516234,-495.722516234,495.722516234,495.722516234,495.722516234,495.722516234,-495.722516234,495.722516234,-495.722516234
EBM,BLU6,133.42,0.216,-0.000674106808479,-1.0,-1.0,-1.0,-1.0,1.0,-9.0,2016-07-08,-1.0,238.1616,9.0,147108.892,133.42,-1.0,rates,1.0,-9.0,1.0,-8.0,-1.0,1.0,9.0,-1.0,2.0,9.0,-1.0,2.0,9.0,-1.0,2.0,9.0,-1.0,-1,1,-1.0,-1,1,-99.167105685,892.503951165,892.503951165,892.503951165,892.503951165,892.503951165,-892.503951165,892.503951165,892.503951165,892.503951165,892.503951165,-892.503951165,892.503951165,-892.503951165
EBS,EZU6,112.01,0.05125,-8.92697732547e-05,-1.0,-1.0,1.0,-1.0,1.0,-8.0,2016-07-11,-1.0,56.50825,36.0,123502.226,112.01,-1.0,rates,1.0,-8.0,1.0,-7.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,2.0,0.0,-1.0,2.0,0.0,-1.0,-1,1,-1.0,-1,1,-11.0250157115,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0
ED,@EDZ6,99.115,0.04575,-0.000201745095072,-1.0,-1.0,1.0,-1.0,1.0,-17.0,2016-06-27,-1.0,114.375,18.0,247787.5,99.115,-1.0,rates,1.0,-17.0,1.0,-16.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,2.0,0.0,-1.0,2.0,0.0,-1.0,-1,1,-1.0,-1,1,-49.9899127453,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0
EMD,@EMDU6,1539.1,24.54,-0.00497801913628,-1.0,1.0,1.0,1.0,-1.0,-6.0,2016-07-13,1.0,2454.0,1.0,153910.0,1539.1,1.0,index,-1.0,-6.0,-1.0,-5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1,-1,1.0,1,-1,-766.166925265,766.166925265,-766.166925265,-766.166925265,-766.166925265,-766.166925265,766.166925265,-766.166925265,-766.166925265,-766.166925265,-766.166925265,766.166925265,-766.166925265,766.166925265
ES,@ESU6,2158.0,29.125,-0.00438292964245,-1.0,1.0,-1.0,1.0,-1.0,-4.0,2016-07-15,1.0,1456.25,2.0,107900.0,2158.0,1.0,index,-1.0,-4.0,-1.0,-3.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,2.0,2.0,1.0,2.0,2.0,1.0,1,-1,1.0,1,-1,-472.91810842,945.83621684,-945.83621684,-945.83621684,945.83621684,-945.83621684,945.83621684,-945.83621684,-945.83621684,-945.83621684,-945.83621684,945.83621684,-945.83621684,945.83621684
FC,@GFQ6,134.4,3.13,-0.0304779080252,-1.0,-1.0,1.0,-1.0,-1.0,-11.0,2016-07-06,-1.0,1565.0,2.0,67200.0,134.4,1.0,meat,-1.0,-11.0,-1.0,-10.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,1,1,1.0,1,-1,-2048.1154193,4096.23083859,-4096.23083859,4096.23083859,-4096.23083859,4096.23083859,4096.23083859,-4096.23083859,-4096.23083859,-4096.23083859,4096.23083859,-4096.23083859,-4096.23083859,4096.23083859
FCH,MTQ6,4379.0,82.742292783,0.000114194358799,1.0,1.0,-1.0,1.0,-1.0,-11.0,2016-07-06,1.0,912.316520225,3.0,48282.854,4379.0,1.0,index,-1.0,-11.0,-1.0,-10.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,1,-1,1.0,1,-1,5.51362955351,16.5408886605,16.5408886605,16.5408886605,-16.5408886605,16.5408886605,-16.5408886605,16.5408886605,16.5408886605,16.5408886605,16.5408886605,-16.5408886605,16.5408886605,-16.5408886605
FDX,DXMU6,10163.5,187.8,0.00281203749383,1.0,-1.0,-1.0,-1.0,-1.0,-5.0,2016-07-14,1.0,1035.3414,2.0,56031.3755,10163.5,1.0,index,-1.0,-5.0,-1.0,-4.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,1,-1,1.0,-1,-1,157.562328737,315.124657474,-315.124657474,-315.124657474,-315.124657474,-315.124657474,-315.124657474,315.124657474,315.124657474,-315.124657474,315.124657474,-315.124657474,315.124657474,-315.124657474
FEI,IEZ6,100.335,0.017,4.9835542709e-05,1.0,1.0,1.0,-1.0,1.0,-9.0,2016-07-08,-1.0,46.8605,43.0,276573.4275,100.335,-1.0,rates,1.0,-9.0,1.0,-8.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,-1,1,-1.0,-1,1,13.7831868583,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0
FFI,LFU6,6656.0,116.85,-0.00336901998952,-1.0,1.0,1.0,1.0,-1.0,-5.0,2016-07-14,1.0,1545.4581,2.0,88032.256,6656.0,1.0,index,-1.0,-5.0,-1.0,-4.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1,-1,1.0,1,-1,-296.582430186,593.164860373,-593.164860373,-593.164860373,-593.164860373,-593.164860373,593.164860373,-593.164860373,-593.164860373,-593.164860373,-593.164860373,593.164860373,-593.164860373,593.164860373
FLG,LGU6,129.27,0.8105,-0.000850208687587,-1.0,1.0,1.0,1.0,1.0,-7.0,2016-07-12,-1.0,1071.9673,2.0,170972.502,129.27,-1.0,rates,1.0,-7.0,1.0,19.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,-1,1,1.0,1,1,-145.362306539,290.724613078,-290.724613078,-290.724613078,-290.724613078,-290.724613078,-290.724613078,290.724613078,-290.724613078,-290.724613078,290.724613078,-290.724613078,290.724613078,-290.724613078
FSS,LLZ6,99.66,0.0405,-0.000200642054575,-1.0,1.0,1.0,1.0,-1.0,7.0,2016-07-12,1.0,66.956625,30.0,164762.895,99.66,-1.0,rates,-1.0,7.0,-1.0,6.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1,-1,-1.0,1,1,-33.0583657705,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0
FV,@FVU6,121.5859375,0.459375,0.00167342472807,1.0,1.0,1.0,-1.0,1.0,-12.0,2016-07-05,-1.0,459.375,5.0,121585.9375,121.5859375,-1.0,rates,1.0,-12.0,1.0,-11.0,-1.0,1.0,5.0,-1.0,1.0,5.0,1.0,1.0,5.0,1.0,2.0,5.0,-1.0,-1,1,-1.0,-1,1,203.464914398,1017.32457199,-1017.32457199,1017.32457199,1017.32457199,-1017.32457199,1017.32457199,-1017.32457199,-1017.32457199,-1017.32457199,-1017.32457199,1017.32457199,-1017.32457199,1017.32457199
GC,QGCQ6,1331.0,24.625,0.00886833927083,1.0,-1.0,-1.0,-1.0,-1.0,-11.0,2016-07-06,-1.0,2462.5,1.0,133100.0,1331.0,-1.0,metal,-1.0,-11.0,-1.0,-10.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,2.0,1.0,-1.0,1,1,1.0,-1,1,1180.37595695,1180.37595695,-1180.37595695,-1180.37595695,-1180.37595695,-1180.37595695,-1180.37595695,1180.37595695,1180.37595695,-1180.37595695,-1180.37595695,1180.37595695,-1180.37595695,1180.37595695
HCM,HHIN6,9034.0,184.095621849,0.00322043309273,1.0,1.0,-1.0,1.0,-1.0,-13.0,2016-07-04,1.0,1184.65651126,2.0,58133.8481338,9034.0,1.0,index,-1.0,-13.0,1.0,17.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,2.0,2.0,1.0,2.0,2.0,1.0,-1,-1,1.0,1,-1,187.216168338,374.432336676,374.432336676,374.432336676,-374.432336676,374.432336676,374.432336676,-374.432336676,374.432336676,374.432336676,374.432336676,-374.432336676,374.432336676,-374.432336676
HG,QHGU6,225.85,5.02,0.00199645075421,1.0,1.0,-1.0,1.0,1.0,9.0,2016-07-08,-1.0,1255.0,2.0,56462.5,225.85,1.0,metal,1.0,9.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,2.0,2.0,1.0,2.0,2.0,1.0,-1,1,1.0,1,-1,112.72460071,225.44920142,225.44920142,225.44920142,-225.44920142,225.44920142,225.44920142,-225.44920142,225.44920142,225.44920142,-225.44920142,225.44920142,225.44920142,-225.44920142
HIC,HSIN6,22003.0,406.92804069,0.00516217450891,1.0,1.0,-1.0,1.0,1.0,17.0,2016-06-27,1.0,2618.58456042,1.0,141589.446589,22003.0,1.0,index,1.0,17.0,1.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,2.0,1.0,1.0,2.0,1.0,1.0,-1,-1,1.0,1,-1,730.909431914,730.909431914,730.909431914,730.909431914,-730.909431914,730.909431914,730.909431914,-730.909431914,730.909431914,730.909431914,730.909431914,-730.909431914,730.909431914,-730.909431914
HO,QHOU6,1.3976,0.055184472,-0.0236132457734,-1.0,-1.0,1.0,-1.0,1.0,15.0,2016-06-29,1.0,2317.747824,1.0,58699.2,1.3976,1.0,energy,1.0,15.0,-1.0,14.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1,-1,-1.0,-1,-1,-1386.0786363,1386.0786363,1386.0786363,1386.0786363,-1386.0786363,1386.0786363,1386.0786363,-1386.0786363,1386.0786363,1386.0786363,-1386.0786363,1386.0786363,-1386.0786363,1386.0786363
JY,@JYU6,0.94645,0.01528,0.00911611045954,1.0,1.0,1.0,-1.0,1.0,-9.0,2016-07-08,-1.0,1910.0,2.0,118306.25,0.94645,-1.0,currency,1.0,-9.0,1.0,-8.0,-1.0,1.0,2.0,-1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,-1.0,-1,1,-1.0,-1,1,1078.49284305,2156.98568611,-2156.98568611,2156.98568611,2156.98568611,-2156.98568611,2156.98568611,-2156.98568611,-2156.98568611,-2156.98568611,-2156.98568611,2156.98568611,-2156.98568611,2156.98568611
KC,@KCU6,146.85,4.41,-0.00102040816327,-1.0,1.0,1.0,1.0,1.0,-3.0,2016-06-27,1.0,1653.75,2.0,55068.75,146.85,1.0,soft,1.0,-3.0,1.0,-2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,-1,-1,-1.0,1,-1,-56.1926020408,112.385204082,-112.385204082,-112.385204082,-112.385204082,-112.385204082,-112.385204082,112.385204082,112.385204082,-112.385204082,-112.385204082,112.385204082,-112.385204082,112.385204082
KW,@KWU6,407.5,12.1875,0.00184388444991,1.0,1.0,1.0,-1.0,-1.0,-7.0,2016-07-12,-1.0,609.375,4.0,20375.0,407.5,1.0,grain,-1.0,-7.0,-1.0,29.0,-1.0,1.0,4.0,-1.0,1.0,4.0,1.0,1.0,4.0,1.0,2.0,4.0,-1.0,1,1,-1.0,-1,-1,37.5691456669,150.276582667,-150.276582667,150.276582667,150.276582667,-150.276582667,-150.276582667,150.276582667,-150.276582667,-150.276582667,-150.276582667,150.276582667,150.276582667,-150.276582667
LB,@LBU6,329.9,7.715,0.00702075702076,1.0,-1.0,1.0,-1.0,-1.0,-13.0,2016-07-01,1.0,848.65,3.0,36289.0,329.9,1.0,soft,-1.0,-13.0,-1.0,-12.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1,-1,1.0,1,-1,254.776251526,764.328754579,764.328754579,-764.328754579,764.328754579,-764.328754579,-764.328754579,764.328754579,764.328754579,764.328754579,764.328754579,-764.328754579,764.328754579,-764.328754579
LC,@LEV6,105.7,2.1650028175,-0.0219754799907,-1.0,-1.0,1.0,-1.0,1.0,-5.0,2016-07-14,-1.0,866.001127,3.0,42280.0,105.7,1.0,meat,1.0,-5.0,1.0,-4.0,-1.0,1.0,3.0,-1.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,-1,1,-1.0,-1,-1,-929.123294009,2787.36988203,2787.36988203,2787.36988203,-2787.36988203,2787.36988203,-2787.36988203,2787.36988203,2787.36988203,2787.36988203,2787.36988203,-2787.36988203,-2787.36988203,2787.36988203
LCO,EBZ6,47.53,1.652,-0.0226197820276,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,2016-07-13,1.0,1652.0,2.0,47530.0,47.53,1.0,energy,-1.0,6.0,1.0,5.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,-1,-1,1.0,-1,-1,-1075.11823977,2150.23647954,2150.23647954,2150.23647954,2150.23647954,2150.23647954,-2150.23647954,2150.23647954,-2150.23647954,2150.23647954,-2150.23647954,2150.23647954,-2150.23647954,2150.23647954
LGO,GASU6,413.5,15.7975257285,-0.0125373134328,-1.0,-1.0,1.0,-1.0,1.0,-16.0,2016-06-29,1.0,1579.75257285,2.0,41350.0,413.5,1.0,energy,1.0,-16.0,1.0,-15.0,-1.0,1.0,2.0,-1.0,1.0,2.0,1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,-1,-1,-1.0,-1,-1,-518.417910448,1036.8358209,1036.8358209,1036.8358209,-1036.8358209,1036.8358209,-1036.8358209,1036.8358209,1036.8358209,1036.8358209,-1036.8358209,1036.8358209,-1036.8358209,1036.8358209
LH,@HEV6,62.275,1.3167402115,-0.0250489236791,-1.0,-1.0,-1.0,-1.0,1.0,-5.0,2016-07-14,-1.0,526.6960846,4.0,24910.0,62.275,1.0,meat,1.0,-5.0,1.0,-4.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,2.0,4.0,-1.0,2.0,4.0,-1.0,-1,1,-1.0,-1,-1,-623.968688845,2495.87475538,2495.87475538,2495.87475538,2495.87475538,2495.87475538,-2495.87475538,2495.87475538,2495.87475538,2495.87475538,2495.87475538,-2495.87475538,-2495.87475538,2495.87475538
LRC,LRCU6,1818.0,29.5,0.0011013215859,1.0,1.0,-1.0,1.0,1.0,-6.0,2016-07-13,1.0,295.0,7.0,18180.0,1818.0,1.0,soft,1.0,-6.0,-1.0,-5.0,1.0,1.0,7.0,1.0,1.0,7.0,-1.0,2.0,7.0,1.0,2.0,7.0,1.0,1,-1,1.0,1,-1,20.0220264317,140.154185022,140.154185022,140.154185022,-140.154185022,140.154185022,-140.154185022,140.154185022,140.154185022,140.154185022,140.154185022,-140.154185022,140.154185022,-140.154185022
LSU,QWV6,539.7,13.56,0.0108634575763,1.0,1.0,1.0,1.0,-1.0,16.0,2016-06-29,-1.0,678.0,3.0,26985.0,539.7,1.0,soft,-1.0,16.0,-1.0,15.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1,1,-1.0,1,-1,293.150402697,879.451208091,879.451208091,879.451208091,879.451208091,879.451208091,-879.451208091,879.451208091,-879.451208091,879.451208091,-879.451208091,879.451208091,879.451208091,-879.451208091
MEM,@MMEU6,868.9,14.5,-0.0036693039789,-1.0,-1.0,-1.0,1.0,-1.0,-3.0,2016-06-27,1.0,725.0,3.0,43445.0,868.9,1.0,index,-1.0,-3.0,-1.0,-2.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,1.0,1,-1,1.0,1,-1,-159.412911363,478.23873409,-478.23873409,478.23873409,478.23873409,-478.23873409,478.23873409,-478.23873409,-478.23873409,-478.23873409,-478.23873409,478.23873409,-478.23873409,478.23873409
MFX,IBQ6,8571.7,191.390387759,0.00238560218914,1.0,1.0,-1.0,1.0,1.0,6.0,2016-07-13,1.0,2110.27041543,1.0,94511.5642,8571.7,1.0,index,1.0,6.0,1.0,-10.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,2.0,1.0,1.0,2.0,1.0,1.0,-1,-1,-1.0,-1,-1,225.466994455,225.466994455,-225.466994455,225.466994455,-225.466994455,225.466994455,225.466994455,-225.466994455,-225.466994455,-225.466994455,225.466994455,-225.466994455,225.466994455,-225.466994455
MP,@PXU6,0.05332,0.0010055,-0.00112401648558,-1.0,1.0,1.0,1.0,-1.0,10.0,2016-07-07,-1.0,502.75,4.0,26660.0,0.05332,1.0,currency,-1.0,10.0,-1.0,9.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1,1,-1.0,1,-1,-29.9662795054,119.865118022,-119.865118022,-119.865118022,-119.865118022,-119.865118022,119.865118022,-119.865118022,119.865118022,-119.865118022,119.865118022,-119.865118022,-119.865118022,119.865118022
MW,@MWU6,486.25,10.05,0.00257731958763,1.0,-1.0,1.0,-1.0,-1.0,11.0,2016-07-06,-1.0,502.5,4.0,24312.5,486.25,1.0,grain,-1.0,11.0,-1.0,10.0,-1.0,1.0,4.0,-1.0,1.0,4.0,1.0,2.0,4.0,-1.0,2.0,4.0,-1.0,1,1,-1.0,-1,-1,62.6610824742,250.644329897,-250.644329897,-250.644329897,250.644329897,-250.644329897,-250.644329897,250.644329897,-250.644329897,-250.644329897,-250.644329897,250.644329897,250.644329897,-250.644329897
NE,@NEU6,0.697,0.010125,-0.00442793886588,-1.0,-1.0,-1.0,-1.0,-1.0,-7.0,2016-07-12,-1.0,1012.5,2.0,69700.0,0.697,1.0,currency,-1.0,-7.0,-1.0,-6.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,1,1,1.0,-1,-1,-308.627338952,617.254677903,617.254677903,617.254677903,617.254677903,617.254677903,617.254677903,-617.254677903,-617.254677903,617.254677903,617.254677903,-617.254677903,-617.254677903,617.254677903
